effect_subset,atlas,period,survey,site,X,Y,expected_richness,dominant_variable,dominant_variable_label,dominant_positive_importance,total_site_positive_importance,relative_positive_dominance,n_species_contributing
positive,1,1970s,DB23_1,DB23,562499.6400820935,6367499.792328508,34.79154281440887,perc_forest,Forest (% coverage),0.004593975854800854,0.012464399698361515,0.36856775825351196,157
positive,1,1970s,DB24_1,DB24,562499.6441820732,6372499.746949654,51.382965807696465,perc_forest,Forest (% coverage),0.005508561240289283,0.011872648696096676,0.46397070959408665,157
positive,1,1970s,DB25_1,DB25,562499.6611575983,6377499.739594084,49.59620021432729,perc_forest,Forest (% coverage),0.0061075531342759575,0.012326226392339455,0.495492532740734,157
positive,1,1970s,DB26_1,DB26,562499.6900292314,6382499.770230629,47.38891450278554,perc_forest,Forest (% coverage),0.0059375095686189806,0.013906318693710023,0.4269648711060088,157
positive,1,1970s,DB31_1,DB31,567499.6497347835,6357499.773935058,33.18389681031626,perc_forest,Forest (% coverage),0.00568026813698272,0.011706607194454037,0.4852189915173481,157
positive,1,1970s,DB32_1,DB32,567499.649767541,6362499.788996397,43.21675566129915,perc_forest,Forest (% coverage),0.005064337989406613,0.011202843256525277,0.45205827426504497,157
positive,1,1970s,DB33_1,DB33,567499.6483663965,6367499.730884405,50.718519945043454,perc_forest,Forest (% coverage),0.004634504119022278,0.012117179771253,0.3824738269557784,157
positive,1,1970s,DB34_1,DB34,567499.6427126657,6372499.710880268,62.12456772257633,perc_forest,Forest (% coverage),0.007958440438813974,0.013764064682516605,0.5782042312633816,157
positive,1,1970s,DB35_1,DB35,567499.6318198992,6377499.728951592,47.993131454831584,perc_forest,Forest (% coverage),0.006584097488404105,0.0127564389942295,0.5161391428581665,157
positive,1,1970s,DB36_1,DB36,567499.676348217,6382499.674741831,38.280536068861316,perc_forest,Forest (% coverage),0.005991331765695309,0.013388151443251601,0.44751000846463274,157
positive,1,1970s,DB40_1,DB40,572499.6344654928,6352499.8530826,62.48396292954345,perc_forest,Forest (% coverage),0.008428778149342515,0.014255388373323867,0.5912696258149868,157
positive,1,1970s,DB41_1,DB41,572499.6216895938,6357499.864695008,36.04704420547338,perc_forest,Forest (% coverage),0.006012987291930012,0.012308213301888795,0.48853453742203756,157
positive,1,1970s,DB42_1,DB42,572499.5906535387,6362499.80320541,48.552983875879015,perc_forest,Forest (% coverage),0.008179291929751064,0.013828917760022114,0.5914629092232004,157
positive,1,1970s,DB43_1,DB43,572499.5984189146,6367499.780956781,49.48587246032354,perc_forest,Forest (% coverage),0.005523186842418747,0.011820246739289478,0.46726493653132906,157
positive,1,1970s,DB44_1,DB44,572499.5838254265,6372499.796851205,57.60038903008669,perc_forest,Forest (% coverage),0.007500431892221937,0.013351318962473092,0.561774601693181,157
positive,1,1970s,DB45_1,DB45,572499.6077339851,6377499.740606079,45.510478129134604,perc_forest,Forest (% coverage),0.005670626995128099,0.012338797867660515,0.45957694225549967,157
positive,1,1970s,DB46_1,DB46,572499.6071544627,6382499.722435604,22.990290602328113,perc_forest,Forest (% coverage),0.00468926909933575,0.01338800778484158,0.35025891638972023,157
positive,1,1970s,DB52_1,DB52,577499.5523310879,6362499.807698655,37.66672293292675,perc_forest,Forest (% coverage),0.004924543368894394,0.011503786027277087,0.42808023004058077,157
positive,1,1970s,DB53_1,DB53,577499.5700187528,6367499.831857608,42.336857045374906,perc_forest,Forest (% coverage),0.007024203293295887,0.013287419980482574,0.5286356044750218,157
positive,1,1970s,DB54_1,DB54,577499.5493575014,6372499.782863706,53.063753390485736,perc_forest,Forest (% coverage),0.008763672447067597,0.014662765366329142,0.5976821034858858,157
positive,1,1970s,DB55_1,DB55,577499.5492296974,6377499.66181914,57.377371900971006,perc_forest,Forest (% coverage),0.007357950470191147,0.014304784712333752,0.514369885192822,157
positive,1,1970s,DB56_1,DB56,577499.5641771164,6382499.691316109,52.19925836920393,perc_forest,Forest (% coverage),0.006034451934701546,0.013734184933693416,0.4393745944033064,157
positive,1,1970s,DB57_1,DB57,577499.537492288,6387499.64755162,45.7529564803785,perc_forest,Forest (% coverage),0.006495694745701724,0.01414899804195465,0.4590922075500097,157
positive,1,1970s,DB60_1,DB60,582499.5631405126,6352499.870773819,47.153169686454746,perc_forest,Forest (% coverage),0.0057402179297299134,0.012066346748128969,0.4757212808110295,157
positive,1,1970s,DB62_1,DB62,582499.4927491389,6362499.801014301,45.063425247139634,perc_forest,Forest (% coverage),0.0058912666149236,0.012070791593789019,0.48805967439243414,157
positive,1,1970s,DB63_1,DB63,582499.5234498292,6367499.770816479,44.61579727425354,perc_forest,Forest (% coverage),0.007390136095564241,0.013725468723903766,0.5384250435610883,157
positive,1,1970s,DB64_1,DB64,582499.4955886239,6372499.778775646,52.172227378828396,perc_forest,Forest (% coverage),0.008071666147370572,0.014372289684233758,0.561613098866571,157
positive,1,1970s,DB65_1,DB65,582499.4702860015,6377499.714756137,45.34042922598356,perc_forest,Forest (% coverage),0.005968447464142948,0.014314978460231203,0.4169372298200825,157
positive,1,1970s,DB66_1,DB66,582499.5038627629,6382499.691246823,43.33060016125647,perc_forest,Forest (% coverage),0.007395462854119869,0.014507820123881283,0.5097569993955341,157
positive,1,1970s,DB67_1,DB67,582499.4776775325,6387499.594470724,51.0389300817301,perc_forest,Forest (% coverage),0.005402537650136528,0.014083125307644377,0.38361780727776446,157
positive,1,1970s,DB68_1,DB68,582499.4481154357,6392499.536917151,27.450946779027472,tmean_breeding,Temperature,0.003938892534466183,0.014288889291259883,0.275661211601345,157
positive,1,1970s,DB70_1,DB70,587499.5384229121,6352499.942973814,40.848767499048314,perc_forest,Forest (% coverage),0.004126567483305915,0.010730176253696171,0.38457592734177654,157
positive,1,1970s,DB71_1,DB71,587499.4899705768,6357499.898755164,32.43931361154029,perc_forest,Forest (% coverage),0.0065196504720115124,0.013091040615460672,0.49802385184808984,157
positive,1,1970s,DB72_1,DB72,587499.4900431393,6362499.784009084,55.908576498618366,perc_forest,Forest (% coverage),0.007027995160802778,0.012991206909178741,0.5409809273253322,157
positive,1,1970s,DB73_1,DB73,587499.4724052523,6367499.8200299665,47.146843135990586,perc_forest,Forest (% coverage),0.007488744006278137,0.013967328455172399,0.5361615165214286,157
positive,1,1970s,DB74_1,DB74,587499.4405852477,6372499.784163884,48.34054245943441,perc_forest,Forest (% coverage),0.0056241735148618265,0.013478211285761975,0.4172789248973307,157
positive,1,1970s,DB75_1,DB75,587499.4508390957,6377499.788968703,45.459526058581986,perc_forest,Forest (% coverage),0.0037247022442483176,0.01484209786372356,0.25095524085931814,157
positive,1,1970s,DB77_1,DB77,587499.4197526195,6387499.582648063,42.07148466369424,perc_forest,Forest (% coverage),0.005894381687507955,0.013344151427603312,0.4417202337283893,157
positive,1,1970s,DB78_1,DB78,587499.3735523641,6392499.482754864,50.29357801254047,perc_forest,Forest (% coverage),0.0052100177792187615,0.013052907817201009,0.3991461406287605,157
positive,1,1970s,DB79_1,DB79,587499.3020525747,6397499.533405255,35.950141363291046,perc_forest,Forest (% coverage),0.006170745756337805,0.013853407889399812,0.4454316082802603,157
positive,1,1970s,DB80_1,DB80,592499.4685152426,6352499.8696485795,30.992502559481725,perc_forest,Forest (% coverage),0.00535493924611998,0.01312606181610319,0.40796236686547405,157
positive,1,1970s,DB81_1,DB81,592499.4687914647,6357499.903263027,38.83413304094953,perc_forest,Forest (% coverage),0.004096908214664342,0.013138284696707801,0.31182976387252037,157
positive,1,1970s,DB82_1,DB82,592499.4395459738,6362499.8651057985,54.88539072098092,perc_forest,Forest (% coverage),0.006015323027650126,0.013372763265971302,0.4498190021023464,157
positive,1,1970s,DB83_1,DB83,592499.43704912,6367499.867802329,61.86701455776281,perc_forest,Forest (% coverage),0.004652777833415125,0.013395933859787166,0.34732762061345746,157
positive,1,1970s,DB89_1,DB89,592499.276854376,6397499.389086184,57.10430692957908,perc_forest,Forest (% coverage),0.007057125631584453,0.013453746901791856,0.5245472271107271,157
positive,1,1970s,DC00_1,DC00,552499.7981343176,6302499.822003722,72.31382447266202,perc_forest,Forest (% coverage),0.008273073508537794,0.01407637058025806,0.5877277428416583,157
positive,1,1970s,DC01_1,DC01,552499.82723216,6307499.828336293,52.76880833299337,perc_forest,Forest (% coverage),0.005432812533094081,0.011831964228217742,0.45916404312121806,157
positive,1,1970s,DC02_1,DC02,552499.7944827778,6312499.871378481,52.38652211166681,perc_forest,Forest (% coverage),0.004841016949017149,0.011475036647458041,0.42187376805367627,157
positive,1,1970s,DC03_1,DC03,552499.7615257066,6317499.840557125,43.116353749243764,perc_forest,Forest (% coverage),0.004389973326810758,0.011306492555929418,0.3882701293168536,157
positive,1,1970s,DC04_1,DC04,552499.7262227507,6322499.847153073,65.16296886701736,perc_forest,Forest (% coverage),0.0042437298010537475,0.013305955881759177,0.31893460633454956,157
positive,1,1970s,DC05_1,DC05,552499.6892463007,6327499.779825433,48.52800526661009,tmean_breeding,Temperature,0.004637921235107768,0.014727058556764292,0.31492515747331784,157
positive,1,1970s,DC07_1,DC07,552499.6635607927,6337499.75798567,84.21422913988974,perc_forest,Forest (% coverage),0.005328916950576705,0.014494813865810858,0.3676430066581334,157
positive,1,1970s,DC08_1,DC08,552499.6732267597,6342499.8034165995,82.6721928969918,perc_forest,Forest (% coverage),0.005420886688949981,0.01425674961991698,0.3802330007519307,157
positive,1,1970s,DC09_1,DC09,552499.6781305044,6347499.774804628,45.92459301434293,perc_forest,Forest (% coverage),0.0035056579276361265,0.012012338751273142,0.2918380841752881,157
positive,1,1970s,DC10_1,DC10,557499.8206087413,6302499.8354761265,53.15756109144478,perc_forest,Forest (% coverage),0.006355593631599938,0.01231346119297415,0.5161500517195222,157
positive,1,1970s,DC11_1,DC11,557499.7664055785,6307499.841569215,70.52925117697141,perc_forest,Forest (% coverage),0.007223472654909168,0.013365940932727,0.5404387683041624,157
positive,1,1970s,DC12_1,DC12,557499.7547180243,6312499.886004784,42.68162783925574,perc_forest,Forest (% coverage),0.0063597017134149995,0.012885155129489545,0.49356811381027926,157
positive,1,1970s,DC13_1,DC13,557499.7253695964,6317499.856604637,37.02442399664777,perc_forest,Forest (% coverage),0.006089546682055142,0.012807592812270526,0.4754637948999246,157
positive,1,1970s,DC14_1,DC14,557499.73675981,6322499.865488209,49.22722622393066,perc_forest,Forest (% coverage),0.0033934153111230348,0.011186965089664977,0.3033365424781762,157
positive,1,1970s,DC15_1,DC15,557499.7273178204,6327499.9117859565,54.72262774551837,perc_forest,Forest (% coverage),0.003916850898397531,0.01323561518547443,0.29593266678651414,157
positive,1,1970s,DC16_1,DC16,557499.6978451451,6332499.884155993,44.94090006460996,perc_forest,Forest (% coverage),0.005136617139325676,0.012187353019483517,0.42147110460441545,157
positive,1,1970s,DC17_1,DC17,557499.7080623058,6337499.783408084,46.679104776704605,perc_forest,Forest (% coverage),0.004477423047518443,0.011260256787553755,0.3976306341847773,157
positive,1,1970s,DC18_1,DC18,557499.693518839,6342499.831295908,53.89506356811818,perc_forest,Forest (% coverage),0.0034326899458036555,0.011835346893603053,0.2900371215700494,157
positive,1,1970s,DC19_1,DC19,557499.6565704292,6347499.805162802,54.17614178185614,perc_forest,Forest (% coverage),0.0035708176236286422,0.011792506757672523,0.30280394974591573,157
positive,1,1970s,DC20_1,DC20,562499.7978840575,6302499.938668321,41.93004515272562,perc_forest,Forest (% coverage),0.0048192272671298475,0.0112746681365126,0.4274385027372075,157
positive,1,1970s,DC21_1,DC21,562499.7828758188,6307499.956366545,47.94068890569161,perc_forest,Forest (% coverage),0.005805067806403989,0.012061350224577806,0.4812950207328209,157
positive,1,1970s,DC22_1,DC22,562499.7944753097,6312499.901183143,42.57998846412048,perc_forest,Forest (% coverage),0.0046624072051056585,0.011292199039590417,0.4128874445764968,157
positive,1,1970s,DC23_1,DC23,562499.7692934149,6317499.883481737,71.3608670407537,perc_forest,Forest (% coverage),0.0065768018062627035,0.01316842168070016,0.4994373635453795,157
positive,1,1970s,DC24_1,DC24,562499.7065775642,6322499.903231546,41.26767740171656,tmean_breeding,Temperature,0.004730260926964346,0.014605010092273716,0.3238793329877074,157
positive,1,1970s,DC25_1,DC25,562499.7284663095,6327499.850920295,49.02525024894309,tmean_breeding,Temperature,0.005423467562085552,0.014547801867491227,0.37280323250792463,157
positive,1,1970s,DC26_1,DC26,562499.7110273131,6332499.835998577,71.85346055835626,perc_forest,Forest (% coverage),0.008145797998942777,0.014158369108487678,0.5753344849626447,157
positive,1,1970s,DC27_1,DC27,562499.653506505,6337499.858435164,54.294671520439344,perc_forest,Forest (% coverage),0.00402166430281901,0.010999290171486898,0.36562943972914175,157
positive,1,1970s,DC28_1,DC28,562499.677609729,6342499.808717862,63.019013792376676,perc_forest,Forest (% coverage),0.004881055211046261,0.012540747986703585,0.3892156365969106,157
positive,1,1970s,DC30_1,DC30,567499.8116184272,6302499.909548791,41.51597059533896,perc_forest,Forest (% coverage),0.006872846670189974,0.013286276802713248,0.517289137675232,157
positive,1,1970s,DC31_1,DC31,567499.7755507686,6307499.948179211,44.127495570070984,perc_forest,Forest (% coverage),0.005745725925199642,0.01239142229319819,0.46368574883881924,157
positive,1,1970s,DC32_1,DC32,567499.8096190846,6312499.914980982,55.405364251440155,perc_forest,Forest (% coverage),0.005751921622748602,0.01233398744127949,0.46634729037407835,157
positive,1,1970s,DC33_1,DC33,567499.7285674406,6317499.918270218,60.40435147109654,perc_forest,Forest (% coverage),0.004455122128338824,0.013300701131143632,0.33495393095534953,157
positive,1,1970s,DC34_1,DC34,567499.7138947316,6322499.9609747855,37.71068723609087,tmean_breeding,Temperature,0.005341398670124726,0.015471038277563662,0.3452514675676877,157
positive,1,1970s,DC35_1,DC35,567499.7056084871,6327499.930768742,39.06026932118189,perc_forest,Forest (% coverage),0.0045007166249473604,0.011480977164741394,0.3920151186058681,157
positive,1,1970s,DC36_1,DC36,567499.7009201018,6332499.938928539,41.91996999415587,perc_forest,Forest (% coverage),0.005302350597550777,0.01176165901668272,0.4508165548780092,157
positive,1,1970s,DC37_1,DC37,567499.6402083595,6337499.873123914,42.10747477119141,perc_forest,Forest (% coverage),0.0034948985461476746,0.011271410285687095,0.3100675476772984,157
positive,1,1970s,DC39_1,DC39,567499.6437902323,6347499.858365299,35.60509393895092,perc_forest,Forest (% coverage),0.005688367063577766,0.012780572063312571,0.4450792214463215,157
positive,1,1970s,DC40_1,DC40,572499.8148650045,6302499.969526697,66.51988549818836,perc_forest,Forest (% coverage),0.006174991888277482,0.013203296728650844,0.4676856102823089,157
positive,1,1970s,DC41_1,DC41,572499.821296516,6307499.929013042,56.40720605047949,perc_forest,Forest (% coverage),0.004002731963394557,0.012748574906410716,0.3139748554469216,157
positive,1,1970s,DC42_1,DC42,572499.8176624437,6312499.927039073,64.5533843463598,perc_forest,Forest (% coverage),0.006945554459855829,0.013512773850485618,0.5139991638064912,157
positive,1,1970s,DC43_1,DC43,572499.74222273,6317499.962513002,40.31132961888504,perc_forest,Forest (% coverage),0.004235058395008603,0.013047685430040763,0.3245831161178885,157
positive,1,1970s,DC45_1,DC45,572499.6797881541,6327499.928359153,36.46743083503552,perc_forest,Forest (% coverage),0.005015946587973756,0.011540494956847565,0.4346387747431525,157
positive,1,1970s,DC48_1,DC48,572499.603288505,6342499.944623605,40.651312810971255,perc_forest,Forest (% coverage),0.008523938268276915,0.015048153541945603,0.5664441318010927,157
positive,1,1970s,DC49_1,DC49,572499.6280012622,6347499.879714389,41.07622250586605,perc_forest,Forest (% coverage),0.009810485153146411,0.01645186071812768,0.5963146249066289,157
positive,1,1970s,DC50_1,DC50,577499.8267759397,6302500.006971771,41.49652105931603,perc_forest,Forest (% coverage),0.010285507107755706,0.016128983606252676,0.6377033642571472,157
positive,1,1970s,DC51_1,DC51,577499.8137447787,6307500.007805302,35.85141487559272,perc_forest,Forest (% coverage),0.0034987953867337386,0.014449421588270929,0.24214086116594633,157
positive,1,1970s,DC52_1,DC52,577499.834045176,6312500.04834203,20.133628757120363,perc_forest,Forest (% coverage),0.00428603731204924,0.014808823023888338,0.2894245751424923,157
positive,1,1970s,DC53_1,DC53,577499.7670313121,6317500.014979401,56.713774903710174,perc_forest,Forest (% coverage),0.005498033923581459,0.014861610156155431,0.3699487381119511,157
positive,1,1970s,DC56_1,DC56,577499.6899038834,6332500.0401362395,39.335116270364,perc_forest,Forest (% coverage),0.005173453054691444,0.011593467417801458,0.44623863321060836,157
positive,1,1970s,DC57_1,DC57,577499.6237474973,6337499.940236413,47.51568266907663,perc_forest,Forest (% coverage),0.007411811129776935,0.013801124430990741,0.5370440044097815,157
positive,1,1970s,DC58_1,DC58,577499.5821444269,6342499.991146208,47.47286329058343,perc_forest,Forest (% coverage),0.009344231330103096,0.01553075331909378,0.6016598897759282,157
positive,1,1970s,DC59_1,DC59,577499.5701581707,6347499.85890772,40.71688779874274,perc_forest,Forest (% coverage),0.0051991369551947966,0.011856190639605678,0.438516646133122,157
positive,1,1970s,DC64_1,DC64,582499.7765719168,6322500.023200316,26.237741882942725,perc_forest,Forest (% coverage),0.004432432648585285,0.013161712116662588,0.3367671781070088,157
positive,1,1970s,DC65_1,DC65,582499.6844180265,6327500.009486454,44.57412510760016,perc_forest,Forest (% coverage),0.006025915273413318,0.014758295011890635,0.40830700758849775,157
positive,1,1970s,DC69_1,DC69,582499.5463454451,6347499.907984794,46.68157728536819,perc_forest,Forest (% coverage),0.006421854636126876,0.012848124722430479,0.4998281675235835,157
positive,1,1970s,DC79_1,DC79,587499.5162126686,6347499.914135292,43.36483100012049,perc_forest,Forest (% coverage),0.00733108175295741,0.013744198440241533,0.5333946380963761,157
positive,1,1970s,DC89_1,DC89,592499.4952561076,6347499.988268283,42.87522098568666,perc_forest,Forest (% coverage),0.005776219950551398,0.013139067538063738,0.43962175655294794,157
positive,1,1970s,DD00_1,DD00,552499.8856748668,6252499.714341889,44.86968907879884,perc_forest,Forest (% coverage),0.005660141662436531,0.01223296781834478,0.4626957044674376,157
positive,1,1970s,DD01_1,DD01,552499.8788040339,6257499.789576381,68.50524677406274,perc_forest,Forest (% coverage),0.007391348581016239,0.01348113748518443,0.5482733626253142,157
positive,1,1970s,DD02_1,DD02,552499.8180619746,6262499.790504193,50.27953878145275,perc_forest,Forest (% coverage),0.0040708935231929064,0.01059421164394237,0.3842563901883713,157
positive,1,1970s,DD03_1,DD03,552499.8245235039,6267499.829924205,49.11939345451945,perc_forest,Forest (% coverage),0.00499285014430537,0.01137451981450766,0.4389504107186333,157
positive,1,1970s,DD04_1,DD04,552499.8372124677,6272499.79574306,47.667699415084655,perc_forest,Forest (% coverage),0.005571201432451404,0.012106611379527182,0.46017843125554964,157
positive,1,1970s,DD05_1,DD05,552499.7926802624,6277499.7984718,66.68599709807656,perc_forest,Forest (% coverage),0.00716571994638188,0.013295571122025474,0.5389554070762054,157
positive,1,1970s,DD06_1,DD06,552499.8129379287,6282499.83961058,46.797805350373885,perc_forest,Forest (% coverage),0.0058959673560605025,0.01197723936715371,0.49226430025516216,157
positive,1,1970s,DD07_1,DD07,552499.8372333928,6287499.807062139,43.14344332981768,perc_forest,Forest (% coverage),0.005435308975346906,0.011618995922165943,0.46779506695391704,157
positive,1,1970s,DD08_1,DD08,552499.8023283664,6292499.811338297,58.58261444033941,perc_forest,Forest (% coverage),0.008852910610345642,0.014710798279098682,0.60179675109297,157
positive,1,1970s,DD09_1,DD09,552499.8297948928,6297499.853941188,75.75872835703649,perc_forest,Forest (% coverage),0.009340002745832575,0.015081471572347729,0.6193031430008271,157
positive,1,1970s,DD10_1,DD10,557499.856180533,6252499.733037651,53.26812652659122,perc_forest,Forest (% coverage),0.006372600656210327,0.012879434489926555,0.494788855923337,157
positive,1,1970s,DD11_1,DD11,557499.8762522964,6257499.80687196,77.17257040464558,perc_forest,Forest (% coverage),0.006213074886090373,0.01296392976684466,0.47925860428373773,157
positive,1,1970s,DD12_1,DD12,557499.8255147779,6262499.806363893,66.67696356862886,perc_forest,Forest (% coverage),0.005476935154271532,0.011872402297874757,0.46131650670664537,157
positive,1,1970s,DD13_1,DD13,557499.8249050891,6267499.844455846,42.86998838534929,perc_forest,Forest (% coverage),0.005350945789622771,0.011639110230965005,0.45973838922729415,157
positive,1,1970s,DD14_1,DD14,557499.8135712934,6272499.808981645,43.39970132831648,perc_forest,Forest (% coverage),0.006224272566438281,0.012526043877772479,0.4969064955523013,157
positive,1,1970s,DD16_1,DD16,557499.812499,6282499.851962599,65.7151358700921,perc_forest,Forest (% coverage),0.006882045735073482,0.013263426576001545,0.5188738894612387,157
positive,1,1970s,DD17_1,DD17,557499.8226555676,6287499.819056403,62.48815620410671,perc_forest,Forest (% coverage),0.006259292750617297,0.012199954697240223,0.5130586879993272,157
positive,1,1970s,DD18_1,DD18,557499.815944289,6292499.935076535,67.73746179148021,perc_forest,Forest (% coverage),0.00809838075328349,0.014026927174847518,0.5773453196367311,157
positive,1,1970s,DD19_1,DD19,557499.7962017705,6297499.866076322,62.80088384881153,perc_forest,Forest (% coverage),0.008789737597567763,0.014623587668918562,0.6010657436854399,157
positive,1,1970s,DD20_1,DD20,562499.8979436193,6252499.742285932,51.18311696810051,perc_forest,Forest (% coverage),0.006273884438313924,0.0128706075373854,0.48745829752714476,157
positive,1,1970s,DD21_1,DD21,562499.8222470335,6257499.8229469415,54.33969036650624,perc_forest,Forest (% coverage),0.00476669560789819,0.011312918529865977,0.4213497688783108,157
positive,1,1970s,DD22_1,DD22,562499.8437607648,6262499.831936724,38.144244712300335,perc_forest,Forest (% coverage),0.004597813894646553,0.011354993661482167,0.4049155844307535,157
positive,1,1970s,DD24_1,DD24,562499.8019624483,6272499.851935544,35.19916875574019,perc_forest,Forest (% coverage),0.007517808399649315,0.014015780344604423,0.5363817222309284,157
positive,1,1970s,DD26_1,DD26,562499.825335824,6282499.914256911,69.33002999826022,perc_forest,Forest (% coverage),0.007463689669684027,0.01366433808873496,0.5462167008175229,157
positive,1,1970s,DD27_1,DD27,562499.8219761638,6287499.891081318,39.55753245600191,perc_forest,Forest (% coverage),0.006182776374449495,0.012517148711527445,0.4939444690591218,157
positive,1,1970s,DD28_1,DD28,562499.7860176418,6292499.905539777,53.926181504741585,perc_forest,Forest (% coverage),0.0072483666575927546,0.013369398683165385,0.542161007339831,157
positive,1,1970s,DD29_1,DD29,562499.8388001381,6297499.959425464,65.84619906501224,perc_forest,Forest (% coverage),0.007153646370598672,0.013239164473762378,0.5403397159069896,157
positive,1,1970s,DD30_1,DD30,567499.9045343413,6252499.740139163,60.867922027267234,perc_forest,Forest (% coverage),0.005057407052298982,0.012000449365498362,0.42143480616977336,157
positive,1,1970s,DD31_1,DD31,567499.8570273767,6257499.839340627,53.9427684341678,perc_forest,Forest (% coverage),0.00344512499958872,0.011808347621489279,0.2917533519524062,157
positive,1,1970s,DD35_1,DD35,567499.839200209,6277499.844712948,43.08256977859022,perc_forest,Forest (% coverage),0.008057009781976737,0.013966772365142224,0.5768698430343961,157
positive,1,1970s,DD37_1,DD37,567499.854039139,6287499.911641263,56.79125116832688,perc_forest,Forest (% coverage),0.006965561747928881,0.013494036866867171,0.5161955474593299,157
positive,1,1970s,DD38_1,DD38,567499.8490636005,6292499.946900631,46.5960861608142,perc_forest,Forest (% coverage),0.008953439938309183,0.015166887326801904,0.5903281105337458,157
positive,1,1970s,DD39_1,DD39,567499.7951241602,6297499.908455915,49.28215796302381,perc_forest,Forest (% coverage),0.008205908766878482,0.014535772145790158,0.5645320169149096,157
positive,1,1970s,DD40_1,DD40,572499.8910228461,6252499.837507532,39.001490705988445,perc_forest,Forest (% coverage),0.003978508646224563,0.012053521605594638,0.3300702297972353,157
positive,1,1970s,DD41_1,DD41,572499.874319164,6257499.853998432,50.47970263291566,perc_forest,Forest (% coverage),0.004650500981199797,0.011309530186859724,0.4112019601488932,157
positive,1,1970s,DD42_1,DD42,572499.8594056569,6262499.798046281,46.468292101198536,perc_forest,Forest (% coverage),0.007135111485670473,0.013473248318806847,0.5295761880756561,157
positive,1,1970s,DD43_1,DD43,572499.8414943474,6267499.892215765,53.3382023390179,perc_forest,Forest (% coverage),0.005881608460990458,0.012235782061708358,0.4806892139242033,157
positive,1,1970s,DD46_1,DD46,572499.840314927,6282499.96321855,44.03890696892225,perc_forest,Forest (% coverage),0.00688265260685714,0.013657312952247962,0.5039536423395988,157
positive,1,1970s,DD47_1,DD47,572499.8119906547,6287499.989774233,55.64591613415093,perc_forest,Forest (% coverage),0.006675113062065855,0.014399943395119779,0.4635513403704134,157
positive,1,1970s,DD48_1,DD48,572499.8407176494,6292499.944752331,50.616183172795346,perc_forest,Forest (% coverage),0.008141349823191396,0.014442276885292833,0.5637165031423867,157
positive,1,1970s,DD49_1,DD49,572499.8623283049,6297499.938366378,47.74984407671917,perc_forest,Forest (% coverage),0.00832242366989884,0.01449197356534084,0.574278143164906,157
positive,1,1970s,DD50_1,DD50,577499.9397466873,6252499.812573781,44.63144111685954,perc_forest,Forest (% coverage),0.0043585919440521335,0.011025992134535806,0.39530156478164674,157
positive,1,1970s,DD51_1,DD51,577499.8911025693,6257499.866573606,65.14850215750462,perc_forest,Forest (% coverage),0.0044860199192530625,0.012497288098343967,0.35895947056285843,157
positive,1,1970s,DD52_1,DD52,577499.8890167333,6262499.849300526,48.693742507152464,perc_forest,Forest (% coverage),0.003963810020226692,0.012484891982515369,0.31748853140082123,157
positive,1,1970s,DD53_1,DD53,577499.8687690438,6267499.87089236,54.273324218587135,perc_forest,Forest (% coverage),0.003325312037126538,0.01306546127242414,0.25451164469370213,157
positive,1,1970s,DD54_1,DD54,577499.8907825949,6272499.932445059,42.176822206061765,tmean_breeding,Temperature,0.00396990925497815,0.013384669869303334,0.29660120822873776,157
positive,1,1970s,DD57_1,DD57,577499.8373202452,6287500.015885937,59.75685046434253,perc_forest,Forest (% coverage),0.005081955952402976,0.01460360923385847,0.3479931482020527,157
positive,1,1970s,DD59_1,DD59,577499.8764129576,6297499.934571228,37.29858761389249,perc_forest,Forest (% coverage),0.009420989043997777,0.015754955332916973,0.5979698986714623,157
positive,1,1970s,DD61_1,DD61,582499.9243567707,6257499.87675696,55.07524552527321,perc_forest,Forest (% coverage),0.005182092636734519,0.012188848330908972,0.42515030920464897,157
positive,1,1970s,DD62_1,DD62,582499.9358377454,6262499.908196272,54.35638664426581,perc_forest,Forest (% coverage),0.005738291369331728,0.013093354698369138,0.43825982733412616,157
positive,1,1970s,DD63_1,DD63,582499.9142568866,6267499.867230073,52.07376338971928,perc_forest,Forest (% coverage),0.005916998140727004,0.012965839149929784,0.456352887947021,157
positive,1,1970s,DD64_1,DD64,582499.9156895869,6272499.97761661,55.42549871509769,perc_forest,Forest (% coverage),0.005184411759373458,0.013321959746179717,0.38916284526833,157
positive,1,1970s,DD65_1,DD65,582499.8841101133,6277499.904232946,49.690788068068905,perc_forest,Forest (% coverage),0.005365285220052332,0.014351896192499734,0.373838073247507,157
positive,1,1970s,DD70_1,DD70,587499.9756611895,6252499.834294763,65.5217683287033,perc_forest,Forest (% coverage),0.008117591214233066,0.014416621880247995,0.5630716600367288,157
positive,1,1970s,DD71_1,DD71,587499.9294289971,6257499.883005279,47.013150381233054,perc_forest,Forest (% coverage),0.008247229334129436,0.01523779206663986,0.5412351932656384,157
positive,1,1970s,DD72_1,DD72,587499.9576007758,6262499.861898324,47.95927834684171,perc_forest,Forest (% coverage),0.006423126377775267,0.013050647131918001,0.49216918615983496,157
positive,1,1970s,DD80_1,DD80,592499.9965185599,6252499.880145047,63.53118320842364,perc_forest,Forest (% coverage),0.00731951336437488,0.013633415721959693,0.5368803763964413,157
positive,1,1970s,DD81_1,DD81,592499.9849260056,6257499.886210558,52.54626072408818,perc_forest,Forest (% coverage),0.010031037297036164,0.01594740177662462,0.6290076237835468,157
