survey,site,X,Y,coefficient,local_t,abs_local_t,local_r2,response,atlas,period,trait_family,trait_value,direction,supported,dominant_trait_value,dominant_direction
CE39_1,CE39,517500.0394573879,6247499.77205085,0.029356807682719505,16.629028284235815,16.629028284235815,0.26442851577346993,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE40_1,CE40,522500.0704425728,6202499.807062485,0.022756784275318742,9.311817285824274,9.311817285824274,0.12508239184141975,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE41_1,CE41,522500.0442081195,6207499.734739026,0.023475876337307633,9.623707685449702,9.623707685449702,0.12625082267700585,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE42_1,CE42,522500.0678054823,6212499.810822077,0.024140161879787403,10.013241120650473,10.013241120650473,0.12972110655327085,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE44_1,CE44,522500.07970485423,6222499.739352608,0.025298801841796226,11.060877249783964,11.060877249783964,0.14474799418558756,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE45_1,CE45,522500.06692997954,6227499.703048657,0.02576115012457192,11.716732004715276,11.716732004715276,0.156143187312205,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE46_1,CE46,522500.041145187,6232499.703433006,0.026260128542764716,12.544725855007204,12.544725855007204,0.17139471693730088,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE47_1,CE47,522500.0640162797,6237499.74080711,0.026881044403944787,13.563808449971098,13.563808449971098,0.19136772462622711,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE48_1,CE48,522500.0119734386,6242499.703193641,0.027557940793121682,14.630137778192129,14.630137778192129,0.21516180324410683,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE49_1,CE49,522500.0079419588,6247499.702520713,0.02823228932585789,15.599146520324085,15.599146520324085,0.24126750299145167,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE50_1,CE50,527500.0450754714,6202499.723619567,0.01968001870203845,7.5341064016954125,7.5341064016954125,0.10485062256704765,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE51_1,CE51,527500.0855328589,6207499.811552569,0.020503868036237438,7.806530857746961,7.806530857746961,0.10630799102254956,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE52_1,CE52,527500.0988265752,6212499.713670329,0.021332474413388203,8.168924549301186,8.168924549301186,0.10972980663123173,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE54_1,CE54,527500.1000764947,6222499.739837737,0.02269154197024187,9.047435357689983,9.047435357689983,0.1214851051706347,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE55_1,CE55,527500.0880835521,6227499.752541096,0.023299659528810468,9.670220267129288,9.670220267129288,0.1311357355634179,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE56_1,CE56,527500.0470532825,6232499.690624631,0.024020311053572385,10.561782052251383,10.561782052251383,0.14520218870733598,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE57_1,CE57,527500.0379328128,6237499.66576125,0.024975843708771317,11.778449045645406,11.778449045645406,0.16550553151034536,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE58_1,CE58,527499.9984027212,6242499.67752908,0.02601031445798413,13.103067238248187,13.103067238248187,0.1906090539304613,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE59_1,CE59,527499.989976083,6247499.726301877,0.027009426913139095,14.332148463978346,14.332148463978346,0.2186207686927541,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE60_1,CE60,532500.0469924002,6202499.756178573,0.016915355687649625,6.064708758812125,6.064708758812125,0.08781356643231743,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE61_1,CE61,532500.0933404423,6207499.791210008,0.017733882454981476,6.268416590275885,6.268416590275885,0.08942617319884104,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE62_1,CE62,532500.0953795096,6212499.751701555,0.018653068383204685,6.5736445759323585,6.5736445759323585,0.09304542649234131,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE63_1,CE63,532500.0520095888,6217499.748924329,0.019483623290394825,6.902682290564834,6.902682290564834,0.09750382946134062,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE64_1,CE64,532500.088076029,6222499.6724942615,0.020235113593357057,7.295329194570337,7.295329194570337,0.1033556584704186,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE65_1,CE65,532500.0770745723,6227499.744045095,0.020885632460167558,7.791776430097382,7.791776430097382,0.11075186588406528,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE66_1,CE66,532500.0204245233,6232499.74095347,0.02175910499268624,8.633035342976417,8.633035342976417,0.12300931550172715,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE67_1,CE67,532500.0416984205,6237499.664132946,0.023021883882962724,9.935035641670709,9.935035641670709,0.14282907790236518,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE68_1,CE68,532500.0148175734,6242499.735220286,0.02442547748789975,11.458140802923795,11.458140802923795,0.16858536416447165,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE69_1,CE69,532499.9412093535,6247499.731587012,0.025778477013528894,12.938875357351487,12.938875357351487,0.19815121276948666,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE70_1,CE70,537500.0308170322,6202499.79289711,-0.01260131586501223,-5.342491929323151,5.342491929323151,0.08465769457962266,beta_turnover,1,1970s,Migration,long-distance,Negative,TRUE,long-distance,Negative
CE71_1,CE71,537500.0835327087,6207499.784787841,-0.012519726540601323,-5.269459700626912,5.269459700626912,0.08545932498597339,beta_turnover,1,1970s,Migration,long-distance,Negative,TRUE,long-distance,Negative
CE72_1,CE72,537500.0755039781,6212499.702100726,0.016460843249720025,5.4128725791745955,5.4128725791745955,0.08080382065847096,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE74_1,CE74,537500.0596364432,6222499.648403606,0.018253938528967895,6.005609610822751,6.005609610822751,0.09142964748270571,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE75_1,CE75,537500.0508192427,6227499.677344484,0.019000302478587305,6.4116135964498495,6.4116135964498495,0.09792101746287105,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE76_1,CE76,537500.0417347807,6232499.63214553,0.01994518858430827,7.138122089318925,7.138122089318925,0.1084252916392389,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE77_1,CE77,537500.0299457153,6237499.735380851,0.021376651405719704,8.381957894914589,8.381957894914589,0.1267124465795099,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE78_1,CE78,537499.9560459278,6242499.652580182,0.02305489158439894,9.96806623387264,9.96806623387264,0.15197053278947592,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE79_1,CE79,537499.9403775054,6247499.718706845,0.024703095173431833,11.60044225355268,11.60044225355268,0.1819829719526347,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE80_1,CE80,542500.0765360219,6202499.722907818,-0.012822774080040428,-5.385987271566301,5.385987271566301,0.08779517149264131,beta_turnover,1,1970s,Migration,long-distance,Negative,TRUE,long-distance,Negative
CE81_1,CE81,542500.0725898192,6207499.792100813,-0.012764801264534997,-5.314944259202209,5.314944259202209,0.08827006682768748,beta_turnover,1,1970s,Migration,long-distance,Negative,TRUE,long-distance,Negative
CE82_1,CE82,542500.0549823554,6212499.675981395,-0.012657630424857819,-5.2335430592452195,5.2335430592452195,0.0885479982964995,beta_turnover,1,1970s,Migration,long-distance,Negative,TRUE,long-distance,Negative
CE83_1,CE83,542500.0821386847,6217499.709024412,-0.012527020377308379,-5.149989513993594,5.149989513993594,0.0887562471960751,beta_turnover,1,1970s,Migration,long-distance,Negative,TRUE,long-distance,Negative
CE84_1,CE84,542500.0312720044,6222499.667383468,0.01702049602219663,5.249935619419886,5.249935619419886,0.08633827257082367,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE85_1,CE85,542500.0251304065,6227499.663558211,0.01793093737862206,5.6068377851911615,5.6068377851911615,0.0932766349597684,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE86_1,CE86,542500.0010096645,6232499.696908841,0.018982743920242906,6.247437498150807,6.247437498150807,0.10330005568769815,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE87_1,CE87,542499.9595191028,6237499.656109798,0.020489845557524478,7.384864950076384,7.384864950076384,0.12028846595978344,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE88_1,CE88,542499.960902843,6242499.653049735,0.022233691459254856,8.88825146037488,8.88825146037488,0.143693426731784,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE89_1,CE89,542499.9426731234,6247499.687087541,0.02397059377102556,10.50682860803002,10.50682860803002,0.17194708291977803,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE90_1,CE90,547500.0112863941,6202499.766809329,-0.012751337034334648,-5.319455207973727,5.319455207973727,0.09357117195445563,beta_turnover,1,1970s,Migration,long-distance,Negative,TRUE,long-distance,Negative
CE91_1,CE91,547500.0158636335,6207499.701018751,-0.012705731987518565,-5.2457735179059535,5.2457735179059535,0.09404799996512521,beta_turnover,1,1970s,Migration,long-distance,Negative,TRUE,long-distance,Negative
CE92_1,CE92,547500.0503056952,6212499.673195112,-0.012617230187049883,-5.163365333537209,5.163365333537209,0.0942121405288641,beta_turnover,1,1970s,Migration,long-distance,Negative,TRUE,long-distance,Negative
CE93_1,CE93,547500.0516845292,6217499.682626755,-0.012516872407424773,-5.083884272364441,5.083884272364441,0.09425710490112156,beta_turnover,1,1970s,Migration,long-distance,Negative,TRUE,long-distance,Negative
CE94_1,CE94,547500.0194965032,6222499.7292875815,-0.012415863968671337,-5.010304949137376,5.010304949137376,0.0940530458064153,beta_turnover,1,1970s,Migration,long-distance,Negative,TRUE,long-distance,Negative
CE96_1,CE96,547499.9788540612,6232499.712970672,0.01883514591101676,5.854909547234162,5.854909547234162,0.10597094037592772,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE97_1,CE97,547499.9691090817,6237499.649938437,0.020335616807778678,6.8569427860503795,6.8569427860503795,0.12166259435406944,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE98_1,CE98,547499.9234977771,6242499.624028113,0.022057464792178516,8.249380125648685,8.249380125648685,0.14333426217525813,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CE99_1,CE99,547499.9032871589,6247499.63590194,0.023792532717248516,9.823899951548407,9.823899951548407,0.16979618038230285,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF00_1,CF00,502500.02028222225,6152499.89145135,0.030549784586178227,16.17102089986188,16.17102089986188,0.4062490555047219,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF02_1,CF02,502500.07869880326,6162499.857095068,0.030682941434008293,16.185708283038498,16.185708283038498,0.351309994698304,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF03_1,CF03,502500.03324409283,6167499.839482369,0.03087463315202804,16.151772887878796,16.151772887878796,0.3257177435459141,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF04_1,CF04,502500.04300302034,6172499.747412451,0.03114595585043299,16.073800265404298,16.073800265404298,0.3019734011384807,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF05_1,CF05,502500.04484904365,6177499.803412706,0.03148529980110973,15.967163284767475,15.967163284767475,0.28078983451357853,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF06_1,CF06,502500.0389016604,6182499.78487528,0.03186594156267958,15.837076714852913,15.837076714852913,0.26257960710269934,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF07_1,CF07,502500.0250959793,6187499.803070416,0.03222341297209755,15.65599980759056,15.65599980759056,0.24717848740081755,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF08_1,CF08,502500.0660579465,6192499.746714847,0.032500012604219,15.430855357473602,15.430855357473602,0.23461122645678237,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF09_1,CF09,502500.0365151213,6197499.727010743,0.03268550749627877,15.248804211875314,15.248804211875314,0.22580748760132877,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF10_1,CF10,507500.04285710165,6152499.805047145,0.029368406447544994,15.735727264076981,15.735727264076981,0.38653804344345793,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF13_1,CF13,507500.0706404502,6167499.781255058,0.02930677370178078,15.435781181413295,15.435781181413295,0.3032194658593899,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF14_1,CF14,507500.0739329783,6172499.809900087,0.029440268834879227,15.254295505063864,15.254295505063864,0.2786339951842425,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF15_1,CF15,507500.0533334287,6177499.764015607,0.029640600281454238,15.045072262644062,15.045072262644062,0.25660818393368473,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF16_1,CF16,507500.07135441876,6182499.754977835,0.029902008338517666,14.838240841428313,14.838240841428313,0.2378122610120821,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF17_1,CF17,507500.0651289864,6187499.782657654,0.030198491898244945,14.614670071295189,14.614670071295189,0.22217392092099633,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF18_1,CF18,507500.03483679594,6192499.735736998,0.030482316597361364,14.377297096819879,14.377297096819879,0.20969291693629388,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF19_1,CF19,507500.0425821252,6197499.836890889,0.030701264698810127,14.19461153949321,14.19461153949321,0.2007555609816606,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF21_1,CF21,512500.0804062962,6157499.787179069,0.027828274649011372,14.98817451757406,14.98817451757406,0.33635494815202305,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF23_1,CF23,512500.06907642435,6167499.771820084,0.027499779092949206,14.486520679863522,14.486520679863522,0.2798856112392916,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF25_1,CF25,512500.02303446684,6177499.792549392,0.027444562756122892,13.836747152248133,13.836747152248133,0.23174356543198274,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF26_1,CF26,512500.0651124667,6182499.802702072,0.027523084556013627,13.51624052346055,13.51624052346055,0.21228313421093295,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF27_1,CF27,512500.06655589637,6187499.849542149,0.027702082504960618,13.214609274075704,13.214609274075704,0.19637911816885414,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF28_1,CF28,512500.0276656862,6192499.82175148,0.0279645834134003,12.95175059255203,12.95175059255203,0.18412999213947756,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF29_1,CF29,512500.0730969767,6197499.830959868,0.02824031981415065,12.78352544110497,12.78352544110497,0.17553235619253654,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF30_1,CF30,517500.0490080542,6152499.803977083,0.026664489440429755,14.404183812364316,14.404183812364316,0.3454185668788269,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF31_1,CF31,517500.08229393145,6157499.880785225,0.026259529975501614,14.10848815046724,14.10848815046724,0.3146742016517195,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF32_1,CF32,517500.05984277924,6162499.883060531,0.0258589619430762,13.731951712562878,13.731951712562878,0.28458797872099356,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF33_1,CF33,517500.0445604493,6167499.811028843,0.025502444045433142,13.294498255032098,13.294498255032098,0.2560780599304439,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF34_1,CF34,517500.0357638052,6172499.775957468,0.02520409049126801,12.817082332088827,12.817082332088827,0.22984512566613768,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF35_1,CF35,517500.0332116384,6177499.777824086,0.024973394421676065,12.34456624775413,12.34456624775413,0.2065893912948153,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF37_1,CF37,517500.04632165184,6187499.780987112,0.02481097271333202,11.486749487171355,11.486749487171355,0.17037602664711415,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF38_1,CF38,517500.061502076,6192499.782236776,0.02498616847802687,11.18449221279745,11.18449221279745,0.15840019397417832,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF39_1,CF39,517500.08196195716,6197499.820332571,0.025311373630384604,11.044588349273367,11.044588349273367,0.15060803543991125,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF40_1,CF40,522500.0642822681,6152499.88918984,0.025163245116737447,13.46743206847374,13.46743206847374,0.3244727910259268,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF41_1,CF41,522500.0773326165,6157499.892575038,0.024594619628666076,13.029064297634072,13.029064297634072,0.2928333475550581,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF42_1,CF42,522500.08171073144,6162499.821689351,0.024001338438368547,12.5024084677486,12.5024084677486,0.2619526113047601,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF43_1,CF43,522500.0766004052,6167499.787798728,0.023406285430264365,11.900742892495595,11.900742892495595,0.23246418504945113,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF44_1,CF44,522500.0617534066,6172499.790880593,0.022843563208118867,11.266023050418948,11.266023050418948,0.20537418655895662,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF45_1,CF45,522500.0369213511,6177499.830912278,0.02234823508108641,10.654444876734114,10.654444876734114,0.18159875581373203,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF47_1,CF47,522500.02009768866,6187499.799469306,0.021730355731218787,9.60309850685664,9.60309850685664,0.14518879563016632,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF48_1,CF48,522500.02689213475,6192499.839240847,0.02175783998837849,9.26119258480279,9.26119258480279,0.13353946615518644,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF49_1,CF49,522500.0856363534,6197499.8048974695,0.022099694406671477,9.14662791008844,9.14662791008844,0.12683309717333713,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF50_1,CF50,527500.0886990835,6152499.883027053,0.02360685134033809,12.381095941437165,12.381095941437165,0.3038840037245714,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF51_1,CF51,527500.0818896274,6157499.8224678775,0.022884250514320442,11.797545545036686,11.797545545036686,0.2713557478243151,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF52_1,CF52,527500.0497756924,6162499.798923867,0.022114167585557093,11.139625246733154,11.139625246733154,0.23982354020932908,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF54_1,CF54,527500.0343271294,6172499.863579813,0.02051091928471796,9.670175875687317,9.670175875687317,0.18223073579689528,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF55_1,CF55,527500.0508941073,6177499.840442368,0.019762004615928697,8.960904634606184,8.960904634606184,0.15795680931240202,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF56_1,CF56,527500.0408488035,6182499.854226997,0.01914604964471517,8.327854438905355,8.327854438905355,0.13777843655894936,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF57_1,CF57,527500.0672787909,6187499.794012441,0.018740148550170366,7.814427420008619,7.814427420008619,0.12206935392404336,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF58_1,CF58,527500.0664424137,6192499.770672006,0.018643638564963927,7.477027153426899,7.477027153426899,0.11125321142350235,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF59_1,CF59,527500.0380833544,6197499.784182167,0.018982907752781275,7.391527488972953,7.391527488972953,0.10587850296308743,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF60_1,CF60,532500.0746473216,6152499.896262771,0.022067569377613644,11.225422653620239,11.225422653620239,0.2844292733565973,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF61_1,CF61,532500.0476127628,6157499.892527556,0.021198977795497564,10.519422121371994,10.519422121371994,0.2510661545611385,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF62_1,CF62,532500.0430350703,6162499.81496773,0.020279001338893973,9.762695562140502,9.762695562140502,0.21905472504179008,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF63_1,CF63,532500.058788367,6167499.886138109,0.01931688845867635,8.976269477961937,8.976269477961937,0.18891846786126892,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF64_1,CF64,532500.0331872304,6172499.882969435,0.018355051455450827,8.201540786240518,8.201540786240518,0.161512683877063,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF65_1,CF65,532500.028758022,6177499.805903052,0.01744804777314854,7.476227178838324,7.476227178838324,0.1375024493981505,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF66_1,CF66,532500.0433655721,6182499.877498317,0.016676110896586938,6.839120896613221,6.839120896613221,0.11761547781608706,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF67_1,CF67,532500.016379806,6187499.763386833,0.016155480424444146,6.351160312195845,6.351160312195845,0.10270879623374779,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF68_1,CF68,532500.0701839877,6192499.798358294,0.01603136083013401,6.072662534343228,6.072662534343228,0.0934292582812592,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF69_1,CF69,532500.0807532563,6197499.758865873,0.016339258352868813,6.004576985041292,6.004576985041292,0.08913403521384826,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF70_1,CF70,537500.1021949608,6152499.817917419,0.02064304449605934,10.112290769138685,10.112290769138685,0.26724161705763605,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF71_1,CF71,537500.0550795781,6157499.88048536,0.019640165977019564,9.323759037794527,9.323759037794527,0.2331744506499092,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF72_1,CF72,537500.0774855074,6162499.869807724,0.01860063981146773,8.51790760989562,8.51790760989562,0.20088177760547904,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF73_1,CF73,537500.0419040467,6167499.89607103,0.01754539575574117,7.730151138347458,7.730151138347458,0.17109821208185597,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF74_1,CF74,537500.0118776582,6172499.848500056,0.016513286260610938,6.988337155277649,6.988337155277649,0.14443054632824612,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF75_1,CF75,537500.0487537576,6177499.838899511,0.015574000581285274,6.322867790965128,6.322867790965128,0.12163090582841189,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF76_1,CF76,537500.0264034058,6182499.866166838,0.014804944603084402,5.768168877154826,5.768168877154826,0.10326396912654003,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF77_1,CF77,537500.0707976818,6187499.82006512,0.014318155445197572,5.368334182496211,5.368334182496211,0.08999586438050655,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF78_1,CF78,537500.0551390985,6192499.810781486,-0.012476179005811244,-5.389379756049015,5.389379756049015,0.08283108343437005,beta_turnover,1,1970s,Migration,long-distance,Negative,TRUE,long-distance,Negative
CF79_1,CF79,537500.0416532608,6197499.838831865,-0.01259662662829375,-5.387921950229654,5.387921950229654,0.08372424650137554,beta_turnover,1,1970s,Migration,long-distance,Negative,TRUE,long-distance,Negative
CF80_1,CF80,542500.0592552546,6152499.8693641145,0.019418874858179926,9.144196052245569,9.144196052245569,0.2536269585818092,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF81_1,CF81,542500.0565058092,6157499.897039448,0.018331738407029702,8.338322601897564,8.338322601897564,0.21945546117347153,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
CF82_1,CF82,542500.0441988781,6162499.850954939,0.01722539191563452,7.541379999576926,7.541379999576926,0.18735492851342475,beta_turnover,1,1970s,Migration,short-and long-distance,Positive,TRUE,short-and long-distance,Positive
