trait_family,trait_value,base_site,survey_start,site_start,X_start,Y_start,value_start,survey_end,site_end,X,Y,value_end,delta,direction,delta_sd,standardized_change,abs_standardized_change,winner_label,signed_winner_change
Migration,short-and long-distance,CD23,CD23_1,CD23,512499.9764066874,6267499.686291468,0.0027196301919398163,CD23_3,CD23,512499.9764066874,6267499.686291468,0.026216301280148256,0.02349667108820844,Increase,0.005534462869832597,4.245519690137366,4.245519690137366,Migration: short-and long-distance,4.245519690137366
Foraging guild,Passerine seedeaters,CD24,CD24_1,CD24,512500.01682432264,6272499.687559193,0.09371627901102979,CD24_3,CD24,512500.01682432264,6272499.687559193,0.11575882539217283,0.022042546381143044,Increase,0.011614695957552051,1.89781518704419,1.89781518704419,Foraging guild: Passerine seedeaters,1.89781518704419
Migration,sedentary and short-distance,CD26,CD26_1,CD26,512500.0311430825,6282499.687715276,0.20201573287914512,CD26_3,CD26,512500.0311430825,6282499.687715276,0.24373268817313715,0.041716955293992025,Increase,0.019759113830989605,2.1112766316758798,2.1112766316758798,Migration: sedentary and short-distance,2.1112766316758798
Foraging guild,Plovers,CD29,CD29_1,CD29,512500.0070516916,6297499.681986718,0.05605504034206794,CD29_3,CD29,512500.0070516916,6297499.681986718,0.02724505569771804,-0.028809984644349897,Decrease,0.011480832277377154,-2.50939861747825,2.50939861747825,Foraging guild: Plovers,-2.50939861747825
Foraging guild,Passerine seedeaters,CD30,CD30_1,CD30,517499.9810075786,6252499.76818393,0.08934247782371932,CD30_3,CD30,517499.9810075786,6252499.76818393,0.10811505236804411,0.018772574544324794,Increase,0.011614695957552051,1.616277740969929,1.616277740969929,Foraging guild: Passerine seedeaters,1.616277740969929
Foraging guild,Passerine seedeaters,CD31,CD31_1,CD31,517499.9873017802,6257499.689823826,0.07841697488682337,CD31_3,CD31,517499.9873017802,6257499.689823826,0.10926931158247602,0.030852336695652655,Increase,0.011614695957552051,2.656318926333323,2.656318926333323,Foraging guild: Passerine seedeaters,2.656318926333323
Thermal,Thermal group: warm,CD32,CD32_1,CD32,517499.99541134556,6262499.759304405,0.20042283713458126,CD32_3,CD32,517499.99541134556,6262499.759304405,0.24837436173258332,0.04795152459800206,Increase,0.017383027778384196,2.758525454215163,2.758525454215163,Thermal: Thermal group: warm,2.758525454215163
Thermal,CWM STI,CD33,CD33_1,CD33,517500.0060077057,6267499.753989291,11.850230053450103,CD33_3,CD33,517500.0060077057,6267499.753989291,12.05752193725024,0.20729188380013674,Increase,0.07804363974178909,2.6561022075081495,2.6561022075081495,Thermal: CWM STI,2.6561022075081495
Migration,short-distance,CD34,CD34_1,CD34,517499.95698225294,6272499.784906531,0.30246587948202536,CD34_3,CD34,517499.95698225294,6272499.784906531,0.22234542175063143,-0.08012045773139392,Decrease,0.01778991450542737,-4.5037011114893595,4.5037011114893595,Migration: short-distance,-4.5037011114893595
Thermal,Thermal group: cold,CD36,CD36_1,CD36,517499.98719161353,6282499.733989379,0.27550412478630876,CD36_3,CD36,517499.98719161353,6282499.733989379,0.22710423607317778,-0.04839988871313097,Decrease,0.018306465811002055,-2.6438685223470597,2.6438685223470597,Thermal: Thermal group: cold,-2.6438685223470597
Foraging guild,Passerine seedeaters,CD40,CD40_1,CD40,522499.9897546972,6252499.738438926,0.08493006019068651,CD40_3,CD40,522499.9897546972,6252499.738438926,0.10882002456539536,0.023889964374708847,Increase,0.011614695957552051,2.056873848615489,2.056873848615489,Foraging guild: Passerine seedeaters,2.056873848615489
Thermal,Thermal group: medium,CD41,CD41_1,CD41,522499.9577492953,6257499.699618638,0.3389146747717667,CD41_3,CD41,522499.9577492953,6257499.699618638,0.2766907773841939,-0.06222389738757278,Decrease,0.02259622466843104,-2.7537298066656755,2.7537298066656755,Thermal: Thermal group: medium,-2.7537298066656755
Foraging guild,Dabbling ducks,CD42,CD42_1,CD42,522499.9726405925,6262499.6976654865,0.03574326043555395,CD42_3,CD42,522499.9726405925,6262499.6976654865,0.014600155782520188,-0.021143104653033765,Decrease,0.010532037429120672,-2.0075037517977203,2.0075037517977203,Foraging guild: Dabbling ducks,-2.0075037517977203
Thermal,CWM STI,CD43,CD43_1,CD43,522499.9724788307,6267499.732229277,11.75769456263263,CD43_3,CD43,522499.9724788307,6267499.732229277,12.078776073891396,0.3210815112587664,Increase,0.07804363974178909,4.114127843358909,4.114127843358909,Thermal: CWM STI,4.114127843358909
Migration,short-and long-distance,CD44,CD44_1,CD44,522499.95701237884,6272499.803285507,5.987993590551626e-4,CD44_3,CD44,522499.95701237884,6272499.803285507,0.015456868341589814,0.014858068982534651,Increase,0.005534462869832597,2.6846451646687206,2.6846451646687206,Migration: short-and long-distance,2.6846451646687206
Thermal,Thermal group: warm,CD45,CD45_1,CD45,522499.9265822344,6277499.799500932,0.1978685490743353,CD45_3,CD45,522499.9265822344,6277499.799500932,0.2422957037295132,0.04442715465517791,Increase,0.017383027778384196,2.555777694287706,2.555777694287706,Thermal: Thermal group: warm,2.555777694287706
Migration,short-and long-distance,CD47,CD47_1,CD47,522499.94102253095,6287499.790575308,9.185570166896925e-4,CD47_3,CD47,522499.94102253095,6287499.790575308,0.014999320842497377,0.014080763825807686,Increase,0.005534462869832597,2.5441969992353735,2.5441969992353735,Migration: short-and long-distance,2.5441969992353735
Migration,short-and long-distance,CD49,CD49_1,CD49,522499.95187649434,6297499.704918779,6.703479127902575e-4,CD49_3,CD49,522499.95187649434,6297499.704918779,0.014530604743166827,0.01386025683037657,Increase,0.005534462869832597,2.5043544705894476,2.5043544705894476,Migration: short-and long-distance,2.5043544705894476
Migration,short-and long-distance,CD50,CD50_1,CD50,527499.9511970772,6252499.700352971,0.004360191184229588,CD50_3,CD50,527499.9511970772,6252499.700352971,0.01622787231214189,0.0118676811279123,Increase,0.005534462869832597,2.144323922128195,2.144323922128195,Migration: short-and long-distance,2.144323922128195
Migration,short-and long-distance,CD51,CD51_1,CD51,527499.9427165891,6257499.711358914,0.00172232560882658,CD51_3,CD51,527499.9427165891,6257499.711358914,0.016990950580182757,0.015268624971356178,Increase,0.005534462869832597,2.758826887173247,2.758826887173247,Migration: short-and long-distance,2.758826887173247
Migration,short-and long-distance,CD52,CD52_1,CD52,527499.9640577937,6262499.75929551,0.0011668139810405104,CD52_3,CD52,527499.9640577937,6262499.75929551,0.0185201822914934,0.017353368310452887,Increase,0.005534462869832597,3.13551083792487,3.13551083792487,Migration: short-and long-distance,3.13551083792487
Foraging guild,Scolopacids,CD53,CD53_1,CD53,527499.9539858935,6267499.732432754,0.04309082241958053,CD53_3,CD53,527499.9539858935,6267499.732432754,0.01035801034251729,-0.032732812077063245,Decrease,0.011717888545512397,-2.79340530932076,2.79340530932076,Foraging guild: Scolopacids,-2.79340530932076
Migration,short-and long-distance,CD54,CD54_1,CD54,527499.9115217607,6272499.742050619,0.0010389935080433873,CD54_3,CD54,527499.9115217607,6272499.742050619,0.015890181519883088,0.0148511880118397,Increase,0.005534462869832597,2.6834018695456368,2.6834018695456368,Migration: short-and long-distance,2.6834018695456368
Migration,short-and long-distance,CD57,CD57_1,CD57,527499.8945820702,6287499.768916321,5.34243578306259e-4,CD57_3,CD57,527499.8945820702,6287499.768916321,0.013386031184634028,0.01285178760632777,Increase,0.005534462869832597,2.322138192737844,2.322138192737844,Migration: short-and long-distance,2.322138192737844
Migration,short-and long-distance,CD58,CD58_1,CD58,527499.9036695738,6292499.81409373,6.389529695767356e-4,CD58_3,CD58,527499.9036695738,6292499.81409373,0.01241944640199841,0.011780493432421674,Increase,0.005534462869832597,2.1285703255206774,2.1285703255206774,Migration: short-and long-distance,2.1285703255206774
Migration,short-and long-distance,CD59,CD59_1,CD59,527499.9404047114,6297499.784713762,5.15079954609454e-4,CD59_3,CD59,527499.9404047114,6297499.784713762,0.015556941427816528,0.015041861473207074,Increase,0.005534462869832597,2.717853896029851,2.717853896029851,Migration: short-and long-distance,2.717853896029851
Migration,short-and long-distance,CD60,CD60_1,CD60,532499.9431598982,6252499.765451516,0.0014149507315437604,CD60_3,CD60,532499.9431598982,6252499.765451516,0.01798080074651856,0.0165658500149748,Increase,0.005534462869832597,2.993217301225814,2.993217301225814,Migration: short-and long-distance,2.993217301225814
Migration,short-and long-distance,CD61,CD61_1,CD61,532499.8975667739,6257499.724542583,7.62216537517417e-4,CD61_3,CD61,532499.8975667739,6257499.724542583,0.020030699292208163,0.019268482754690747,Increase,0.005534462869832597,3.4815452208957667,3.4815452208957667,Migration: short-and long-distance,3.4815452208957667
Migration,short-and long-distance,CD62,CD62_1,CD62,532499.9264218447,6262499.721080979,0.0021149473616465216,CD62_3,CD62,532499.9264218447,6262499.721080979,0.012649738335601363,0.010534790973954843,Increase,0.005534462869832597,1.9034893216789244,1.9034893216789244,Migration: short-and long-distance,1.9034893216789244
Migration,short-and long-distance,CD63,CD63_1,CD63,532499.9060614218,6267499.754098765,0.002286157422175343,CD63_3,CD63,532499.9060614218,6267499.754098765,0.01886700889673943,0.016580851474564087,Increase,0.005534462869832597,2.99592785506674,2.99592785506674,Migration: short-and long-distance,2.99592785506674
Foraging guild,Owls,CD64,CD64_1,CD64,532499.8984825077,6272499.712735584,0.024270662907144837,CD64_3,CD64,532499.8984825077,6272499.712735584,0.01087221519649657,-0.013398447710648267,Decrease,0.005596576930679483,-2.3940433369548186,2.3940433369548186,Foraging guild: Owls,-2.3940433369548186
Migration,short-and long-distance,CD66,CD66_1,CD66,532499.9171695623,6282499.740681873,9.459549394560664e-4,CD66_3,CD66,532499.9171695623,6282499.740681873,0.018536813897275458,0.01759085895781939,Increase,0.005534462869832597,3.178422074832976,3.178422074832976,Migration: short-and long-distance,3.178422074832976
Migration,short-and long-distance,CD67,CD67_1,CD67,532499.8812754106,6287499.809468063,9.146976687137375e-4,CD67_3,CD67,532499.8812754106,6287499.809468063,0.014448809078502356,0.013534111409788618,Increase,0.005534462869832597,2.4454245566558455,2.4454245566558455,Migration: short-and long-distance,2.4454245566558455
Migration,short-and long-distance,CD68,CD68_1,CD68,532499.9174908885,6292499.804240393,5.470946392315711e-4,CD68_3,CD68,532499.9174908885,6292499.804240393,0.015084982452158243,0.014537887812926671,Increase,0.005534462869832597,2.626792907432841,2.626792907432841,Migration: short-and long-distance,2.626792907432841
Migration,short-and long-distance,CD69,CD69_1,CD69,532499.9030293231,6297499.72402499,0.0010844219936841629,CD69_3,CD69,532499.9030293231,6297499.72402499,0.014963118582386378,0.013878696588702215,Increase,0.005534462869832597,2.507686276901883,2.507686276901883,Migration: short-and long-distance,2.507686276901883
Migration,short-and long-distance,CD70,CD70_1,CD70,537499.9224899263,6252499.710588921,5.778917167015058e-4,CD70_3,CD70,537499.9224899263,6252499.710588921,0.013066709253987242,0.012488817537285736,Increase,0.005534462869832597,2.2565545800948685,2.2565545800948685,Migration: short-and long-distance,2.2565545800948685
Thermal,Thermal group: very warm,CD71,CD71_1,CD71,537499.9009141074,6257499.739502609,0.0986191628507636,CD71_3,CD71,537499.9009141074,6257499.739502609,0.15039759538088512,0.05177843253012153,Increase,0.012229177474484862,4.234007776741553,4.234007776741553,Thermal: Thermal group: very warm,4.234007776741553
Migration,short-and long-distance,CD72,CD72_1,CD72,537499.8761429818,6262499.694117894,5.15923597612796e-4,CD72_3,CD72,537499.8761429818,6262499.694117894,0.0184632469140208,0.017947323316408,Increase,0.005534462869832597,3.24283019662771,3.24283019662771,Migration: short-and long-distance,3.24283019662771
Migration,short-and long-distance,CD73,CD73_1,CD73,537499.8457173071,6267499.797017795,0.0025322254778396276,CD73_3,CD73,537499.8457173071,6267499.797017795,0.01752936644846858,0.014997140970628951,Increase,0.005534462869832597,2.7097735269624414,2.7097735269624414,Migration: short-and long-distance,2.7097735269624414
Migration,short-distance,CD74,CD74_1,CD74,537499.8735113181,6272499.714805415,0.2419054168442158,CD74_3,CD74,537499.8735113181,6272499.714805415,0.1965032104168785,-0.045402206427337305,Decrease,0.01778991450542737,-2.552131794308845,2.552131794308845,Migration: short-distance,-2.552131794308845
Foraging guild,Passerine seedeaters,CD75,CD75_1,CD75,537499.8945203188,6277499.780826929,0.07617794687580082,CD75_3,CD75,537499.8945203188,6277499.780826929,0.10424102103879401,0.028063074162993196,Increase,0.011614695957552051,2.4161695033218806,2.4161695033218806,Foraging guild: Passerine seedeaters,2.4161695033218806
Foraging guild,Woodpeckers,CD76,CD76_1,CD76,537499.8489667726,6282499.771897683,0.008962481934841735,CD76_3,CD76,537499.8489667726,6282499.771897683,0.02346090268574427,0.014498420750902534,Increase,0.006230782012952926,2.326902260544879,2.326902260544879,Foraging guild: Woodpeckers,2.326902260544879
Migration,short-and long-distance,CD77,CD77_1,CD77,537499.8579666234,6287499.800388882,7.466414086548972e-4,CD77_3,CD77,537499.8579666234,6287499.800388882,0.016957544990316008,0.01621090358166111,Increase,0.005534462869832597,2.9290834472887965,2.9290834472887965,Migration: short-and long-distance,2.9290834472887965
Migration,short-and long-distance,CD78,CD78_1,CD78,537499.8606860194,6292499.754419795,7.358674966720163e-4,CD78_3,CD78,537499.8606860194,6292499.754419795,0.019784849596393365,0.019048982099721348,Increase,0.005534462869832597,3.441884523890126,3.441884523890126,Migration: short-and long-distance,3.441884523890126
Foraging guild,Owls,CD79,CD79_1,CD79,537499.8556398308,6297499.745272113,0.02997060365117757,CD79_3,CD79,537499.8556398308,6297499.745272113,0.014031221312106244,-0.015939382339071325,Decrease,0.005596576930679483,-2.848059186266938,2.848059186266938,Foraging guild: Owls,-2.848059186266938
Thermal,Thermal group: very warm,CD80,CD80_1,CD80,542499.9043316353,6252499.758197298,0.08615357013797714,CD80_3,CD80,542499.9043316353,6252499.758197298,0.11145212660579289,0.025298556467815744,Increase,0.012229177474484862,2.0687046631385497,2.0687046631385497,Thermal: Thermal group: very warm,2.0687046631385497
Thermal,Thermal group: very warm,CD81,CD81_1,CD81,542499.9081204964,6257499.755666731,0.09233206179148996,CD81_3,CD81,542499.9081204964,6257499.755666731,0.1338204493816566,0.04148838759016664,Increase,0.012229177474484862,3.3925738404507277,3.3925738404507277,Thermal: Thermal group: very warm,3.3925738404507277
Migration,short-and long-distance,CD82,CD82_1,CD82,542499.8906583615,6262499.790154996,4.8052864343965174e-4,CD82_3,CD82,542499.8906583615,6262499.790154996,0.01159299460507034,0.011112465961630688,Increase,0.005534462869832597,2.0078671088757005,2.0078671088757005,Migration: short-and long-distance,2.0078671088757005
Foraging guild,Owls,CD83,CD83_1,CD83,542499.8525639324,6267499.7503311,0.0290300591357901,CD83_3,CD83,542499.8525639324,6267499.7503311,0.01649974364441728,-0.012530315491372818,Decrease,0.005596576930679483,-2.238924908310249,2.238924908310249,Foraging guild: Owls,-2.238924908310249
Foraging guild,Passerine seedeaters,CD84,CD84_1,CD84,542499.8536315641,6272499.748089695,0.08342347272840432,CD84_3,CD84,542499.8536315641,6272499.748089695,0.10507816621140526,0.021654693483000934,Increase,0.011614695957552051,1.8644218980971883,1.8644218980971883,Foraging guild: Passerine seedeaters,1.8644218980971883
Migration,short-and long-distance,CD85,CD85_1,CD85,542499.8318074815,6277499.782787062,0.0012365780474364165,CD85_3,CD85,542499.8318074815,6277499.782787062,0.01464262743290995,0.013406049385473533,Increase,0.005534462869832597,2.4222855407608925,2.4222855407608925,Migration: short-and long-distance,2.4222855407608925
Migration,short-and long-distance,CD86,CD86_1,CD86,542499.848977515,6282499.74370801,7.300201138389478e-4,CD86_3,CD86,542499.848977515,6282499.74370801,0.015813994908993927,0.015083974795154978,Increase,0.005534462869832597,2.72546318403817,2.72546318403817,Migration: short-and long-distance,2.72546318403817
Migration,short-and long-distance,CD89,CD89_1,CD89,542499.8153189467,6297499.848290001,5.962604119036747e-4,CD89_3,CD89,542499.8153189467,6297499.848290001,0.01583981381530583,0.015243553403402155,Increase,0.005534462869832597,2.7542968056560895,2.7542968056560895,Migration: short-and long-distance,2.7542968056560895
Migration,short-and long-distance,CD90,CD90_1,CD90,547499.9077536316,6252499.685534189,0.001009987522075805,CD90_3,CD90,547499.9077536316,6252499.685534189,0.010166504520223446,0.009156516998147641,Increase,0.005534462869832597,1.6544544996513098,1.6544544996513098,Migration: short-and long-distance,1.6544544996513098
Thermal,Thermal group: very warm,CD91,CD91_1,CD91,547499.8745462188,6257499.772209364,0.09254173584940494,CD91_3,CD91,547499.8745462188,6257499.772209364,0.13566104373586516,0.04311930788646022,Increase,0.012229177474484862,3.5259368813990135,3.5259368813990135,Thermal: Thermal group: very warm,3.5259368813990135
Migration,short-and long-distance,CD92,CD92_1,CD92,547499.8659603776,6262499.785287277,9.839971616066678e-4,CD92_3,CD92,547499.8659603776,6262499.785287277,0.013919666063146659,0.012935668901539991,Increase,0.005534462869832597,2.337294369079625,2.337294369079625,Migration: short-and long-distance,2.337294369079625
Migration,short-and long-distance,CD94,CD94_1,CD94,547499.7944576344,6272499.811765392,4.148329281994485e-4,CD94_3,CD94,547499.7944576344,6272499.811765392,0.018823508976424475,0.018408676048225027,Increase,0.005534462869832597,3.3261901798217033,3.3261901798217033,Migration: short-and long-distance,3.3261901798217033
Migration,short-and long-distance,CD95,CD95_1,CD95,547499.7917206177,6277499.825801136,0.0028690955418630847,CD95_3,CD95,547499.7917206177,6277499.825801136,0.022087574573661645,0.01921847903179856,Increase,0.005534462869832597,3.4725102478426906,3.4725102478426906,Migration: short-and long-distance,3.4725102478426906
Foraging guild,Passerine seedeaters,CD98,CD98_1,CD98,547499.8457579509,6292499.870075763,0.09831570335612587,CD98_3,CD98,547499.8457579509,6292499.870075763,0.12534590182273883,0.027030198466612962,Increase,0.011614695957552051,2.32724115770224,2.32724115770224,Foraging guild: Passerine seedeaters,2.32724115770224
Thermal,Thermal group: very warm,CD99,CD99_1,CD99,547499.8016743321,6297499.8103351565,0.08633636425034077,CD99_3,CD99,547499.8016743321,6297499.8103351565,0.11485873789337238,0.028522373643031604,Increase,0.012229177474484862,2.332321507520936,2.332321507520936,Thermal: Thermal group: very warm,2.332321507520936
Foraging guild,Passerine seedeaters,CE00,CE00_1,CE00,502500.06152683037,6202499.744005174,0.0873245385385513,CE00_3,CE00,502500.06152683037,6202499.744005174,0.11900335043600595,0.03167881189745465,Increase,0.011614695957552051,2.7274766393567633,2.7274766393567633,Foraging guild: Passerine seedeaters,2.7274766393567633
Foraging guild,Woodpeckers,CE01,CE01_1,CE01,502500.0785219833,6207499.797640791,0.014272292949911192,CE01_3,CE01,502500.0785219833,6207499.797640791,0.03865941049626903,0.02438711754635784,Increase,0.006230782012952926,3.913973799060925,3.913973799060925,Foraging guild: Woodpeckers,3.913973799060925
Foraging guild,Passerine seedeaters,CE02,CE02_1,CE02,502500.02528104605,6212499.776561091,0.079844680367413,CE02_3,CE02,502500.02528104605,6212499.776561091,0.11292821951490714,0.03308353914749414,Increase,0.011614695957552051,2.8484205930489916,2.8484205930489916,Foraging guild: Passerine seedeaters,2.8484205930489916
Migration,short-and long-distance,CE03,CE03_1,CE03,502500.0263673985,6217499.792110339,5.507226848856182e-4,CE03_3,CE03,502500.0263673985,6217499.792110339,0.011630656614823688,0.01107993392993807,Increase,0.005534462869832597,2.0019890259509876,2.0019890259509876,Migration: short-and long-distance,2.0019890259509876
Migration,short-and long-distance,CE04,CE04_1,CE04,502500.08162276645,6222499.732965122,6.616677929756776e-4,CE04_3,CE04,502500.08162276645,6222499.732965122,0.01663464490445945,0.015972977111483773,Increase,0.005534462869832597,2.8860934632969926,2.8860934632969926,Migration: short-and long-distance,2.8860934632969926
Thermal,Thermal group: cold,CE05,CE05_1,CE05,502500.0666420697,6227499.710331745,0.2951683587558257,CE05_3,CE05,502500.0666420697,6227499.710331745,0.23969269735225981,-0.055475661403565885,Decrease,0.018306465811002055,-3.0303862021376844,3.0303862021376844,Thermal: Thermal group: cold,-3.0303862021376844
Migration,short-and long-distance,CE06,CE06_1,CE06,502500.04362767225,6232499.724222039,5.332408161287358e-4,CE06_3,CE06,502500.04362767225,6232499.724222039,0.016147773109847156,0.01561453229371842,Increase,0.005534462869832597,2.821327500240456,2.821327500240456,Migration: short-and long-distance,2.821327500240456
Thermal,Thermal group: warm,CE07,CE07_1,CE07,502500.07449190767,6237499.774647816,0.20786858768623495,CE07_3,CE07,502500.07449190767,6237499.774647816,0.253546113389255,0.04567752570302003,Increase,0.017383027778384196,2.62770826149286,2.62770826149286,Thermal: Thermal group: warm,2.62770826149286
Foraging guild,Woodpeckers,CE08,CE08_1,CE08,502500.0353899611,6242499.750212144,0.020012962327778275,CE08_3,CE08,502500.0353899611,6242499.750212144,0.040917524761398406,0.02090456243362013,Increase,0.006230782012952926,3.3550463473384986,3.3550463473384986,Foraging guild: Woodpeckers,3.3550463473384986
Migration,short-and long-distance,CE09,CE09_1,CE09,502500.05001462775,6247499.762263852,8.373057598551774e-4,CE09_3,CE09,502500.05001462775,6247499.762263852,0.014874503717450806,0.014037197957595629,Increase,0.005534462869832597,2.5363252564417724,2.5363252564417724,Migration: short-and long-distance,2.5363252564417724
Foraging guild,Passerine seedeaters,CE10,CE10_1,CE10,507500.0262864438,6202499.752100389,0.08818717578764798,CE10_3,CE10,507500.0262864438,6202499.752100389,0.11773407032218053,0.029546894534532547,Increase,0.011614695957552051,2.5439232023392493,2.5439232023392493,Foraging guild: Passerine seedeaters,2.5439232023392493
Thermal,Thermal group: medium,CE11,CE11_1,CE11,507500.04771768564,6207499.815339364,0.3500648329074088,CE11_3,CE11,507500.04771768564,6207499.815339364,0.27625729071295385,-0.07380754219445496,Decrease,0.02259622466843104,-3.26636609776547,3.26636609776547,Thermal: Thermal group: medium,-3.26636609776547
Foraging guild,Woodpeckers,CE12,CE12_1,CE12,507500.04475203936,6212499.8038825905,0.0039481828200658925,CE12_3,CE12,507500.04475203936,6212499.8038825905,0.02462542322342825,0.020677240403362357,Increase,0.006230782012952926,3.3185626395494596,3.3185626395494596,Foraging guild: Woodpeckers,3.3185626395494596
Thermal,Thermal group: medium,CE13,CE13_1,CE13,507500.07958559337,6217499.717812039,0.3826287629167213,CE13_3,CE13,507500.07958559337,6217499.717812039,0.28921815531514516,-0.09341060760157616,Decrease,0.02259622466843104,-4.133903294565803,4.133903294565803,Thermal: Thermal group: medium,-4.133903294565803
Foraging guild,Diurnal raptors,CE14,CE14_1,CE14,507500.0273397176,6222499.77948883,0.008286619127116129,CE14_3,CE14,507500.0273397176,6222499.77948883,0.04004160962766184,0.03175499050054571,Increase,0.010732638859737756,2.9587309249425005,2.9587309249425005,Foraging guild: Diurnal raptors,2.9587309249425005
Migration,short-and long-distance,CE15,CE15_1,CE15,507500.07478817966,6227499.766611712,5.992723806409503e-4,CE15_3,CE15,507500.07478817966,6227499.766611712,0.011554781428718082,0.010955509048077131,Increase,0.005534462869832597,1.9795071908050414,1.9795071908050414,Migration: short-and long-distance,1.9795071908050414
Foraging guild,Foliage gleaners,CE16,CE16_1,CE16,507500.0353278538,6232499.79013519,0.17523983651656524,CE16_3,CE16,507500.0353278538,6232499.79013519,0.13215907955411318,-0.04308075696245206,Decrease,0.023788136775533864,-1.8110185496646667,1.8110185496646667,Foraging guild: Foliage gleaners,-1.8110185496646667
Foraging guild,Rails,CE17,CE17_1,CE17,507500.0331905386,6237499.73894793,0.030548296596734664,CE17_3,CE17,507500.0331905386,6237499.73894793,0.005197965694403434,-0.02535033090233123,Decrease,0.009207482708653023,-2.753231442781582,2.753231442781582,Foraging guild: Rails,-2.753231442781582
Foraging guild,Woodpeckers,CE18,CE18_1,CE18,507500.06795502856,6242499.724328115,0.01496108688615312,CE18_3,CE18,507500.06795502856,6242499.724328115,0.02874867254782939,0.013787585661676269,Increase,0.006230782012952926,2.212817850634768,2.212817850634768,Foraging guild: Woodpeckers,2.212817850634768
Foraging guild,Rails,CE19,CE19_1,CE19,507500.01585132466,6247499.746037214,0.03062985657571215,CE19_3,CE19,507500.01585132466,6247499.746037214,0.009060120971046063,-0.021569735604666088,Decrease,0.009207482708653023,-2.342631128092725,2.342631128092725,Foraging guild: Rails,-2.342631128092725
Foraging guild,Passerine seedeaters,CE20,CE20_1,CE20,512500.0778718726,6202499.765489041,0.08015306900664919,CE20_3,CE20,512500.0778718726,6202499.765489041,0.11790027425372618,0.03774720524707699,Increase,0.011614695957552051,3.249952076664838,3.249952076664838,Foraging guild: Passerine seedeaters,3.249952076664838
Foraging guild,Passerine seedeaters,CE21,CE21_1,CE21,512500.0416534956,6207499.736611552,0.07552076134028002,CE21_3,CE21,512500.0416534956,6207499.736611552,0.11755493160095336,0.04203417026067334,Increase,0.011614695957552051,3.6190504180474985,3.6190504180474985,Foraging guild: Passerine seedeaters,3.6190504180474985
Foraging guild,Passerine seedeaters,CE22,CE22_1,CE22,512500.08898064535,6212499.744663644,0.09835426123584458,CE22_3,CE22,512500.08898064535,6212499.744663644,0.12329616438597528,0.0249419031501307,Increase,0.011614695957552051,2.147443483779969,2.147443483779969,Foraging guild: Passerine seedeaters,2.147443483779969
Migration,sedentary,CE23,CE23_1,CE23,512500.03278298484,6217499.789083581,0.4177119654754787,CE23_3,CE23,512500.03278298484,6217499.789083581,0.30439370393525755,-0.11331826154022112,Decrease,0.031964532108813386,-3.5451249889866703,3.5451249889866703,Migration: sedentary,-3.5451249889866703
Foraging guild,Diurnal raptors,CE24,CE24_1,CE24,512500.0599824369,6222499.759086974,0.00838567424361768,CE24_3,CE24,512500.0599824369,6222499.759086974,0.03986847768831435,0.03148280344469667,Increase,0.010732638859737756,2.933370241572251,2.933370241572251,Foraging guild: Diurnal raptors,2.933370241572251
Foraging guild,Woodpeckers,CE25,CE25_1,CE25,512500.045683016,6227499.765589996,0.0021083815424139075,CE25_3,CE25,512500.045683016,6227499.765589996,0.021336957569804096,0.019228576027390188,Increase,0.006230782012952926,3.0860614265459234,3.0860614265459234,Foraging guild: Woodpeckers,3.0860614265459234
Thermal,Thermal group: warm,CE26,CE26_1,CE26,512500.05217830365,6232499.697447278,0.1829979572822227,CE26_3,CE26,512500.05217830365,6232499.697447278,0.2461512087556113,0.0631532514733886,Increase,0.017383027778384196,3.6330409338653706,3.6330409338653706,Thermal: Thermal group: warm,3.6330409338653706
Thermal,Thermal group: warm,CE27,CE27_1,CE27,512500.0166706834,6237499.77705867,0.183550333952544,CE27_3,CE27,512500.0166706834,6237499.77705867,0.23589888194980257,0.05234854799725858,Increase,0.017383027778384196,3.0114746789022577,3.0114746789022577,Thermal: Thermal group: warm,3.0114746789022577
Migration,short-and long-distance,CE28,CE28_1,CE28,512500.06347564154,6242499.782156218,8.94623830437986e-4,CE28_3,CE28,512500.06347564154,6242499.782156218,0.014027374478563628,0.013132750648125642,Increase,0.005534462869832597,2.3729042830353064,2.3729042830353064,Migration: short-and long-distance,2.3729042830353064
Migration,short-and long-distance,CE29,CE29_1,CE29,512500.0068288046,6247499.712173496,0.0014046794236116775,CE29_3,CE29,512500.0068288046,6247499.712173496,0.011261333712740386,0.009856654289128708,Increase,0.005534462869832597,1.7809595115102554,1.7809595115102554,Migration: short-and long-distance,1.7809595115102554
Foraging guild,Owls,CE30,CE30_1,CE30,517500.0454849072,6202499.78370307,0.02920146286689844,CE30_3,CE30,517500.0454849072,6202499.78370307,0.017265057672705364,-0.011936405194193075,Decrease,0.005596576930679483,-2.132804630766305,2.132804630766305,Foraging guild: Owls,-2.132804630766305
Migration,short-and long-distance,CE31,CE31_1,CE31,517500.0763001169,6207499.784124023,0.002251191510250356,CE31_3,CE31,517500.0763001169,6207499.784124023,0.012741189370117804,0.010489997859867449,Increase,0.005534462869832597,1.8953958327278007,1.8953958327278007,Migration: short-and long-distance,1.8953958327278007
