"coverage_id","coverage_filter","survey","site","atlas","period","species_richness","modelled_species_pool_size"
"good","Good coverage","BG27_2","BG27","2","1990s",61,156
"good","Good coverage","BG28_2","BG28","2","1990s",69,156
"good","Good coverage","BG29_2","BG29","2","1990s",76,156
"good","Good coverage","BG30_2","BG30","2","1990s",28,156
"good","Good coverage","BG31_2","BG31","2","1990s",99,156
"good","Good coverage","BG32_2","BG32","2","1990s",85,156
"good","Good coverage","BG33_2","BG33","2","1990s",23,156
"good","Good coverage","BG41_2","BG41","2","1990s",68,156
"good","Good coverage","BG42_2","BG42","2","1990s",65,156
"good","Good coverage","BG43_2","BG43","2","1990s",38,156
"good","Good coverage","BE78_1","BE78","1","1970s",47,156
"good","Good coverage","BG49_2","BG49","2","1990s",64,156
"good","Good coverage","BG55_2","BG55","2","1990s",78,156
"good","Good coverage","BG57_2","BG57","2","1990s",44,156
"good","Good coverage","BG58_2","BG58","2","1990s",77,156
"good","Good coverage","BG59_2","BG59","2","1990s",47,156
"good","Good coverage","BG64_2","BG64","2","1990s",66,156
"good","Good coverage","BG65_2","BG65","2","1990s",73,156
"good","Good coverage","BG66_2","BG66","2","1990s",73,156
"good","Good coverage","BG67_2","BG67","2","1990s",55,156
"good","Good coverage","BE80_1","BE80","1","1970s",59,156
"good","Good coverage","BG68_2","BG68","2","1990s",56,156
"good","Good coverage","BG70_2","BG70","2","1990s",57,156
"good","Good coverage","BG72_2","BG72","2","1990s",54,156
"good","Good coverage","BG73_2","BG73","2","1990s",71,156
"good","Good coverage","BG75_2","BG75","2","1990s",66,156
"good","Good coverage","BG76_2","BG76","2","1990s",68,156
"good","Good coverage","BG77_2","BG77","2","1990s",55,156
"good","Good coverage","BG78_2","BG78","2","1990s",42,156
"good","Good coverage","BG79_2","BG79","2","1990s",70,156
"good","Good coverage","BG86_2","BG86","2","1990s",61,156
"good","Good coverage","BG87_2","BG87","2","1990s",64,156
"good","Good coverage","AF93_1","AF93","1","1970s",84,156
"good","Good coverage","BE82_1","BE82","1","1970s",53,156
"good","Good coverage","BG90_2","BG90","2","1990s",65,156
"good","Good coverage","BG92_2","BG92","2","1990s",63,156
"good","Good coverage","BG93_2","BG93","2","1990s",63,156
"good","Good coverage","BG95_2","BG95","2","1990s",78,156
"good","Good coverage","BG98_2","BG98","2","1990s",60,156
"good","Good coverage","BH57_2","BH57","2","1990s",64,156
"good","Good coverage","BE84_1","BE84","1","1970s",51,156
"good","Good coverage","BH76_2","BH76","2","1990s",44,156
"good","Good coverage","BH77_2","BH77","2","1990s",95,156
"good","Good coverage","BH78_2","BH78","2","1990s",66,156
"good","Good coverage","BH79_2","BH79","2","1990s",77,156
"good","Good coverage","BH86_2","BH86","2","1990s",82,156
"good","Good coverage","BH87_2","BH87","2","1990s",86,156
"good","Good coverage","BH89_2","BH89","2","1990s",84,156
"good","Good coverage","BE85_1","BE85","1","1970s",42,156
"good","Good coverage","BH98_2","BH98","2","1990s",70,156
"good","Good coverage","BH99_2","BH99","2","1990s",101,156
"good","Good coverage","CC04_2","CC04","2","1990s",101,156
"good","Good coverage","CC05_2","CC05","2","1990s",89,156
"good","Good coverage","CC06_2","CC06","2","1990s",77,156
"good","Good coverage","BE86_1","BE86","1","1970s",50,156
"good","Good coverage","CD03_2","CD03","2","1990s",77,156
"good","Good coverage","CD04_2","CD04","2","1990s",73,156
"good","Good coverage","CD05_2","CD05","2","1990s",42,156
"good","Good coverage","CD09_2","CD09","2","1990s",56,156
"good","Good coverage","CE01_2","CE01","2","1990s",52,156
"good","Good coverage","CE02_2","CE02","2","1990s",75,156
"good","Good coverage","CE06_2","CE06","2","1990s",54,156
"good","Good coverage","CF02_2","CF02","2","1990s",65,156
"good","Good coverage","CF06_2","CF06","2","1990s",57,156
"good","Good coverage","CF07_2","CF07","2","1990s",41,156
"good","Good coverage","CB80_2","CB80","2","1990s",53,156
"good","Good coverage","CB81_2","CB81","2","1990s",39,156
"good","Good coverage","BE89_1","BE89","1","1970s",72,156
"good","Good coverage","CB91_2","CB91","2","1990s",50,156
"good","Good coverage","CB93_2","CB93","2","1990s",46,156
"good","Good coverage","CC14_2","CC14","2","1990s",84,156
"good","Good coverage","CC15_2","CC15","2","1990s",62,156
"good","Good coverage","CC16_2","CC16","2","1990s",63,156
"good","Good coverage","BE90_1","BE90","1","1970s",57,156
"good","Good coverage","CC23_2","CC23","2","1990s",51,156
"good","Good coverage","CC24_2","CC24","2","1990s",54,156
"good","Good coverage","CC25_2","CC25","2","1990s",57,156
"good","Good coverage","CC30_2","CC30","2","1990s",67,156
"good","Good coverage","BE91_1","BE91","1","1970s",62,156
"good","Good coverage","CC34_2","CC34","2","1990s",71,156
"good","Good coverage","CC35_2","CC35","2","1990s",78,156
"good","Good coverage","CC36_2","CC36","2","1990s",72,156
"good","Good coverage","CC41_2","CC41","2","1990s",58,156
"good","Good coverage","CC44_2","CC44","2","1990s",65,156
"good","Good coverage","AF94_1","AF94","1","1970s",49,156
"good","Good coverage","BE92_1","BE92","1","1970s",55,156
"good","Good coverage","CC46_2","CC46","2","1990s",82,156
"good","Good coverage","CC52_2","CC52","2","1990s",60,156
"good","Good coverage","CC53_2","CC53","2","1990s",78,156
"good","Good coverage","CC54_2","CC54","2","1990s",73,156
"good","Good coverage","CC55_2","CC55","2","1990s",72,156
"good","Good coverage","CC61_2","CC61","2","1990s",75,156
"good","Good coverage","CC63_2","CC63","2","1990s",67,156
"good","Good coverage","CC64_2","CC64","2","1990s",73,156
"good","Good coverage","CC65_2","CC65","2","1990s",72,156
"good","Good coverage","CC66_2","CC66","2","1990s",66,156
"good","Good coverage","CC67_2","CC67","2","1990s",71,156
"good","Good coverage","CC68_2","CC68","2","1990s",55,156
"good","Good coverage","BE94_1","BE94","1","1970s",56,156
"good","Good coverage","CC75_2","CC75","2","1990s",91,156
"good","Good coverage","CC77_2","CC77","2","1990s",83,156
"good","Good coverage","CC80_2","CC80","2","1990s",81,156
"good","Good coverage","BE95_1","BE95","1","1970s",47,156
"good","Good coverage","CC85_2","CC85","2","1990s",87,156
"good","Good coverage","CC86_2","CC86","2","1990s",72,156
"good","Good coverage","BE96_1","BE96","1","1970s",38,156
"good","Good coverage","CC91_2","CC91","2","1990s",61,156
"good","Good coverage","CC92_2","CC92","2","1990s",67,156
"good","Good coverage","CC93_2","CC93","2","1990s",58,156
"good","Good coverage","CC94_2","CC94","2","1990s",69,156
"good","Good coverage","CC95_2","CC95","2","1990s",68,156
"good","Good coverage","CC97_2","CC97","2","1990s",60,156
"good","Good coverage","CC98_2","CC98","2","1990s",53,156
"good","Good coverage","CC99_2","CC99","2","1990s",45,156
"good","Good coverage","CD10_2","CD10","2","1990s",47,156
"good","Good coverage","CD11_2","CD11","2","1990s",56,156
"good","Good coverage","CD13_2","CD13","2","1990s",73,156
"good","Good coverage","CD14_2","CD14","2","1990s",35,156
"good","Good coverage","CD16_2","CD16","2","1990s",76,156
"good","Good coverage","CD17_2","CD17","2","1990s",68,156
"good","Good coverage","CD18_2","CD18","2","1990s",56,156
"good","Good coverage","CD21_2","CD21","2","1990s",78,156
"good","Good coverage","CD23_2","CD23","2","1990s",65,156
"good","Good coverage","CD24_2","CD24","2","1990s",74,156
"good","Good coverage","CD29_2","CD29","2","1990s",65,156
"good","Good coverage","CD31_2","CD31","2","1990s",75,156
"good","Good coverage","BE99_1","BE99","1","1970s",62,156
"good","Good coverage","CD32_2","CD32","2","1990s",73,156
"good","Good coverage","CD33_2","CD33","2","1990s",62,156
"good","Good coverage","CD34_2","CD34","2","1990s",83,156
"good","Good coverage","CD40_2","CD40","2","1990s",70,156
"good","Good coverage","CD41_2","CD41","2","1990s",79,156
"good","Good coverage","BF00_1","BF00","1","1970s",57,156
"good","Good coverage","CD42_2","CD42","2","1990s",74,156
"good","Good coverage","CD43_2","CD43","2","1990s",69,156
"good","Good coverage","CD44_2","CD44","2","1990s",49,156
"good","Good coverage","CD45_2","CD45","2","1990s",45,156
"good","Good coverage","CD47_2","CD47","2","1990s",53,156
"good","Good coverage","CD50_2","CD50","2","1990s",80,156
"good","Good coverage","CD51_2","CD51","2","1990s",67,156
"good","Good coverage","CD52_2","CD52","2","1990s",70,156
"good","Good coverage","CD54_2","CD54","2","1990s",66,156
"good","Good coverage","CD55_2","CD55","2","1990s",61,156
"good","Good coverage","CD56_2","CD56","2","1990s",63,156
"good","Good coverage","CD57_2","CD57","2","1990s",63,156
"good","Good coverage","CD60_2","CD60","2","1990s",66,156
"good","Good coverage","CD61_2","CD61","2","1990s",55,156
"good","Good coverage","BF02_1","BF02","1","1970s",54,156
"good","Good coverage","CD62_2","CD62","2","1990s",67,156
"good","Good coverage","CD63_2","CD63","2","1990s",73,156
"good","Good coverage","CD64_2","CD64","2","1990s",46,156
"good","Good coverage","CD65_2","CD65","2","1990s",54,156
"good","Good coverage","CD66_2","CD66","2","1990s",57,156
"good","Good coverage","CD67_2","CD67","2","1990s",81,156
"good","Good coverage","CD68_2","CD68","2","1990s",60,156
"good","Good coverage","CD69_2","CD69","2","1990s",54,156
"good","Good coverage","CD70_2","CD70","2","1990s",49,156
"good","Good coverage","CD71_2","CD71","2","1990s",61,156
"good","Good coverage","BF03_1","BF03","1","1970s",63,156
"good","Good coverage","CD72_2","CD72","2","1990s",50,156
"good","Good coverage","CD74_2","CD74","2","1990s",69,156
"good","Good coverage","CD75_2","CD75","2","1990s",59,156
"good","Good coverage","CD76_2","CD76","2","1990s",72,156
"good","Good coverage","CD80_2","CD80","2","1990s",45,156
"good","Good coverage","CD81_2","CD81","2","1990s",75,156
"good","Good coverage","BF04_1","BF04","1","1970s",48,156
"good","Good coverage","CD82_2","CD82","2","1990s",64,156
"good","Good coverage","CD83_2","CD83","2","1990s",64,156
"good","Good coverage","CD84_2","CD84","2","1990s",69,156
"good","Good coverage","CD87_2","CD87","2","1990s",59,156
"good","Good coverage","CD88_2","CD88","2","1990s",52,156
"good","Good coverage","CD90_2","CD90","2","1990s",69,156
"good","Good coverage","CD91_2","CD91","2","1990s",78,156
"good","Good coverage","BF05_1","BF05","1","1970s",59,156
"good","Good coverage","CD92_2","CD92","2","1990s",74,156
"good","Good coverage","CD95_2","CD95","2","1990s",75,156
"good","Good coverage","CD96_2","CD96","2","1990s",83,156
"good","Good coverage","CD98_2","CD98","2","1990s",72,156
"good","Good coverage","CE11_2","CE11","2","1990s",69,156
"good","Good coverage","BF06_1","BF06","1","1970s",54,156
"good","Good coverage","CE13_2","CE13","2","1990s",38,156
"good","Good coverage","CE15_2","CE15","2","1990s",66,156
"good","Good coverage","CE16_2","CE16","2","1990s",55,156
"good","Good coverage","CE17_2","CE17","2","1990s",64,156
"good","Good coverage","CE19_2","CE19","2","1990s",49,156
"good","Good coverage","CE20_2","CE20","2","1990s",77,156
"good","Good coverage","CE21_2","CE21","2","1990s",78,156
"good","Good coverage","BF07_1","BF07","1","1970s",52,156
"good","Good coverage","CE22_2","CE22","2","1990s",73,156
"good","Good coverage","CE23_2","CE23","2","1990s",58,156
"good","Good coverage","CE24_2","CE24","2","1990s",69,156
"good","Good coverage","CE27_2","CE27","2","1990s",39,156
"good","Good coverage","CE30_2","CE30","2","1990s",65,156
"good","Good coverage","CE31_2","CE31","2","1990s",71,156
"good","Good coverage","BF08_1","BF08","1","1970s",44,156
"good","Good coverage","CE34_2","CE34","2","1990s",39,156
"good","Good coverage","CE35_2","CE35","2","1990s",47,156
"good","Good coverage","CE38_2","CE38","2","1990s",67,156
"good","Good coverage","CE42_2","CE42","2","1990s",64,156
"good","Good coverage","CE49_2","CE49","2","1990s",72,156
"good","Good coverage","CE51_2","CE51","2","1990s",76,156
"good","Good coverage","BF11_1","BF11","1","1970s",58,156
"good","Good coverage","CE52_2","CE52","2","1990s",80,156
"good","Good coverage","CE54_2","CE54","2","1990s",77,156
"good","Good coverage","CE55_2","CE55","2","1990s",62,156
"good","Good coverage","CE57_2","CE57","2","1990s",49,156
"good","Good coverage","CE60_2","CE60","2","1990s",72,156
"good","Good coverage","CE61_2","CE61","2","1990s",68,156
"good","Good coverage","BF12_1","BF12","1","1970s",61,156
"good","Good coverage","CE62_2","CE62","2","1990s",72,156
"good","Good coverage","CE63_2","CE63","2","1990s",74,156
"good","Good coverage","CE64_2","CE64","2","1990s",91,156
"good","Good coverage","CE65_2","CE65","2","1990s",65,156
"good","Good coverage","CE67_2","CE67","2","1990s",57,156
"good","Good coverage","CE69_2","CE69","2","1990s",70,156
"good","Good coverage","AF96_1","AF96","1","1970s",42,156
"good","Good coverage","CE72_2","CE72","2","1990s",77,156
"good","Good coverage","CE74_2","CE74","2","1990s",76,156
"good","Good coverage","CE75_2","CE75","2","1990s",74,156
"good","Good coverage","CE77_2","CE77","2","1990s",64,156
"good","Good coverage","CE78_2","CE78","2","1990s",84,156
"good","Good coverage","CE80_2","CE80","2","1990s",66,156
"good","Good coverage","CE81_2","CE81","2","1990s",58,156
"good","Good coverage","CE82_2","CE82","2","1990s",94,156
"good","Good coverage","CE83_2","CE83","2","1990s",68,156
"good","Good coverage","CE84_2","CE84","2","1990s",76,156
"good","Good coverage","CE85_2","CE85","2","1990s",70,156
"good","Good coverage","CE86_2","CE86","2","1990s",60,156
"good","Good coverage","CE88_2","CE88","2","1990s",90,156
"good","Good coverage","CE89_2","CE89","2","1990s",77,156
"good","Good coverage","CE90_2","CE90","2","1990s",59,156
"good","Good coverage","CE91_2","CE91","2","1990s",65,156
"good","Good coverage","BF15_1","BF15","1","1970s",38,156
"good","Good coverage","CE92_2","CE92","2","1990s",69,156
"good","Good coverage","CE93_2","CE93","2","1990s",79,156
"good","Good coverage","CE94_2","CE94","2","1990s",67,156
"good","Good coverage","CE95_2","CE95","2","1990s",57,156
"good","Good coverage","CE96_2","CE96","2","1990s",56,156
"good","Good coverage","CE99_2","CE99","2","1990s",82,156
"good","Good coverage","CF10_2","CF10","2","1990s",75,156
"good","Good coverage","BF16_1","BF16","1","1970s",43,156
"good","Good coverage","CF13_2","CF13","2","1990s",78,156
"good","Good coverage","CF14_2","CF14","2","1990s",61,156
"good","Good coverage","CF15_2","CF15","2","1990s",64,156
"good","Good coverage","CF19_2","CF19","2","1990s",61,156
"good","Good coverage","CF21_2","CF21","2","1990s",68,156
"good","Good coverage","CF23_2","CF23","2","1990s",63,156
"good","Good coverage","CF25_2","CF25","2","1990s",56,156
"good","Good coverage","CF29_2","CF29","2","1990s",82,156
"good","Good coverage","BF18_1","BF18","1","1970s",33,156
"good","Good coverage","CF31_2","CF31","2","1990s",71,156
"good","Good coverage","CF32_2","CF32","2","1990s",88,156
"good","Good coverage","CF33_2","CF33","2","1990s",81,156
"good","Good coverage","CF34_2","CF34","2","1990s",75,156
"good","Good coverage","CF36_2","CF36","2","1990s",67,156
"good","Good coverage","CF38_2","CF38","2","1990s",62,156
"good","Good coverage","CF40_2","CF40","2","1990s",75,156
"good","Good coverage","CF41_2","CF41","2","1990s",69,156
"good","Good coverage","CF42_2","CF42","2","1990s",56,156
"good","Good coverage","CF43_2","CF43","2","1990s",64,156
"good","Good coverage","CF44_2","CF44","2","1990s",74,156
"good","Good coverage","CF49_2","CF49","2","1990s",71,156
"good","Good coverage","CF50_2","CF50","2","1990s",90,156
"good","Good coverage","BF21_1","BF21","1","1970s",50,156
"good","Good coverage","CF51_2","CF51","2","1990s",84,156
"good","Good coverage","CF52_2","CF52","2","1990s",69,156
"good","Good coverage","CF53_2","CF53","2","1990s",64,156
"good","Good coverage","CF54_2","CF54","2","1990s",86,156
"good","Good coverage","CF55_2","CF55","2","1990s",80,156
"good","Good coverage","CF56_2","CF56","2","1990s",64,156
"good","Good coverage","CF57_2","CF57","2","1990s",55,156
"good","Good coverage","CF58_2","CF58","2","1990s",52,156
"good","Good coverage","CF59_2","CF59","2","1990s",60,156
"good","Good coverage","CF60_2","CF60","2","1990s",77,156
"good","Good coverage","CF61_2","CF61","2","1990s",79,156
"good","Good coverage","CF62_2","CF62","2","1990s",73,156
"good","Good coverage","CF63_2","CF63","2","1990s",72,156
"good","Good coverage","CF64_2","CF64","2","1990s",87,156
"good","Good coverage","CF65_2","CF65","2","1990s",69,156
"good","Good coverage","CF66_2","CF66","2","1990s",64,156
"good","Good coverage","CF67_2","CF67","2","1990s",47,156
"good","Good coverage","CF68_2","CF68","2","1990s",62,156
"good","Good coverage","CF69_2","CF69","2","1990s",73,156
"good","Good coverage","CF70_2","CF70","2","1990s",78,156
"good","Good coverage","CF71_2","CF71","2","1990s",52,156
"good","Good coverage","CF72_2","CF72","2","1990s",61,156
"good","Good coverage","CF73_2","CF73","2","1990s",68,156
"good","Good coverage","CF74_2","CF74","2","1990s",59,156
"good","Good coverage","CF75_2","CF75","2","1990s",55,156
"good","Good coverage","CF77_2","CF77","2","1990s",51,156
"good","Good coverage","CF78_2","CF78","2","1990s",74,156
"good","Good coverage","CF79_2","CF79","2","1990s",56,156
"good","Good coverage","CF81_2","CF81","2","1990s",63,156
"good","Good coverage","CF82_2","CF82","2","1990s",92,156
"good","Good coverage","CF83_2","CF83","2","1990s",72,156
"good","Good coverage","CF84_2","CF84","2","1990s",50,156
"good","Good coverage","CF86_2","CF86","2","1990s",57,156
"good","Good coverage","CF87_2","CF87","2","1990s",66,156
"good","Good coverage","CF89_2","CF89","2","1990s",65,156
"good","Good coverage","CF90_2","CF90","2","1990s",53,156
"good","Good coverage","CF91_2","CF91","2","1990s",60,156
"good","Good coverage","CF92_2","CF92","2","1990s",58,156
"good","Good coverage","CF93_2","CF93","2","1990s",75,156
"good","Good coverage","CF95_2","CF95","2","1990s",63,156
"good","Good coverage","CF98_2","CF98","2","1990s",68,156
"good","Good coverage","CG05_2","CG05","2","1990s",77,156
"good","Good coverage","CG07_2","CG07","2","1990s",74,156
"good","Good coverage","CG09_2","CG09","2","1990s",74,156
"good","Good coverage","CG13_2","CG13","2","1990s",55,156
"good","Good coverage","CG17_2","CG17","2","1990s",67,156
"good","Good coverage","CG29_2","CG29","2","1990s",47,156
"good","Good coverage","BF29_1","BF29","1","1970s",58,156
"good","Good coverage","CG39_2","CG39","2","1990s",81,156
"good","Good coverage","CG40_2","CG40","2","1990s",85,156
"good","Good coverage","CG42_2","CG42","2","1990s",64,156
"good","Good coverage","CG43_2","CG43","2","1990s",70,156
"good","Good coverage","CG44_2","CG44","2","1990s",92,156
"good","Good coverage","CG47_2","CG47","2","1990s",74,156
"good","Good coverage","CG48_2","CG48","2","1990s",76,156
"good","Good coverage","CG49_2","CG49","2","1990s",67,156
"good","Good coverage","CG50_2","CG50","2","1990s",74,156
"good","Good coverage","BF31_1","BF31","1","1970s",54,156
"good","Good coverage","CG51_2","CG51","2","1990s",89,156
"good","Good coverage","CG52_2","CG52","2","1990s",80,156
"good","Good coverage","CG53_2","CG53","2","1990s",75,156
"good","Good coverage","CG54_2","CG54","2","1990s",94,156
"good","Good coverage","CG56_2","CG56","2","1990s",64,156
"good","Good coverage","CG57_2","CG57","2","1990s",71,156
"good","Good coverage","CG58_2","CG58","2","1990s",80,156
"good","Good coverage","CG59_2","CG59","2","1990s",80,156
"good","Good coverage","BF32_1","BF32","1","1970s",71,156
"good","Good coverage","CG61_2","CG61","2","1990s",69,156
"good","Good coverage","CG63_2","CG63","2","1990s",62,156
"good","Good coverage","CG65_2","CG65","2","1990s",54,156
"good","Good coverage","CG66_2","CG66","2","1990s",68,156
"good","Good coverage","CG68_2","CG68","2","1990s",74,156
"good","Good coverage","CG69_2","CG69","2","1990s",70,156
"good","Good coverage","BF33_1","BF33","1","1970s",63,156
"good","Good coverage","CG73_2","CG73","2","1990s",66,156
"good","Good coverage","CG75_2","CG75","2","1990s",57,156
"good","Good coverage","CG76_2","CG76","2","1990s",50,156
"good","Good coverage","CG78_2","CG78","2","1990s",72,156
"good","Good coverage","CG79_2","CG79","2","1990s",73,156
"good","Good coverage","CG80_2","CG80","2","1990s",56,156
"good","Good coverage","CG83_2","CG83","2","1990s",61,156
"good","Good coverage","CG84_2","CG84","2","1990s",75,156
"good","Good coverage","AF98_1","AF98","1","1970s",48,156
"good","Good coverage","CG85_2","CG85","2","1990s",68,156
"good","Good coverage","CG89_2","CG89","2","1990s",73,156
"good","Good coverage","CG90_2","CG90","2","1990s",67,156
"good","Good coverage","CH06_2","CH06","2","1990s",59,156
"good","Good coverage","CH07_2","CH07","2","1990s",58,156
"good","Good coverage","CH08_2","CH08","2","1990s",62,156
"good","Good coverage","CH25_2","CH25","2","1990s",18,156
"good","Good coverage","CH34_2","CH34","2","1990s",74,156
"good","Good coverage","CH35_2","CH35","2","1990s",81,156
"good","Good coverage","CH45_2","CH45","2","1990s",80,156
"good","Good coverage","CH46_2","CH46","2","1990s",67,156
"good","Good coverage","CH48_2","CH48","2","1990s",75,156
"good","Good coverage","CH49_2","CH49","2","1990s",78,156
"good","Good coverage","CH55_2","CH55","2","1990s",61,156
"good","Good coverage","CH56_2","CH56","2","1990s",82,156
"good","Good coverage","CH57_2","CH57","2","1990s",92,156
"good","Good coverage","CH58_2","CH58","2","1990s",82,156
"good","Good coverage","CH59_2","CH59","2","1990s",81,156
"good","Good coverage","CH66_2","CH66","2","1990s",50,156
"good","Good coverage","BF38_1","BF38","1","1970s",47,156
"good","Good coverage","CH69_2","CH69","2","1990s",64,156
"good","Good coverage","CH76_2","CH76","2","1990s",33,156
"good","Good coverage","CH77_2","CH77","2","1990s",77,156
"good","Good coverage","CH79_2","CH79","2","1990s",82,156
"good","Good coverage","CH86_2","CH86","2","1990s",51,156
"good","Good coverage","CH87_2","CH87","2","1990s",58,156
"good","Good coverage","BF39_1","BF39","1","1970s",60,156
"good","Good coverage","CH88_2","CH88","2","1990s",60,156
"good","Good coverage","CH89_2","CH89","2","1990s",78,156
"good","Good coverage","CH95_2","CH95","2","1990s",37,156
"good","Good coverage","CH96_2","CH96","2","1990s",47,156
"good","Good coverage","CH97_2","CH97","2","1990s",79,156
"good","Good coverage","CH99_2","CH99","2","1990s",66,156
"good","Good coverage","BF40_1","BF40","1","1970s",55,156
"good","Good coverage","DB04_2","DB04","2","1990s",67,156
"good","Good coverage","DB05_2","DB05","2","1990s",69,156
"good","Good coverage","DC07_2","DC07","2","1990s",78,156
"good","Good coverage","DC09_2","DC09","2","1990s",58,156
"good","Good coverage","DB10_2","DB10","2","1990s",60,156
"good","Good coverage","BF41_1","BF41","1","1970s",57,156
"good","Good coverage","DB13_2","DB13","2","1990s",74,156
"good","Good coverage","DB14_2","DB14","2","1990s",53,156
"good","Good coverage","DB15_2","DB15","2","1990s",63,156
"good","Good coverage","DB16_2","DB16","2","1990s",46,156
"good","Good coverage","DB20_2","DB20","2","1990s",65,156
"good","Good coverage","DB22_2","DB22","2","1990s",67,156
"good","Good coverage","DB24_2","DB24","2","1990s",63,156
"good","Good coverage","DB34_2","DB34","2","1990s",74,156
"good","Good coverage","DB35_2","DB35","2","1990s",62,156
"good","Good coverage","DB36_2","DB36","2","1990s",66,156
"good","Good coverage","DB40_2","DB40","2","1990s",72,156
"good","Good coverage","BF43_1","BF43","1","1970s",48,156
"good","Good coverage","DB42_2","DB42","2","1990s",66,156
"good","Good coverage","DB45_2","DB45","2","1990s",54,156
"good","Good coverage","DB46_2","DB46","2","1990s",69,156
"good","Good coverage","DB50_2","DB50","2","1990s",72,156
"good","Good coverage","DB52_2","DB52","2","1990s",59,156
"good","Good coverage","AF99_1","AF99","1","1970s",47,156
"good","Good coverage","BF44_1","BF44","1","1970s",62,156
"good","Good coverage","DB54_2","DB54","2","1990s",69,156
"good","Good coverage","DB55_2","DB55","2","1990s",78,156
"good","Good coverage","DB61_2","DB61","2","1990s",56,156
"good","Good coverage","DB62_2","DB62","2","1990s",47,156
"good","Good coverage","DB63_2","DB63","2","1990s",72,156
"good","Good coverage","DB64_2","DB64","2","1990s",79,156
"good","Good coverage","DB65_2","DB65","2","1990s",60,156
"good","Good coverage","DB66_2","DB66","2","1990s",53,156
"good","Good coverage","DB67_2","DB67","2","1990s",61,156
"good","Good coverage","DB68_2","DB68","2","1990s",65,156
"good","Good coverage","DB72_2","DB72","2","1990s",66,156
"good","Good coverage","DB73_2","DB73","2","1990s",74,156
"good","Good coverage","DB74_2","DB74","2","1990s",55,156
"good","Good coverage","DB77_2","DB77","2","1990s",54,156
"good","Good coverage","DB78_2","DB78","2","1990s",68,156
"good","Good coverage","DB79_2","DB79","2","1990s",62,156
"good","Good coverage","DB82_2","DB82","2","1990s",46,156
"good","Good coverage","DB83_2","DB83","2","1990s",75,156
"good","Good coverage","DB89_2","DB89","2","1990s",61,156
"good","Good coverage","DC00_2","DC00","2","1990s",92,156
"good","Good coverage","DC01_2","DC01","2","1990s",73,156
"good","Good coverage","DC04_2","DC04","2","1990s",72,156
"good","Good coverage","DC05_2","DC05","2","1990s",75,156
"good","Good coverage","DC06_2","DC06","2","1990s",83,156
"good","Good coverage","DC10_2","DC10","2","1990s",60,156
"good","Good coverage","DC11_2","DC11","2","1990s",68,156
"good","Good coverage","DC12_2","DC12","2","1990s",48,156
"good","Good coverage","DC13_2","DC13","2","1990s",75,156
"good","Good coverage","DC14_2","DC14","2","1990s",76,156
"good","Good coverage","DC15_2","DC15","2","1990s",75,156
"good","Good coverage","DC16_2","DC16","2","1990s",62,156
"good","Good coverage","DC17_2","DC17","2","1990s",65,156
"good","Good coverage","DC18_2","DC18","2","1990s",63,156
"good","Good coverage","DC19_2","DC19","2","1990s",59,156
"good","Good coverage","BF49_1","BF49","1","1970s",66,156
"good","Good coverage","DC23_2","DC23","2","1990s",67,156
"good","Good coverage","DC24_2","DC24","2","1990s",49,156
"good","Good coverage","DC25_2","DC25","2","1990s",63,156
"good","Good coverage","DC26_2","DC26","2","1990s",71,156
"good","Good coverage","DC27_2","DC27","2","1990s",63,156
"good","Good coverage","DC29_2","DC29","2","1990s",68,156
"good","Good coverage","BF50_1","BF50","1","1970s",55,156
"good","Good coverage","DC32_2","DC32","2","1990s",51,156
"good","Good coverage","DC33_2","DC33","2","1990s",57,156
"good","Good coverage","DC34_2","DC34","2","1990s",52,156
"good","Good coverage","DC35_2","DC35","2","1990s",68,156
"good","Good coverage","DC36_2","DC36","2","1990s",71,156
"good","Good coverage","DC37_2","DC37","2","1990s",80,156
"good","Good coverage","DC38_2","DC38","2","1990s",65,156
"good","Good coverage","DC39_2","DC39","2","1990s",69,156
"good","Good coverage","DC40_2","DC40","2","1990s",94,156
"good","Good coverage","DC41_2","DC41","2","1990s",71,156
"good","Good coverage","DC42_2","DC42","2","1990s",70,156
"good","Good coverage","DC46_2","DC46","2","1990s",74,156
"good","Good coverage","DC47_2","DC47","2","1990s",64,156
"good","Good coverage","DC48_2","DC48","2","1990s",54,156
"good","Good coverage","DC49_2","DC49","2","1990s",68,156
"good","Good coverage","DC50_2","DC50","2","1990s",68,156
"good","Good coverage","DC52_2","DC52","2","1990s",74,156
"good","Good coverage","DC53_2","DC53","2","1990s",68,156
"good","Good coverage","DC54_2","DC54","2","1990s",70,156
"good","Good coverage","DC56_2","DC56","2","1990s",75,156
"good","Good coverage","DC57_2","DC57","2","1990s",88,156
"good","Good coverage","DC58_2","DC58","2","1990s",77,156
"good","Good coverage","DC64_2","DC64","2","1990s",80,156
"good","Good coverage","DC65_2","DC65","2","1990s",75,156
"good","Good coverage","DC66_2","DC66","2","1990s",87,156
"good","Good coverage","DC67_2","DC67","2","1990s",51,156
"good","Good coverage","DC77_2","DC77","2","1990s",74,156
"good","Good coverage","DC78_2","DC78","2","1990s",82,156
"good","Good coverage","DC88_2","DC88","2","1990s",80,156
"good","Good coverage","DC89_2","DC89","2","1990s",68,156
"good","Good coverage","DD00_2","DD00","2","1990s",57,156
"good","Good coverage","DD01_2","DD01","2","1990s",88,156
"good","Good coverage","DD02_2","DD02","2","1990s",65,156
