"site","start_occurrence","end_occurrence","species","species_label","comparison","change_class"
"GG40",0,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Gain"
"GG50",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"GH05",1,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Loss"
"GH06",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"GH07",1,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Loss"
"GH08",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"GH09",1,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Loss"
"GH17",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"GH18",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"GH19",0,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Gain"
"GH29",0,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Gain"
"GH39",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"GH49",1,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Present both"
"GH59",1,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Loss"
"HA03",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA04",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA05",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA06",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA07",0,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Gain"
"HA08",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA12",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA13",0,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Gain"
"HA14",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA15",0,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Gain"
"HA16",0,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Gain"
"HA17",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA18",0,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Gain"
"HA22",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA23",0,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Gain"
"HA24",0,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Gain"
"HA25",0,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Gain"
"HA26",1,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Present both"
"HA27",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA31",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA32",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA33",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA34",1,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Present both"
"HA35",1,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Loss"
"HA36",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA41",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA42",0,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Gain"
"HA43",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA44",1,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Present both"
"HA45",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA46",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA51",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA52",1,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Present both"
"HA53",0,1,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Gain"
"HA54",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA55",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA63",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA64",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"HA69",0,0,"Circus_aeruginosus","Western Marsh Harrier
Circus aeruginosus","1990s to 2010s","Absent both"
"AD90",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AD91",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AD92",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AD93",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AD94",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AD95",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AD96",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AE81",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AE82",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AE83",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AE90",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AE91",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AE92",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AE93",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AE94",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AE95",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AE96",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AE97",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AE98",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AE99",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AF81",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AF82",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AF90",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AF91",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AF92",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AF93",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AF94",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AF95",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AF96",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AF97",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AF98",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"AF99",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC10",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC11",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC20",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC21",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC22",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC23",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC30",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC31",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC32",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC33",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC34",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC40",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC41",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC42",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC43",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC44",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC45",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC50",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC51",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC52",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC53",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC54",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC55",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC56",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC60",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC61",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC62",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC63",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC64",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC65",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC70",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC71",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC72",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC73",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC74",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC75",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC80",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC81",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC82",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC83",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC84",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC85",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC86",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC91",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC92",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC93",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC94",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC95",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BC96",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD00",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD01",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD02",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD03",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD04",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD05",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD06",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD07",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD08",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD09",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD10",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD11",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD12",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD13",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD14",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD16",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD17",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD18",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD19",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD20",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD21",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD22",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD23",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD24",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD26",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD27",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD28",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD29",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD30",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD31",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD32",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD33",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD34",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD35",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD36",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD37",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD38",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD39",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD40",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD41",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD42",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD43",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD44",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD45",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD46",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD47",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD48",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD49",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD50",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD51",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD52",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD53",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD54",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD55",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD56",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD57",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD58",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD59",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD60",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD61",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD62",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD63",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD64",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD65",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD66",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD67",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD68",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD69",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD70",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD71",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD72",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD73",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD74",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD75",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD76",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD77",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD78",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD79",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD80",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD81",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD82",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD83",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD84",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD85",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD86",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD87",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD88",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD89",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD90",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD91",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD92",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD93",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD94",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD95",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD96",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD97",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD98",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BD99",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE02",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE03",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE04",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE05",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE06",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE07",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE08",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE09",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE10",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE11",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE12",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE13",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE14",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE15",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE16",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE17",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE18",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE19",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE20",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE21",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE22",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE23",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE24",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE25",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE26",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE27",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE28",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE29",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE30",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE31",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE32",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
