model_set,trait_family,trait_value,n_species,dominant_driver,dominant_direction,n_cells,prop_cells,signed_prop
Single predictor,Foraging guild,Terns,5,Temperature,Negative,280,0.1643192488262911,-0.1643192488262911
Single predictor,Foraging guild,Terns,5,Temperature,Positive,247,0.1449530516431925,0.1449530516431925
Single predictor,Foraging guild,Tit-like birds,12,Cropland,Positive,41,0.024683925346177003,0.024683925346177003
Single predictor,Foraging guild,Tit-like birds,12,Forest,Positive,388,0.23359422034918723,0.23359422034918723
Single predictor,Foraging guild,Tit-like birds,12,Grass/Shrubland,Negative,287,0.17278747742323902,-0.17278747742323902
Single predictor,Foraging guild,Tit-like birds,12,Pasture,Negative,6,0.003612281757977122,-0.003612281757977122
Single predictor,Foraging guild,Tit-like birds,12,Precipitation,Negative,215,0.12944009632751355,-0.12944009632751355
Single predictor,Foraging guild,Tit-like birds,12,Precipitation,Positive,186,0.11198073449729079,0.11198073449729079
Single predictor,Foraging guild,Tit-like birds,12,Temperature,Negative,119,0.0716435881998796,-0.0716435881998796
Single predictor,Foraging guild,Tit-like birds,12,Temperature,Positive,419,0.25225767609873573,0.25225767609873573
Single predictor,Foraging guild,Woodpeckers,5,Cropland,Negative,529,0.34195216548157725,-0.34195216548157725
Single predictor,Foraging guild,Woodpeckers,5,Forest,Positive,458,0.2960568842921784,0.2960568842921784
Single predictor,Foraging guild,Woodpeckers,5,Grass/Shrubland,Negative,5,0.003232062055591467,-0.003232062055591467
Single predictor,Foraging guild,Woodpeckers,5,Land-use heterogeneity,Positive,42,0.027149321266968326,0.027149321266968326
Single predictor,Foraging guild,Woodpeckers,5,Pasture,Negative,1,6.464124111182935e-4,-6.464124111182935e-4
Single predictor,Foraging guild,Woodpeckers,5,Precipitation,Positive,191,0.12346477052359406,0.12346477052359406
Single predictor,Foraging guild,Woodpeckers,5,Temperature,Positive,93,0.060116354234001294,0.060116354234001294
Single predictor,Foraging guild,Woodpeckers,5,Urban,Negative,126,0.08144796380090498,-0.08144796380090498
Single predictor,Foraging guild,Woodpeckers,5,Urban,Positive,102,0.06593406593406594,0.06593406593406594
Single predictor,Migratory strategy,long-distance,44,Forest,Positive,125,0.08229098090849243,0.08229098090849243
Single predictor,Migratory strategy,long-distance,44,Precipitation,Negative,305,0.20078999341672152,-0.20078999341672152
Single predictor,Migratory strategy,long-distance,44,Precipitation,Positive,120,0.07899934167215274,0.07899934167215274
Single predictor,Migratory strategy,long-distance,44,Temperature,Negative,872,0.5740618828176431,-0.5740618828176431
Single predictor,Migratory strategy,long-distance,44,Temperature,Positive,31,0.02040816326530612,0.02040816326530612
Single predictor,Migratory strategy,long-distance,44,Urban,Negative,66,0.043449637919684,-0.043449637919684
Single predictor,Migratory strategy,sedentary,35,Cropland,Positive,128,0.08737201365187713,0.08737201365187713
Single predictor,Migratory strategy,sedentary,35,Forest,Negative,13,0.008873720136518772,-0.008873720136518772
Single predictor,Migratory strategy,sedentary,35,Grass/Shrubland,Negative,10,0.006825938566552901,-0.006825938566552901
Single predictor,Migratory strategy,sedentary,35,Grass/Shrubland,Positive,28,0.01911262798634812,0.01911262798634812
Single predictor,Migratory strategy,sedentary,35,Pasture,Negative,164,0.11194539249146758,-0.11194539249146758
Single predictor,Migratory strategy,sedentary,35,Precipitation,Negative,160,0.10921501706484642,-0.10921501706484642
Single predictor,Migratory strategy,sedentary,35,Precipitation,Positive,184,0.12559726962457338,0.12559726962457338
Single predictor,Migratory strategy,sedentary,35,Temperature,Negative,30,0.020477815699658702,-0.020477815699658702
Single predictor,Migratory strategy,sedentary,35,Temperature,Positive,703,0.47986348122866895,0.47986348122866895
Single predictor,Migratory strategy,sedentary,35,Urban,Positive,45,0.030716723549488054,0.030716723549488054
Single predictor,Migratory strategy,sedentary and short-distance,31,Cropland,Positive,3,0.0018148820326678765,0.0018148820326678765
Single predictor,Migratory strategy,sedentary and short-distance,31,Forest,Negative,114,0.06896551724137931,-0.06896551724137931
Single predictor,Migratory strategy,sedentary and short-distance,31,Land-use heterogeneity,Negative,105,0.06352087114337568,-0.06352087114337568
Single predictor,Migratory strategy,sedentary and short-distance,31,Pasture,Negative,1,6.049606775559589e-4,-6.049606775559589e-4
Single predictor,Migratory strategy,sedentary and short-distance,31,Precipitation,Negative,542,0.3278886872353297,-0.3278886872353297
Single predictor,Migratory strategy,sedentary and short-distance,31,Precipitation,Positive,50,0.030248033877797943,0.030248033877797943
Single predictor,Migratory strategy,sedentary and short-distance,31,Temperature,Negative,324,0.19600725952813067,-0.19600725952813067
Single predictor,Migratory strategy,sedentary and short-distance,31,Temperature,Positive,487,0.294615849969752,0.294615849969752
Single predictor,Migratory strategy,sedentary and short-distance,31,Urban,Positive,27,0.016333938294010888,0.016333938294010888
Single predictor,Migratory strategy,short-and long-distance,8,Cropland,Negative,232,0.13264722698684964,-0.13264722698684964
Single predictor,Migratory strategy,short-and long-distance,8,Land-use heterogeneity,Positive,334,0.19096626643796455,0.19096626643796455
Single predictor,Migratory strategy,short-and long-distance,8,Pasture,Positive,780,0.44596912521440824,0.44596912521440824
Single predictor,Migratory strategy,short-and long-distance,8,Precipitation,Positive,330,0.18867924528301888,0.18867924528301888
Single predictor,Migratory strategy,short-and long-distance,8,Temperature,Negative,64,0.03659233847913093,-0.03659233847913093
Single predictor,Migratory strategy,short-and long-distance,8,Temperature,Positive,5,0.002858776443682104,0.002858776443682104
Single predictor,Migratory strategy,short-and long-distance,8,Urban,Negative,4,0.002287021154945683,-0.002287021154945683
Single predictor,Migratory strategy,short-distance,39,Cropland,Negative,872,0.49377123442808607,-0.49377123442808607
Single predictor,Migratory strategy,short-distance,39,Forest,Positive,146,0.08267270668176671,0.08267270668176671
Single predictor,Migratory strategy,short-distance,39,Land-use heterogeneity,Positive,17,0.009626274065685165,0.009626274065685165
Single predictor,Migratory strategy,short-distance,39,Pasture,Positive,116,0.06568516421291053,0.06568516421291053
Single predictor,Migratory strategy,short-distance,39,Precipitation,Positive,384,0.217440543601359,0.217440543601359
Single predictor,Migratory strategy,short-distance,39,Temperature,Negative,213,0.12061155152887883,-0.12061155152887883
Single predictor,Migratory strategy,short-distance,39,Urban,Positive,18,0.010192525481313703,0.010192525481313703
