atlas,atlas_num,chain,iteration,rho,draw_id
1970s,1,4,123,0.84,873
1970s,1,4,124,0.76,874
1970s,1,4,125,0.81,875
1970s,1,4,126,0.92,876
1970s,1,4,127,0.94,877
1970s,1,4,128,0.94,878
1970s,1,4,129,0.89,879
1970s,1,4,130,0.95,880
1970s,1,4,131,0.83,881
1970s,1,4,132,0.81,882
1970s,1,4,133,0.86,883
1970s,1,4,134,0.84,884
1970s,1,4,135,0.87,885
1970s,1,4,136,0.89,886
1970s,1,4,137,0.9,887
1970s,1,4,138,0.86,888
1970s,1,4,139,0.87,889
1970s,1,4,140,0.86,890
1970s,1,4,141,0.89,891
1970s,1,4,142,0.85,892
1970s,1,4,143,0.95,893
1970s,1,4,144,0.84,894
1970s,1,4,145,0.91,895
1970s,1,4,146,0.87,896
1970s,1,4,147,0.94,897
1970s,1,4,148,0.89,898
1970s,1,4,149,0.91,899
1970s,1,4,150,0.85,900
1970s,1,4,151,0.89,901
1970s,1,4,152,0.89,902
1970s,1,4,153,0.9,903
1970s,1,4,154,0.94,904
1970s,1,4,155,0.89,905
1970s,1,4,156,0.74,906
1970s,1,4,157,0.77,907
1970s,1,4,158,0.88,908
1970s,1,4,159,0.86,909
1970s,1,4,160,0.96,910
1970s,1,4,161,0.97,911
1970s,1,4,162,0.89,912
1970s,1,4,163,0.9,913
1970s,1,4,164,0.83,914
1970s,1,4,165,0.85,915
1970s,1,4,166,0.91,916
1970s,1,4,167,0.84,917
1970s,1,4,168,0.82,918
1970s,1,4,169,0.89,919
1970s,1,4,170,0.84,920
1970s,1,4,171,0.87,921
1970s,1,4,172,0.92,922
1970s,1,4,173,0.82,923
1970s,1,4,174,0.95,924
1970s,1,4,175,0.93,925
1970s,1,4,176,0.82,926
1970s,1,4,177,0.92,927
1970s,1,4,178,0.9,928
1970s,1,4,179,0.91,929
1970s,1,4,180,0.85,930
1970s,1,4,181,0.87,931
1970s,1,4,182,0.94,932
1970s,1,4,183,0.87,933
1970s,1,4,184,0.82,934
1970s,1,4,185,0.88,935
1970s,1,4,186,0.92,936
1970s,1,4,187,0.88,937
1970s,1,4,188,0.96,938
1970s,1,4,189,0.84,939
1970s,1,4,190,0.87,940
1970s,1,4,191,0.99,941
1970s,1,4,192,0.92,942
1970s,1,4,193,0.89,943
1970s,1,4,194,0.85,944
1970s,1,4,195,0.89,945
1970s,1,4,196,0.9,946
1970s,1,4,197,0.86,947
1970s,1,4,198,0.9,948
1970s,1,4,199,0.84,949
1970s,1,4,200,0.84,950
1970s,1,4,201,0.88,951
1970s,1,4,202,0.88,952
1970s,1,4,203,0.85,953
1970s,1,4,204,0.97,954
1970s,1,4,205,0.89,955
1970s,1,4,206,0.91,956
1970s,1,4,207,0.86,957
1970s,1,4,208,0.88,958
1970s,1,4,209,0.92,959
1970s,1,4,210,0.81,960
1970s,1,4,211,0.89,961
1970s,1,4,212,0.88,962
1970s,1,4,213,0.88,963
1970s,1,4,214,0.82,964
1970s,1,4,215,0.96,965
1970s,1,4,216,0.95,966
1970s,1,4,217,0.88,967
1970s,1,4,218,0.88,968
1970s,1,4,219,0.86,969
1970s,1,4,220,0.86,970
1970s,1,4,221,0.9,971
1970s,1,4,222,0.81,972
1970s,1,4,223,0.81,973
1970s,1,4,224,0.83,974
1970s,1,4,225,0.9,975
1970s,1,4,226,0.79,976
1970s,1,4,227,0.91,977
1970s,1,4,228,0.91,978
1970s,1,4,229,0.77,979
1970s,1,4,230,0.93,980
1970s,1,4,231,0.81,981
1970s,1,4,232,0.79,982
1970s,1,4,233,0.89,983
1970s,1,4,234,0.86,984
1970s,1,4,235,0.92,985
1970s,1,4,236,0.8,986
1970s,1,4,237,0.87,987
1970s,1,4,238,0.85,988
1970s,1,4,239,0.85,989
1970s,1,4,240,0.8,990
1970s,1,4,241,0.93,991
1970s,1,4,242,0.89,992
1970s,1,4,243,1,993
1970s,1,4,244,0.85,994
1970s,1,4,245,0.97,995
1970s,1,4,246,0.85,996
1970s,1,4,247,0.82,997
1970s,1,4,248,0.92,998
1970s,1,4,249,0.8,999
1970s,1,4,250,0.87,1000
1990s,2,1,1,0.73,1
1990s,2,1,2,0.76,2
1990s,2,1,3,0.89,3
1990s,2,1,4,0.8,4
1990s,2,1,5,0.83,5
1990s,2,1,6,0.77,6
1990s,2,1,7,0.91,7
1990s,2,1,8,0.73,8
1990s,2,1,9,0.83,9
1990s,2,1,10,0.86,10
1990s,2,1,11,0.85,11
1990s,2,1,12,0.81,12
1990s,2,1,13,0.76,13
1990s,2,1,14,0.76,14
1990s,2,1,15,0.82,15
1990s,2,1,16,0.84,16
1990s,2,1,17,0.9,17
1990s,2,1,18,0.81,18
1990s,2,1,19,0.74,19
1990s,2,1,20,0.79,20
1990s,2,1,21,0.85,21
1990s,2,1,22,0.73,22
1990s,2,1,23,0.81,23
1990s,2,1,24,0.65,24
1990s,2,1,25,0.78,25
1990s,2,1,26,0.81,26
1990s,2,1,27,0.73,27
1990s,2,1,28,0.83,28
1990s,2,1,29,0.87,29
1990s,2,1,30,0.92,30
1990s,2,1,31,0.89,31
1990s,2,1,32,0.75,32
1990s,2,1,33,0.84,33
1990s,2,1,34,0.78,34
1990s,2,1,35,0.85,35
1990s,2,1,36,0.83,36
1990s,2,1,37,0.77,37
1990s,2,1,38,0.79,38
1990s,2,1,39,0.87,39
1990s,2,1,40,0.83,40
1990s,2,1,41,0.7,41
1990s,2,1,42,0.74,42
1990s,2,1,43,0.74,43
1990s,2,1,44,0.86,44
1990s,2,1,45,0.86,45
1990s,2,1,46,0.93,46
1990s,2,1,47,0.97,47
1990s,2,1,48,0.79,48
1990s,2,1,49,0.82,49
1990s,2,1,50,0.8,50
1990s,2,1,51,0.92,51
1990s,2,1,52,0.74,52
1990s,2,1,53,0.77,53
1990s,2,1,54,0.73,54
1990s,2,1,55,0.7,55
1990s,2,1,56,0.77,56
1990s,2,1,57,0.76,57
1990s,2,1,58,0.84,58
1990s,2,1,59,0.78,59
1990s,2,1,60,0.77,60
1990s,2,1,61,0.8,61
1990s,2,1,62,0.67,62
1990s,2,1,63,0.81,63
1990s,2,1,64,0.69,64
1990s,2,1,65,0.81,65
1990s,2,1,66,0.81,66
1990s,2,1,67,0.87,67
1990s,2,1,68,0.86,68
1990s,2,1,69,0.77,69
1990s,2,1,70,0.9,70
1990s,2,1,71,0.81,71
1990s,2,1,72,0.94,72
1990s,2,1,73,0.8,73
1990s,2,1,74,0.83,74
1990s,2,1,75,0.81,75
1990s,2,1,76,0.87,76
1990s,2,1,77,0.81,77
1990s,2,1,78,0.88,78
1990s,2,1,79,0.76,79
1990s,2,1,80,0.76,80
1990s,2,1,81,0.77,81
1990s,2,1,82,0.76,82
1990s,2,1,83,0.76,83
1990s,2,1,84,0.77,84
1990s,2,1,85,0.91,85
1990s,2,1,86,0.85,86
1990s,2,1,87,0.77,87
1990s,2,1,88,0.8,88
1990s,2,1,89,0.83,89
1990s,2,1,90,0.97,90
1990s,2,1,91,0.83,91
1990s,2,1,92,0.81,92
1990s,2,1,93,0.74,93
1990s,2,1,94,0.67,94
1990s,2,1,95,0.77,95
1990s,2,1,96,0.89,96
1990s,2,1,97,0.78,97
1990s,2,1,98,0.78,98
1990s,2,1,99,0.82,99
1990s,2,1,100,0.78,100
1990s,2,1,101,0.87,101
1990s,2,1,102,0.76,102
1990s,2,1,103,0.69,103
1990s,2,1,104,0.8,104
1990s,2,1,105,0.84,105
1990s,2,1,106,0.75,106
1990s,2,1,107,0.7,107
1990s,2,1,108,0.88,108
1990s,2,1,109,0.77,109
1990s,2,1,110,0.79,110
1990s,2,1,111,0.92,111
1990s,2,1,112,0.62,112
1990s,2,1,113,0.82,113
1990s,2,1,114,0.84,114
1990s,2,1,115,0.84,115
1990s,2,1,116,0.91,116
1990s,2,1,117,0.85,117
1990s,2,1,118,0.69,118
1990s,2,1,119,0.66,119
1990s,2,1,120,0.86,120
1990s,2,1,121,0.92,121
1990s,2,1,122,0.72,122
1990s,2,1,123,0.87,123
1990s,2,1,124,0.82,124
1990s,2,1,125,0.8,125
1990s,2,1,126,0.81,126
1990s,2,1,127,0.62,127
1990s,2,1,128,0.77,128
1990s,2,1,129,0.87,129
1990s,2,1,130,0.85,130
1990s,2,1,131,0.81,131
1990s,2,1,132,0.84,132
1990s,2,1,133,0.73,133
1990s,2,1,134,0.8,134
1990s,2,1,135,0.89,135
1990s,2,1,136,0.87,136
1990s,2,1,137,0.83,137
1990s,2,1,138,0.72,138
1990s,2,1,139,0.89,139
1990s,2,1,140,0.83,140
1990s,2,1,141,0.76,141
1990s,2,1,142,0.86,142
1990s,2,1,143,0.92,143
1990s,2,1,144,0.85,144
1990s,2,1,145,0.91,145
1990s,2,1,146,0.77,146
1990s,2,1,147,0.83,147
1990s,2,1,148,0.76,148
1990s,2,1,149,0.8,149
1990s,2,1,150,0.83,150
1990s,2,1,151,0.91,151
1990s,2,1,152,0.67,152
1990s,2,1,153,0.96,153
1990s,2,1,154,0.8,154
1990s,2,1,155,0.74,155
1990s,2,1,156,0.74,156
1990s,2,1,157,0.76,157
1990s,2,1,158,0.79,158
1990s,2,1,159,0.84,159
1990s,2,1,160,0.9,160
1990s,2,1,161,0.82,161
1990s,2,1,162,0.86,162
1990s,2,1,163,0.78,163
1990s,2,1,164,0.86,164
1990s,2,1,165,0.65,165
1990s,2,1,166,0.69,166
1990s,2,1,167,0.84,167
1990s,2,1,168,0.8,168
1990s,2,1,169,0.74,169
1990s,2,1,170,0.79,170
1990s,2,1,171,0.86,171
1990s,2,1,172,0.87,172
1990s,2,1,173,0.73,173
1990s,2,1,174,0.8,174
1990s,2,1,175,0.87,175
1990s,2,1,176,0.82,176
1990s,2,1,177,0.75,177
1990s,2,1,178,0.77,178
1990s,2,1,179,0.8,179
1990s,2,1,180,0.88,180
1990s,2,1,181,0.79,181
1990s,2,1,182,0.62,182
1990s,2,1,183,0.82,183
1990s,2,1,184,0.77,184
1990s,2,1,185,0.8,185
1990s,2,1,186,0.77,186
1990s,2,1,187,0.88,187
1990s,2,1,188,0.81,188
1990s,2,1,189,0.8,189
1990s,2,1,190,0.8,190
1990s,2,1,191,0.78,191
1990s,2,1,192,0.81,192
1990s,2,1,193,0.61,193
1990s,2,1,194,0.85,194
1990s,2,1,195,0.77,195
1990s,2,1,196,0.86,196
1990s,2,1,197,0.73,197
1990s,2,1,198,0.87,198
1990s,2,1,199,0.76,199
1990s,2,1,200,0.79,200
1990s,2,1,201,0.79,201
1990s,2,1,202,0.85,202
1990s,2,1,203,0.72,203
1990s,2,1,204,0.78,204
1990s,2,1,205,0.78,205
1990s,2,1,206,0.85,206
1990s,2,1,207,0.78,207
1990s,2,1,208,0.83,208
1990s,2,1,209,0.86,209
1990s,2,1,210,0.73,210
1990s,2,1,211,0.87,211
1990s,2,1,212,0.82,212
1990s,2,1,213,0.8,213
1990s,2,1,214,0.89,214
1990s,2,1,215,0.87,215
1990s,2,1,216,0.84,216
1990s,2,1,217,0.82,217
1990s,2,1,218,0.85,218
1990s,2,1,219,0.79,219
1990s,2,1,220,0.84,220
1990s,2,1,221,0.84,221
1990s,2,1,222,0.78,222
1990s,2,1,223,0.87,223
1990s,2,1,224,0.7,224
1990s,2,1,225,0.75,225
1990s,2,1,226,0.6,226
1990s,2,1,227,0.91,227
1990s,2,1,228,0.67,228
1990s,2,1,229,0.88,229
1990s,2,1,230,0.75,230
1990s,2,1,231,0.89,231
1990s,2,1,232,0.84,232
1990s,2,1,233,0.91,233
1990s,2,1,234,0.8,234
1990s,2,1,235,0.75,235
1990s,2,1,236,0.84,236
1990s,2,1,237,0.74,237
1990s,2,1,238,0.76,238
1990s,2,1,239,0.88,239
1990s,2,1,240,0.74,240
1990s,2,1,241,0.76,241
1990s,2,1,242,0.71,242
1990s,2,1,243,0.83,243
1990s,2,1,244,0.78,244
1990s,2,1,245,0.82,245
1990s,2,1,246,0.75,246
1990s,2,1,247,0.85,247
1990s,2,1,248,0.84,248
1990s,2,1,249,0.82,249
1990s,2,1,250,0.79,250
1990s,2,2,1,0.71,251
1990s,2,2,2,0.86,252
1990s,2,2,3,0.72,253
1990s,2,2,4,0.75,254
1990s,2,2,5,0.81,255
1990s,2,2,6,0.82,256
1990s,2,2,7,0.69,257
1990s,2,2,8,0.81,258
1990s,2,2,9,0.83,259
1990s,2,2,10,0.8,260
1990s,2,2,11,0.73,261
1990s,2,2,12,0.84,262
1990s,2,2,13,0.75,263
1990s,2,2,14,0.9,264
1990s,2,2,15,0.8,265
1990s,2,2,16,0.82,266
1990s,2,2,17,0.78,267
1990s,2,2,18,0.75,268
1990s,2,2,19,0.87,269
1990s,2,2,20,0.84,270
1990s,2,2,21,0.86,271
1990s,2,2,22,0.8,272
1990s,2,2,23,0.77,273
1990s,2,2,24,0.97,274
1990s,2,2,25,0.91,275
1990s,2,2,26,0.84,276
1990s,2,2,27,0.74,277
1990s,2,2,28,0.68,278
1990s,2,2,29,0.8,279
1990s,2,2,30,0.76,280
1990s,2,2,31,0.83,281
1990s,2,2,32,0.8,282
1990s,2,2,33,0.79,283
1990s,2,2,34,0.71,284
1990s,2,2,35,0.83,285
1990s,2,2,36,0.77,286
1990s,2,2,37,0.8,287
1990s,2,2,38,0.67,288
1990s,2,2,39,0.79,289
1990s,2,2,40,0.82,290
1990s,2,2,41,0.89,291
1990s,2,2,42,0.91,292
1990s,2,2,43,0.96,293
1990s,2,2,44,0.88,294
1990s,2,2,45,0.75,295
1990s,2,2,46,0.78,296
1990s,2,2,47,0.64,297
1990s,2,2,48,0.78,298
1990s,2,2,49,0.9,299
1990s,2,2,50,0.77,300
1990s,2,2,51,0.94,301
1990s,2,2,52,0.88,302
1990s,2,2,53,0.77,303
1990s,2,2,54,0.84,304
1990s,2,2,55,0.73,305
1990s,2,2,56,0.82,306
1990s,2,2,57,0.84,307
1990s,2,2,58,0.9,308
1990s,2,2,59,0.8,309
1990s,2,2,60,0.73,310
1990s,2,2,61,0.8,311
1990s,2,2,62,0.84,312
1990s,2,2,63,0.78,313
1990s,2,2,64,0.78,314
1990s,2,2,65,0.76,315
1990s,2,2,66,0.6,316
1990s,2,2,67,0.86,317
1990s,2,2,68,0.82,318
1990s,2,2,69,0.84,319
1990s,2,2,70,0.82,320
1990s,2,2,71,0.84,321
1990s,2,2,72,0.82,322
1990s,2,2,73,0.89,323
1990s,2,2,74,0.75,324
1990s,2,2,75,0.73,325
1990s,2,2,76,0.6,326
1990s,2,2,77,0.74,327
1990s,2,2,78,0.73,328
1990s,2,2,79,0.73,329
1990s,2,2,80,0.67,330
1990s,2,2,81,0.85,331
1990s,2,2,82,0.83,332
1990s,2,2,83,0.78,333
1990s,2,2,84,0.86,334
1990s,2,2,85,0.8,335
1990s,2,2,86,0.85,336
1990s,2,2,87,0.8,337
1990s,2,2,88,0.85,338
1990s,2,2,89,0.79,339
1990s,2,2,90,0.83,340
1990s,2,2,91,0.82,341
1990s,2,2,92,0.82,342
1990s,2,2,93,0.79,343
1990s,2,2,94,0.88,344
1990s,2,2,95,0.94,345
1990s,2,2,96,0.83,346
1990s,2,2,97,0.78,347
1990s,2,2,98,0.83,348
1990s,2,2,99,0.84,349
1990s,2,2,100,0.69,350
1990s,2,2,101,0.81,351
1990s,2,2,102,0.85,352
1990s,2,2,103,0.8,353
1990s,2,2,104,0.81,354
1990s,2,2,105,0.79,355
1990s,2,2,106,0.95,356
1990s,2,2,107,0.83,357
1990s,2,2,108,0.71,358
1990s,2,2,109,0.78,359
1990s,2,2,110,0.66,360
1990s,2,2,111,0.83,361
1990s,2,2,112,0.8,362
1990s,2,2,113,0.86,363
1990s,2,2,114,0.79,364
1990s,2,2,115,0.78,365
1990s,2,2,116,0.72,366
1990s,2,2,117,0.84,367
1990s,2,2,118,0.71,368
1990s,2,2,119,0.77,369
1990s,2,2,120,0.76,370
1990s,2,2,121,0.87,371
1990s,2,2,122,0.78,372
1990s,2,2,123,0.9,373
1990s,2,2,124,0.8,374
1990s,2,2,125,0.83,375
1990s,2,2,126,0.76,376
1990s,2,2,127,0.84,377
1990s,2,2,128,0.78,378
1990s,2,2,129,0.88,379
1990s,2,2,130,0.88,380
1990s,2,2,131,0.85,381
1990s,2,2,132,0.84,382
1990s,2,2,133,0.89,383
1990s,2,2,134,0.85,384
1990s,2,2,135,0.86,385
1990s,2,2,136,0.82,386
1990s,2,2,137,0.89,387
1990s,2,2,138,0.85,388
1990s,2,2,139,0.8,389
1990s,2,2,140,0.92,390
1990s,2,2,141,0.7,391
1990s,2,2,142,0.89,392
1990s,2,2,143,0.84,393
1990s,2,2,144,0.78,394
1990s,2,2,145,0.78,395
1990s,2,2,146,0.81,396
1990s,2,2,147,0.87,397
1990s,2,2,148,0.88,398
1990s,2,2,149,0.88,399
1990s,2,2,150,0.8,400
1990s,2,2,151,0.81,401
1990s,2,2,152,0.8,402
1990s,2,2,153,0.77,403
1990s,2,2,154,0.89,404
1990s,2,2,155,0.88,405
1990s,2,2,156,0.9,406
1990s,2,2,157,0.82,407
1990s,2,2,158,0.84,408
1990s,2,2,159,0.92,409
1990s,2,2,160,0.84,410
1990s,2,2,161,0.79,411
1990s,2,2,162,0.86,412
1990s,2,2,163,0.79,413
1990s,2,2,164,0.78,414
1990s,2,2,165,0.73,415
1990s,2,2,166,0.77,416
1990s,2,2,167,0.81,417
1990s,2,2,168,0.85,418
1990s,2,2,169,0.9,419
1990s,2,2,170,0.85,420
1990s,2,2,171,0.81,421
1990s,2,2,172,0.9,422
1990s,2,2,173,0.83,423
1990s,2,2,174,0.65,424
1990s,2,2,175,0.76,425
1990s,2,2,176,0.96,426
1990s,2,2,177,0.9,427
1990s,2,2,178,0.82,428
1990s,2,2,179,0.82,429
1990s,2,2,180,0.83,430
1990s,2,2,181,0.81,431
1990s,2,2,182,0.76,432
1990s,2,2,183,0.75,433
1990s,2,2,184,0.73,434
1990s,2,2,185,0.77,435
1990s,2,2,186,0.86,436
1990s,2,2,187,0.88,437
1990s,2,2,188,0.84,438
1990s,2,2,189,0.81,439
1990s,2,2,190,0.72,440
1990s,2,2,191,0.78,441
1990s,2,2,192,0.76,442
1990s,2,2,193,0.86,443
1990s,2,2,194,0.83,444
1990s,2,2,195,0.88,445
1990s,2,2,196,0.86,446
1990s,2,2,197,0.77,447
1990s,2,2,198,0.87,448
1990s,2,2,199,0.84,449
1990s,2,2,200,0.89,450
1990s,2,2,201,0.91,451
1990s,2,2,202,0.79,452
1990s,2,2,203,0.82,453
1990s,2,2,204,0.74,454
1990s,2,2,205,0.83,455
1990s,2,2,206,0.89,456
1990s,2,2,207,0.84,457
1990s,2,2,208,0.88,458
1990s,2,2,209,0.88,459
1990s,2,2,210,0.86,460
1990s,2,2,211,0.79,461
1990s,2,2,212,0.86,462
1990s,2,2,213,0.82,463
1990s,2,2,214,0.8,464
1990s,2,2,215,0.81,465
1990s,2,2,216,0.78,466
1990s,2,2,217,0.79,467
1990s,2,2,218,0.88,468
1990s,2,2,219,0.73,469
1990s,2,2,220,0.75,470
1990s,2,2,221,0.84,471
1990s,2,2,222,0.89,472
1990s,2,2,223,0.81,473
1990s,2,2,224,0.87,474
1990s,2,2,225,0.77,475
1990s,2,2,226,0.86,476
1990s,2,2,227,0.79,477
1990s,2,2,228,0.72,478
1990s,2,2,229,0.8,479
1990s,2,2,230,0.7,480
1990s,2,2,231,0.85,481
1990s,2,2,232,0.81,482
1990s,2,2,233,0.76,483
1990s,2,2,234,0.74,484
1990s,2,2,235,0.94,485
1990s,2,2,236,0.84,486
1990s,2,2,237,0.7,487
1990s,2,2,238,0.76,488
1990s,2,2,239,0.79,489
1990s,2,2,240,0.63,490
1990s,2,2,241,0.83,491
1990s,2,2,242,0.85,492
1990s,2,2,243,0.69,493
1990s,2,2,244,0.68,494
1990s,2,2,245,0.78,495
1990s,2,2,246,0.79,496
1990s,2,2,247,0.74,497
1990s,2,2,248,0.82,498
1990s,2,2,249,0.82,499
1990s,2,2,250,0.84,500
1990s,2,3,1,0.91,501
1990s,2,3,2,0.89,502
1990s,2,3,3,0.83,503
1990s,2,3,4,0.76,504
1990s,2,3,5,0.76,505
1990s,2,3,6,0.86,506
1990s,2,3,7,0.86,507
1990s,2,3,8,0.79,508
1990s,2,3,9,0.91,509
1990s,2,3,10,0.84,510
1990s,2,3,11,0.8,511
1990s,2,3,12,0.82,512
1990s,2,3,13,0.81,513
1990s,2,3,14,0.64,514
1990s,2,3,15,0.79,515
1990s,2,3,16,0.85,516
1990s,2,3,17,0.94,517
1990s,2,3,18,0.76,518
1990s,2,3,19,0.77,519
1990s,2,3,20,0.73,520
1990s,2,3,21,0.85,521
1990s,2,3,22,0.76,522
1990s,2,3,23,0.78,523
1990s,2,3,24,0.82,524
1990s,2,3,25,0.86,525
1990s,2,3,26,0.82,526
1990s,2,3,27,0.73,527
1990s,2,3,28,0.81,528
1990s,2,3,29,0.71,529
1990s,2,3,30,0.75,530
1990s,2,3,31,0.88,531
1990s,2,3,32,0.89,532
1990s,2,3,33,0.81,533
1990s,2,3,34,0.82,534
1990s,2,3,35,0.8,535
1990s,2,3,36,0.84,536
1990s,2,3,37,0.75,537
1990s,2,3,38,0.81,538
1990s,2,3,39,0.7,539
1990s,2,3,40,0.93,540
1990s,2,3,41,0.59,541
1990s,2,3,42,0.85,542
1990s,2,3,43,0.73,543
1990s,2,3,44,0.71,544
1990s,2,3,45,0.92,545
1990s,2,3,46,0.9,546
1990s,2,3,47,0.76,547
1990s,2,3,48,0.89,548
1990s,2,3,49,0.84,549
1990s,2,3,50,0.83,550
1990s,2,3,51,0.81,551
1990s,2,3,52,0.93,552
1990s,2,3,53,0.83,553
1990s,2,3,54,0.8,554
1990s,2,3,55,0.82,555
1990s,2,3,56,0.78,556
1990s,2,3,57,0.75,557
1990s,2,3,58,0.85,558
1990s,2,3,59,0.89,559
1990s,2,3,60,0.85,560
1990s,2,3,61,0.78,561
1990s,2,3,62,0.79,562
1990s,2,3,63,0.68,563
1990s,2,3,64,0.81,564
1990s,2,3,65,0.78,565
1990s,2,3,66,0.76,566
1990s,2,3,67,0.81,567
1990s,2,3,68,0.74,568
1990s,2,3,69,0.85,569
1990s,2,3,70,0.85,570
1990s,2,3,71,0.78,571
1990s,2,3,72,0.81,572
1990s,2,3,73,0.85,573
1990s,2,3,74,0.93,574
1990s,2,3,75,0.88,575
1990s,2,3,76,0.74,576
1990s,2,3,77,0.82,577
1990s,2,3,78,0.78,578
1990s,2,3,79,0.72,579
1990s,2,3,80,0.78,580
1990s,2,3,81,0.77,581
1990s,2,3,82,0.83,582
1990s,2,3,83,0.87,583
1990s,2,3,84,0.77,584
1990s,2,3,85,0.85,585
1990s,2,3,86,0.73,586
1990s,2,3,87,0.88,587
1990s,2,3,88,0.73,588
1990s,2,3,89,0.8,589
1990s,2,3,90,0.89,590
1990s,2,3,91,0.79,591
1990s,2,3,92,0.77,592
1990s,2,3,93,0.86,593
1990s,2,3,94,0.77,594
1990s,2,3,95,0.82,595
1990s,2,3,96,0.84,596
1990s,2,3,97,0.74,597
1990s,2,3,98,0.81,598
1990s,2,3,99,0.71,599
1990s,2,3,100,0.81,600
1990s,2,3,101,0.8,601
1990s,2,3,102,0.73,602
1990s,2,3,103,0.8,603
1990s,2,3,104,0.87,604
1990s,2,3,105,0.72,605
1990s,2,3,106,0.68,606
1990s,2,3,107,0.76,607
1990s,2,3,108,0.81,608
1990s,2,3,109,0.76,609
1990s,2,3,110,0.73,610
1990s,2,3,111,0.79,611
1990s,2,3,112,0.77,612
1990s,2,3,113,0.88,613
1990s,2,3,114,0.78,614
1990s,2,3,115,0.7,615
1990s,2,3,116,0.74,616
1990s,2,3,117,0.82,617
1990s,2,3,118,0.81,618
1990s,2,3,119,0.85,619
1990s,2,3,120,0.8,620
1990s,2,3,121,0.75,621
1990s,2,3,122,0.79,622
1990s,2,3,123,0.8,623
1990s,2,3,124,0.8,624
1990s,2,3,125,0.8,625
1990s,2,3,126,0.81,626
1990s,2,3,127,0.71,627
1990s,2,3,128,0.9,628
1990s,2,3,129,0.84,629
1990s,2,3,130,0.8,630
1990s,2,3,131,0.78,631
1990s,2,3,132,0.85,632
1990s,2,3,133,0.93,633
1990s,2,3,134,0.79,634
1990s,2,3,135,0.82,635
1990s,2,3,136,0.84,636
1990s,2,3,137,0.85,637
1990s,2,3,138,0.79,638
1990s,2,3,139,0.83,639
1990s,2,3,140,0.8,640
1990s,2,3,141,0.82,641
1990s,2,3,142,0.84,642
1990s,2,3,143,0.9,643
1990s,2,3,144,0.86,644
1990s,2,3,145,0.87,645
1990s,2,3,146,0.75,646
1990s,2,3,147,0.72,647
1990s,2,3,148,0.9,648
1990s,2,3,149,0.67,649
1990s,2,3,150,0.78,650
1990s,2,3,151,0.87,651
1990s,2,3,152,0.74,652
1990s,2,3,153,0.85,653
1990s,2,3,154,0.75,654
1990s,2,3,155,0.79,655
1990s,2,3,156,0.88,656
1990s,2,3,157,0.84,657
1990s,2,3,158,0.88,658
1990s,2,3,159,0.71,659
1990s,2,3,160,0.94,660
1990s,2,3,161,0.74,661
1990s,2,3,162,0.71,662
1990s,2,3,163,0.84,663
1990s,2,3,164,0.64,664
1990s,2,3,165,0.69,665
1990s,2,3,166,0.76,666
1990s,2,3,167,0.77,667
1990s,2,3,168,0.9,668
1990s,2,3,169,0.76,669
1990s,2,3,170,0.89,670
1990s,2,3,171,0.82,671
1990s,2,3,172,0.83,672
1990s,2,3,173,0.84,673
1990s,2,3,174,0.82,674
1990s,2,3,175,0.74,675
1990s,2,3,176,0.86,676
1990s,2,3,177,0.79,677
1990s,2,3,178,0.88,678
1990s,2,3,179,0.84,679
1990s,2,3,180,0.84,680
1990s,2,3,181,0.8,681
1990s,2,3,182,0.81,682
1990s,2,3,183,0.82,683
1990s,2,3,184,0.88,684
1990s,2,3,185,0.87,685
1990s,2,3,186,0.74,686
1990s,2,3,187,0.77,687
1990s,2,3,188,0.81,688
1990s,2,3,189,0.73,689
1990s,2,3,190,0.96,690
1990s,2,3,191,0.89,691
1990s,2,3,192,0.81,692
1990s,2,3,193,0.77,693
1990s,2,3,194,0.85,694
1990s,2,3,195,0.8,695
1990s,2,3,196,0.8,696
1990s,2,3,197,0.83,697
1990s,2,3,198,0.77,698
1990s,2,3,199,0.83,699
1990s,2,3,200,0.83,700
1990s,2,3,201,0.85,701
1990s,2,3,202,0.89,702
1990s,2,3,203,0.89,703
1990s,2,3,204,0.74,704
1990s,2,3,205,0.8,705
1990s,2,3,206,0.81,706
1990s,2,3,207,0.87,707
1990s,2,3,208,0.81,708
1990s,2,3,209,0.79,709
1990s,2,3,210,0.82,710
1990s,2,3,211,0.78,711
1990s,2,3,212,0.73,712
1990s,2,3,213,0.9,713
1990s,2,3,214,0.68,714
1990s,2,3,215,0.85,715
1990s,2,3,216,0.89,716
1990s,2,3,217,0.87,717
1990s,2,3,218,0.87,718
1990s,2,3,219,0.84,719
1990s,2,3,220,0.8,720
1990s,2,3,221,0.88,721
1990s,2,3,222,0.79,722
1990s,2,3,223,0.76,723
1990s,2,3,224,0.77,724
1990s,2,3,225,0.77,725
1990s,2,3,226,0.82,726
1990s,2,3,227,0.79,727
1990s,2,3,228,0.83,728
1990s,2,3,229,0.73,729
1990s,2,3,230,0.89,730
1990s,2,3,231,0.87,731
1990s,2,3,232,0.75,732
1990s,2,3,233,0.75,733
1990s,2,3,234,0.76,734
1990s,2,3,235,0.9,735
1990s,2,3,236,0.84,736
1990s,2,3,237,0.79,737
1990s,2,3,238,0.81,738
1990s,2,3,239,0.68,739
1990s,2,3,240,0.92,740
1990s,2,3,241,0.9,741
1990s,2,3,242,0.73,742
1990s,2,3,243,0.85,743
1990s,2,3,244,0.77,744
1990s,2,3,245,0.76,745
