atlas,permutation,variable_raw,variable,null_r2t_beta
1970s,589,prec_breeding,Precipitation,0.010189886349219019
1970s,589,hh,Land-use heterogeneity,0.004650476042207355
1970s,589,perc_urban,Urban,0.005875293426451959
1970s,589,perc_cropland,Cropland,0.008356749234824313
1970s,589,perc_pasture,Pasture,0.006065085957811221
1970s,589,perc_forest,Forest,0.007330717980675298
1970s,589,perc_grass_shrub,Grass/shrubland,0.005378221525081094
1970s,590,tmean_breeding,Temperature,0.009324423765750156
1970s,590,prec_breeding,Precipitation,0.00455952797869825
1970s,590,hh,Land-use heterogeneity,0.010267975050103018
1970s,590,perc_urban,Urban,0.0033074957299223987
1970s,590,perc_cropland,Cropland,0.006453446113854472
1970s,590,perc_pasture,Pasture,0.0059005926034233465
1970s,590,perc_forest,Forest,0.006337106345645268
1970s,590,perc_grass_shrub,Grass/shrubland,0.014788111719527283
1970s,591,tmean_breeding,Temperature,0.0033764985020651645
1970s,591,prec_breeding,Precipitation,0.005066836381874334
1970s,591,hh,Land-use heterogeneity,0.004253064952461893
1970s,591,perc_urban,Urban,0.0030427803426302854
1970s,591,perc_cropland,Cropland,0.004009995444729028
1970s,591,perc_pasture,Pasture,0.009561122596768487
1970s,591,perc_forest,Forest,0.0034783820335900413
1970s,591,perc_grass_shrub,Grass/shrubland,0.005585087004004194
1970s,592,tmean_breeding,Temperature,0.005609302831708338
1970s,592,prec_breeding,Precipitation,0.007043829579587695
1970s,592,hh,Land-use heterogeneity,0.0055276322074163135
1970s,592,perc_urban,Urban,0.004447747851846814
1970s,592,perc_cropland,Cropland,0.01790425389031373
1970s,592,perc_pasture,Pasture,0.0059444732838490446
1970s,592,perc_forest,Forest,0.011024478708099044
1970s,592,perc_grass_shrub,Grass/shrubland,0.005723064569175102
1970s,593,tmean_breeding,Temperature,0.007222857807595739
1970s,593,prec_breeding,Precipitation,0.008862626809829369
1970s,593,hh,Land-use heterogeneity,0.004759461649783224
1970s,593,perc_urban,Urban,0.004090527592460177
1970s,593,perc_cropland,Cropland,0.006221100316967015
1970s,593,perc_pasture,Pasture,0.006470423980604153
1970s,593,perc_forest,Forest,0.013961596417946823
1970s,593,perc_grass_shrub,Grass/shrubland,0.005116134537724583
1970s,594,tmean_breeding,Temperature,0.006701531236145548
1970s,594,prec_breeding,Precipitation,0.004661700297055161
1970s,594,hh,Land-use heterogeneity,0.004285223737122195
1970s,594,perc_urban,Urban,0.004896076523086816
1970s,594,perc_cropland,Cropland,0.012206045690236143
1970s,594,perc_pasture,Pasture,0.0075041845842751176
1970s,594,perc_forest,Forest,0.0042669618165094535
1970s,594,perc_grass_shrub,Grass/shrubland,0.006577731977625985
1970s,595,tmean_breeding,Temperature,0.009633896155349667
1970s,595,prec_breeding,Precipitation,0.00594630811837068
1970s,595,hh,Land-use heterogeneity,0.006214182466312141
1970s,595,perc_urban,Urban,0.005067577989885654
1970s,595,perc_cropland,Cropland,0.0032076908873733094
1970s,595,perc_pasture,Pasture,0.006531107674530521
1970s,595,perc_forest,Forest,0.0063866262465113784
1970s,595,perc_grass_shrub,Grass/shrubland,0.005795120426110683
1970s,596,tmean_breeding,Temperature,0.00378057817971259
1970s,596,prec_breeding,Precipitation,0.006582759205817977
1970s,596,hh,Land-use heterogeneity,0.011045453624119145
1970s,596,perc_urban,Urban,0.003573417477459347
1970s,596,perc_cropland,Cropland,0.008539567800626629
1970s,596,perc_pasture,Pasture,0.00931787945577561
1970s,596,perc_forest,Forest,0.021370254298482404
1970s,596,perc_grass_shrub,Grass/shrubland,0.011727223732487902
1970s,597,tmean_breeding,Temperature,0.006329614905918595
1970s,597,prec_breeding,Precipitation,0.005103695854579753
1970s,597,hh,Land-use heterogeneity,0.005419352006905632
1970s,597,perc_urban,Urban,0.005087746422237402
1970s,597,perc_cropland,Cropland,0.0062551954306309995
1970s,597,perc_pasture,Pasture,0.0064814508479611455
1970s,597,perc_forest,Forest,0.01664026441288306
1970s,597,perc_grass_shrub,Grass/shrubland,0.006202773979259834
1970s,598,tmean_breeding,Temperature,0.004802467552917883
1970s,598,prec_breeding,Precipitation,0.00414468304991689
1970s,598,hh,Land-use heterogeneity,0.013005951112710794
1970s,598,perc_urban,Urban,0.004625940216897871
1970s,598,perc_cropland,Cropland,0.00710756867957466
1970s,598,perc_pasture,Pasture,0.011303286085791932
1970s,598,perc_forest,Forest,0.0033125168125469682
1970s,598,perc_grass_shrub,Grass/shrubland,0.006206261288180034
1970s,599,tmean_breeding,Temperature,0.0029678049915752396
1970s,599,prec_breeding,Precipitation,0.008089964033856832
1970s,599,hh,Land-use heterogeneity,0.005844216676892826
1970s,599,perc_urban,Urban,0.0033460592161415202
1970s,599,perc_cropland,Cropland,0.0035678341275440883
1970s,599,perc_pasture,Pasture,0.007682929262827476
1970s,599,perc_forest,Forest,0.0031710718444224336
1970s,599,perc_grass_shrub,Grass/shrubland,0.006279705197819708
1970s,600,tmean_breeding,Temperature,0.004413409696438084
1970s,600,prec_breeding,Precipitation,0.003528354048253573
1970s,600,hh,Land-use heterogeneity,0.0043689917113162455
1970s,600,perc_urban,Urban,0.003473073598522962
1970s,600,perc_cropland,Cropland,0.0030146416710532115
1970s,600,perc_pasture,Pasture,0.00619258673544285
1970s,600,perc_forest,Forest,0.005514387548550638
1970s,600,perc_grass_shrub,Grass/shrubland,0.006978617269205086
1970s,601,tmean_breeding,Temperature,0.005799727947124635
1970s,601,prec_breeding,Precipitation,0.005753038938993011
1970s,601,hh,Land-use heterogeneity,0.00506665119028555
1970s,601,perc_urban,Urban,0.006578849931411845
1970s,601,perc_cropland,Cropland,0.0037967949810358034
1970s,601,perc_pasture,Pasture,0.005824204621425173
1970s,601,perc_forest,Forest,0.003497673693463814
1970s,601,perc_grass_shrub,Grass/shrubland,0.003989562208314771
1970s,602,tmean_breeding,Temperature,0.006091468402474594
1970s,602,prec_breeding,Precipitation,0.0075765922240054705
1970s,602,hh,Land-use heterogeneity,0.005388946664141089
1970s,602,perc_urban,Urban,0.00364910306490572
1970s,602,perc_cropland,Cropland,0.005745078898804868
1970s,602,perc_pasture,Pasture,0.007875435651968092
1970s,602,perc_forest,Forest,0.006555862713940491
1970s,602,perc_grass_shrub,Grass/shrubland,0.006869505637441004
1970s,603,tmean_breeding,Temperature,0.00712720819300935
1970s,603,prec_breeding,Precipitation,0.004964149774855285
1970s,603,hh,Land-use heterogeneity,0.006064328043030496
1970s,603,perc_urban,Urban,0.004045820434988944
1970s,603,perc_cropland,Cropland,0.004316840001267488
1970s,603,perc_pasture,Pasture,0.006990356125308802
1970s,603,perc_forest,Forest,0.0051948337676008685
1970s,603,perc_grass_shrub,Grass/shrubland,0.007258750866019748
1970s,604,tmean_breeding,Temperature,0.004441143330604675
1970s,604,prec_breeding,Precipitation,0.0025578774280945182
1970s,604,hh,Land-use heterogeneity,0.006663538364651069
1970s,604,perc_urban,Urban,0.01233398517168267
1970s,604,perc_cropland,Cropland,0.0042616369601112805
1970s,604,perc_pasture,Pasture,0.008469697813690702
1970s,604,perc_forest,Forest,0.005735779710363112
1970s,604,perc_grass_shrub,Grass/shrubland,0.0053322148644191665
1970s,605,tmean_breeding,Temperature,0.004850846836478772
1970s,605,prec_breeding,Precipitation,0.006507321843278564
1970s,605,hh,Land-use heterogeneity,0.004003891552949065
1970s,605,perc_urban,Urban,0.006811222804306175
1970s,605,perc_cropland,Cropland,0.003964935481621944
1970s,605,perc_pasture,Pasture,0.007922458948489903
1970s,605,perc_forest,Forest,0.003853089111540662
1970s,605,perc_grass_shrub,Grass/shrubland,0.004668489486125985
1970s,606,tmean_breeding,Temperature,0.004365661606661093
1970s,606,prec_breeding,Precipitation,0.010758104192263453
1970s,606,hh,Land-use heterogeneity,0.005505116899618588
1970s,606,perc_urban,Urban,0.003424627366694957
1970s,606,perc_cropland,Cropland,0.003233424573132118
1970s,606,perc_pasture,Pasture,0.006461776948450175
1970s,606,perc_forest,Forest,0.003714405542624492
1970s,606,perc_grass_shrub,Grass/shrubland,0.006225054047548598
1970s,607,tmean_breeding,Temperature,0.004703086770437523
1970s,607,prec_breeding,Precipitation,0.005729098364097126
1970s,607,hh,Land-use heterogeneity,0.0050190412051145505
1970s,607,perc_urban,Urban,0.004803621984971289
1970s,607,perc_cropland,Cropland,0.003569319358147801
1970s,607,perc_pasture,Pasture,0.00449267903019537
1970s,607,perc_forest,Forest,0.0044355096100554235
1970s,607,perc_grass_shrub,Grass/shrubland,0.00423821078063048
1970s,608,tmean_breeding,Temperature,0.006950948087138482
1970s,608,prec_breeding,Precipitation,0.006268389394471392
1970s,608,hh,Land-use heterogeneity,0.014263444595144498
1970s,608,perc_urban,Urban,0.004506725685990483
1970s,608,perc_cropland,Cropland,0.004210264687918581
1970s,608,perc_pasture,Pasture,0.004977901594067624
1970s,608,perc_forest,Forest,0.005906810559539609
1970s,608,perc_grass_shrub,Grass/shrubland,0.0038658916307454452
1970s,609,tmean_breeding,Temperature,0.005904417477087972
1970s,609,prec_breeding,Precipitation,0.003917264659080594
1970s,609,hh,Land-use heterogeneity,0.012591945021352817
1970s,609,perc_urban,Urban,0.011428962875458913
1970s,609,perc_cropland,Cropland,0.008441652420219927
1970s,609,perc_pasture,Pasture,0.007316466818013996
1970s,609,perc_forest,Forest,0.010509198104841995
1970s,609,perc_grass_shrub,Grass/shrubland,0.009352504331521582
1970s,610,tmean_breeding,Temperature,0.00610903810215264
1970s,610,prec_breeding,Precipitation,0.005126064045564732
1970s,610,hh,Land-use heterogeneity,0.012767710249645068
1970s,610,perc_urban,Urban,0.003597916557726957
1970s,610,perc_cropland,Cropland,0.004719227436601716
1970s,610,perc_pasture,Pasture,0.007679490667758357
1970s,610,perc_forest,Forest,0.009568090978241371
1970s,610,perc_grass_shrub,Grass/shrubland,0.004506937820923304
1970s,611,tmean_breeding,Temperature,0.0074169354207349126
1970s,611,prec_breeding,Precipitation,0.007994733109780388
1970s,611,hh,Land-use heterogeneity,0.006447906495563819
1970s,611,perc_urban,Urban,0.002453047743967519
1970s,611,perc_cropland,Cropland,0.005982381469409797
1970s,611,perc_pasture,Pasture,0.005155365705927298
1970s,611,perc_forest,Forest,0.00848011684636822
1970s,611,perc_grass_shrub,Grass/shrubland,0.009255653746316608
1970s,612,tmean_breeding,Temperature,0.004725328321259249
1970s,612,prec_breeding,Precipitation,0.003626471403171791
1970s,612,hh,Land-use heterogeneity,0.010475277473856312
1970s,612,perc_urban,Urban,0.011129993073898503
1970s,612,perc_cropland,Cropland,0.005794804385101883
1970s,612,perc_pasture,Pasture,0.00540160150374642
1970s,612,perc_forest,Forest,0.0034327603007259394
1970s,612,perc_grass_shrub,Grass/shrubland,0.006116033751979696
1970s,613,tmean_breeding,Temperature,0.010378630849986038
1970s,613,prec_breeding,Precipitation,0.006616017694476243
1970s,613,hh,Land-use heterogeneity,0.004563007759199477
1970s,613,perc_urban,Urban,0.014116655353592328
1970s,613,perc_cropland,Cropland,0.013807564516647632
1970s,613,perc_pasture,Pasture,0.005441796670195612
1970s,613,perc_forest,Forest,0.007399383994674408
1970s,613,perc_grass_shrub,Grass/shrubland,0.008949678047943317
1970s,614,tmean_breeding,Temperature,0.0038972558426783903
1970s,614,prec_breeding,Precipitation,0.0039073951964092805
1970s,614,hh,Land-use heterogeneity,0.008222701214739236
1970s,614,perc_urban,Urban,0.005803819199138323
1970s,614,perc_cropland,Cropland,0.0043390644922702
1970s,614,perc_pasture,Pasture,0.005022840519565282
1970s,614,perc_forest,Forest,0.00541138203597062
1970s,614,perc_grass_shrub,Grass/shrubland,0.006882464514411915
1970s,615,tmean_breeding,Temperature,0.004181479486025519
1970s,615,prec_breeding,Precipitation,0.005822374694041111
1970s,615,hh,Land-use heterogeneity,0.00387907885399701
1970s,615,perc_urban,Urban,0.0055900342306854514
1970s,615,perc_cropland,Cropland,0.007414095752005572
1970s,615,perc_pasture,Pasture,0.006456396244181135
1970s,615,perc_forest,Forest,0.0040532025915827686
1970s,615,perc_grass_shrub,Grass/shrubland,0.006825696200116788
1970s,616,tmean_breeding,Temperature,0.01174120236265603
1970s,616,prec_breeding,Precipitation,0.007144159005265031
1970s,616,hh,Land-use heterogeneity,0.008675688772670304
1970s,616,perc_urban,Urban,0.0072026772239665825
1970s,616,perc_cropland,Cropland,0.007306997292124479
1970s,616,perc_pasture,Pasture,0.007028138592674365
1970s,616,perc_forest,Forest,0.005363377391038829
1970s,616,perc_grass_shrub,Grass/shrubland,0.005142953638648858
1970s,617,tmean_breeding,Temperature,0.0057145782428227355
1970s,617,prec_breeding,Precipitation,0.013171316672082307
1970s,617,hh,Land-use heterogeneity,0.00565063623786295
1970s,617,perc_urban,Urban,0.008387370279203745
1970s,617,perc_cropland,Cropland,0.004449697537333287
1970s,617,perc_pasture,Pasture,0.008037658293214482
1970s,617,perc_forest,Forest,0.006577883034273038
1970s,617,perc_grass_shrub,Grass/shrubland,0.005845448044755455
1970s,618,tmean_breeding,Temperature,0.007056708047046059
1970s,618,prec_breeding,Precipitation,0.007400885281394388
1970s,618,hh,Land-use heterogeneity,0.00524840648900707
1970s,618,perc_urban,Urban,0.0032451735238414655
1970s,618,perc_cropland,Cropland,0.003193640445007274
1970s,618,perc_pasture,Pasture,0.005334611747612632
1970s,618,perc_forest,Forest,0.004118630625149327
1970s,618,perc_grass_shrub,Grass/shrubland,0.007808350008949225
1970s,619,tmean_breeding,Temperature,0.007618802347619872
1970s,619,prec_breeding,Precipitation,0.005631041906451828
1970s,619,hh,Land-use heterogeneity,0.007671575875471535
1970s,619,perc_urban,Urban,0.01244760554144865
1970s,619,perc_cropland,Cropland,0.005648608126007234
1970s,619,perc_pasture,Pasture,0.003756379860922377
1970s,619,perc_forest,Forest,0.0027282145678828333
1970s,619,perc_grass_shrub,Grass/shrubland,0.00446112482846521
1970s,620,tmean_breeding,Temperature,0.0060147702155935266
1970s,620,prec_breeding,Precipitation,0.005104242717317084
1970s,620,hh,Land-use heterogeneity,0.006752541919925429
1970s,620,perc_urban,Urban,0.011517852242548395
1970s,620,perc_cropland,Cropland,0.008924649214861767
1970s,620,perc_pasture,Pasture,0.006917281344169384
1970s,620,perc_forest,Forest,0.020507363696818895
1970s,620,perc_grass_shrub,Grass/shrubland,0.003987032928569386
1970s,621,tmean_breeding,Temperature,0.005139392584695112
1970s,621,prec_breeding,Precipitation,0.005721539294292863
1970s,621,hh,Land-use heterogeneity,0.007279947366694292
1970s,621,perc_urban,Urban,0.007342680167732627
1970s,621,perc_cropland,Cropland,0.013806806588283139
1970s,621,perc_pasture,Pasture,0.00726003226314591
1970s,621,perc_forest,Forest,0.004405735438967265
1970s,621,perc_grass_shrub,Grass/shrubland,0.005177080992502779
1970s,622,tmean_breeding,Temperature,0.0052728679148064325
1970s,622,prec_breeding,Precipitation,0.0038575416613498576
1970s,622,hh,Land-use heterogeneity,0.006416115776092402
1970s,622,perc_urban,Urban,0.004039499233686858
1970s,622,perc_cropland,Cropland,0.004923895431408998
1970s,622,perc_pasture,Pasture,0.008996058837328702
1970s,622,perc_forest,Forest,0.004497843873798962
1970s,622,perc_grass_shrub,Grass/shrubland,0.005302689821421638
1970s,623,tmean_breeding,Temperature,0.004196067940026857
1970s,623,prec_breeding,Precipitation,0.0094782807043883
1970s,623,hh,Land-use heterogeneity,0.005290489506082495
1970s,623,perc_urban,Urban,0.0075209741838902595
1970s,623,perc_cropland,Cropland,0.004844105081644175
1970s,623,perc_pasture,Pasture,0.019636330927067458
1970s,623,perc_forest,Forest,0.007046626441359325
1970s,623,perc_grass_shrub,Grass/shrubland,0.006136352489900919
1970s,624,tmean_breeding,Temperature,0.002481106551444551
1970s,624,prec_breeding,Precipitation,0.004237700070706462
1970s,624,hh,Land-use heterogeneity,0.0037699005324977803
1970s,624,perc_urban,Urban,0.002777672301168678
1970s,624,perc_cropland,Cropland,0.0028979887800819116
1970s,624,perc_pasture,Pasture,0.006675516262893314
1970s,624,perc_forest,Forest,0.002541786757737055
1970s,624,perc_grass_shrub,Grass/shrubland,0.005006286358269677
1970s,625,tmean_breeding,Temperature,0.008950487860252333
1970s,625,prec_breeding,Precipitation,0.0057002502912308585
1970s,625,hh,Land-use heterogeneity,0.0035265388800232492
1970s,625,perc_urban,Urban,0.005846727220464127
1970s,625,perc_cropland,Cropland,0.011071760421232245
1970s,625,perc_pasture,Pasture,0.005280914101918812
1970s,625,perc_forest,Forest,0.004188409251063616
1970s,625,perc_grass_shrub,Grass/shrubland,0.0071381816447955125
1970s,626,tmean_breeding,Temperature,0.004870014150815921
1970s,626,prec_breeding,Precipitation,0.009099607432700049
1970s,626,hh,Land-use heterogeneity,0.008626315839452543
1970s,626,perc_urban,Urban,0.007897671257796064
1970s,626,perc_cropland,Cropland,0.005350933115451769
1970s,626,perc_pasture,Pasture,0.0053282800551543085
1970s,626,perc_forest,Forest,0.004079251966804313
1970s,626,perc_grass_shrub,Grass/shrubland,0.003878469245470878
1970s,627,tmean_breeding,Temperature,0.009006851718922505
1970s,627,prec_breeding,Precipitation,0.005562884664661428
1970s,627,hh,Land-use heterogeneity,0.005110974250173335
1970s,627,perc_urban,Urban,0.0021404468817862636
1970s,627,perc_cropland,Cropland,0.005095081999181279
1970s,627,perc_pasture,Pasture,0.005047805648732455
1970s,627,perc_forest,Forest,0.0033001020413708794
1970s,627,perc_grass_shrub,Grass/shrubland,0.004950340895375777
1970s,628,tmean_breeding,Temperature,0.00468442507722875
1970s,628,prec_breeding,Precipitation,0.0047221274570839215
1970s,628,hh,Land-use heterogeneity,0.007364656740929397
1970s,628,perc_urban,Urban,0.009487581049735794
1970s,628,perc_cropland,Cropland,0.0056675233918807855
1970s,628,perc_pasture,Pasture,0.006583568840542428
1970s,628,perc_forest,Forest,0.004986970566311739
1970s,628,perc_grass_shrub,Grass/shrubland,0.009739380757984816
1970s,629,tmean_breeding,Temperature,0.007749895156136916
1970s,629,prec_breeding,Precipitation,0.005912542610378191
1970s,629,hh,Land-use heterogeneity,0.005685829928150917
1970s,629,perc_urban,Urban,0.0036402120976780947
1970s,629,perc_cropland,Cropland,0.0035973549314706403
1970s,629,perc_pasture,Pasture,0.0061578529840514915
1970s,629,perc_forest,Forest,0.009005460270758573
1970s,629,perc_grass_shrub,Grass/shrubland,0.0071317346826640735
1970s,630,tmean_breeding,Temperature,0.00361013493072384
1970s,630,prec_breeding,Precipitation,0.00967084153528949
1970s,630,hh,Land-use heterogeneity,0.00732823159308456
1970s,630,perc_urban,Urban,0.005373982394104661
1970s,630,perc_cropland,Cropland,0.0038337566597879207
1970s,630,perc_pasture,Pasture,0.004912564204060366
1970s,630,perc_forest,Forest,0.00460471086293705
1970s,630,perc_grass_shrub,Grass/shrubland,0.005314468693004924
1970s,631,tmean_breeding,Temperature,0.0036261945854941806
1970s,631,prec_breeding,Precipitation,0.005424216109103119
1970s,631,hh,Land-use heterogeneity,0.004606777262588488
1970s,631,perc_urban,Urban,0.010378068508991829
1970s,631,perc_cropland,Cropland,0.012045286142473856
1970s,631,perc_pasture,Pasture,0.005888248346965992
1970s,631,perc_forest,Forest,0.004721448621570916
1970s,631,perc_grass_shrub,Grass/shrubland,0.00553070146333993
1970s,632,tmean_breeding,Temperature,0.008323071834489701
1970s,632,prec_breeding,Precipitation,0.004949540145477564
1970s,632,hh,Land-use heterogeneity,0.00415383284089605
1970s,632,perc_urban,Urban,0.006235787803895299
1970s,632,perc_cropland,Cropland,0.0030180040852532623
1970s,632,perc_pasture,Pasture,0.007620000710378449
1970s,632,perc_forest,Forest,0.004709765777592996
1970s,632,perc_grass_shrub,Grass/shrubland,0.0044342486045744305
1970s,633,tmean_breeding,Temperature,0.003030674745996963
1970s,633,prec_breeding,Precipitation,0.004148372124455349
1970s,633,hh,Land-use heterogeneity,0.004686573740189563
1970s,633,perc_urban,Urban,0.004551698044037825
1970s,633,perc_cropland,Cropland,0.005592859082216293
1970s,633,perc_pasture,Pasture,0.007267677926292453
1970s,633,perc_forest,Forest,0.006663615789765354
1970s,633,perc_grass_shrub,Grass/shrubland,0.005340865827878091
1970s,634,tmean_breeding,Temperature,0.003413268433179418
1970s,634,prec_breeding,Precipitation,0.00597567334071684
1970s,634,hh,Land-use heterogeneity,0.003386875811374665
1970s,634,perc_urban,Urban,0.008638923629903025
1970s,634,perc_cropland,Cropland,0.0034894033745146357
1970s,634,perc_pasture,Pasture,0.004366646785570426
1970s,634,perc_forest,Forest,0.003137915892650221
1970s,634,perc_grass_shrub,Grass/shrubland,0.008575813034954579
1970s,635,tmean_breeding,Temperature,0.004464678320313815
1970s,635,prec_breeding,Precipitation,0.008420239442703434
1970s,635,hh,Land-use heterogeneity,0.006452061954203575
1970s,635,perc_urban,Urban,0.0035752139126801682
1970s,635,perc_cropland,Cropland,0.003916465280828304
1970s,635,perc_pasture,Pasture,0.004902291844884593
1970s,635,perc_forest,Forest,0.011414219824017639
1970s,635,perc_grass_shrub,Grass/shrubland,0.005965526006268314
1970s,636,tmean_breeding,Temperature,0.007972441869920847
1970s,636,prec_breeding,Precipitation,0.005132493193896619
1970s,636,hh,Land-use heterogeneity,0.0047142307420873315
1970s,636,perc_urban,Urban,0.003880604736597126
1970s,636,perc_cropland,Cropland,0.0042982645082813836
1970s,636,perc_pasture,Pasture,0.005158948796610939
1970s,636,perc_forest,Forest,0.0132666332727191
1970s,636,perc_grass_shrub,Grass/shrubland,0.006192778878248358
1970s,637,tmean_breeding,Temperature,0.005712785815296173
1970s,637,prec_breeding,Precipitation,0.006487430201187735
1970s,637,hh,Land-use heterogeneity,0.004602624549311528
1970s,637,perc_urban,Urban,0.005026760383722548
1970s,637,perc_cropland,Cropland,0.003602800245070164
1970s,637,perc_pasture,Pasture,0.003652575185362831
1970s,637,perc_forest,Forest,0.0033542345219810467
1970s,637,perc_grass_shrub,Grass/shrubland,0.005017422691149194
1970s,638,tmean_breeding,Temperature,0.005704342914333693
1970s,638,prec_breeding,Precipitation,0.005389872244550118
1970s,638,hh,Land-use heterogeneity,0.0042251301238213695
1970s,638,perc_urban,Urban,0.002487841003632588
1970s,638,perc_cropland,Cropland,0.011077282992285789
1970s,638,perc_pasture,Pasture,0.004591404662783158
1970s,638,perc_forest,Forest,0.003633700303907571
1970s,638,perc_grass_shrub,Grass/shrubland,0.004841740849708707
1970s,639,tmean_breeding,Temperature,0.004672580377188331
1970s,639,prec_breeding,Precipitation,0.007656806190519716
1970s,639,hh,Land-use heterogeneity,0.00793705962657142
1970s,639,perc_urban,Urban,0.004058006858749087
1970s,639,perc_cropland,Cropland,0.011028604515162004
1970s,639,perc_pasture,Pasture,0.006514054263499504
1970s,639,perc_forest,Forest,0.006357032035135576
1970s,639,perc_grass_shrub,Grass/shrubland,0.00843599125787478
1970s,640,tmean_breeding,Temperature,0.003840079587832392
1970s,640,prec_breeding,Precipitation,0.007018938848052747
1970s,640,hh,Land-use heterogeneity,0.006963732078647048
1970s,640,perc_urban,Urban,0.005554291426195694
1970s,640,perc_cropland,Cropland,0.006591882346636677
1970s,640,perc_pasture,Pasture,0.008930106689634062
1970s,640,perc_forest,Forest,0.010878271805768943
1970s,640,perc_grass_shrub,Grass/shrubland,0.007914908495998076
1970s,641,tmean_breeding,Temperature,0.004451989099326665
1970s,641,prec_breeding,Precipitation,0.0060386629774822195
1970s,641,hh,Land-use heterogeneity,0.004227301285092116
1970s,641,perc_urban,Urban,0.0034586482153295224
1970s,641,perc_cropland,Cropland,0.0034352021012084427
1970s,641,perc_pasture,Pasture,0.00708534937131374
1970s,641,perc_forest,Forest,0.00484421021570456
1970s,641,perc_grass_shrub,Grass/shrubland,0.004644273495140402
1970s,642,tmean_breeding,Temperature,0.0036962514962363274
1970s,642,prec_breeding,Precipitation,0.003821256875587144
1970s,642,hh,Land-use heterogeneity,0.003123945031984223
1970s,642,perc_urban,Urban,0.005352098331278056
1970s,642,perc_cropland,Cropland,0.0037529284278694165
1970s,642,perc_pasture,Pasture,0.0065490834613964564
1970s,642,perc_forest,Forest,0.004256372479684389
1970s,642,perc_grass_shrub,Grass/shrubland,0.004576309094276176
1970s,643,tmean_breeding,Temperature,0.011253159715941556
1970s,643,prec_breeding,Precipitation,0.004272720058681521
1970s,643,hh,Land-use heterogeneity,0.00536164500268169
1970s,643,perc_urban,Urban,0.007008578412776288
1970s,643,perc_cropland,Cropland,0.004851684823561363
1970s,643,perc_pasture,Pasture,0.006139846206722695
1970s,643,perc_forest,Forest,0.003644903022773765
1970s,643,perc_grass_shrub,Grass/shrubland,0.005121951715152043
1970s,644,tmean_breeding,Temperature,0.00334979819872538
1970s,644,prec_breeding,Precipitation,0.005022815228070172
1970s,644,hh,Land-use heterogeneity,0.0072097154782430044
1970s,644,perc_urban,Urban,0.003305063627224781
1970s,644,perc_cropland,Cropland,0.004664253950779007
1970s,644,perc_pasture,Pasture,0.004878910849320979
1970s,644,perc_forest,Forest,0.004301674256194753
1970s,644,perc_grass_shrub,Grass/shrubland,0.008397278763513986
1970s,645,tmean_breeding,Temperature,0.01509617947691279
1970s,645,prec_breeding,Precipitation,0.006548155675025597
1970s,645,hh,Land-use heterogeneity,0.00444600810474134
1970s,645,perc_urban,Urban,0.007443215161594043
1970s,645,perc_cropland,Cropland,0.004620827848230406
1970s,645,perc_pasture,Pasture,0.005825233767319013
1970s,645,perc_forest,Forest,0.0038842131593872856
1970s,645,perc_grass_shrub,Grass/shrubland,0.006970233222280548
1970s,646,tmean_breeding,Temperature,0.019486502826361867
1970s,646,prec_breeding,Precipitation,0.008148369481096542
1970s,646,hh,Land-use heterogeneity,0.005765518938690092
1970s,646,perc_urban,Urban,0.005870490445378098
1970s,646,perc_cropland,Cropland,0.004151522258093347
1970s,646,perc_pasture,Pasture,0.009015068593400405
1970s,646,perc_forest,Forest,0.0038571998266346283
1970s,646,perc_grass_shrub,Grass/shrubland,0.010214673782182026
1970s,647,tmean_breeding,Temperature,0.004331436203684637
1970s,647,prec_breeding,Precipitation,0.004774904102082692
1970s,647,hh,Land-use heterogeneity,0.004810671726449601
1970s,647,perc_urban,Urban,0.0040706392908826305
1970s,647,perc_cropland,Cropland,0.0030606252302044176
1970s,647,perc_pasture,Pasture,0.006635587542493459
1970s,647,perc_forest,Forest,0.00364158774648847
1970s,647,perc_grass_shrub,Grass/shrubland,0.009268535537809725
1970s,648,tmean_breeding,Temperature,0.0030629296850248574
1970s,648,prec_breeding,Precipitation,0.005304777416240251
1970s,648,hh,Land-use heterogeneity,0.004654544831396164
1970s,648,perc_urban,Urban,0.00333288940809276
1970s,648,perc_cropland,Cropland,0.004081226692288437
1970s,648,perc_pasture,Pasture,0.007833146454749999
1970s,648,perc_forest,Forest,0.006234565718293115
1970s,648,perc_grass_shrub,Grass/shrubland,0.005460181099726897
1970s,649,tmean_breeding,Temperature,0.004753427059534893
1970s,649,prec_breeding,Precipitation,0.004555134098113659
1970s,649,hh,Land-use heterogeneity,0.006753119939912796
1970s,649,perc_urban,Urban,0.004328129292717917
1970s,649,perc_cropland,Cropland,0.016372053069427784
1970s,649,perc_pasture,Pasture,0.004763210021567043
1970s,649,perc_forest,Forest,0.002862131112886131
1970s,649,perc_grass_shrub,Grass/shrubland,0.007307191342355545
1970s,650,tmean_breeding,Temperature,0.004919190784042434
1970s,650,prec_breeding,Precipitation,0.0077379931634594295
1970s,650,hh,Land-use heterogeneity,0.008491607715332873
1970s,650,perc_urban,Urban,0.003623889155558515
1970s,650,perc_cropland,Cropland,0.0027843255982265263
1970s,650,perc_pasture,Pasture,0.0063128675960977525
1970s,650,perc_forest,Forest,0.005149649319267834
1970s,650,perc_grass_shrub,Grass/shrubland,0.005249599937455934
1970s,651,tmean_breeding,Temperature,0.013203332008248378
1970s,651,prec_breeding,Precipitation,0.005530134889605711
1970s,651,hh,Land-use heterogeneity,0.008264883392767501
