pair_id,species_a,species_b,guild_a,guild_b,guild_1,guild_2,guild_pair,guild_pair_type,omega_mean_1970s,omega_mean_1990s,omega_mean_2010s,pr_positive_1970s,pr_positive_1990s,pr_positive_2010s,pr_negative_1970s,pr_negative_1990s,pr_negative_2010s,support_class_1970s,support_class_1990s,support_class_2010s,delta_1990s_minus_1970s,delta_2010s_minus_1970s,abs_delta_2010s_minus_1970s,raw_sign_flip_1970s_to_2010s,support_transition_1970s_to_2010s,newly_supported_2010s,lost_supported_2010s,supported_positive_to_negative_2010s,supported_negative_to_positive_2010s
Panurus_biarmicus__Tyto_alba,Panurus_biarmicus,Tyto_alba,Reedlings,Owls,Owls,Reedlings,Owls | Reedlings,Between guild,0.04870965235327597,-0.2291058877460821,0.3673287089418985,0.6,0.163,0.958,0.4,0.837,0.042,Unsupported,Unsupported,Supported positive,-0.27781554009935805,0.31861905658862255,0.31861905658862255,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Caprimulgus_europaeus__Carpodacus_erythrinus,Caprimulgus_europaeus,Carpodacus_erythrinus,Nigthjars,Passerine seedeaters,Nigthjars,Passerine seedeaters,Nigthjars | Passerine seedeaters,Between guild,0.3388987842455017,0.626332577697603,0.6575091061229567,0.828,1,0.986,0.172,0,0.014,Unsupported,Supported positive,Supported positive,0.2874337934521013,0.31861032187745497,0.31861032187745497,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Columba_oenas__Turdus_merula,Columba_oenas,Turdus_merula,Columbids,Thrushes,Columbids,Thrushes,Columbids | Thrushes,Between guild,0.4241028650202563,0.6355639688829716,0.7426256560260107,0.986,0.997,1,0.014,0.003,0,Supported positive,Supported positive,Supported positive,0.21146110386271533,0.3185227910057544,0.3185227910057544,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Caprimulgus_europaeus__Cuculus_canorus,Caprimulgus_europaeus,Cuculus_canorus,Nigthjars,Cuckoos,Cuckoos,Nigthjars,Cuckoos | Nigthjars,Between guild,0.3947632371675654,0.02261296845157479,0.07628089200757386,0.946,0.585,0.791,0.054,0.415,0.209,Unsupported,Unsupported,Unsupported,-0.3721502687159906,-0.3184823451599915,0.3184823451599915,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Columba_palumbus__Ficedula_hypoleuca,Columba_palumbus,Ficedula_hypoleuca,Columbids,Flycatchers,Columbids,Flycatchers,Columbids | Flycatchers,Between guild,0.900958559136594,0.8461952420705515,0.5824843023920695,1,1,0.999,0,0,0.001,Supported positive,Supported positive,Supported positive,-0.05476331706604243,-0.31847425674452445,0.31847425674452445,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Motacilla_alba__Motacilla_cinerea,Motacilla_alba,Motacilla_cinerea,Open-land insectivores,Open-land insectivores,Open-land insectivores,Open-land insectivores,Open-land insectivores,Within guild,0.1066719364939005,0.3147017068106133,0.425143690364177,0.859,0.995,1,0.141,0.005,0,Unsupported,Supported positive,Supported positive,0.20802977031671283,0.3184717538702765,0.3184717538702765,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Fulica_atra__Emberiza_calandra,Fulica_atra,Emberiza_calandra,Rails,Buntings,Buntings,Rails,Buntings | Rails,Between guild,-0.04228025864651378,0.1023716218191132,-0.3606460499147666,0.392,0.769,0,0.608,0.231,1,Unsupported,Unsupported,Supported negative,0.144651880465627,-0.3183657912682528,0.3183657912682528,FALSE,Unsupported -> Supported negative,TRUE,FALSE,FALSE,FALSE
Loxia_curvirostra__Botaurus_stellaris,Loxia_curvirostra,Botaurus_stellaris,Passerine seedeaters,Wading birds,Passerine seedeaters,Wading birds,Passerine seedeaters | Wading birds,Between guild,0.1237012591098565,-0.2000579319048388,-0.1946516211233736,0.713,0.02,0.04,0.287,0.98,0.96,Unsupported,Supported negative,Supported negative,-0.3237591910146953,-0.3183528802332301,0.3183528802332301,TRUE,Unsupported -> Supported negative,TRUE,FALSE,FALSE,FALSE
Corvus_corax__Turdus_viscivorus,Corvus_corax,Turdus_viscivorus,Omnivorous corvids,Thrushes,Omnivorous corvids,Thrushes,Omnivorous corvids | Thrushes,Between guild,0.2580705092923131,0.4794927165926064,0.5763134047720856,0.752,0.998,1,0.248,0.002,0,Unsupported,Supported positive,Supported positive,0.22142220730029327,0.31824289547977247,0.31824289547977247,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Anser_anser__Mergus_serrator,Anser_anser,Mergus_serrator,Grazing waterfowl,Aquatic pursuers,Aquatic pursuers,Grazing waterfowl,Aquatic pursuers | Grazing waterfowl,Between guild,0.5344678168569889,0.5053387312980905,0.2163302892163893,1,1,0.973,0,0,0.027,Supported positive,Supported positive,Supported positive,-0.02912908555889837,-0.31813752764059955,0.31813752764059955,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Apus_apus__Podiceps_cristatus,Apus_apus,Podiceps_cristatus,Aerial insectivores,Aquatic pursuers,Aerial insectivores,Aquatic pursuers,Aerial insectivores | Aquatic pursuers,Between guild,0.1484267965128032,0.3833216665888049,0.4664969671951474,0.961,1,1,0.039,0,0,Supported positive,Supported positive,Supported positive,0.2348948700760017,0.3180701706823442,0.3180701706823442,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Cuculus_canorus__Parus_major,Cuculus_canorus,Parus_major,Cuckoos,Tit-like birds,Cuckoos,Tit-like birds,Cuckoos | Tit-like birds,Between guild,0.7309720829620739,0.6792204558389694,0.4131088876201988,1,1,0.996,0,0,0.004,Supported positive,Supported positive,Supported positive,-0.05175162712310455,-0.3178631953418751,0.3178631953418751,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Gallinago_gallinago__Sternula_albifrons,Gallinago_gallinago,Sternula_albifrons,Scolopacids,Terns,Scolopacids,Terns,Scolopacids | Terns,Between guild,0.6585887879309562,0.704191124767573,0.3407458596502084,1,1,0.923,0,0,0.077,Supported positive,Supported positive,Unsupported,0.04560233683661674,-0.3178429282807478,0.3178429282807478,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Cinclus_cinclus__Botaurus_stellaris,Cinclus_cinclus,Botaurus_stellaris,Dippers,Wading birds,Dippers,Wading birds,Dippers | Wading birds,Between guild,0.03161637755840607,-0.06823821719030983,-0.2862158131290959,0.524,0.436,0.237,0.476,0.564,0.763,Unsupported,Unsupported,Unsupported,-0.0998545947487159,-0.31783219068750196,0.31783219068750196,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Cygnus_olor__Curruca_curruca,Cygnus_olor,Curruca_curruca,Grazing waterfowl,Foliage gleaners,Foliage gleaners,Grazing waterfowl,Foliage gleaners | Grazing waterfowl,Between guild,0.09973063922334026,0.2537196536466296,0.4173587209443823,0.908,0.983,1,0.092,0.017,0,Unsupported,Supported positive,Supported positive,0.15398901442328933,0.31762808172104207,0.31762808172104207,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Columba_oenas__Curruca_curruca,Columba_oenas,Curruca_curruca,Columbids,Foliage gleaners,Columbids,Foliage gleaners,Columbids | Foliage gleaners,Between guild,0.2053598220227576,0.4388524720671679,0.5229518694912441,0.934,0.987,1,0.066,0.013,0,Unsupported,Supported positive,Supported positive,0.23349265004441028,0.31759204746848646,0.31759204746848646,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Sternula_albifrons__Oriolus_oriolus,Sternula_albifrons,Oriolus_oriolus,Terns,Orioles,Orioles,Terns,Orioles | Terns,Between guild,0.02445063783214299,0.1568196946075973,-0.2931383431645441,0.499,0.804,0.167,0.501,0.196,0.833,Unsupported,Unsupported,Unsupported,0.1323690567754543,-0.3175889809966871,0.3175889809966871,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Hippolais_icterina__Sturnus_vulgaris,Hippolais_icterina,Sturnus_vulgaris,Foliage gleaners,Starlings,Foliage gleaners,Starlings,Foliage gleaners | Starlings,Between guild,0.5567642471506788,0.5864154346220853,0.8742135926271427,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.029651187471406493,0.31744934547646386,0.31744934547646386,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Caprimulgus_europaeus__Certhia_familiaris,Caprimulgus_europaeus,Certhia_familiaris,Nigthjars,Tit-like birds,Nigthjars,Tit-like birds,Nigthjars | Tit-like birds,Between guild,0.3025872997157682,-0.2993790813058766,-0.01485537570101729,0.69,0.008,0.43,0.31,0.992,0.57,Unsupported,Supported negative,Unsupported,-0.6019663810216448,-0.3174426754167855,0.3174426754167855,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Aythya_ferina__Prunella_modularis,Aythya_ferina,Prunella_modularis,Diving ducks,Low flycatching feeders,Diving ducks,Low flycatching feeders,Diving ducks | Low flycatching feeders,Between guild,0.004561480907208666,0.3846449076959605,0.3219717869079942,0.512,1,0.997,0.488,0,0.003,Unsupported,Supported positive,Supported positive,0.38008342678875184,0.31741030600078557,0.31741030600078557,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Emberiza_citrinella__Pyrrhula_pyrrhula,Emberiza_citrinella,Pyrrhula_pyrrhula,Buntings,Passerine seedeaters,Buntings,Passerine seedeaters,Buntings | Passerine seedeaters,Between guild,0.6053573918542723,0.6258693281321905,0.922757599819137,0.999,1,1,0.001,0,0,Supported positive,Supported positive,Supported positive,0.020511936277918252,0.3174002079648647,0.3174002079648647,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Curruca_curruca__Tachybaptus_ruficollis,Curruca_curruca,Tachybaptus_ruficollis,Foliage gleaners,Aquatic pursuers,Aquatic pursuers,Foliage gleaners,Aquatic pursuers | Foliage gleaners,Between guild,0.3693516294459033,0.6345790816009624,0.6866815065057319,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.26522745215505916,0.3173298770598286,0.3173298770598286,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Passer_domesticus__Turdus_viscivorus,Passer_domesticus,Turdus_viscivorus,Passerine seedeaters,Thrushes,Passerine seedeaters,Thrushes,Passerine seedeaters | Thrushes,Between guild,0.4160756481304507,0.6319113322030495,0.09874672237624628,0.991,1,0.773,0.009,0,0.227,Supported positive,Supported positive,Unsupported,0.2158356840725988,-0.31732892575420446,0.31732892575420446,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Garrulus_glandarius__Locustella_naevia,Garrulus_glandarius,Locustella_naevia,Omnivorous corvids,Marsh warblers,Marsh warblers,Omnivorous corvids,Marsh warblers | Omnivorous corvids,Between guild,0.1516366250377081,0.2992033404871328,0.4689337812039896,0.952,1,1,0.048,0,0,Supported positive,Supported positive,Supported positive,0.1475667154494247,0.3172971561662815,0.3172971561662815,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Limosa_limosa__Motacilla_alba,Limosa_limosa,Motacilla_alba,Scolopacids,Open-land insectivores,Open-land insectivores,Scolopacids,Open-land insectivores | Scolopacids,Between guild,0.2611312544828449,0.3236544011303621,-0.0560147930286963,0.996,0.997,0.373,0.004,0.003,0.627,Supported positive,Supported positive,Unsupported,0.06252314664751718,-0.3171460475115412,0.3171460475115412,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Phylloscopus_sibilatrix__Strix_aluco,Phylloscopus_sibilatrix,Strix_aluco,Foliage gleaners,Owls,Foliage gleaners,Owls,Foliage gleaners | Owls,Between guild,0.9702493227257928,0.7067671337343057,0.6531972835718939,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.2634821889914871,-0.3170520391538989,0.3170520391538989,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Charadrius_hiaticula__Oenanthe_oenanthe,Charadrius_hiaticula,Oenanthe_oenanthe,Plovers,Low flycatching feeders,Low flycatching feeders,Plovers,Low flycatching feeders | Plovers,Between guild,0.8128851655612559,0.7565727676576175,0.4958442922855993,1,1,0.951,0,0,0.049,Supported positive,Supported positive,Supported positive,-0.0563123979036384,-0.3170408732756566,0.3170408732756566,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Serinus_serinus__Strix_aluco,Serinus_serinus,Strix_aluco,Passerine seedeaters,Owls,Owls,Passerine seedeaters,Owls | Passerine seedeaters,Between guild,0.2488161445678948,0.4689158138834723,0.5658486383231113,0.777,0.981,0.981,0.223,0.019,0.019,Unsupported,Supported positive,Supported positive,0.2200996693155775,0.31703249375521647,0.31703249375521647,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Carduelis_carduelis__Turdus_philomelos,Carduelis_carduelis,Turdus_philomelos,Passerine seedeaters,Thrushes,Passerine seedeaters,Thrushes,Passerine seedeaters | Thrushes,Between guild,0.9382152886648294,0.8698215942138716,0.6212423580249842,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.06839369445095778,-0.3169729306398452,0.3169729306398452,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Anas_crecca__Turdus_philomelos,Anas_crecca,Turdus_philomelos,Dabbling ducks,Thrushes,Dabbling ducks,Thrushes,Dabbling ducks | Thrushes,Between guild,0.1058386098874331,0.3441366186944616,0.4227633501366583,0.772,1,0.988,0.228,0,0.012,Unsupported,Supported positive,Supported positive,0.2382980088070285,0.3169247402492252,0.3169247402492252,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Mareca_strepera__Curruca_communis,Mareca_strepera,Curruca_communis,Dabbling ducks,Foliage gleaners,Dabbling ducks,Foliage gleaners,Dabbling ducks | Foliage gleaners,Between guild,0.1162913711336188,0.2704803782978787,0.4330552933266079,0.699,0.988,0.97,0.301,0.012,0.03,Unsupported,Supported positive,Supported positive,0.15418900716425987,0.3167639221929891,0.3167639221929891,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Anthus_trivialis__Coccothraustes_coccothraustes,Anthus_trivialis,Coccothraustes_coccothraustes,Low flycatching feeders,Passerine seedeaters,Low flycatching feeders,Passerine seedeaters,Low flycatching feeders | Passerine seedeaters,Between guild,0.8343933338134871,0.8649802621473509,0.5176528285682518,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.030586928333863783,-0.31674050524523534,0.31674050524523534,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Acrocephalus_arundinaceus__Ficedula_parva,Acrocephalus_arundinaceus,Ficedula_parva,Marsh warblers,Flycatchers,Flycatchers,Marsh warblers,Flycatchers | Marsh warblers,Between guild,0.5893298377231404,-0.3792090972135101,0.2727090710880554,0.986,0.079,0.789,0.014,0.921,0.211,Supported positive,Unsupported,Unsupported,-0.9685389349366504,-0.316620766635085,0.316620766635085,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Aegithalos_caudatus__Periparus_ater,Aegithalos_caudatus,Periparus_ater,Tit-like birds,Tit-like birds,Tit-like birds,Tit-like birds,Tit-like birds,Within guild,0.4494858263892985,0.738302398523666,0.7659800282196926,0.855,1,1,0.145,0,0,Unsupported,Supported positive,Supported positive,0.28881657213436746,0.31649420183039406,0.31649420183039406,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Somateria_mollissima__Podiceps_grisegena,Somateria_mollissima,Podiceps_grisegena,Diving ducks,Aquatic pursuers,Aquatic pursuers,Diving ducks,Aquatic pursuers | Diving ducks,Between guild,-0.1636074537814767,0.1445289260271664,0.1527897543295147,0.199,0.836,0.907,0.801,0.164,0.093,Unsupported,Unsupported,Unsupported,0.3081363798086431,0.31639720811099137,0.31639720811099137,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Spatula_querquedula__Gallinula_chloropus,Spatula_querquedula,Gallinula_chloropus,Dabbling ducks,Rails,Dabbling ducks,Rails,Dabbling ducks | Rails,Between guild,0.8399591217267675,0.7611683757757449,0.5236156266880855,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.07879074595102253,-0.316343495038682,0.316343495038682,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Mergus_merganser__Phylloscopus_sibilatrix,Mergus_merganser,Phylloscopus_sibilatrix,Aquatic pursuers,Foliage gleaners,Aquatic pursuers,Foliage gleaners,Aquatic pursuers | Foliage gleaners,Between guild,0.5084319729829534,0.2021583140753343,0.1922113670957851,0.99,0.765,0.942,0.01,0.235,0.058,Supported positive,Unsupported,Unsupported,-0.3062736589076191,-0.31622060588716827,0.31622060588716827,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Crex_crex__Passer_montanus,Crex_crex,Passer_montanus,Rails,Passerine seedeaters,Passerine seedeaters,Rails,Passerine seedeaters | Rails,Between guild,0.5323960761878067,0.1083179169326444,0.216226746661494,1,0.627,0.942,0,0.373,0.058,Supported positive,Unsupported,Unsupported,-0.4240781592551623,-0.3161693295263127,0.3161693295263127,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Corvus_corax__Tachybaptus_ruficollis,Corvus_corax,Tachybaptus_ruficollis,Omnivorous corvids,Aquatic pursuers,Aquatic pursuers,Omnivorous corvids,Aquatic pursuers | Omnivorous corvids,Between guild,0.2003143596209103,0.2612588299677995,0.5164639420153639,0.913,1,1,0.087,0,0,Unsupported,Supported positive,Supported positive,0.060944470346889185,0.3161495823944537,0.3161495823944537,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Streptopelia_turtur__Riparia_riparia,Streptopelia_turtur,Riparia_riparia,Columbids,Aerial insectivores,Aerial insectivores,Columbids,Aerial insectivores | Columbids,Between guild,0.4007492698673312,-0.2470457249684687,0.0846257120298855,0.972,0.167,0.638,0.028,0.833,0.362,Supported positive,Unsupported,Unsupported,-0.6477949948357999,-0.3161235578374457,0.3161235578374457,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Ficedula_parva__Sitta_europaea,Ficedula_parva,Sitta_europaea,Flycatchers,Tit-like birds,Flycatchers,Tit-like birds,Flycatchers | Tit-like birds,Between guild,0.4866313226667177,0.4337211158249439,0.1705613120088792,0.974,0.943,0.691,0.026,0.057,0.309,Supported positive,Unsupported,Unsupported,-0.05291020684177383,-0.3160700106578385,0.3160700106578385,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Certhia_familiaris__Luscinia_luscinia,Certhia_familiaris,Luscinia_luscinia,Tit-like birds,Low flycatching feeders,Low flycatching feeders,Tit-like birds,Low flycatching feeders | Tit-like birds,Between guild,0.8317829235908573,0.7916822278392733,0.515716691095619,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.040100695751583926,-0.31606623249523824,0.31606623249523824,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Certhia_familiaris__Loxia_curvirostra,Certhia_familiaris,Loxia_curvirostra,Tit-like birds,Passerine seedeaters,Passerine seedeaters,Tit-like birds,Passerine seedeaters | Tit-like birds,Between guild,0.2877905126061803,0.627175154979214,0.603823507777332,0.678,1,1,0.322,0,0,Unsupported,Supported positive,Supported positive,0.3393846423730336,0.31603299517115163,0.31603299517115163,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Lanius_collurio__Troglodytes_troglodytes,Lanius_collurio,Troglodytes_troglodytes,Shrikes,Low flycatching feeders,Low flycatching feeders,Shrikes,Low flycatching feeders | Shrikes,Between guild,0.928422590398239,0.8332342005089226,0.6123928110914061,1,1,0.998,0,0,0.002,Supported positive,Supported positive,Supported positive,-0.09518838988931644,-0.31602977930683296,0.31602977930683296,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Curruca_curruca__Regulus_ignicapilla,Curruca_curruca,Regulus_ignicapilla,Foliage gleaners,Tit-like birds,Foliage gleaners,Tit-like birds,Foliage gleaners | Tit-like birds,Between guild,0.7403403849182729,0.8238716721476619,0.4243246515594671,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.08353128722938896,-0.31601573335880584,0.31601573335880584,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Acrocephalus_schoenobaenus__Oriolus_oriolus,Acrocephalus_schoenobaenus,Oriolus_oriolus,Marsh warblers,Orioles,Marsh warblers,Orioles,Marsh warblers | Orioles,Between guild,-0.01225815726961754,0.2204263756650008,0.3037060397786962,0.511,0.936,0.88,0.489,0.064,0.12,Unsupported,Unsupported,Unsupported,0.23268453293461835,0.31596419704831374,0.31596419704831374,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Limosa_limosa__Certhia_familiaris,Limosa_limosa,Certhia_familiaris,Scolopacids,Tit-like birds,Scolopacids,Tit-like birds,Scolopacids | Tit-like birds,Between guild,-0.2934201322865242,-0.2664512353666635,-0.6093587675313674,0.007,0.003,0,0.993,0.997,1,Supported negative,Supported negative,Supported negative,0.026968896919860708,-0.3159386352448432,0.3159386352448432,FALSE,Supported negative -> Supported negative,FALSE,FALSE,FALSE,FALSE
Hirundo_rustica__Prunella_modularis,Hirundo_rustica,Prunella_modularis,Aerial insectivores,Low flycatching feeders,Aerial insectivores,Low flycatching feeders,Aerial insectivores | Low flycatching feeders,Between guild,0.4927107384939104,0.7241377812304446,0.8086019577298271,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.2314270427365342,0.31589121923591673,0.31589121923591673,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Riparia_riparia__Jynx_torquilla,Riparia_riparia,Jynx_torquilla,Aerial insectivores,Woodpeckers,Aerial insectivores,Woodpeckers,Aerial insectivores | Woodpeckers,Between guild,0.5546736309219219,0.3632655907015355,0.2388148872736869,1,0.986,0.904,0,0.014,0.096,Supported positive,Supported positive,Unsupported,-0.19140804022038638,-0.31585874364823496,0.31585874364823496,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Anas_crecca__Tachybaptus_ruficollis,Anas_crecca,Tachybaptus_ruficollis,Dabbling ducks,Aquatic pursuers,Aquatic pursuers,Dabbling ducks,Aquatic pursuers | Dabbling ducks,Between guild,0.900377803080267,0.7955704620032213,0.5845408401743571,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.1048073410770457,-0.3158369629059099,0.3158369629059099,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Haematopus_ostralegus__Turdus_viscivorus,Haematopus_ostralegus,Turdus_viscivorus,Plovers,Thrushes,Plovers,Thrushes,Plovers | Thrushes,Between guild,0.1124146717078898,0.1444742859104198,-0.2032732254758202,0.94,0.983,0.004,0.06,0.017,0.996,Unsupported,Supported positive,Supported negative,0.03205961420253001,-0.31568789718371,0.31568789718371,TRUE,Unsupported -> Supported negative,TRUE,FALSE,FALSE,FALSE
Poecile_palustris__Tachybaptus_ruficollis,Poecile_palustris,Tachybaptus_ruficollis,Tit-like birds,Aquatic pursuers,Aquatic pursuers,Tit-like birds,Aquatic pursuers | Tit-like birds,Between guild,0.316108315460615,0.6028402615863979,0.6317091640709763,0.999,1,1,0.001,0,0,Supported positive,Supported positive,Supported positive,0.2867319461257829,0.3156008486103613,0.3156008486103613,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Circus_aeruginosus__Ardea_cinerea,Circus_aeruginosus,Ardea_cinerea,Diurnal raptors,Wading birds,Diurnal raptors,Wading birds,Diurnal raptors | Wading birds,Between guild,0.5134391469110963,0.8280811109224884,0.829039579440036,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.3146419640113921,0.31560043252893977,0.31560043252893977,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Oenanthe_oenanthe__Phylloscopus_sibilatrix,Oenanthe_oenanthe,Phylloscopus_sibilatrix,Low flycatching feeders,Foliage gleaners,Foliage gleaners,Low flycatching feeders,Foliage gleaners | Low flycatching feeders,Between guild,0.2700567156178899,0.3297664996910636,-0.04552146705445052,0.966,0.996,0.429,0.034,0.004,0.571,Supported positive,Supported positive,Unsupported,0.05970978407317368,-0.31557818267234045,0.31557818267234045,TRUE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Chlidonias_niger__Emberiza_citrinella,Chlidonias_niger,Emberiza_citrinella,Terns,Buntings,Buntings,Terns,Buntings | Terns,Between guild,0.1362208664874759,-0.2581767067598557,-0.1793255637940078,0.792,0.148,0.279,0.208,0.852,0.721,Unsupported,Unsupported,Unsupported,-0.3943975732473316,-0.31554643028148366,0.31554643028148366,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Larus_argentatus__Curruca_curruca,Larus_argentatus,Curruca_curruca,Gulls,Foliage gleaners,Foliage gleaners,Gulls,Foliage gleaners | Gulls,Between guild,0.1059120711963393,-0.1322375045746139,0.4214541235306687,0.849,0.071,1,0.151,0.929,0,Unsupported,Unsupported,Supported positive,-0.2381495757709532,0.3155420523343294,0.3155420523343294,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Cuculus_canorus__Acanthis_flammea,Cuculus_canorus,Acanthis_flammea,Cuckoos,Passerine seedeaters,Cuckoos,Passerine seedeaters,Cuckoos | Passerine seedeaters,Between guild,0.17679598047098,0.5995722107106234,0.4922944628850928,0.716,1,0.999,0.284,0,0.001,Unsupported,Supported positive,Supported positive,0.4227762302396434,0.3154984824141128,0.3154984824141128,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Calidris_pugnax__Larus_argentatus,Calidris_pugnax,Larus_argentatus,Scolopacids,Gulls,Gulls,Scolopacids,Gulls | Scolopacids,Between guild,0.7279608099737239,0.5921318030718609,0.412558982865475,1,1,0.995,0,0,0.005,Supported positive,Supported positive,Supported positive,-0.13582900690186306,-0.31540182710824893,0.31540182710824893,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Calidris_alpina__Sylvia_atricapilla,Calidris_alpina,Sylvia_atricapilla,Scolopacids,Foliage gleaners,Foliage gleaners,Scolopacids,Foliage gleaners | Scolopacids,Between guild,-0.2655520491927149,0.09642652704878305,0.04979307949627625,0.001,0.809,0.603,0.999,0.191,0.397,Supported negative,Unsupported,Unsupported,0.361978576241498,0.31534512868899117,0.31534512868899117,TRUE,Supported negative -> Unsupported,FALSE,TRUE,FALSE,FALSE
Larus_fuscus__Streptopelia_decaocto,Larus_fuscus,Streptopelia_decaocto,Gulls,Columbids,Columbids,Gulls,Columbids | Gulls,Between guild,0.2706487854313933,0.4272113724761341,0.5859618307809423,0.812,0.993,1,0.188,0.007,0,Unsupported,Supported positive,Supported positive,0.1565625870447408,0.315313045349549,0.315313045349549,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Locustella_luscinioides__Ardea_cinerea,Locustella_luscinioides,Ardea_cinerea,Marsh warblers,Wading birds,Marsh warblers,Wading birds,Marsh warblers | Wading birds,Between guild,0.4298059251844941,0.7009442664525758,0.7449850560968644,0.994,1,1,0.006,0,0,Supported positive,Supported positive,Supported positive,0.2711383412680817,0.31517913091237026,0.31517913091237026,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
