trait_family,trait_value,variable_clean,mean_vp,median_vp,total_mean_vp,relative_vp,n_species,eligible_for_main_plot
Foraging guild,Shrikes,Temperature,0.007787900209525695,0.009207033817158438,0.09998193185218572,0.07789307593135332,2,FALSE
Foraging guild,Shrikes,Precipitation,0.013608685063487511,0.013703049811243248,0.09998193185218572,0.13611144345167012,2,FALSE
Foraging guild,Shrikes,Land-use heterogeneity,0.012172302546373649,0.00916856581879486,0.09998193185218572,0.12174502253436452,2,FALSE
Foraging guild,Shrikes,Urban,0.01602816307361131,0.005944271838468759,0.09998193185218572,0.16031059589154073,2,FALSE
Foraging guild,Shrikes,Cropland,0.004635849789826822,0.0050290723137598504,0.09998193185218572,0.04636687553387654,2,FALSE
Foraging guild,Shrikes,Pasture,0.004135480464921,0.003122211352754963,0.09998193185218572,0.04136227804674684,2,FALSE
Foraging guild,Shrikes,Forest,0.040309818661004235,0.02273633323011603,0.09998193185218572,0.4031710321480752,2,FALSE
Foraging guild,Shrikes,Grass/Shrubland,0.00130373204343549,0.0011579815620995212,0.09998193185218572,0.013039676462372625,2,FALSE
Foraging guild,Starlings,Temperature,0.0011240883997001123,0.0011240883997001123,0.04566783246043428,0.024614446080268877,1,FALSE
Foraging guild,Starlings,Precipitation,0.010136990928583226,0.010136990928583226,0.04566783246043428,0.22197223696495158,1,FALSE
Foraging guild,Starlings,Land-use heterogeneity,0.00265233138322818,0.00265233138322818,0.04566783246043428,0.0580787666138109,1,FALSE
Foraging guild,Starlings,Urban,0.019236953940390808,0.019236953940390808,0.04566783246043428,0.4212364131154534,1,FALSE
Foraging guild,Starlings,Cropland,0.0052843770856248464,0.0052843770856248464,0.04566783246043428,0.11571333257831161,1,FALSE
Foraging guild,Starlings,Pasture,0.0012654041314082687,0.0012654041314082687,0.04566783246043428,0.027708872158637925,1,FALSE
Foraging guild,Starlings,Forest,0.001570001036561964,0.001570001036561964,0.04566783246043428,0.03437870711122938,1,FALSE
Foraging guild,Starlings,Grass/Shrubland,0.004397685554936871,0.004397685554936871,0.04566783246043428,0.09629722537733622,1,FALSE
Foraging guild,Terns,Temperature,0.019989667679713805,0.01834440951896677,0.13033958267304074,0.15336605557391,5,TRUE
Foraging guild,Terns,Precipitation,0.014550104752506775,0.008677983258499134,0.13033958267304074,0.11163227972737938,5,TRUE
Foraging guild,Terns,Land-use heterogeneity,0.013956005383588804,0.012108303650766096,0.13033958267304074,0.10707419110430713,5,TRUE
Foraging guild,Terns,Urban,0.011176026297451215,0.010501419332402815,0.13033958267304074,0.08574545098465203,5,TRUE
Foraging guild,Terns,Cropland,0.04243777362151127,0.03504320896248678,0.13033958267304074,0.32559390440866465,5,TRUE
Foraging guild,Terns,Pasture,0.003706622503125648,0.0015970366994413523,0.13033958267304074,0.02843819526738688,5,TRUE
Foraging guild,Terns,Forest,0.021428585250690496,0.016727943272569643,0.13033958267304074,0.16440581449799865,5,TRUE
Foraging guild,Terns,Grass/Shrubland,0.0030947971844527294,0.0026034862746611973,0.13033958267304074,0.023744108435701267,5,TRUE
Foraging guild,Thrushes,Temperature,0.006636528380027598,0.0036581186548995683,0.10833142764853067,0.061261339613829145,4,FALSE
Foraging guild,Thrushes,Precipitation,0.012705404366625244,0.0067831592114648,0.10833142764853067,0.11728271880480079,4,FALSE
Foraging guild,Thrushes,Land-use heterogeneity,0.0032530138312702192,0.002741975476247753,0.10833142764853067,0.030028348207726596,4,FALSE
Foraging guild,Thrushes,Urban,0.014234413599248113,0.00527758811825269,0.10833142764853067,0.13139689846449815,4,FALSE
Foraging guild,Thrushes,Cropland,0.018525882386119703,0.011929067171309917,0.10833142764853067,0.1710111533490067,4,FALSE
Foraging guild,Thrushes,Pasture,0.004478414439123718,0.0019751538040406226,0.10833142764853067,0.041339937415515636,4,FALSE
Foraging guild,Thrushes,Forest,0.04485426239650982,0.03272185698153684,0.10833142764853067,0.41404662866656305,4,FALSE
Foraging guild,Thrushes,Grass/Shrubland,0.003643508249606259,0.002565479850817413,0.10833142764853067,0.03363297547805996,4,FALSE
Foraging guild,Tit-like birds,Temperature,0.007841128173660668,0.0027783832465141287,0.07879460365704263,0.09951351754733817,12,TRUE
Foraging guild,Tit-like birds,Precipitation,0.008471055411174022,0.0031378033927626,0.07879460365704263,0.10750806550210856,12,TRUE
Foraging guild,Tit-like birds,Land-use heterogeneity,0.004355636349037802,0.0033217143118386572,0.07879460365704263,0.05527835850277161,12,TRUE
Foraging guild,Tit-like birds,Urban,0.0072170640236285475,0.00484033274445388,0.07879460365704263,0.09159337935172784,12,TRUE
Foraging guild,Tit-like birds,Cropland,0.00840724991502791,0.005109622609301319,0.07879460365704263,0.10669829562974739,12,TRUE
Foraging guild,Tit-like birds,Pasture,0.001505611315689767,0.0012919261002059686,0.07879460365704263,0.019108051133082844,12,TRUE
Foraging guild,Tit-like birds,Forest,0.03869173368163224,0.025966886929532168,0.07879460365704263,0.49104547628718215,12,TRUE
Foraging guild,Tit-like birds,Grass/Shrubland,0.0023051247871916777,0.0014338541318512108,0.07879460365704263,0.029254856046041503,12,TRUE
Foraging guild,Wading birds,Temperature,0.0265784440010608,0.02224836346221267,0.06947951698615108,0.3825363956741167,2,FALSE
Foraging guild,Wading birds,Precipitation,0.008174012123272569,0.006926381260134445,0.06947951698615108,0.11764635791728148,2,FALSE
Foraging guild,Wading birds,Land-use heterogeneity,0.010492051156699626,0.010206867680599412,0.06947951698615108,0.1510092702399031,2,FALSE
Foraging guild,Wading birds,Urban,0.004664425897723558,0.0018525977968806176,0.06947951698615108,0.06713382735020004,2,FALSE
Foraging guild,Wading birds,Cropland,0.0028708419794477424,0.002923702243627412,0.06947951698615108,0.04131925643668435,2,FALSE
Foraging guild,Wading birds,Pasture,0.01212985018055622,0.004120944348545262,0.06947951698615108,0.17458167106967637,2,FALSE
Foraging guild,Wading birds,Forest,0.0029437157663207867,0.003361416951180274,0.06947951698615108,0.04236810925020591,2,FALSE
Foraging guild,Wading birds,Grass/Shrubland,0.0016261758810697815,0.0011575758431304388,0.06947951698615108,0.023405112061932107,2,FALSE
Foraging guild,Woodpeckers,Temperature,0.010247808212523187,0.003652353802948604,0.11792540914906983,0.08690076452962656,5,TRUE
Foraging guild,Woodpeckers,Precipitation,0.009443499612289158,0.005677122815660277,0.11792540914906983,0.08008027854583573,5,TRUE
Foraging guild,Woodpeckers,Land-use heterogeneity,0.008495992860466497,0.008667390597930851,0.11792540914906983,0.07204548130697337,5,TRUE
Foraging guild,Woodpeckers,Urban,0.007139222478660659,0.004364183911906891,0.11792540914906983,0.06054015440926686,5,TRUE
Foraging guild,Woodpeckers,Cropland,0.012684686601529539,0.012345362633941249,0.11792540914906983,0.10756533891262392,5,TRUE
Foraging guild,Woodpeckers,Pasture,0.003209623856710484,0.00262514783103789,0.11792540914906983,0.027217407002193984,5,TRUE
Foraging guild,Woodpeckers,Forest,0.06379179487714078,0.06309572209125205,0.11792540914906983,0.5409503798837907,5,TRUE
Foraging guild,Woodpeckers,Grass/Shrubland,0.0029127806497495448,0.002227013425572805,0.11792540914906983,0.02470019540968894,5,TRUE
Migratory strategy,long-distance,Temperature,0.01737348956698932,0.007386786599791993,0.08788860131923033,0.1976762550115579,44,TRUE
Migratory strategy,long-distance,Precipitation,0.014286781935918827,0.007541453847736636,0.08788860131923033,0.1625555728669086,44,TRUE
Migratory strategy,long-distance,Land-use heterogeneity,0.006318522900019959,0.004568409841467846,0.08788860131923033,0.07189240476213431,44,TRUE
Migratory strategy,long-distance,Urban,0.009676130260089727,0.00425823505514787,0.08788860131923033,0.11009539479350614,44,TRUE
Migratory strategy,long-distance,Cropland,0.014127699240870397,0.006845428889619058,0.08788860131923033,0.16074552363799202,44,TRUE
Migratory strategy,long-distance,Pasture,0.005008925831790318,0.002418384508485093,0.08788860131923033,0.056991757254126967,44,TRUE
Migratory strategy,long-distance,Forest,0.017993874160561613,0.0058898302930095285,0.08788860131923033,0.20473501558187263,44,TRUE
Migratory strategy,long-distance,Grass/Shrubland,0.003103177422990176,0.0018479753642404685,0.08788860131923033,0.03530807609190146,44,TRUE
Migratory strategy,sedentary,Temperature,0.012263935000396188,0.003236739177412332,0.08982451259265213,0.13653216306346436,35,TRUE
Migratory strategy,sedentary,Precipitation,0.01165170402010864,0.004178686572469979,0.08982451259265213,0.12971630664948108,35,TRUE
Migratory strategy,sedentary,Land-use heterogeneity,0.004629203820895332,0.003023299601953319,0.08982451259265213,0.051536086167129534,35,TRUE
Migratory strategy,sedentary,Urban,0.013517886975155494,0.0055791721056243386,0.08982451259265213,0.15049218286836874,35,TRUE
Migratory strategy,sedentary,Cropland,0.014575807215582586,0.009831017681207834,0.08982451259265213,0.16226981694498974,35,TRUE
Migratory strategy,sedentary,Pasture,0.002049216566368314,0.0013230457999985532,0.08982451259265213,0.022813556202206937,35,TRUE
Migratory strategy,sedentary,Forest,0.028939585258095653,0.01864188601463969,0.08982451259265213,0.32217915157897536,35,TRUE
Migratory strategy,sedentary,Grass/Shrubland,0.002197173736049923,0.001161674250557924,0.08982451259265213,0.024460736525384243,35,TRUE
Migratory strategy,sedentary and short-distance,Temperature,0.006103443522865356,0.002844379436188614,0.07436655436323919,0.08207242590605227,31,TRUE
Migratory strategy,sedentary and short-distance,Precipitation,0.00807216326825812,0.00442614656918478,0.07436655436323919,0.10854561351370537,31,TRUE
Migratory strategy,sedentary and short-distance,Land-use heterogeneity,0.006114415855813736,0.0028824775712133466,0.07436655436323919,0.08221996982606214,31,TRUE
Migratory strategy,sedentary and short-distance,Urban,0.011322767550473284,0.004667877366061335,0.07436655436323919,0.15225618085205175,31,TRUE
Migratory strategy,sedentary and short-distance,Cropland,0.013892372383174676,0.006977802102829401,0.07436655436323919,0.18680941321172656,31,TRUE
Migratory strategy,sedentary and short-distance,Pasture,0.003999005687706847,0.0018500096592707362,0.07436655436323919,0.05377425002338998,31,TRUE
Migratory strategy,sedentary and short-distance,Forest,0.021535587554227634,0.009761677793894363,0.07436655436323919,0.28958700236450763,31,TRUE
Migratory strategy,sedentary and short-distance,Grass/Shrubland,0.003326798540719546,0.0016870484601701457,0.07436655436323919,0.044735144302504436,31,TRUE
Migratory strategy,short-and long-distance,Temperature,0.019982448239767393,0.012037345951182415,0.11574284385823444,0.1726452156665732,8,TRUE
Migratory strategy,short-and long-distance,Precipitation,0.01454856626892418,0.005999349913067665,0.11574284385823444,0.1256973285255003,8,TRUE
Migratory strategy,short-and long-distance,Land-use heterogeneity,0.014077931742490042,0.00818880893223813,0.11574284385823444,0.12163112010391887,8,TRUE
Migratory strategy,short-and long-distance,Urban,0.009320579319270387,0.005803539078918455,0.11574284385823444,0.08052834204321549,8,TRUE
Migratory strategy,short-and long-distance,Cropland,0.027914500650595257,0.030370779027753626,0.11574284385823444,0.24117690321127616,8,TRUE
Migratory strategy,short-and long-distance,Pasture,0.004046697103696962,0.002071161133233187,0.11574284385823444,0.03496282766866768,8,TRUE
Migratory strategy,short-and long-distance,Forest,0.02168823095841517,0.01511401862883908,0.11574284385823444,0.18738291055799192,8,TRUE
Migratory strategy,short-and long-distance,Grass/Shrubland,0.004163889575075068,0.0020836432681434823,0.11574284385823444,0.035975352222856506,8,TRUE
Migratory strategy,short-distance,Temperature,0.010328182198357893,0.004003164370085582,0.09527556036365634,0.10840326899087611,39,TRUE
Migratory strategy,short-distance,Precipitation,0.013201313891184096,0.0063763443480311915,0.09527556036365634,0.13855928887530164,39,TRUE
Migratory strategy,short-distance,Land-use heterogeneity,0.009719729897307496,0.004540600159901404,0.09527556036365634,0.1020170320721112,39,TRUE
Migratory strategy,short-distance,Urban,0.010971069123577131,0.006012877154536229,0.09527556036365634,0.11515092728609275,39,TRUE
Migratory strategy,short-distance,Cropland,0.016074657397165387,0.00892849677272808,0.09527556036365634,0.16871753192329897,39,TRUE
Migratory strategy,short-distance,Pasture,0.007088256748454144,0.00208480741654186,0.09527556036365634,0.07439742911402512,39,TRUE
Migratory strategy,short-distance,Forest,0.022881746176325286,0.008346541798613182,0.09527556036365634,0.24016385827580733,39,TRUE
Migratory strategy,short-distance,Grass/Shrubland,0.005010604931284899,0.0025070064170247745,0.09527556036365634,0.05259066346248682,39,TRUE
