effect_scale,trait_family,trait_value,variable,variable_label,n_observations,n_species,signed_beta_slope,signed_beta_p_value,signed_beta_r_squared,beta_strength_slope,beta_strength_p_value,beta_strength_r_squared,mean_1970s,mean_2010s,mean_2010s_minus_1970s,significance,sig_label
Unscaled beta,Foraging guild,Passerine seedeaters,perc_forest,Forest,36,12,-0.02943142680865554,0.9200948524052447,3.00307820598257e-4,0.03846191487457691,0.8569682661373558,9.691096807576609e-4,0.8905341471276498,0.8316712935103385,-0.05886285361731125,ns,
Unscaled beta,Foraging guild,Passerine seedeaters,perc_grass_shrub,"Grass/
shrubland",36,12,-0.35694668293570697,0.14552710284491402,0.06127001543629358,0.3823984792093,0.05323264861082881,0.10551973582560868,0.12000353337818594,-0.5938898324932284,-0.7138933658714143,ns,
Unscaled beta,Foraging guild,Passerine seedeaters,perc_pasture,Pasture,36,12,-0.10220602821499321,0.4107586738974325,0.019991830651021596,-8.7434625911231e-4,0.9923702146946217,2.7293799847699054e-6,0.26323633401786983,0.058824277587883424,-0.20441205642998642,ns,
Unscaled beta,Foraging guild,Passerine seedeaters,perc_urban,Urban,36,12,-0.07261665343475894,0.7945329462461485,0.0020222955634317252,-0.038343423181177824,0.8368007435690222,0.0012656468777993842,0.8380756683858094,0.6928423615162912,-0.14523330686951819,ns,
Unscaled beta,Foraging guild,Passerine seedeaters,prec_breeding,Precipitation,36,12,5.346534482493477e-4,0.7483785140356631,0.0030665356667422695,-0.0017885379750476713,0.20086757161889465,0.047656098534495296,-0.006239280972399324,-0.005169974075900629,0.0010693068964986955,ns,
Unscaled beta,Foraging guild,Passerine seedeaters,tmean_breeding,Temperature,36,12,0.06139344357365811,0.5839562632624412,0.008910674729633803,-0.07871914677045187,0.2967337281219002,0.03197467980437176,-0.07606092636636991,0.04672596078094639,0.1227868871473163,ns,
Unscaled beta,Foraging guild,Plovers,hh,"Habitat
heterogeneity",18,6,-0.3610374102820625,0.08304434134892623,0.1760324860612933,-0.3610374102820625,0.08304434134892623,0.1760324860612933,1.7311970528495537,1.009122232285429,-0.7220748205641248,.,.
Unscaled beta,Foraging guild,Plovers,perc_cropland,Cropland,18,6,0.0702262860562523,0.8654749963565073,0.0018488922419166282,-0.07564038871667113,0.6005590263994391,0.01752198623683075,-0.8815900695501284,-0.7411374974376237,0.14045257211250473,ns,
Unscaled beta,Foraging guild,Plovers,perc_forest,Forest,18,6,0.14543704969928492,0.7881084412294499,0.004647085128020482,-0.07744568403668235,0.8091462086100452,0.0037545301894346987,-1.6941838737102233,-1.4033097743116534,0.2908740993985699,ns,
Unscaled beta,Foraging guild,Plovers,perc_grass_shrub,"Grass/
shrubland",18,6,-0.01931659749799875,0.9746000332571692,6.536745450895724e-5,0.10142755583517649,0.847139824674883,0.002393286226258413,-2.0116654492402137,-2.0502986442362108,-0.038633194995997044,ns,
Unscaled beta,Foraging guild,Plovers,perc_pasture,Pasture,18,6,0.535233590136197,0.15215579060520232,0.12381247084530735,0.29634600945618894,0.22785861495907112,0.08948577038264387,0.09635321516048893,1.166820395432883,1.0704671802723942,ns,
Unscaled beta,Foraging guild,Plovers,perc_urban,Urban,18,6,0.5040613826695532,0.3266537201880316,0.06014496681674149,-0.37995254038884174,0.2072147122787287,0.09746656085605018,-0.986533056603216,0.021589708735890157,1.008122765339106,ns,
Unscaled beta,Foraging guild,Plovers,prec_breeding,Precipitation,18,6,0.007768544134152693,0.04226041252499117,0.23339629928256966,-0.006600183162466509,0.056498433733594686,0.2089512800414561,-0.024640186917460095,-0.009103098649154711,0.015537088268305384,*,*
Unscaled beta,Foraging guild,Plovers,tmean_breeding,Temperature,18,6,-0.3027981127597855,0.4025855668208017,0.044165429217122326,-0.37033058081120424,0.27144907236554244,0.07500749909014247,2.0204724066628383,1.4148761811432673,-0.605596225519571,ns,
Unscaled beta,Foraging guild,Rails,hh,"Habitat
heterogeneity",15,5,-0.04855120577053248,0.6526172374698891,0.016065083672749135,-0.038921961182464306,0.710464968293929,0.010955400616048336,0.511899174630662,0.41479676308959706,-0.09710241154106497,ns,
Unscaled beta,Foraging guild,Rails,perc_cropland,Cropland,15,5,0.04855850648686971,0.7376861168432821,0.008926172366088498,0.03720809528704098,0.7747099963478754,0.006526972504488447,0.49013651683017845,0.5872535298039178,0.09711701297373931,ns,
Unscaled beta,Foraging guild,Rails,perc_forest,Forest,15,5,0.08685162270631633,0.6199614272760366,0.01946485389379817,-0.0578378208755469,0.663708807528226,0.014997562268433736,0.37573077159516727,0.5494340170077997,0.17370324541263243,ns,
Unscaled beta,Foraging guild,Rails,perc_grass_shrub,"Grass/
shrubland",15,5,-0.27207189457882713,0.240522474412123,0.10423245136808233,-0.2507410769494221,0.2677998238227094,0.09346746195809034,1.1493434409763206,0.6051996518186659,-0.5441437891576547,ns,
Unscaled beta,Foraging guild,Rails,perc_pasture,Pasture,15,5,0.45760239435487715,0.11739552309654819,0.17786840511325017,0.5215052269195524,0.047559855658437906,0.2690878027203479,0.746318834472484,1.6615236231822386,0.9152047887097545,ns,
Unscaled beta,Foraging guild,Rails,perc_urban,Urban,15,5,0.3069993951434759,0.19756955089568473,0.1242335320145598,0.3069993951434759,0.15503997606308748,0.14916795239879693,0.6964183017237885,1.3104170920107403,0.6139987902869518,ns,
Unscaled beta,Foraging guild,Rails,prec_breeding,Precipitation,15,5,0.0028099534219876462,0.32701910513545707,0.07389948757787308,-0.0028102299782050214,0.32695329179401966,0.0739188308627095,-0.015188489495710026,-0.009568582651734726,0.0056199068439753,ns,
Unscaled beta,Foraging guild,Rails,tmean_breeding,Temperature,15,5,0.30774115915631195,0.04963219236213259,0.26489935637031975,0.28554906293468424,0.050399710182231765,0.2633889035174048,0.1701537017180333,0.7856360200306572,0.6154823183126239,*,*
Unscaled beta,Foraging guild,Reedlings,hh,"Habitat
heterogeneity",3,1,0.5150798130015654,0.38600236786639175,0.6752636766535745,0.5150798130015654,0.38600236786639175,0.6752636766535745,0.552106630456583,1.582266256459714,1.030159626003131,ns,
Unscaled beta,Foraging guild,Reedlings,perc_cropland,Cropland,3,1,-0.2572396351605504,0.6601768495331485,0.2588797668774306,0.25710002385509756,0.6602765764244726,0.25874254666591123,1.3961130545290452e-4,-0.514339659015648,-0.514479270321101,ns,
Unscaled beta,Foraging guild,Reedlings,perc_forest,Forest,3,1,-0.8052578041073889,0.13707409229086578,0.9543512696988453,0.7589722791895331,0.12372673315268826,0.9627014518196355,0.04628552491785565,-1.564230083296922,-1.6105156082147776,ns,
Unscaled beta,Foraging guild,Reedlings,perc_grass_shrub,"Grass/
shrubland",3,1,-0.7602624952956493,0.3159267003851886,0.7732935980675382,-0.35434657274188136,0.3688845617101713,0.7001807448841199,1.11460906803753,-0.4059159225537677,-1.5205249905912976,ns,
Unscaled beta,Foraging guild,Reedlings,perc_pasture,Pasture,3,1,0.42342008226713435,0.32271800143312673,0.7642988781400265,0.42342008226713435,0.32271800143312673,0.7642988781400265,1.8002374997628183,2.647077664297088,0.8468401645342696,ns,
Unscaled beta,Foraging guild,Reedlings,perc_urban,Urban,3,1,-0.3594846721361294,0.2894344752803511,0.8071549565818442,-0.3594846721361294,0.2894344752803511,0.8071549565818442,0.7332494113454011,0.014280067073142591,-0.7189693442722586,ns,
Unscaled beta,Foraging guild,Reedlings,prec_breeding,Precipitation,3,1,-0.011151790478506458,0.11552302815921447,0.9674309795623749,0.011151790478506458,0.11552302815921447,0.9674309795623749,-8.105450481356831e-4,-0.0231141260051486,-0.022303580957012917,ns,
Unscaled beta,Foraging guild,Reedlings,tmean_breeding,Temperature,3,1,0.28255090067047534,0.8261837049488573,0.07271135521075145,0.28255090067047534,0.8261837049488573,0.07271135521075145,2.695430680455966,3.260532481796917,0.5651018013409512,ns,
Unscaled beta,Foraging guild,Scolopacids,hh,"Habitat
heterogeneity",27,9,-0.16668193354997554,0.19185187670998516,0.06714115092980705,-0.18247934451409195,0.08186445056063311,0.11619559277860887,0.5018258851504235,0.1684620180504725,-0.333363867099951,ns,
Unscaled beta,Foraging guild,Scolopacids,perc_cropland,Cropland,27,9,-0.5543521561671318,0.001546821933202853,0.3354815426175565,0.34711494424563544,0.016320882088910995,0.2096539484536397,-0.040662043502072365,-1.149366355836336,-1.1087043123342637,**,**
Unscaled beta,Foraging guild,Scolopacids,perc_forest,Forest,27,9,0.014125170402386237,0.9757833055418448,3.7602642559599804e-5,-0.027710305824642723,0.9100739136861044,5.204350715613895e-4,0.4102570116314939,0.4385073524362664,0.028250340804772456,ns,
Unscaled beta,Foraging guild,Scolopacids,perc_grass_shrub,"Grass/
shrubland",27,9,-0.32112461771503636,0.330739720558188,0.03786610650997723,-0.28711433133770015,0.265742627347175,0.04928401593443327,1.2038234799724596,0.561574244542387,-0.6422492354300726,ns,
Unscaled beta,Foraging guild,Scolopacids,perc_pasture,Pasture,27,9,0.3955492783128349,0.12694083774352624,0.09067018209073716,0.3955492783128349,0.12694083774352624,0.09067018209073716,1.741085102767289,2.5321836593929583,0.7910985566256694,ns,
Unscaled beta,Foraging guild,Scolopacids,perc_urban,Urban,27,9,-0.18558337194863447,0.4258887555331351,0.025539583024427475,0.19564064257738173,0.3955971907406428,0.029018877677367955,-1.2375780698004195,-1.6087448136976885,-0.371166743897269,ns,
Unscaled beta,Foraging guild,Scolopacids,prec_breeding,Precipitation,27,9,-0.0013863718579526757,0.7280920421758003,0.004920286516400623,-0.005799880157269635,0.03720803154755039,0.16229396270635363,-0.0044511829860288555,-0.007223926701934207,-0.0027727437159053517,ns,
Unscaled beta,Foraging guild,Scolopacids,tmean_breeding,Temperature,27,9,-0.3108721681598734,0.377718829343094,0.03125261827663767,-0.4878514684564466,0.060250893502861176,0.13414290443453686,1.5296788909625996,0.907934554642853,-0.6217443363197466,ns,
Unscaled beta,Foraging guild,Shrikes,hh,"Habitat
heterogeneity",6,2,0.4987659435106087,0.1530053620268844,0.43675986650247567,0.49876594351060866,0.07962491992526921,0.577271704746573,0.4131556660726763,1.410687553093893,0.9975318870212166,ns,
Unscaled beta,Foraging guild,Shrikes,perc_cropland,Cropland,6,2,-0.21882150241957618,0.15342241756745575,0.43610801750674366,-0.09068668920838545,0.3638628458072573,0.20758815647194737,0.30950819162796145,-0.12813481321119063,-0.4376430048391521,ns,
Unscaled beta,Foraging guild,Shrikes,perc_forest,Forest,6,2,0.17774291674726275,0.5770743900681641,0.08415071601008181,0.17774291674726275,0.5770743900681641,0.08415071601008181,1.9338261645087051,2.2893119980032313,0.3554858334945261,ns,
Unscaled beta,Foraging guild,Shrikes,perc_grass_shrub,"Grass/
shrubland",6,2,-0.2725136574605667,0.7817740302108428,0.021471848653563042,-0.13494608068099642,0.8861347472659539,0.0057846402143575905,0.4919915275787844,-0.053035787342347665,-0.5450273149211321,ns,
Unscaled beta,Foraging guild,Shrikes,perc_pasture,Pasture,6,2,0.06743988012181265,0.7356703867520895,0.03172065095927203,0.06743988012181265,0.7356703867520895,0.03172065095927203,1.0137631159215108,1.1486428761651366,0.1348797602436258,ns,
Unscaled beta,Foraging guild,Shrikes,perc_urban,Urban,6,2,-0.16831121492769593,0.7064363909240154,0.03932632310237414,0.16831121492769593,0.7064363909240154,0.03932632310237414,-0.7709389247830101,-1.107561354638402,-0.3366224298553919,ns,
Unscaled beta,Foraging guild,Shrikes,prec_breeding,Precipitation,6,2,-0.005738702779915359,0.6002518604099338,0.07469482877019035,-0.012934342860775556,0.05252259935675982,0.6504983605536119,0.00909571399178854,-0.002381691568042149,-0.011477405559830688,ns,
Unscaled beta,Foraging guild,Shrikes,tmean_breeding,Temperature,6,2,-0.0681576000335396,0.875866155706347,0.00688005897740346,-0.34437094996598805,0.22845527715510267,0.3353536584615702,0.4636883098780232,0.3273731098109449,-0.13631520006707826,ns,
Unscaled beta,Foraging guild,Starlings,hh,"Habitat
heterogeneity",3,1,0.19725253003602677,0.48646716217137764,0.5212509287716528,-0.19725253003602677,0.3007646932555048,0.7929200061139525,-0.4482644197379577,-0.05375935966590442,0.3945050600720533,ns,
Unscaled beta,Foraging guild,Starlings,perc_cropland,Cropland,3,1,-0.36486497290068554,0.1322914216772177,0.9574359584473288,-0.36486497290068554,0.1322914216772177,0.9574359584473288,0.8005291352579812,0.07079918945661039,-0.7297299458013708,ns,
Unscaled beta,Foraging guild,Starlings,perc_forest,Forest,3,1,-0.35115432491305226,0.8210817550776551,0.076927990912579,-0.24167618937496596,0.8684851800085107,0.04207288276370758,0.5928305142880173,-0.10947813553808623,-0.7023086498261035,ns,
Unscaled beta,Foraging guild,Starlings,perc_grass_shrub,"Grass/
shrubland",3,1,0.764675784120497,0.6630513731197369,0.2549340818372014,0.764675784120497,0.36670874931653996,0.7033079314170549,0.7975599181902429,2.326911486431236,1.5293515682409933,ns,
Unscaled beta,Foraging guild,Starlings,perc_pasture,Pasture,3,1,-0.4133714850460248,0.599491014223499,0.34625208205582036,-0.413371485046025,0.032858616822083395,0.9973383397514143,0.9237690096242609,0.09702603953221131,-0.8267429700920496,ns,
Unscaled beta,Foraging guild,Starlings,perc_urban,Urban,3,1,-0.7869222205018457,0.5836499439210745,0.3701101569297577,-0.7869222205018457,0.5836499439210745,0.3701101569297577,3.504062518141677,1.930218077137986,-1.573844441003691,ns,
Unscaled beta,Foraging guild,Starlings,prec_breeding,Precipitation,3,1,0.007344221554424678,0.355826514530292,0.7188029480819078,0.007250119974174137,0.30957324076959636,0.7815958711535097,-9.410158025053951e-5,0.01459434152859881,0.01468844310884935,ns,
Unscaled beta,Foraging guild,Starlings,tmean_breeding,Temperature,3,1,-0.041127080577111674,0.8950562305896049,0.0269287173771973,0.023901488383022942,0.936088084562234,0.010044860113440437,0.017225592194088774,-0.06502856896013479,-0.08225416115422356,ns,
Unscaled beta,Foraging guild,Terns,hh,"Habitat
heterogeneity",15,5,-0.11978641993477353,0.5309102832397772,0.03089626954862705,-0.11978641993477353,0.5309102832397772,0.03089626954862705,1.2930744386470328,1.0535015987774852,-0.23957283986954758,ns,
Unscaled beta,Foraging guild,Terns,perc_cropland,Cropland,15,5,0.08140497052475673,0.8304212495702658,0.0036595263684145642,-0.12360919821163631,0.7047441456982575,0.011411486993807101,-1.473102494639988,-1.310292553590474,0.16280994104951407,ns,
Unscaled beta,Foraging guild,Terns,perc_forest,Forest,15,5,-0.1791086686289761,0.6833377034992778,0.01321217973698108,0.1791086686289761,0.6833377034992778,0.01321217973698108,-1.7591143299875671,-2.1173316672455185,-0.35821733725795135,ns,
Unscaled beta,Foraging guild,Terns,perc_grass_shrub,"Grass/
shrubland",15,5,-0.2622609862687182,0.46458791397692867,0.04184466008938748,0.07207189906793872,0.7788884202527913,0.006281482780947902,-0.6227385499157247,-1.147260522453161,-0.5245219725374362,ns,
Unscaled beta,Foraging guild,Terns,perc_pasture,Pasture,15,5,0.9086748432238527,0.012496254201688426,0.3921989192595769,0.47263519949066785,0.055135843369758394,0.2545129473035675,-0.3786393698036257,1.4387103166440807,1.8173496864477063,*,*
Unscaled beta,Foraging guild,Terns,perc_urban,Urban,15,5,0.19657978949100208,0.5957504768914433,0.022245458777602804,-0.2068998220822043,0.5621216770222948,0.026502193072666297,-1.739022090967596,-1.345862511985591,0.39315957898200504,ns,
Unscaled beta,Foraging guild,Terns,prec_breeding,Precipitation,15,5,-0.004068555585901312,0.23848018893191641,0.10509254257355151,0.0014484035891070026,0.5805892447998843,0.024105907753380004,-0.006853778117715851,-0.014990889289518467,-0.008137111171802616,ns,
Unscaled beta,Foraging guild,Terns,tmean_breeding,Temperature,15,5,-0.12739059639311323,0.5366344270496453,0.03005667266638442,-0.12739059639311323,0.5366344270496453,0.03005667266638442,1.8152645585248732,1.5604833657386465,-0.2547811927862267,ns,
Unscaled beta,Foraging guild,Thrushes,hh,"Habitat
heterogeneity",12,4,0.06258826924270926,0.7220881602716867,0.013208777908921384,0.14633808640167634,0.3415830524171666,0.09066187818837122,0.07381455354283713,0.19899109202825566,0.12517653848541854,ns,
Unscaled beta,Foraging guild,Thrushes,perc_cropland,Cropland,12,4,0.25340242890893633,0.3072504924493132,0.10374410939612969,0.20829269191599772,0.37470639331529665,0.079467692588318,0.5749508204203169,1.0817556782381894,0.5068048578178725,ns,
Unscaled beta,Foraging guild,Thrushes,perc_forest,Forest,12,4,0.3933576692241707,0.3837167656452962,0.07663623335896222,0.3929187181859455,0.3840046970373687,0.07654716280568649,2.065023681460273,2.851739019908614,0.786715338448341,ns,
Unscaled beta,Foraging guild,Thrushes,perc_grass_shrub,"Grass/
shrubland",12,4,0.669410067148773,0.013646256531381422,0.4714992160102266,0.669410067148773,0.013646256531381422,0.4714992160102266,0.3918160396912356,1.7306361739887817,1.338820134297546,*,*
Unscaled beta,Foraging guild,Thrushes,perc_pasture,Pasture,12,4,0.6149139518976358,0.05296746651392827,0.32496585494003305,0.5262910132455926,0.06594915665561762,0.29873244978643587,0.07871852419679079,1.308546427992062,1.2298279037952713,.,.
Unscaled beta,Foraging guild,Thrushes,perc_urban,Urban,12,4,0.25991769189506553,0.5751553219129517,0.03247727961974655,0.20016534279058737,0.656412589782429,0.020587306160712075,1.0273310984938884,1.547166482284019,0.5198353837901306,ns,
Unscaled beta,Foraging guild,Thrushes,prec_breeding,Precipitation,12,4,1.3830207366674594e-4,0.9726569468619832,1.234911565274143e-4,-0.0010396007422948704,0.566832732928219,0.03388732566129608,-0.0014608970730204205,-0.0011842929256869264,2.766041473334941e-4,ns,
Unscaled beta,Foraging guild,Thrushes,tmean_breeding,Temperature,12,4,-0.24475385865159782,0.4574417269634924,0.05637475023363163,0.10406306656036332,0.6660317852504272,0.01938925219054808,0.10426161222381657,-0.38524610507937906,-0.48950771730319564,ns,
Unscaled beta,Foraging guild,Tit-like birds,hh,"Habitat
heterogeneity",36,12,0.11714433025157246,0.2569654038015361,0.03762691690196064,0.09325715716262285,0.34425977826373644,0.02634450829242799,0.36071790285130084,0.5950065633544457,0.23428866050314484,ns,
Unscaled beta,Foraging guild,Tit-like birds,perc_cropland,Cropland,36,12,0.08161743818503261,0.4199466687722555,0.019226977592503875,0.08315049653292514,0.4088561179635033,0.02015329555754733,0.45610299276161953,0.6193378691316848,0.16323487637006523,ns,
Unscaled beta,Foraging guild,Tit-like birds,perc_forest,Forest,36,12,0.34926728110840455,0.10080400840898708,0.07721999516650792,0.34150752159364284,0.10473769778743819,0.07554151823738657,1.941374411881871,2.63990897409868,0.6985345622168091,ns,
Unscaled beta,Foraging guild,Tit-like birds,perc_grass_shrub,"Grass/
shrubland",36,12,0.3344141715851964,0.06865623453045215,0.09419191251200174,0.3460279738438664,0.01850612484535859,0.1525702113290053,0.18420344267909353,0.8530317858494864,0.6688283431703929,.,.
Unscaled beta,Foraging guild,Tit-like birds,perc_pasture,Pasture,36,12,0.04002679230972766,0.7974943866229874,0.0019631910859305222,0.09093496877694165,0.41429630436730636,0.019694440327006273,0.1838166717800398,0.2638702563994952,0.08005358461945539,ns,
Unscaled beta,Foraging guild,Tit-like birds,perc_urban,Urban,36,12,0.21413751699505265,0.27435483666474275,0.035033028152736644,0.2753822013036389,0.09504957073734632,0.07980283692321545,0.7724541483072992,1.2007291822974047,0.42827503399010547,ns,
Unscaled beta,Foraging guild,Tit-like birds,prec_breeding,Precipitation,36,12,-8.060659507978884e-4,0.7317837385797122,0.003500323095254852,-0.003311215629605715,0.052942869215414606,0.10576314714286629,-0.0018300397210751526,-0.0034421716226709317,-0.001612131901595779,ns,
Unscaled beta,Foraging guild,Tit-like birds,tmean_breeding,Temperature,36,12,0.21217436837075193,0.35541268002422965,0.02516788079636639,-0.10371145543826188,0.5697976253226789,0.009594908315267431,0.011958263623750473,0.43630700036525416,0.4243487367415037,ns,
Unscaled beta,Foraging guild,Wading birds,hh,"Habitat
heterogeneity",6,2,0.13445942257890017,0.16476157004732034,0.4188441756507224,0.13445942257890017,0.16476157004732034,0.4188441756507224,0.6797020301145267,0.9486208752723273,0.2689188451578006,ns,
Unscaled beta,Foraging guild,Wading birds,perc_cropland,Cropland,6,2,-0.04790062684491798,0.31540733503709517,0.24742678742511418,0.041582843230636476,0.2857026587816208,0.2748036218521241,0.006507353093857978,-0.0892939005959779,-0.09580125368983589,ns,
Unscaled beta,Foraging guild,Wading birds,perc_forest,Forest,6,2,-0.1344223858421779,0.4817531734343477,0.13047036111864982,-0.109890981298762,0.5418820541398379,0.0998069504102367,0.49774116112974587,0.22889638944539012,-0.2688447716843557,ns,
Unscaled beta,Foraging guild,Wading birds,perc_grass_shrub,"Grass/
shrubland",6,2,-0.30225933726755577,0.436594527528382,0.15710112302380635,-0.30212497704992236,0.43675167979099416,0.15700261308057192,0.6448545016628402,0.0403358271277294,-0.6045186745351108,ns,
Unscaled beta,Foraging guild,Wading birds,perc_pasture,Pasture,6,2,1.111654542333319,0.25416019303640763,0.30676207446671466,0.7414832189627018,0.39642270415033765,0.1837286028890665,0.2169977149647777,2.440306799631415,2.2233090846666372,ns,
Unscaled beta,Foraging guild,Wading birds,perc_urban,Urban,6,2,0.6542611766756811,0.056050125770660986,0.6398515184339519,-0.6461496891763903,0.05819051586782826,0.63358312964007,-1.3004108658520703,0.008111487499290894,1.3085223533513612,.,.
Unscaled beta,Foraging guild,Wading birds,prec_breeding,Precipitation,6,2,-0.004150731347571064,0.49746116860069944,0.12195637195594412,-0.0031592431498624527,0.1973966026500889,0.37351990583906947,0.0010752028922466688,-0.007226259802895454,-0.008301462695142123,ns,
Unscaled beta,Foraging guild,Wading birds,tmean_breeding,Temperature,6,2,-0.5618105984778288,0.2292429805597176,0.3344398236981026,-0.5618105984778288,0.2292429805597176,0.3344398236981026,2.3585675511786923,1.2349463542230357,-1.1236211969556567,ns,
Unscaled beta,Foraging guild,Woodpeckers,hh,"Habitat
heterogeneity",15,5,0.01854356379714785,0.9062507611464796,0.0011080591427503374,0.01854356379714785,0.9062507611464796,0.0011080591427503374,0.6351396514811976,0.6722267790754931,0.037087127594295555,ns,
Unscaled beta,Foraging guild,Woodpeckers,perc_cropland,Cropland,15,5,0.1425538540803177,0.4210423196671995,0.05042634812273147,-0.16402245127699844,0.15474221603800856,0.14936630944498774,-0.23448941372209273,0.050618294438543016,0.28510770816063574,ns,
Unscaled beta,Foraging guild,Woodpeckers,perc_forest,Forest,15,5,0.007351263768081192,0.977318819844116,6.460973792869382e-5,0.007351263768081192,0.977318819844116,6.460973792869382e-5,2.8130013015104613,2.827703829046624,0.014702527536162524,ns,
Unscaled beta,Foraging guild,Woodpeckers,perc_grass_shrub,"Grass/
shrubland",15,5,0.41340004290588633,0.1311041214944389,0.16647808457926327,0.28773620910729714,0.2627975710125262,0.09534672189177858,0.10748701544743022,0.9342871012592029,0.8268000858117727,ns,
Unscaled beta,Foraging guild,Woodpeckers,perc_pasture,Pasture,15,5,0.15492843374179016,0.5129313012460078,0.03363671125133254,0.1520060181068111,0.34286164897386395,0.06937758942005018,-0.15692505558455622,0.15293181189902455,0.30985686748358077,ns,
Unscaled beta,Foraging guild,Woodpeckers,perc_urban,Urban,15,5,0.012651437894861846,0.9633078684064941,1.69152735952793e-4,0.20568037325165683,0.2711776930921826,0.09222086385856611,0.2540966842874143,0.2793995600771383,0.02530287578972401,ns,
Unscaled beta,Foraging guild,Woodpeckers,prec_breeding,Precipitation,15,5,-0.0012547416164476355,0.7008206283051621,0.011730354209998316,3.2652362111286763e-4,0.8666396269237284,0.0022516425473502306,0.006814326635910919,0.004304843403015647,-0.0025094832328952724,ns,
Unscaled beta,Foraging guild,Woodpeckers,tmean_breeding,Temperature,15,5,0.5048422414286223,0.05157307484060737,0.2611202785087638,-0.35800799187395493,0.1319172491670895,0.16583993277331752,-0.8660049321440227,0.1436795507132218,1.0096844828572444,.,.
Unscaled beta,Migratory strategy,long-distance,hh,"Habitat
heterogeneity",132,44,0.13101838574190053,0.01678496308909526,0.043198227334861165,0.10584752726188996,0.028621549246249833,0.03631374870676165,0.31276226939353946,0.5747990408773405,0.262036771483801,*,*
Unscaled beta,Migratory strategy,long-distance,perc_cropland,Cropland,132,44,0.011257203402773844,0.9066931604742776,1.0608104394896429e-4,0.11847866931747993,0.06824355285878232,0.025346735463420724,-8.305475683079661e-4,0.02168385923723978,0.022514406805547747,ns,
Unscaled beta,Migratory strategy,long-distance,perc_forest,Forest,132,44,0.05825206519743604,0.7241739586264586,9.61140230193666e-4,0.08865554698028569,0.43488733776193245,0.004697274761946052,0.3413382202212366,0.45784235061610845,0.11650413039487184,ns,
Unscaled beta,Migratory strategy,long-distance,perc_grass_shrub,"Grass/
shrubland",132,44,-0.12788979245400803,0.33393562489759065,0.0071830821052551045,0.1764277822765266,0.07642040733014976,0.023950864394173835,0.505068510914103,0.24928892600608688,-0.2557795849080161,ns,
Unscaled beta,Migratory strategy,long-distance,perc_pasture,Pasture,132,44,0.4988528596182914,4.1879407147225997e-4,0.09163377757583939,0.445384436993676,9.125079448886526e-5,0.11149553053136782,0.3939335317760228,1.3916392510126054,0.9977057192365826,***,***
Unscaled beta,Migratory strategy,long-distance,perc_urban,Urban,132,44,-0.0841636480093473,0.5712302265112603,0.0024728123310778284,0.07758842094662753,0.42305209490391116,0.004943841944481041,0.031559738868797003,-0.13676755714989727,-0.16832729601869428,ns,
Unscaled beta,Migratory strategy,long-distance,prec_breeding,Precipitation,132,44,-2.0384347322724436e-4,0.874119260980954,1.9379866573923052e-4,-0.0015874174935778809,0.10561811679627227,0.020017442421067944,-0.007521523175428035,-0.007929210121882531,-4.076869464544955e-4,ns,
Unscaled beta,Migratory strategy,long-distance,tmean_breeding,Temperature,132,44,0.13627584766693907,0.2768781862959165,0.009088465661856577,0.007870039636479276,0.9407495315442693,4.265998082433934e-5,0.7609726258607833,1.033524321194661,0.2725516953338777,ns,
Unscaled beta,Migratory strategy,sedentary,hh,"Habitat
heterogeneity",105,35,0.15687612493533953,0.009989141622039757,0.0626955278448219,0.13238717938740327,0.020092833397047774,0.05135283726597193,0.2780537879335719,0.5918060378042509,0.313752249870679,**,**
Unscaled beta,Migratory strategy,sedentary,perc_cropland,Cropland,105,35,0.060731314368614946,0.3915011171664329,0.007137951685299087,0.06954748552912704,0.2517575753601093,0.012732892703100554,0.6472602383907937,0.7687228671280236,0.1214626287372299,ns,
Unscaled beta,Migratory strategy,sedentary,perc_forest,Forest,105,35,-0.0747413565835989,0.6707648383767553,0.0017614370289025902,0.05370959432922116,0.7147461690684311,0.0013023784018031987,1.766353648758248,1.6168709355910502,-0.14948271316719786,ns,
Unscaled beta,Migratory strategy,sedentary,perc_grass_shrub,"Grass/
shrubland",105,35,0.07224713450759818,0.5717027112182462,0.0031155037895635794,0.21069185983449235,0.05265060293625797,0.035970048644734263,0.43148730118464507,0.5759815701998414,0.14449426901519635,ns,
Unscaled beta,Migratory strategy,sedentary,perc_pasture,Pasture,105,35,-0.04594543614571811,0.6192452965307012,0.0024061400802449767,0.01966998687064514,0.7714465092976838,8.22876152633184e-4,0.3072034939216985,0.2153126216302624,-0.09189087229143608,ns,
Unscaled beta,Migratory strategy,sedentary,perc_urban,Urban,105,35,0.18911254593816118,0.1967629037055418,0.016124289019494868,0.16489847816357137,0.21267132211888576,0.015038169322437234,1.0121169490771722,1.3903420409534948,0.3782250918763226,ns,
Unscaled beta,Migratory strategy,sedentary,prec_breeding,Precipitation,105,35,-0.0016293538665508379,0.29559354654667913,0.010615940840718076,-0.0026846590958876284,0.013995499384781772,0.057210402786597746,0.0015175190961461422,-0.0017411886369555379,-0.00325870773310168,ns,
Unscaled beta,Migratory strategy,sedentary,tmean_breeding,Temperature,105,35,-0.0701440766348067,0.6117497996275698,0.002510321004073019,-0.1375083490334819,0.18139265919537262,0.017274834840664235,0.30943449881133595,0.16914634554172242,-0.14028815326961352,ns,
