effect_scale,trait_family,trait_value,variable,variable_label,atlas,atlas_numeric,period,n_species,mean_weighted_beta_value,median_weighted_beta_value,mean_abs_weighted_beta_value,median_abs_weighted_beta_value,supported_positive_share,supported_negative_share,unsupported_share
Unscaled beta,Foraging guild,Marsh warblers,perc_forest,Forest,2,2,1990s,6,0.45438889228007806,0.19533224462527782,0.48219025162448,0.19533224462527782,0.3333333333333333,0,0.6666666666666666
Unscaled beta,Foraging guild,Marsh warblers,perc_forest,Forest,3,3,2010s,6,0.15251911872271384,0.05949454243355588,0.5987318728629005,0.5804673927918618,0.16666666666666666,0.3333333333333333,0.5
Unscaled beta,Foraging guild,Marsh warblers,perc_grass_shrub,"Grass/
shrubland",1,1,1970s,6,0.6982172640088544,0.8088353084610234,0.6982172640088544,0.8088353084610234,0,0,1
Unscaled beta,Foraging guild,Marsh warblers,perc_grass_shrub,"Grass/
shrubland",2,2,1990s,6,1.3030643190827327,1.1288705711947724,1.3030643190827327,1.1288705711947724,0.5,0,0.5
Unscaled beta,Foraging guild,Marsh warblers,perc_grass_shrub,"Grass/
shrubland",3,3,2010s,6,-0.026379888706234682,-0.09335415044443246,1.0116748236267383,0.7881957304313839,0.3333333333333333,0.16666666666666666,0.5
Unscaled beta,Foraging guild,Marsh warblers,perc_pasture,Pasture,1,1,1970s,6,0.37081832097758793,0.3745343744385125,0.3729117839107116,0.3745343744385125,0,0,1
Unscaled beta,Foraging guild,Marsh warblers,perc_pasture,Pasture,2,2,1990s,6,1.7019799780301816,1.7657357884132074,1.7019799780301816,1.7657357884132074,0.6666666666666666,0,0.3333333333333333
Unscaled beta,Foraging guild,Marsh warblers,perc_pasture,Pasture,3,3,2010s,6,1.953856936537814,1.8215462061194203,1.953856936537814,1.8215462061194203,0.8333333333333334,0,0.16666666666666666
Unscaled beta,Foraging guild,Marsh warblers,perc_urban,Urban,1,1,1970s,6,0.44149626970954714,0.310293324217056,0.44149626970954714,0.310293324217056,0.3333333333333333,0,0.6666666666666666
Unscaled beta,Foraging guild,Marsh warblers,perc_urban,Urban,2,2,1990s,6,1.318885043112814,1.477720605979494,1.32275781818104,1.477720605979494,0.8333333333333334,0,0.16666666666666666
Unscaled beta,Foraging guild,Marsh warblers,perc_urban,Urban,3,3,2010s,6,0.6090496477410035,0.23770374194002658,0.6385125593539815,0.24679324251996299,0.3333333333333333,0,0.6666666666666666
Unscaled beta,Foraging guild,Marsh warblers,prec_breeding,Precipitation,1,1,1970s,6,-0.014765961752181778,-0.01776121128248469,0.019337901124275067,0.01776121128248469,0.16666666666666666,0.6666666666666666,0.16666666666666666
Unscaled beta,Foraging guild,Marsh warblers,prec_breeding,Precipitation,2,2,1990s,6,-0.016580431105380353,-0.013946721631147605,0.016580431105380353,0.013946721631147605,0,0.8333333333333334,0.16666666666666666
Unscaled beta,Foraging guild,Marsh warblers,prec_breeding,Precipitation,3,3,2010s,6,-0.014890289573577145,-0.017329903036847352,0.014890289573577145,0.017329903036847352,0,0.8333333333333334,0.16666666666666666
Unscaled beta,Foraging guild,Marsh warblers,tmean_breeding,Temperature,1,1,1970s,6,0.8469991177158492,0.8760284578781736,0.8469991177158492,0.8760284578781736,0.8333333333333334,0,0.16666666666666666
Unscaled beta,Foraging guild,Marsh warblers,tmean_breeding,Temperature,2,2,1990s,6,1.2001413316203473,1.054824760279052,1.2001413316203473,1.054824760279052,1,0,0
Unscaled beta,Foraging guild,Marsh warblers,tmean_breeding,Temperature,3,3,2010s,6,1.6725028588179056,1.7923294881757785,1.6725028588179056,1.7923294881757785,0.8333333333333334,0,0.16666666666666666
Unscaled beta,Foraging guild,Nigthjars,hh,"Habitat
heterogeneity",1,1,1970s,1,6.316845339845617e-4,6.316845339845617e-4,6.316845339845617e-4,6.316845339845617e-4,0,0,1
Unscaled beta,Foraging guild,Nigthjars,hh,"Habitat
heterogeneity",2,2,1990s,1,0.6437606066464037,0.6437606066464037,0.6437606066464037,0.6437606066464037,0,0,1
Unscaled beta,Foraging guild,Nigthjars,hh,"Habitat
heterogeneity",3,3,2010s,1,1.5054979792981853,1.5054979792981853,1.5054979792981853,1.5054979792981853,1,0,0
Unscaled beta,Foraging guild,Nigthjars,perc_cropland,Cropland,1,1,1970s,1,-0.0720265021750265,-0.0720265021750265,0.0720265021750265,0.0720265021750265,0,0,1
Unscaled beta,Foraging guild,Nigthjars,perc_cropland,Cropland,2,2,1990s,1,-0.8462882623432602,-0.8462882623432602,0.8462882623432602,0.8462882623432602,0,1,0
Unscaled beta,Foraging guild,Nigthjars,perc_cropland,Cropland,3,3,2010s,1,-1.5138956871034155,-1.5138956871034155,1.5138956871034155,1.5138956871034155,0,1,0
Unscaled beta,Foraging guild,Nigthjars,perc_forest,Forest,1,1,1970s,1,2.906466999047404,2.906466999047404,2.906466999047404,2.906466999047404,1,0,0
Unscaled beta,Foraging guild,Nigthjars,perc_forest,Forest,2,2,1990s,1,3.30390804137964,3.30390804137964,3.30390804137964,3.30390804137964,1,0,0
Unscaled beta,Foraging guild,Nigthjars,perc_forest,Forest,3,3,2010s,1,3.319539489117036,3.319539489117036,3.319539489117036,3.319539489117036,1,0,0
Unscaled beta,Foraging guild,Nigthjars,perc_grass_shrub,"Grass/
shrubland",1,1,1970s,1,0.3289021711480742,0.3289021711480742,0.3289021711480742,0.3289021711480742,0,0,1
Unscaled beta,Foraging guild,Nigthjars,perc_grass_shrub,"Grass/
shrubland",2,2,1990s,1,0.004183041749150221,0.004183041749150221,0.004183041749150221,0.004183041749150221,0,0,1
Unscaled beta,Foraging guild,Nigthjars,perc_grass_shrub,"Grass/
shrubland",3,3,2010s,1,-0.19068838075411998,-0.19068838075411998,0.19068838075411998,0.19068838075411998,0,0,1
Unscaled beta,Foraging guild,Nigthjars,perc_pasture,Pasture,1,1,1970s,1,1.2176858367189975,1.2176858367189975,1.2176858367189975,1.2176858367189975,1,0,0
Unscaled beta,Foraging guild,Nigthjars,perc_pasture,Pasture,2,2,1990s,1,1.9212947740550448,1.9212947740550448,1.9212947740550448,1.9212947740550448,1,0,0
Unscaled beta,Foraging guild,Nigthjars,perc_pasture,Pasture,3,3,2010s,1,0.5279257088839465,0.5279257088839465,0.5279257088839465,0.5279257088839465,0,0,1
Unscaled beta,Foraging guild,Nigthjars,perc_urban,Urban,1,1,1970s,1,-0.3034553040491132,-0.3034553040491132,0.3034553040491132,0.3034553040491132,0,0,1
Unscaled beta,Foraging guild,Nigthjars,perc_urban,Urban,2,2,1990s,1,-0.012437120901647768,-0.012437120901647768,0.012437120901647768,0.012437120901647768,0,0,1
Unscaled beta,Foraging guild,Nigthjars,perc_urban,Urban,3,3,2010s,1,-3.127921954448089,-3.127921954448089,3.127921954448089,3.127921954448089,0,1,0
Unscaled beta,Foraging guild,Nigthjars,prec_breeding,Precipitation,1,1,1970s,1,0.01565505885280557,0.01565505885280557,0.01565505885280557,0.01565505885280557,1,0,0
Unscaled beta,Foraging guild,Nigthjars,prec_breeding,Precipitation,2,2,1990s,1,9.203234542923023e-4,9.203234542923023e-4,9.203234542923023e-4,9.203234542923023e-4,0,0,1
Unscaled beta,Foraging guild,Nigthjars,prec_breeding,Precipitation,3,3,2010s,1,0.0023215865221503347,0.0023215865221503347,0.0023215865221503347,0.0023215865221503347,0,0,1
Unscaled beta,Foraging guild,Nigthjars,tmean_breeding,Temperature,1,1,1970s,1,-0.02409243939926628,-0.02409243939926628,0.02409243939926628,0.02409243939926628,0,0,1
Unscaled beta,Foraging guild,Nigthjars,tmean_breeding,Temperature,2,2,1990s,1,-0.11600400845614212,-0.11600400845614212,0.11600400845614212,0.11600400845614212,0,0,1
Unscaled beta,Foraging guild,Nigthjars,tmean_breeding,Temperature,3,3,2010s,1,3.7253282063111104e-4,3.7253282063111104e-4,3.7253282063111104e-4,3.7253282063111104e-4,0,0,1
Unscaled beta,Foraging guild,Omnivorous corvids,hh,"Habitat
heterogeneity",1,1,1970s,7,0.16183340232527005,0.12539941550767905,0.34226489649564934,0.15388133229573384,0.14285714285714285,0.14285714285714285,0.7142857142857143
Unscaled beta,Foraging guild,Omnivorous corvids,hh,"Habitat
heterogeneity",2,2,1990s,7,0.4383718975118037,0.5212018901538542,0.5498502893363787,0.5212018901538542,0.7142857142857143,0,0.2857142857142857
Unscaled beta,Foraging guild,Omnivorous corvids,hh,"Habitat
heterogeneity",3,3,2010s,7,0.16441246806587342,0.03446275940195856,0.2502043002522915,0.2183640266186992,0.14285714285714285,0,0.8571428571428571
Unscaled beta,Foraging guild,Omnivorous corvids,perc_cropland,Cropland,1,1,1970s,7,0.6705660138937486,0.6742957087082138,0.6705660138937486,0.6742957087082138,0.8571428571428571,0,0.14285714285714285
Unscaled beta,Foraging guild,Omnivorous corvids,perc_cropland,Cropland,2,2,1990s,7,0.6607611034711277,0.6484720759611038,0.7083025198824865,0.6484720759611038,0.8571428571428571,0,0.14285714285714285
Unscaled beta,Foraging guild,Omnivorous corvids,perc_cropland,Cropland,3,3,2010s,7,0.5951656398094781,0.677802333708445,0.6778699461841163,0.677802333708445,0.7142857142857143,0,0.2857142857142857
Unscaled beta,Foraging guild,Omnivorous corvids,perc_forest,Forest,1,1,1970s,7,1.002767188201171,1.339503111094146,1.2394688670176077,1.339503111094146,0.7142857142857143,0.14285714285714285,0.14285714285714285
Unscaled beta,Foraging guild,Omnivorous corvids,perc_forest,Forest,2,2,1990s,7,1.335129274202215,1.40014308859246,1.5101782597417621,1.40014308859246,0.8571428571428571,0.14285714285714285,0
Unscaled beta,Foraging guild,Omnivorous corvids,perc_forest,Forest,3,3,2010s,7,0.5985182262750143,0.8065834306168621,0.9963536476543514,0.8127762025243134,0.5714285714285714,0.14285714285714285,0.2857142857142857
Unscaled beta,Foraging guild,Omnivorous corvids,perc_grass_shrub,"Grass/
shrubland",1,1,1970s,7,0.400313992436434,0.3552587066724222,0.492223799739209,0.3552587066724222,0.14285714285714285,0,0.8571428571428571
Unscaled beta,Foraging guild,Omnivorous corvids,perc_grass_shrub,"Grass/
shrubland",2,2,1990s,7,0.12738029534260578,0.01234537420832559,0.24878389999154987,0.2092785854126356,0,0,1
Unscaled beta,Foraging guild,Omnivorous corvids,perc_grass_shrub,"Grass/
shrubland",3,3,2010s,7,0.3488526746790118,0.2576851200525034,0.5040659391334507,0.372370809477742,0.2857142857142857,0,0.7142857142857143
Unscaled beta,Foraging guild,Omnivorous corvids,perc_pasture,Pasture,1,1,1970s,7,0.6217216247363732,0.7201905805277217,0.6794563947407136,0.7201905805277217,0.42857142857142855,0,0.5714285714285714
Unscaled beta,Foraging guild,Omnivorous corvids,perc_pasture,Pasture,2,2,1990s,7,0.1639655801569072,0.2168998006271267,0.29111847703340593,0.28167959308430146,0.14285714285714285,0,0.8571428571428571
Unscaled beta,Foraging guild,Omnivorous corvids,perc_pasture,Pasture,3,3,2010s,7,0.4051905897153647,0.3311426770529465,0.430543480966291,0.3311426770529465,0.2857142857142857,0,0.7142857142857143
Unscaled beta,Foraging guild,Omnivorous corvids,perc_urban,Urban,1,1,1970s,7,1.0808728323584451,1.267663856118585,1.4300526163060818,1.267663856118585,0.5714285714285714,0.14285714285714285,0.2857142857142857
Unscaled beta,Foraging guild,Omnivorous corvids,perc_urban,Urban,2,2,1990s,7,1.51914586003522,0.7102798580024445,1.5219504032752451,0.7102798580024445,0.7142857142857143,0,0.2857142857142857
Unscaled beta,Foraging guild,Omnivorous corvids,perc_urban,Urban,3,3,2010s,7,2.3758384498255354,1.486905262763526,2.4103255928411467,1.486905262763526,0.7142857142857143,0,0.2857142857142857
Unscaled beta,Foraging guild,Omnivorous corvids,prec_breeding,Precipitation,1,1,1970s,7,0.006412711714411842,-6.830523756884183e-4,0.015505946417964675,0.010282989954803349,0.2857142857142857,0.2857142857142857,0.42857142857142855
Unscaled beta,Foraging guild,Omnivorous corvids,prec_breeding,Precipitation,2,2,1990s,7,-0.003697366880917592,-3.85366747718103e-5,0.008806923163376794,0.008501384483013633,0.2857142857142857,0.42857142857142855,0.2857142857142857
Unscaled beta,Foraging guild,Omnivorous corvids,prec_breeding,Precipitation,3,3,2010s,7,0.0010038459727999016,-3.843756563214335e-4,0.010044475890662102,0.010554011082712691,0.42857142857142855,0.42857142857142855,0.14285714285714285
Unscaled beta,Foraging guild,Omnivorous corvids,tmean_breeding,Temperature,1,1,1970s,7,0.18827757037713952,-0.2763668777674248,1.1546028554735885,0.9309563235470423,0.2857142857142857,0.42857142857142855,0.2857142857142857
Unscaled beta,Foraging guild,Omnivorous corvids,tmean_breeding,Temperature,2,2,1990s,7,-0.35650114393148413,-1.01377668250518,1.5837039816178087,1.0927333798852,0.14285714285714285,0.7142857142857143,0.14285714285714285
Unscaled beta,Foraging guild,Omnivorous corvids,tmean_breeding,Temperature,3,3,2010s,7,-0.20816728501257725,-0.6904858093439654,1.058197867705985,0.8342313154463822,0.14285714285714285,0.7142857142857143,0.14285714285714285
Unscaled beta,Foraging guild,Open-land insectivores,hh,"Habitat
heterogeneity",1,1,1970s,6,0.38744588354583437,0.36824709858120025,0.5019062257207862,0.4185898677671562,0.3333333333333333,0,0.6666666666666666
Unscaled beta,Foraging guild,Open-land insectivores,hh,"Habitat
heterogeneity",2,2,1990s,6,0.4907457301506158,0.4754536556840409,0.5018531089257645,0.4754536556840409,0.16666666666666666,0,0.8333333333333334
Unscaled beta,Foraging guild,Open-land insectivores,hh,"Habitat
heterogeneity",3,3,2010s,6,0.3035915575915499,0.2673095296054416,0.3038561307454811,0.2673095296054416,0.3333333333333333,0,0.6666666666666666
Unscaled beta,Foraging guild,Open-land insectivores,perc_cropland,Cropland,1,1,1970s,6,0.005730445252684245,-0.08618744539257371,0.29438437456267086,0.18136266296152884,0,0.16666666666666666,0.8333333333333334
Unscaled beta,Foraging guild,Open-land insectivores,perc_cropland,Cropland,2,2,1990s,6,0.07664138668161004,0.02401765246679461,0.4737788999054371,0.5433753846159175,0.3333333333333333,0.16666666666666666,0.5
Unscaled beta,Foraging guild,Open-land insectivores,perc_cropland,Cropland,3,3,2010s,6,0.3320156226077564,0.30898770497588673,0.6452416680438735,0.6949505482935534,0.5,0.16666666666666666,0.3333333333333333
Unscaled beta,Foraging guild,Open-land insectivores,perc_forest,Forest,1,1,1970s,6,0.40707154527155187,0.4823480210692085,1.0940816775970121,1.170024101964181,0.5,0.3333333333333333,0.16666666666666666
Unscaled beta,Foraging guild,Open-land insectivores,perc_forest,Forest,2,2,1990s,6,0.5515267374071828,0.5159397546160437,1.2713264785902985,1.085724278776789,0.5,0.3333333333333333,0.16666666666666666
Unscaled beta,Foraging guild,Open-land insectivores,perc_forest,Forest,3,3,2010s,6,0.8265840251841936,0.9003960071556683,1.592198880858592,1.4820549946098196,0.5,0.3333333333333333,0.16666666666666666
Unscaled beta,Foraging guild,Open-land insectivores,perc_grass_shrub,"Grass/
shrubland",1,1,1970s,6,0.2739018314282303,0.2934722066558786,0.3071944371724761,0.2934722066558786,0,0,1
Unscaled beta,Foraging guild,Open-land insectivores,perc_grass_shrub,"Grass/
shrubland",2,2,1990s,6,0.029516277867634666,0.055976735870846055,0.7233087089199759,0.6137126329278216,0.16666666666666666,0.16666666666666666,0.6666666666666666
Unscaled beta,Foraging guild,Open-land insectivores,perc_grass_shrub,"Grass/
shrubland",3,3,2010s,6,1.0967681838886847,0.8251317043319529,1.2138658918542227,0.8251317043319529,0.3333333333333333,0,0.6666666666666666
Unscaled beta,Foraging guild,Open-land insectivores,perc_pasture,Pasture,1,1,1970s,6,0.07414244891713523,0.06869066981257105,0.1317245589769123,0.10065089537872973,0,0,1
Unscaled beta,Foraging guild,Open-land insectivores,perc_pasture,Pasture,2,2,1990s,6,0.2698891980973032,0.05967435892995468,0.5881451571059353,0.5066062771422515,0.3333333333333333,0,0.6666666666666666
Unscaled beta,Foraging guild,Open-land insectivores,perc_pasture,Pasture,3,3,2010s,6,1.1673788295602587,0.8539511677173186,1.1838440055852555,0.8539511677173186,0.5,0,0.5
Unscaled beta,Foraging guild,Open-land insectivores,perc_urban,Urban,1,1,1970s,6,-0.07005669368162976,-0.02190042326117457,0.4762207058387015,0.5584662295231104,0.16666666666666666,0.16666666666666666,0.6666666666666666
Unscaled beta,Foraging guild,Open-land insectivores,perc_urban,Urban,2,2,1990s,6,-0.3271791037406496,-0.3001781649725238,0.8144961461495969,0.948912247546448,0.16666666666666666,0.5,0.3333333333333333
Unscaled beta,Foraging guild,Open-land insectivores,perc_urban,Urban,3,3,2010s,6,-0.2072663097480209,-0.2595808884692454,0.7630470656594841,0.6620890262500965,0.16666666666666666,0.3333333333333333,0.5
Unscaled beta,Foraging guild,Open-land insectivores,prec_breeding,Precipitation,1,1,1970s,6,-0.0020024137257621025,-0.011212672889701483,0.01617428006135682,0.016052367790976903,0.3333333333333333,0.5,0.16666666666666666
Unscaled beta,Foraging guild,Open-land insectivores,prec_breeding,Precipitation,2,2,1990s,6,-0.004323982041504382,-0.005651833373885048,0.007141807618013479,0.009471385860573018,0.16666666666666666,0.3333333333333333,0.5
Unscaled beta,Foraging guild,Open-land insectivores,prec_breeding,Precipitation,3,3,2010s,6,-0.005894078252263403,-0.0019686419873329772,0.0075698979981075505,0.004375199455480331,0.16666666666666666,0.3333333333333333,0.5
Unscaled beta,Foraging guild,Open-land insectivores,tmean_breeding,Temperature,1,1,1970s,6,0.9040922959093265,0.6967249710512178,0.9040922959093265,0.6967249710512178,0.5,0,0.5
Unscaled beta,Foraging guild,Open-land insectivores,tmean_breeding,Temperature,2,2,1990s,6,0.6344432840378583,0.23058786757304073,0.7427480531765172,0.2845447247651251,0.3333333333333333,0,0.6666666666666666
Unscaled beta,Foraging guild,Open-land insectivores,tmean_breeding,Temperature,3,3,2010s,6,0.638433303330401,0.2450599719497714,0.8658479598047731,0.42296298174543917,0.3333333333333333,0,0.6666666666666666
Unscaled beta,Foraging guild,Orioles,hh,"Habitat
heterogeneity",1,1,1970s,1,0.15241887730477477,0.15241887730477477,0.15241887730477477,0.15241887730477477,0,0,1
Unscaled beta,Foraging guild,Orioles,hh,"Habitat
heterogeneity",2,2,1990s,1,0.3916580958714262,0.3916580958714262,0.3916580958714262,0.3916580958714262,0,0,1
Unscaled beta,Foraging guild,Orioles,hh,"Habitat
heterogeneity",3,3,2010s,1,1.2931344220382877,1.2931344220382877,1.2931344220382877,1.2931344220382877,0,0,1
Unscaled beta,Foraging guild,Orioles,perc_cropland,Cropland,1,1,1970s,1,-0.13607714503900553,-0.13607714503900553,0.13607714503900553,0.13607714503900553,0,0,1
Unscaled beta,Foraging guild,Orioles,perc_cropland,Cropland,2,2,1990s,1,-0.8734987379333033,-0.8734987379333033,0.8734987379333033,0.8734987379333033,0,1,0
Unscaled beta,Foraging guild,Orioles,perc_cropland,Cropland,3,3,2010s,1,-0.45367382907517373,-0.45367382907517373,0.45367382907517373,0.45367382907517373,0,0,1
Unscaled beta,Foraging guild,Orioles,perc_forest,Forest,1,1,1970s,1,0.14944190391727544,0.14944190391727544,0.14944190391727544,0.14944190391727544,0,0,1
Unscaled beta,Foraging guild,Orioles,perc_forest,Forest,2,2,1990s,1,-3.101774454498701e-5,-3.101774454498701e-5,3.101774454498701e-5,3.101774454498701e-5,0,0,1
Unscaled beta,Foraging guild,Orioles,perc_forest,Forest,3,3,2010s,1,0.14642483339392645,0.14642483339392645,0.14642483339392645,0.14642483339392645,0,0,1
Unscaled beta,Foraging guild,Orioles,perc_grass_shrub,"Grass/
shrubland",1,1,1970s,1,0.03435665851156749,0.03435665851156749,0.03435665851156749,0.03435665851156749,0,0,1
Unscaled beta,Foraging guild,Orioles,perc_grass_shrub,"Grass/
shrubland",2,2,1990s,1,0.6246213315400879,0.6246213315400879,0.6246213315400879,0.6246213315400879,0,0,1
Unscaled beta,Foraging guild,Orioles,perc_grass_shrub,"Grass/
shrubland",3,3,2010s,1,0.02671681115813578,0.02671681115813578,0.02671681115813578,0.02671681115813578,0,0,1
Unscaled beta,Foraging guild,Orioles,perc_pasture,Pasture,1,1,1970s,1,-0.6417045261644025,-0.6417045261644025,0.6417045261644025,0.6417045261644025,0,0,1
Unscaled beta,Foraging guild,Orioles,perc_pasture,Pasture,2,2,1990s,1,-3.5933922459936998,-3.5933922459936998,3.5933922459936998,3.5933922459936998,0,1,0
Unscaled beta,Foraging guild,Orioles,perc_pasture,Pasture,3,3,2010s,1,-0.14312130971094608,-0.14312130971094608,0.14312130971094608,0.14312130971094608,0,0,1
Unscaled beta,Foraging guild,Orioles,perc_urban,Urban,1,1,1970s,1,-2.095951907281167,-2.095951907281167,2.095951907281167,2.095951907281167,0,1,0
Unscaled beta,Foraging guild,Orioles,perc_urban,Urban,2,2,1990s,1,-2.414672508871602,-2.414672508871602,2.414672508871602,2.414672508871602,0,1,0
Unscaled beta,Foraging guild,Orioles,perc_urban,Urban,3,3,2010s,1,-2.2993794640568193,-2.2993794640568193,2.2993794640568193,2.2993794640568193,0,1,0
Unscaled beta,Foraging guild,Orioles,prec_breeding,Precipitation,1,1,1970s,1,-0.010506437236669589,-0.010506437236669589,0.010506437236669589,0.010506437236669589,0,1,0
Unscaled beta,Foraging guild,Orioles,prec_breeding,Precipitation,2,2,1990s,1,-0.01723266754447513,-0.01723266754447513,0.01723266754447513,0.01723266754447513,0,1,0
Unscaled beta,Foraging guild,Orioles,prec_breeding,Precipitation,3,3,2010s,1,-0.01558099999268955,-0.01558099999268955,0.01558099999268955,0.01558099999268955,0,1,0
Unscaled beta,Foraging guild,Orioles,tmean_breeding,Temperature,1,1,1970s,1,1.434628984706403,1.434628984706403,1.434628984706403,1.434628984706403,1,0,0
Unscaled beta,Foraging guild,Orioles,tmean_breeding,Temperature,2,2,1990s,1,1.506397041455783,1.506397041455783,1.506397041455783,1.506397041455783,1,0,0
Unscaled beta,Foraging guild,Orioles,tmean_breeding,Temperature,3,3,2010s,1,3.294601074335513,3.294601074335513,3.294601074335513,3.294601074335513,1,0,0
Unscaled beta,Foraging guild,Owls,hh,"Habitat
heterogeneity",1,1,1970s,5,0.08674196664576382,0.005637969967791477,0.10204650149211787,0.03808159018582969,0,0,1
Unscaled beta,Foraging guild,Owls,hh,"Habitat
heterogeneity",2,2,1990s,5,0.22956103306704098,0.12365568966235603,0.2324215677595654,0.12365568966235603,0.2,0,0.8
Unscaled beta,Foraging guild,Owls,hh,"Habitat
heterogeneity",3,3,2010s,5,0.7019776854237129,0.8677048029792407,0.7019776854237129,0.8677048029792407,0.6,0,0.4
Unscaled beta,Foraging guild,Owls,perc_cropland,Cropland,1,1,1970s,5,0.645804451315863,0.7114629979434439,0.645804451315863,0.7114629979434439,0.8,0,0.2
Unscaled beta,Foraging guild,Owls,perc_cropland,Cropland,2,2,1990s,5,0.44407305867824975,0.33831488725761627,0.5399048042631858,0.33831488725761627,0.4,0,0.6
Unscaled beta,Foraging guild,Owls,perc_cropland,Cropland,3,3,2010s,5,0.16033913827979468,0.7568325592688895,0.9223381269525379,0.8595690742133567,0.6,0.2,0.2
Unscaled beta,Foraging guild,Owls,perc_forest,Forest,1,1,1970s,5,1.0940587518786193,1.46521673651968,1.0982739964352521,1.46521673651968,0.6,0,0.4
Unscaled beta,Foraging guild,Owls,perc_forest,Forest,2,2,1990s,5,0.47918885096067027,-0.3773311896315738,1.1057622848862627,0.6946889930870597,0.4,0,0.6
Unscaled beta,Foraging guild,Owls,perc_forest,Forest,3,3,2010s,5,-0.04079637431979703,-0.06576261331348895,1.2486558493757376,1.5085889572603117,0.4,0.4,0.2
Unscaled beta,Foraging guild,Owls,perc_grass_shrub,"Grass/
shrubland",1,1,1970s,5,1.0019773260797573,0.5435442896199278,1.0019773260797573,0.5435442896199278,0.2,0,0.8
Unscaled beta,Foraging guild,Owls,perc_grass_shrub,"Grass/
shrubland",2,2,1990s,5,0.3076764030365117,0.05012309675268146,0.5226884975394009,0.19362753166765226,0.2,0,0.8
Unscaled beta,Foraging guild,Owls,perc_grass_shrub,"Grass/
shrubland",3,3,2010s,5,-1.5318413818816545,-1.6689254096445891,1.622053746621254,1.6689254096445891,0,0.6,0.4
Unscaled beta,Foraging guild,Owls,perc_pasture,Pasture,1,1,1970s,5,0.2808194717006004,0.1382156902347328,0.31292406142816886,0.1382156902347328,0.2,0,0.8
Unscaled beta,Foraging guild,Owls,perc_pasture,Pasture,2,2,1990s,5,0.8015669511641306,0.894455150713279,0.8029793533833617,0.894455150713279,0.4,0,0.6
Unscaled beta,Foraging guild,Owls,perc_pasture,Pasture,3,3,2010s,5,-0.017340915242663638,0.0048089007135545285,0.5263581767138042,0.6156877425203743,0.2,0,0.8
Unscaled beta,Foraging guild,Owls,perc_urban,Urban,1,1,1970s,5,0.5673959156591624,0.16595858412731654,0.7585448437630218,0.47787232025964843,0.4,0,0.6
Unscaled beta,Foraging guild,Owls,perc_urban,Urban,2,2,1990s,5,0.47254387457329206,0.5175860141538859,0.5268913480817559,0.5175860141538859,0.4,0,0.6
Unscaled beta,Foraging guild,Owls,perc_urban,Urban,3,3,2010s,5,-0.24582479752271671,-0.20051987047306982,1.050668281217295,0.9050958762232275,0.4,0.2,0.4
Unscaled beta,Foraging guild,Owls,prec_breeding,Precipitation,1,1,1970s,5,-0.004431092228982209,4.179944127420198e-5,0.011955776574475635,0.00663497673218006,0.2,0.4,0.4
Unscaled beta,Foraging guild,Owls,prec_breeding,Precipitation,2,2,1990s,5,-0.007077703740910038,-0.005329653193091679,0.007077703740910038,0.005329653193091679,0,0.4,0.6
Unscaled beta,Foraging guild,Owls,prec_breeding,Precipitation,3,3,2010s,5,-1.5096153872452416e-4,-0.0036412430004869917,0.007833324827991152,0.00545765951033418,0.2,0.4,0.4
Unscaled beta,Foraging guild,Owls,tmean_breeding,Temperature,1,1,1970s,5,0.9937397209679005,0.9651271428202092,0.9937397209679005,0.9651271428202092,0.8,0,0.2
Unscaled beta,Foraging guild,Owls,tmean_breeding,Temperature,2,2,1990s,5,0.2804793901337028,0.09791975280581885,0.6848231661425033,0.7920981042613984,0.4,0.2,0.4
Unscaled beta,Foraging guild,Owls,tmean_breeding,Temperature,3,3,2010s,5,0.30843213399987846,0.3101010214341919,0.30843213399987846,0.3101010214341919,0,0,1
Unscaled beta,Foraging guild,Passerine seedeaters,hh,"Habitat
heterogeneity",1,1,1970s,12,0.1703542149594079,0.06593523265607207,0.2278294067904011,0.17133170752023522,0.16666666666666666,0,0.8333333333333334
Unscaled beta,Foraging guild,Passerine seedeaters,hh,"Habitat
heterogeneity",2,2,1990s,12,0.6938904495243325,0.7383807106034934,0.6938904495243325,0.7383807106034934,0.6666666666666666,0,0.3333333333333333
Unscaled beta,Foraging guild,Passerine seedeaters,hh,"Habitat
heterogeneity",3,3,2010s,12,0.5917340162661143,0.7222225044103328,0.5928490435831508,0.7222225044103328,0.6666666666666666,0,0.3333333333333333
Unscaled beta,Foraging guild,Passerine seedeaters,perc_cropland,Cropland,1,1,1970s,12,0.04132638214482451,0.26117638984322133,0.7761797638226821,0.6972517301824583,0.5,0.3333333333333333,0.16666666666666666
Unscaled beta,Foraging guild,Passerine seedeaters,perc_cropland,Cropland,2,2,1990s,12,0.150225251426004,0.09518799676156284,0.7423487667993298,0.8051043899954833,0.4166666666666667,0.25,0.3333333333333333
Unscaled beta,Foraging guild,Passerine seedeaters,perc_cropland,Cropland,3,3,2010s,12,0.10084269211643647,0.1320148505830468,0.6643462999206008,0.5915402685976153,0.5,0.25,0.25
Unscaled beta,Foraging guild,Passerine seedeaters,perc_forest,Forest,1,1,1970s,12,0.8905341471276498,1.2385759630916269,1.3016908957180795,1.2821207721316061,0.6666666666666666,0,0.3333333333333333
