"","kvadratkod","survey","tmean_winter"
"CD42","CD42","CD42_2",-0.564548910255659
"CD43","CD43","CD43_2",-0.34179380095507
"CD44","CD44","CD44_2",-0.420190604461232
"CD45","CD45","CD45_2",-0.383318393243628
"CD46","CD46","CD46_2",-0.293614814472181
"CD47","CD47","CD47_2",-0.244687421423582
"CD48","CD48","CD48_2",-0.194624410058631
"CD49","CD49","CD49_2",-0.126826054500261
"CD50","CD50","CD50_2",-0.606684104637337
"CD51","CD51","CD51_2",-0.643969507111226
"CD52","CD52","CD52_2",-0.631504089420971
"CD53","CD53","CD53_2",-0.472164300921076
"CD54","CD54","CD54_2",-0.463777460425576
"CD55","CD55","CD55_2",-0.457590277555496
"CD56","CD56","CD56_2",-0.396088357703067
"CD57","CD57","CD57_2",-0.354200438465462
"CD58","CD58","CD58_2",-0.274587839698531
"CD59","CD59","CD59_2",-0.252523539434895
"CD60","CD60","CD60_2",-0.735924120614328
"CD61","CD61","CD61_2",-0.742694681659347
"CD62","CD62","CD62_2",-0.691172412827741
"CD63","CD63","CD63_2",-0.547988721692727
"CD64","CD64","CD64_2",-0.54099898792905
"CD65","CD65","CD65_2",-0.550316577689952
"CD66","CD66","CD66_2",-0.461950627168123
"CD67","CD67","CD67_2",-0.43250353662469
"CD68","CD68","CD68_2",-0.361022192320584
"CD69","CD69","CD69_2",-0.324638624147639
"CD70","CD70","CD70_2",-0.797725584037035
"CD71","CD71","CD71_2",-0.69451085347674
"CD72","CD72","CD72_2",-0.741998023657319
"CD73","CD73","CD73_2",-0.607412217305169
"CD74","CD74","CD74_2",-0.590618247468789
"CD75","CD75","CD75_2",-0.619807019459265
"CD76","CD76","CD76_2",-0.517893947745973
"CD77","CD77","CD77_2",-0.523243097638284
"CD78","CD78","CD78_2",-0.450928724322077
"CD79","CD79","CD79_2",-0.394582419156567
"CD80","CD80","CD80_2",-0.887506410361597
"CD81","CD81","CD81_2",-0.662968964829588
"CD82","CD82","CD82_2",-0.747862779887699
"CD83","CD83","CD83_2",-0.645243594114095
"CD84","CD84","CD84_2",-0.584833819592387
"CD85","CD85","CD85_2",-0.65230395301057
"CD86","CD86","CD86_2",-0.603470266263125
"CD87","CD87","CD87_2",-0.684645561682997
"CD88","CD88","CD88_2",-0.590156053569706
"CD89","CD89","CD89_2",-0.491420119624088
"CD90","CD90","CD90_2",-0.80087703527838
"CD91","CD91","CD91_2",-0.687012967170531
"CD92","CD92","CD92_2",-0.765926401933171
"CD93","CD93","CD93_2",-0.640815894536238
"CD94","CD94","CD94_2",-0.660559529739259
"CD95","CD95","CD95_2",-0.649729383102101
"CD96","CD96","CD96_2",-0.693889159309833
"CD97","CD97","CD97_2",-0.699727124020195
"CD98","CD98","CD98_2",-0.718669491421959
"CD99","CD99","CD99_2",-0.64572175035026
"CE00","CE00","CE00_2",-0.554714876715359
"CE01","CE01","CE01_2",-0.572681946263103
"CE02","CE02","CE02_2",-0.602074182292956
"CE03","CE03","CE03_2",-0.633269168235268
"CE04","CE04","CE04_2",-0.635813795687376
"CE05","CE05","CE05_2",-0.596227745851794
"CE06","CE06","CE06_2",-0.575232538175992
"CE07","CE07","CE07_2",-0.552578858396628
"CE08","CE08","CE08_2",-0.477057964136598
"CE09","CE09","CE09_2",-0.385071393515597
"CE10","CE10","CE10_2",-0.639176533262904
"CE11","CE11","CE11_2",-0.677255242023287
"CE12","CE12","CE12_2",-0.683112223224125
"CE13","CE13","CE13_2",-0.702938761180247
"CE14","CE14","CE14_2",-0.749984906249838
"CE15","CE15","CE15_2",-0.706622507240674
"CE16","CE16","CE16_2",-0.699386721621183
"CE17","CE17","CE17_2",-0.650440988826801
"CE18","CE18","CE18_2",-0.537131733131005
"CE19","CE19","CE19_2",-0.49288558638481
"CE20","CE20","CE20_2",-0.724197517473487
"CE21","CE21","CE21_2",-0.770487943872836
"CE22","CE22","CE22_2",-0.830441077967127
"CE23","CE23","CE23_2",-0.797646106653519
"CE24","CE24","CE24_2",-0.81651058720982
"CE25","CE25","CE25_2",-0.810089019664731
"CE26","CE26","CE26_2",-0.773184688439714
"CE27","CE27","CE27_2",-0.686731911628716
"CE28","CE28","CE28_2",-0.682651456618721
"CE29","CE29","CE29_2",-0.69472728503675
"CE30","CE30","CE30_2",-0.807206182406974
"CE31","CE31","CE31_2",-0.805766461192111
"CE32","CE32","CE32_2",-0.866022955296148
"CE33","CE33","CE33_2",-0.899094748308832
"CE34","CE34","CE34_2",-0.93149327940479
"CE35","CE35","CE35_2",-0.881197942071442
"CE36","CE36","CE36_2",-0.884380896582146
"CE37","CE37","CE37_2",-0.816686580011918
"CE38","CE38","CE38_2",-0.817950920726931
"CE39","CE39","CE39_2",-0.798158126918356
"CE40","CE40","CE40_2",-0.900334574186038
"CE41","CE41","CE41_2",-0.887704290161343
"CE42","CE42","CE42_2",-0.961441572097838
"CE43","CE43","CE43_2",-0.999088906243826
"CE44","CE44","CE44_2",-1.03209057071583
"CE45","CE45","CE45_2",-0.95654035626542
"CE46","CE46","CE46_2",-0.925909685522536
"CE47","CE47","CE47_2",-0.864433887536198
"CE48","CE48","CE48_2",-0.851779438699917
"CE49","CE49","CE49_2",-0.724941470578669
"CE50","CE50","CE50_2",-1.00281325171571
"CE51","CE51","CE51_2",-0.972455816435756
"CE52","CE52","CE52_2",-0.983739355861554
"CE53","CE53","CE53_2",-1.07146160184091
"CE54","CE54","CE54_2",-0.993509725696497
"CE55","CE55","CE55_2",-0.992513236776332
"CE56","CE56","CE56_2",-0.908651427311534
"CE57","CE57","CE57_2",-0.858610105838982
"CE58","CE58","CE58_2",-0.787588782981978
"CE59","CE59","CE59_2",-0.720534434808747
"CE60","CE60","CE60_2",-0.956331254992802
"CE61","CE61","CE61_2",-0.964984377070759
"CE62","CE62","CE62_2",-0.94443330836416
"CE63","CE63","CE63_2",-1.10800275846276
"CE64","CE64","CE64_2",-0.789585338728339
"CE65","CE65","CE65_2",-0.85200054549723
"CE66","CE66","CE66_2",-0.878753094545849
"CE67","CE67","CE67_2",-0.860321797614911
"CE68","CE68","CE68_2",-0.819501689314655
"CE69","CE69","CE69_2",-0.795125850450901
"CE70","CE70","CE70_2",-0.993372420199145
"CE71","CE71","CE71_2",-1.07846660486616
"CE72","CE72","CE72_2",-0.865224324733092
"CE73","CE73","CE73_2",-0.984330783608534
"CE74","CE74","CE74_2",-0.776823785644122
"CE75","CE75","CE75_2",-0.824959888040216
"CE76","CE76","CE76_2",-0.945294025333426
"CE77","CE77","CE77_2",-0.834970009674071
"CE78","CE78","CE78_2",-0.730639532822332
"CE79","CE79","CE79_2",-0.739524165509915
"CE80","CE80","CE80_2",-0.791400097912444
"CE81","CE81","CE81_2",-0.808215317799008
"CE82","CE82","CE82_2",-0.723190133679603
"CE83","CE83","CE83_2",-0.982340716551032
"CE84","CE84","CE84_2",-0.885293276281243
"CE85","CE85","CE85_2",-0.82145990344684
"CE86","CE86","CE86_2",-0.802582419704708
"CE87","CE87","CE87_2",-0.781754091504417
"CE88","CE88","CE88_2",-0.799000449251932
"CE89","CE89","CE89_2",-0.755243335534192
"CE90","CE90","CE90_2",-0.753317461217607
"CE91","CE91","CE91_2",-0.791281096632193
"CE92","CE92","CE92_2",-0.622205864577631
"CE93","CE93","CE93_2",-0.752044174948933
"CE94","CE94","CE94_2",-0.976680780070175
"CE95","CE95","CE95_2",-1.02528800137467
"CE96","CE96","CE96_2",-0.872084876836542
"CE97","CE97","CE97_2",-0.886288818032071
"CE98","CE98","CE98_2",-0.873663186670853
"CE99","CE99","CE99_2",-0.875842435592534
"CF00","CF00","CF00_2",-0.348426168001904
"CF01","CF01","CF01_2",-0.496932039562242
"CF02","CF02","CF02_2",-0.52419633739956
"CF03","CF03","CF03_2",-0.515795705249909
"CF04","CF04","CF04_2",-0.532122957072962
"CF05","CF05","CF05_2",-0.492290020724533
"CF06","CF06","CF06_2",-0.530829266207693
"CF07","CF07","CF07_2",-0.523991394311806
"CF08","CF08","CF08_2",-0.569104928322493
"CF09","CF09","CF09_2",-0.532589555265314
"CF10","CF10","CF10_2",-0.425207365771347
"CF11","CF11","CF11_2",-0.502362632521969
"CF12","CF12","CF12_2",-0.570384198711068
"CF13","CF13","CF13_2",-0.59533960558862
"CF14","CF14","CF14_2",-0.576339764821944
"CF15","CF15","CF15_2",-0.600570382716174
"CF16","CF16","CF16_2",-0.628183916481396
"CF17","CF17","CF17_2",-0.634857776339864
"CF18","CF18","CF18_2",-0.603354760867432
"CF19","CF19","CF19_2",-0.659233114931132
"CF20","CF20","CF20_2",-0.419413889495308
"CF21","CF21","CF21_2",-0.486802351039037
"CF22","CF22","CF22_2",-0.581016992288789
"CF23","CF23","CF23_2",-0.648299281660778
"CF24","CF24","CF24_2",-0.669198745118734
"CF25","CF25","CF25_2",-0.738735441329953
"CF26","CF26","CF26_2",-0.725410570294684
"CF27","CF27","CF27_2",-0.770230833477233
"CF28","CF28","CF28_2",-0.747169013074815
"CF29","CF29","CF29_2",-0.705501546401894
"CF30","CF30","CF30_2",-0.445356941119034
"CF31","CF31","CF31_2",-0.534764651996924
"CF32","CF32","CF32_2",-0.575378781974523
"CF33","CF33","CF33_2",-0.504549964729705
"CF34","CF34","CF34_2",-0.659544529638261
"CF35","CF35","CF35_2",-0.834556753303569
"CF36","CF36","CF36_2",-0.799676905066965
"CF37","CF37","CF37_2",-0.854046119759803
"CF38","CF38","CF38_2",-0.882122252909504
"CF39","CF39","CF39_2",-0.796638166072194
"CF40","CF40","CF40_2",-0.403325963325741
"CF41","CF41","CF41_2",-0.535372227212851
"CF42","CF42","CF42_2",-0.576202755732568
"CF43","CF43","CF43_2",-0.575652804433811
"CF44","CF44","CF44_2",-0.655456042843682
"CF45","CF45","CF45_2",-0.74754658293084
"CF46","CF46","CF46_2",-0.781343085282796
"CF47","CF47","CF47_2",-0.886965807533982
"CF48","CF48","CF48_2",-0.992738376347101
"CF49","CF49","CF49_2",-0.905797741113836
"CF50","CF50","CF50_2",-0.361127032845097
"CF51","CF51","CF51_2",-0.405611842544982
"CF52","CF52","CF52_2",-0.515395058372766
"CF53","CF53","CF53_2",-0.613567544980599
"CF54","CF54","CF54_2",-0.480712430806207
"CF55","CF55","CF55_2",-0.738125029223829
"CF56","CF56","CF56_2",-0.835239642665874
"CF57","CF57","CF57_2",-0.828492156631568
"CF58","CF58","CF58_2",-0.846381317372072
"CF59","CF59","CF59_2",-0.957824866376437
"CF60","CF60","CF60_2",-0.296099183352369
"CF61","CF61","CF61_2",-0.434902374479714
"CF62","CF62","CF62_2",-0.506091582003106
"CF63","CF63","CF63_2",-0.578433973151316
"CF64","CF64","CF64_2",-0.438592144959159
"CF65","CF65","CF65_2",-0.657789801932727
"CF66","CF66","CF66_2",-0.758848366284908
"CF67","CF67","CF67_2",-0.72574575319612
"CF68","CF68","CF68_2",-0.731624112631729
"CF69","CF69","CF69_2",-0.909341669331298
"CF70","CF70","CF70_2",-0.120205625197858
"CF71","CF71","CF71_2",-0.279867064609848
"CF72","CF72","CF72_2",-0.393952019393718
"CF73","CF73","CF73_2",-0.456644030187718
"CF74","CF74","CF74_2",-0.372545750302164
"CF75","CF75","CF75_2",-0.653339338671571
"CF76","CF76","CF76_2",-0.711769857710148
"CF77","CF77","CF77_2",-0.645381686209067
"CF78","CF78","CF78_2",-0.64537935326264
"CF79","CF79","CF79_2",-0.755075736277781
"CF80","CF80","CF80_2",-0.0791524288059341
"CF81","CF81","CF81_2",-0.16125337901698
"CF82","CF82","CF82_2",-0.163543607754707
"CF83","CF83","CF83_2",-0.281615789923129
"CF84","CF84","CF84_2",-0.24527221676955
"CF85","CF85","CF85_2",-0.540295098762782
"CF86","CF86","CF86_2",-0.578542850297455
"CF87","CF87","CF87_2",-0.542725237325147
"CF88","CF88","CF88_2",-0.575356397208369
"CF89","CF89","CF89_2",-0.726476526450475
"CF90","CF90","CF90_2",-0.0313117993134319
"CF91","CF91","CF91_2",-0.0407318304599921
"CF92","CF92","CF92_2",-0.130926215483517
"CF93","CF93","CF93_2",-0.108096786158467
"CF94","CF94","CF94_2",-0.326646228798805
"CF95","CF95","CF95_2",-0.395275798498202
"CF96","CF96","CF96_2",-0.48163884180448
"CF97","CF97","CF97_2",-0.4552531908928
"CF98","CF98","CF98_2",-0.428148289538839
"CF99","CF99","CF99_2",-0.515934261249556
"CG00","CG00","CG00_2",-0.180019107767502
"CG01","CG01","CG01_2",-0.185317649614686
"CG02","CG02","CG02_2",-0.264656842495781
"CG03","CG03","CG03_2",-0.240798375157219
"CG04","CG04","CG04_2",-0.168586620143635
"CG05","CG05","CG05_2",-0.23412738543315
"CG06","CG06","CG06_2",-0.334046597940244
"CG07","CG07","CG07_2",-0.258386790758383
"CG08","CG08","CG08_2",-0.277194384843706
"CG09","CG09","CG09_2",-0.351456757527778
"CG10","CG10","CG10_2",-0.273985358488613
"CG11","CG11","CG11_2",-0.352358260918705
"CG12","CG12","CG12_2",-0.400025246836115
"CG13","CG13","CG13_2",-0.300346080800974
"CG14","CG14","CG14_2",-0.28308633458046
"CG15","CG15","CG15_2",-0.311237884174318
"CG16","CG16","CG16_2",-0.406036184306822
"CG17","CG17","CG17_2",-0.365982424764185
"CG18","CG18","CG18_2",-0.327683547670631
"CG19","CG19","CG19_2",-0.38339936667507
"CG20","CG20","CG20_2",-0.363154730379477
"CG21","CG21","CG21_2",-0.511143885984061
"CG22","CG22","CG22_2",-0.454428267049095
"CG23","CG23","CG23_2",-0.345675109494088
"CG24","CG24","CG24_2",-0.378503940535933
"CG25","CG25","CG25_2",-0.322077218868661
"CG26","CG26","CG26_2",-0.361617427630206
"CG27","CG27","CG27_2",-0.41292788704543
"CG28","CG28","CG28_2",-0.333686775318771
"CG29","CG29","CG29_2",-0.328278922208081
"CG30","CG30","CG30_2",-0.40829486823464
"CG31","CG31","CG31_2",-0.458452523396237
"CG32","CG32","CG32_2",-0.431698311007693
"CG33","CG33","CG33_2",-0.38180883805796
"CG34","CG34","CG34_2",-0.394926845602755
"CG35","CG35","CG35_2",-0.352779073728177
"CG36","CG36","CG36_2",-0.37906099972194
"CG37","CG37","CG37_2",-0.388107319514169
"CG38","CG38","CG38_2",-0.357504548118313
"CG39","CG39","CG39_2",-0.374833987585321
"CG40","CG40","CG40_2",-0.461989711534329
"CG41","CG41","CG41_2",-0.466241678814278
"CG42","CG42","CG42_2",-0.450269421254183
"CG43","CG43","CG43_2",-0.426852843131505
"CG44","CG44","CG44_2",-0.373961264645698
"CG45","CG45","CG45_2",-0.419731707848755
"CG46","CG46","CG46_2",-0.409180167788536
"CG47","CG47","CG47_2",-0.384907322145924
"CG48","CG48","CG48_2",-0.393161680044873
"CG49","CG49","CG49_2",-0.464173334622784
"CG50","CG50","CG50_2",-0.445287209498314
"CG51","CG51","CG51_2",-0.426467729549454
"CG52","CG52","CG52_2",-0.430965687848729
"CG53","CG53","CG53_2",-0.320685381537376
"CG54","CG54","CG54_2",-0.273157255631926
"CG55","CG55","CG55_2",-0.432076883839205
"CG56","CG56","CG56_2",-0.3675380824285
"CG57","CG57","CG57_2",-0.382327478565822
"CG58","CG58","CG58_2",-0.408506527037499
"CG59","CG59","CG59_2",-0.388367355109442
"CG60","CG60","CG60_2",-0.34277990598886
"CG61","CG61","CG61_2",-0.250997741909397
"CG62","CG62","CG62_2",-0.195527154606268
"CG63","CG63","CG63_2",-0.323776453173554
"CG64","CG64","CG64_2",-0.243484003335349
"CG65","CG65","CG65_2",-0.276887351152514
"CG66","CG66","CG66_2",-0.238892945586923
"CG67","CG67","CG67_2",-0.276444986884975
"CG68","CG68","CG68_2",-0.350234247249745
"CG69","CG69","CG69_2",-0.24579519267978
"CG71","CG71","CG71_2",-0.146885340694966
"CG73","CG73","CG73_2",-0.184349534517004
"CG74","CG74","CG74_2",-0.179401172067221
"CG75","CG75","CG75_2",-0.149094386244189
"CG76","CG76","CG76_2",-0.17261260294143
"CG77","CG77","CG77_2",-0.106440490087529
"CG78","CG78","CG78_2",-0.197727643324446
"CG79","CG79","CG79_2",-0.155310806230748
"CG80","CG80","CG80_2",-0.124454389236466
"CG83","CG83","CG83_2",-0.0695741926092092
"CG84","CG84","CG84_2",-0.0795319878495413
"CG85","CG85","CG85_2",-0.0368385447574445
"CG86","CG86","CG86_2",-0.0350928224622045
"CG88","CG88","CG88_2",-0.00269096800600188
"CG89","CG89","CG89_2",-0.0344086995938728
"CG90","CG90","CG90_2",-0.0872149034676997
"CG94","CG94","CG94_2",0.0345048026656418
"CG95","CG95","CG95_2",0.0570290479546696
"CG98","CG98","CG98_2",0.0595170852528849
"CG99","CG99","CG99_2",0.033470267205737
"CH06","CH06","CH06_2",-0.165558687015571
"CH07","CH07","CH07_2",-0.164036309031182
"CH08","CH08","CH08_2",-0.165318375737854
"CH09","CH09","CH09_2",-0.173428286312816
"CH16","CH16","CH16_2",-0.261079140135737
"CH17","CH17","CH17_2",-0.238131645831303
"CH18","CH18","CH18_2",-0.248828975450514
"CH19","CH19","CH19_2",-0.264245069384263
"CH25","CH25","CH25_2",-0.403585298997234
"CH26","CH26","CH26_2",-0.337685036162995
"CH27","CH27","CH27_2",-0.318665612317206
"CH28","CH28","CH28_2",-0.311723553844308
"CH29","CH29","CH29_2",-0.332950399175642
"CH34","CH34","CH34_2",-0.444507265949474
"CH35","CH35","CH35_2",-0.446084234702721
"CH36","CH36","CH36_2",-0.401138832397599
"CH37","CH37","CH37_2",-0.378028229373681
"CH38","CH38","CH38_2",-0.386122369105846
"CH39","CH39","CH39_2",-0.398620223630359
"CH45","CH45","CH45_2",-0.513020446897876
"CH46","CH46","CH46_2",-0.462839798739217
"CH47","CH47","CH47_2",-0.426904347945457
"CH48","CH48","CH48_2",-0.449614357396254
"CH49","CH49","CH49_2",-0.51304905901573
"CH55","CH55","CH55_2",-0.487689650154097
"CH56","CH56","CH56_2",-0.508647518809298
"CH57","CH57","CH57_2",-0.492544160973791
"CH58","CH58","CH58_2",-0.469195939115656
"CH59","CH59","CH59_2",-0.383082110029461
"CH65","CH65","CH65_2",-0.358496110406305
"CH66","CH66","CH66_2",-0.454581731406405
"CH67","CH67","CH67_2",-0.499713361583178
"CH68","CH68","CH68_2",-0.476935451803132
"CH69","CH69","CH69_2",-0.324890659305276
"CH76","CH76","CH76_2",-0.28365720692714
"CH77","CH77","CH77_2",-0.36007483576898
"CH78","CH78","CH78_2",-0.416109760616871
"CH79","CH79","CH79_2",-0.283790008070278
"CH85","CH85","CH85_2",-0.253116598196969
"CH86","CH86","CH86_2",-0.255514248255053
"CH87","CH87","CH87_2",-0.27781091705677
"CH88","CH88","CH88_2",-0.280975001654166
"CH89","CH89","CH89_2",-0.143547432373361
"CH95","CH95","CH95_2",-0.199796679551377
"CH96","CH96","CH96_2",-0.214906240132455
"CH97","CH97","CH97_2",-0.24618067840405
"CH98","CH98","CH98_2",-0.14711340167701
"CH99","CH99","CH99_2",-0.103373666298637
"DA80","DA80","DA80_2",0.289693120845924
"DA90","DA90","DA90_2",0.283911696002823
"DB00","DB00","DB00_2",0.1262224969899
"DB01","DB01","DB01_2",0.204209490091811
"DB02","DB02","DB02_2",0.231089651660904
"DB03","DB03","DB03_2",0.210253388520144
"DB04","DB04","DB04_2",0.244258206554451
"DB05","DB05","DB05_2",0.303203522576316
"DB10","DB10","DB10_2",0.10651763902156
"DB11","DB11","DB11_2",0.148784843942234
"DB12","DB12","DB12_2",0.200800179588023
"DB13","DB13","DB13_2",0.1986104804756
"DB14","DB14","DB14_2",0.191765928868626
"DB15","DB15","DB15_2",0.183241698375049
"DB16","DB16","DB16_2",0.267572585035351
"DB20","DB20","DB20_2",0.0478316706734617
"DB21","DB21","DB21_2",0.0936521764912566
"DB22","DB22","DB22_2",0.158394155039426
"DB23","DB23","DB23_2",0.18994327774006
"DB24","DB24","DB24_2",0.156130017663367
"DB25","DB25","DB25_2",0.135334455413683
"DB26","DB26","DB26_2",0.283154034635946
"DB30","DB30","DB30_2",-0.076907014918668
"DB31","DB31","DB31_2",-0.0311705794085541
"DB32","DB32","DB32_2",0.079256206813092
"DB33","DB33","DB33_2",0.166740120646499
"DB34","DB34","DB34_2",0.0554770039103599
"DB35","DB35","DB35_2",0.205992509960819
"DB36","DB36","DB36_2",0.313321813861509
"DB40","DB40","DB40_2",-0.0957751717202173
"DB41","DB41","DB41_2",0.0354288965948286
"DB42","DB42","DB42_2",-0.0175763269465483
"DB43","DB43","DB43_2",0.161620754922578
"DB44","DB44","DB44_2",0.183703220122897
"DB45","DB45","DB45_2",0.23892445012287
"DB46","DB46","DB46_2",0.290277938878804
"DB47","DB47","DB47_2",0.334586584413435
"DB50","DB50","DB50_2",0.102069281957262
"DB51","DB51","DB51_2",0.0417602896079962
"DB52","DB52","DB52_2",0.003607072272519
"DB53","DB53","DB53_2",-0.0185398594891031
"DB54","DB54","DB54_2",0.119422654105787
"DB55","DB55","DB55_2",0.239455892163333
"DB56","DB56","DB56_2",0.280299742445861
"DB57","DB57","DB57_2",0.291124340263373
"DB60","DB60","DB60_2",0.120386905305198
"DB61","DB61","DB61_2",0.0500406312721141
"DB62","DB62","DB62_2",0.0128995716504763
"DB63","DB63","DB63_2",0.0960218220641436
"DB64","DB64","DB64_2",0.228325412600752
"DB65","DB65","DB65_2",0.304737045106998
"DB66","DB66","DB66_2",0.308323893199698
"DB67","DB67","DB67_2",0.276797575348431
"DB68","DB68","DB68_2",0.284504867469736
"DB70","DB70","DB70_2",0.219826843508048
"DB71","DB71","DB71_2",0.136430576436351
"DB72","DB72","DB72_2",0.0307462363275707
"DB73","DB73","DB73_2",0.100098555746697
"DB74","DB74","DB74_2",0.325010813516016
"DB75","DB75","DB75_2",0.348730299941825
"DB76","DB76","DB76_2",0.33816986996712
"DB77","DB77","DB77_2",0.323984850915747
"DB78","DB78","DB78_2",0.286446008358532
"DB79","DB79","DB79_2",0.288334854692886
"DB80","DB80","DB80_2",0.287580453343717
"DB81","DB81","DB81_2",0.285984814612141
"DB82","DB82","DB82_2",0.214071311458063
"DB83","DB83","DB83_2",0.298313691636772
"DB84","DB84","DB84_2",0.354894729179343
"DB89","DB89","DB89_2",0.284824284400694
"DB94","DB94","DB94_2",0.34999825376744
"DB99","DB99","DB99_2",0.305799173088553
"DC00","DC00","DC00_2",-0.459757159892061
"DC01","DC01","DC01_2",-0.339655709317655
"DC02","DC02","DC02_2",-0.331129260080981
"DC03","DC03","DC03_2",-0.200905330257468
"DC04","DC04","DC04_2",-0.0806252912493666
"DC05","DC05","DC05_2",0.0192992270806893
"DC06","DC06","DC06_2",0.0339130513249729
"DC07","DC07","DC07_2",0.0885676333138546
"DC08","DC08","DC08_2",0.133140524204402
"DC09","DC09","DC09_2",0.147941611400252
"DC10","DC10","DC10_2",-0.497695755758801
"DC11","DC11","DC11_2",-0.372817939382805
"DC12","DC12","DC12_2",-0.392332510791589
"DC13","DC13","DC13_2",-0.251319646621105
"DC14","DC14","DC14_2",-0.139503797895617
"DC15","DC15","DC15_2",-0.0223874185169225
"DC16","DC16","DC16_2",0.0165823277254076
"DC17","DC17","DC17_2",0.0511635533519855
"DC18","DC18","DC18_2",0.10824443648866
"DC19","DC19","DC19_2",0.0931961893262832
"DC20","DC20","DC20_2",-0.353883934930281
"DC21","DC21","DC21_2",-0.306158537502344
"DC22","DC22","DC22_2",-0.315208146783602
"DC23","DC23","DC23_2",-0.188846036202987
"DC24","DC24","DC24_2",-0.0618763498347417
"DC25","DC25","DC25_2",0.0187696572245214
"DC26","DC26","DC26_2",-0.103788221794084
"DC27","DC27","DC27_2",0.0310775052887753
"DC28","DC28","DC28_2",0.0657713735718601
"DC29","DC29","DC29_2",0.0275428754427604
"DC30","DC30","DC30_2",-0.319698659762749
"DC31","DC31","DC31_2",-0.228989398979134
"DC32","DC32","DC32_2",-0.126512510127309
"DC33","DC33","DC33_2",-0.117006904365404
"DC34","DC34","DC34_2",0.00635841617325306
"DC35","DC35","DC35_2",-0.0162829038189125
"DC36","DC36","DC36_2",0.0431375135825467
"DC37","DC37","DC37_2",0.0395220765108741
"DC38","DC38","DC38_2",0.0391034222313996
"DC39","DC39","DC39_2",-0.00928018760074889
"DC40","DC40","DC40_2",-0.165067994995395
"DC41","DC41","DC41_2",-0.106828543743589
"DC42","DC42","DC42_2",-0.0630017540693693
"DC43","DC43","DC43_2",-0.00348747270840366
"DC44","DC44","DC44_2",0.0181137661196564
"DC45","DC45","DC45_2",-0.0034529504478702
"DC46","DC46","DC46_2",0.056779984992053
"DC47","DC47","DC47_2",0.000792034456472357
"DC48","DC48","DC48_2",-0.0722801507663385
"DC49","DC49","DC49_2",-0.107871004582676
"DC50","DC50","DC50_2",-0.135515320953355
"DC51","DC51","DC51_2",-0.0722714442636606
"DC52","DC52","DC52_2",-0.0252739232170168
"DC53","DC53","DC53_2",0.0208240937929327
"DC54","DC54","DC54_2",0.0321637333437246
"DC55","DC55","DC55_2",0.05797199170897
"DC56","DC56","DC56_2",0.114052981372828
"DC57","DC57","DC57_2",-0.0290152053780147
"DC58","DC58","DC58_2",-0.0399336974520974
"DC59","DC59","DC59_2",0.135832459534203
"DC63","DC63","DC63_2",0.0545468634953541
"DC64","DC64","DC64_2",0.0817114706784959
"DC65","DC65","DC65_2",0.139632500443358
"DC66","DC66","DC66_2",0.167537184838254
"DC67","DC67","DC67_2",0.138209543140601
"DC68","DC68","DC68_2",0.190169360964914
"DC69","DC69","DC69_2",0.189436912600305
"DC76","DC76","DC76_2",0.242067664362141
"DC77","DC77","DC77_2",0.244590089989236
"DC78","DC78","DC78_2",0.19983879961775
"DC79","DC79","DC79_2",0.121153962407665
"DC88","DC88","DC88_2",0.280779893489558
"DC89","DC89","DC89_2",0.249119942845983
"DD00","DD00","DD00_2",-0.759708849334847
"DD01","DD01","DD01_2",-0.705728085641315
"DD02","DD02","DD02_2",-0.648912874721527
"DD03","DD03","DD03_2",-0.634037902249452
"DD04","DD04","DD04_2",-0.64441705831724
"DD05","DD05","DD05_2",-0.644643060061269
"DD06","DD06","DD06_2",-0.746732732540853
"DD07","DD07","DD07_2",-0.748418674679889
"DD08","DD08","DD08_2",-0.727578508961999
"DD09","DD09","DD09_2",-0.712891782261077
"DD10","DD10","DD10_2",-0.670357417521031
"DD11","DD11","DD11_2",-0.634121618650199
"DD12","DD12","DD12_2",-0.674617592133442
"DD13","DD13","DD13_2",-0.691119122978894
"DD14","DD14","DD14_2",-0.679091371132616
"DD15","DD15","DD15_2",-0.641917712583274
"DD16","DD16","DD16_2",-0.624389959811475
"DD17","DD17","DD17_2",-0.591621780860687
"DD18","DD18","DD18_2",-0.546439174282201
"DD19","DD19","DD19_2",-0.569223269069605
"DD20","DD20","DD20_2",-0.743845257666441
"DD21","DD21","DD21_2",-0.592281841040249
"DD22","DD22","DD22_2",-0.693086515084394
"DD23","DD23","DD23_2",-0.691759359593213
"DD24","DD24","DD24_2",-0.698721840830441
"DD25","DD25","DD25_2",-0.728681331044395
"DD26","DD26","DD26_2",-0.456886746284748
"DD27","DD27","DD27_2",-0.502764075174443
"DD28","DD28","DD28_2",-0.499841092859311
"DD29","DD29","DD29_2",-0.456200699637394
"DD30","DD30","DD30_2",-0.619610004203228
"DD31","DD31","DD31_2",-0.523484995484639
"DD32","DD32","DD32_2",-0.644764163504596
"DD33","DD33","DD33_2",-0.743147539898413
"DD34","DD34","DD34_2",-0.623054952720326
"DD35","DD35","DD35_2",-0.521354991749595
"DD36","DD36","DD36_2",-0.463101753246827
"DD37","DD37","DD37_2",-0.412516292692047
"DD38","DD38","DD38_2",-0.37086770580671
"DD39","DD39","DD39_2",-0.379590476927175
"DD40","DD40","DD40_2",-0.559188534311742
"DD41","DD41","DD41_2",-0.494547761390502
"DD42","DD42","DD42_2",-0.542364211029545
