"","kvadratkod","survey","tmean_year"
"CD54","CD54","CD54_2",7.88126836169967
"CD55","CD55","CD55_2",7.84092914011455
"CD56","CD56","CD56_2",7.87147996548865
"CD57","CD57","CD57_2",7.87202431846051
"CD58","CD58","CD58_2",7.89477981327243
"CD59","CD59","CD59_2",7.86422763143611
"CD60","CD60","CD60_2",7.74209405064586
"CD61","CD61","CD61_2",7.71934638607702
"CD62","CD62","CD62_2",7.74879719404631
"CD63","CD63","CD63_2",7.8705412270889
"CD64","CD64","CD64_2",7.83848525320272
"CD65","CD65","CD65_2",7.79239018219157
"CD66","CD66","CD66_2",7.84307343975756
"CD67","CD67","CD67_2",7.83805135213237
"CD68","CD68","CD68_2",7.86212319079833
"CD69","CD69","CD69_2",7.843696091685
"CD70","CD70","CD70_2",7.69395524006709
"CD71","CD71","CD71_2",7.79365756474325
"CD72","CD72","CD72_2",7.72809810801272
"CD73","CD73","CD73_2",7.83424061879057
"CD74","CD74","CD74_2",7.8212265625789
"CD75","CD75","CD75_2",7.76475919251
"CD76","CD76","CD76_2",7.81844875887909
"CD77","CD77","CD77_2",7.77345235694776
"CD78","CD78","CD78_2",7.81642340337465
"CD79","CD79","CD79_2",7.82972671241588
"CD80","CD80","CD80_2",7.61825185401908
"CD81","CD81","CD81_2",7.83881428260804
"CD82","CD82","CD82_2",7.72961776702799
"CD83","CD83","CD83_2",7.81538618089092
"CD84","CD84","CD84_2",7.85694386749123
"CD85","CD85","CD85_2",7.75043539589454
"CD86","CD86","CD86_2",7.765146092342
"CD87","CD87","CD87_2",7.63944706236531
"CD88","CD88","CD88_2",7.71323156555642
"CD89","CD89","CD89_2",7.77399469765869
"CD90","CD90","CD90_2",7.71012699331446
"CD91","CD91","CD91_2",7.81762221382718
"CD92","CD92","CD92_2",7.72601312702918
"CD93","CD93","CD93_2",7.83590838889096
"CD94","CD94","CD94_2",7.7871599083907
"CD95","CD95","CD95_2",7.76768205650475
"CD96","CD96","CD96_2",7.68815094014221
"CD97","CD97","CD97_2",7.64091778224535
"CD98","CD98","CD98_2",7.59346466176248
"CD99","CD99","CD99_2",7.63275504527972
"CE00","CE00","CE00_2",7.85820814303094
"CE01","CE01","CE01_2",7.85212487985208
"CE02","CE02","CE02_2",7.8112338284886
"CE03","CE03","CE03_2",7.76026811758455
"CE04","CE04","CE04_2",7.75342546500055
"CE05","CE05","CE05_2",7.79105091337151
"CE06","CE06","CE06_2",7.78318147923457
"CE07","CE07","CE07_2",7.77862535645876
"CE08","CE08","CE08_2",7.82212730983085
"CE09","CE09","CE09_2",7.88915775318277
"CE10","CE10","CE10_2",7.80399464132274
"CE11","CE11","CE11_2",7.7745556294029
"CE12","CE12","CE12_2",7.75871864530627
"CE13","CE13","CE13_2",7.71834994629577
"CE14","CE14","CE14_2",7.67002837707234
"CE15","CE15","CE15_2",7.7126621652596
"CE16","CE16","CE16_2",7.70479734587259
"CE17","CE17","CE17_2",7.73091721856443
"CE18","CE18","CE18_2",7.81675995573267
"CE19","CE19","CE19_2",7.82529078976199
"CE20","CE20","CE20_2",7.74195563592628
"CE21","CE21","CE21_2",7.70612896572213
"CE22","CE22","CE22_2",7.6334597957266
"CE23","CE23","CE23_2",7.65174001423221
"CE24","CE24","CE24_2",7.64278075220638
"CE25","CE25","CE25_2",7.64493952619421
"CE26","CE26","CE26_2",7.672647908198
"CE27","CE27","CE27_2",7.72719409662657
"CE28","CE28","CE28_2",7.71259887427958
"CE29","CE29","CE29_2",7.67544738243058
"CE30","CE30","CE30_2",7.67450592876335
"CE31","CE31","CE31_2",7.67394371640255
"CE32","CE32","CE32_2",7.60657559193427
"CE33","CE33","CE33_2",7.57443439157351
"CE34","CE34","CE34_2",7.54753893936186
"CE35","CE35","CE35_2",7.59494187614248
"CE36","CE36","CE36_2",7.58133177719479
"CE37","CE37","CE37_2",7.63018545290488
"CE38","CE38","CE38_2",7.6169038076734
"CE39","CE39","CE39_2",7.60802738709091
"CE40","CE40","CE40_2",7.57653072398611
"CE41","CE41","CE41_2",7.58884848227973
"CE42","CE42","CE42_2",7.52523932631991
"CE43","CE43","CE43_2",7.49243194981575
"CE44","CE44","CE44_2",7.468572750012
"CE45","CE45","CE45_2",7.54221584343105
"CE46","CE46","CE46_2",7.55841822733872
"CE47","CE47","CE47_2",7.61853120427824
"CE48","CE48","CE48_2",7.61952201658923
"CE49","CE49","CE49_2",7.72061532204002
"CE50","CE50","CE50_2",7.45841193323531
"CE51","CE51","CE51_2",7.50539059784343
"CE52","CE52","CE52_2",7.50579673958262
"CE53","CE53","CE53_2",7.42616260434504
"CE54","CE54","CE54_2",7.51824402488788
"CE55","CE55","CE55_2",7.51854496823747
"CE56","CE56","CE56_2",7.59780173729295
"CE57","CE57","CE57_2",7.64716852221121
"CE58","CE58","CE58_2",7.712345170606
"CE59","CE59","CE59_2",7.76760031512508
"CE60","CE60","CE60_2",7.49696539768894
"CE61","CE61","CE61_2",7.51036939491796
"CE62","CE62","CE62_2",7.5479227453334
"CE63","CE63","CE63_2",7.39083493538664
"CE64","CE64","CE64_2",7.72365330223458
"CE65","CE65","CE65_2",7.67445041404443
"CE66","CE66","CE66_2",7.65032115757353
"CE67","CE67","CE67_2",7.66792006546935
"CE68","CE68","CE68_2",7.70159482735876
"CE69","CE69","CE69_2",7.71088323125016
"CE70","CE70","CE70_2",7.45407168655128
"CE71","CE71","CE71_2",7.40189244343741
"CE72","CE72","CE72_2",7.63069375108845
"CE73","CE73","CE73_2",7.5058632665804
"CE74","CE74","CE74_2",7.74129294258156
"CE75","CE75","CE75_2",7.70557827348162
"CE76","CE76","CE76_2",7.596175392034
"CE77","CE77","CE77_2",7.71031026888718
"CE78","CE78","CE78_2",7.81909620052892
"CE79","CE79","CE79_2",7.77834109125893
"CE80","CE80","CE80_2",7.64802439326605
"CE81","CE81","CE81_2",7.65218593778544
"CE82","CE82","CE82_2",7.76811059330208
"CE83","CE83","CE83_2",7.5064106292577
"CE84","CE84","CE84_2",7.62608883891725
"CE85","CE85","CE85_2",7.7130735399519
"CE86","CE86","CE86_2",7.74173671423614
"CE87","CE87","CE87_2",7.77021998591703
"CE88","CE88","CE88_2",7.75016293161635
"CE89","CE89","CE89_2",7.76960369085041
"CE90","CE90","CE90_2",7.6602038176175
"CE91","CE91","CE91_2",7.65256318839984
"CE92","CE92","CE92_2",7.85217065540838
"CE93","CE93","CE93_2",7.73766764844328
"CE94","CE94","CE94_2",7.52806949884883
"CE95","CE95","CE95_2",7.49993212973828
"CE96","CE96","CE96_2",7.67041397805978
"CE97","CE97","CE97_2",7.65684997994852
"CE98","CE98","CE98_2",7.6605145330947
"CE99","CE99","CE99_2",7.65197884052193
"CF00","CF00","CF00_2",7.98421128918934
"CF01","CF01","CF01_2",7.84568566345263
"CF02","CF02","CF02_2",7.8272800186756
"CF03","CF03","CF03_2",7.84992211331889
"CF04","CF04","CF04_2",7.84374750614031
"CF05","CF05","CF05_2",7.8837685641692
"CF06","CF06","CF06_2",7.85823659268084
"CF07","CF07","CF07_2",7.8679895294285
"CF08","CF08","CF08_2",7.83217483437323
"CF09","CF09","CF09_2",7.86614436785776
"CF10","CF10","CF10_2",7.94336867761155
"CF11","CF11","CF11_2",7.86871542721343
"CF12","CF12","CF12_2",7.8165793962161
"CF13","CF13","CF13_2",7.7936207180186
"CF14","CF14","CF14_2",7.82346287564208
"CF15","CF15","CF15_2",7.79917589831414
"CF16","CF16","CF16_2",7.78564619509134
"CF17","CF17","CF17_2",7.77891907446939
"CF18","CF18","CF18_2",7.8162933226203
"CF19","CF19","CF19_2",7.76622228567843
"CF20","CF20","CF20_2",7.97150070327813
"CF21","CF21","CF21_2",7.91263551817381
"CF22","CF22","CF22_2",7.81960786883567
"CF23","CF23","CF23_2",7.76561229077726
"CF24","CF24","CF24_2",7.74509768530234
"CF25","CF25","CF25_2",7.66955759806536
"CF26","CF26","CF26_2",7.69507407371901
"CF27","CF27","CF27_2",7.65790952422788
"CF28","CF28","CF28_2",7.68637897237801
"CF29","CF29","CF29_2",7.74609787092355
"CF30","CF30","CF30_2",7.95238631878039
"CF31","CF31","CF31_2",7.86735112222423
"CF32","CF32","CF32_2",7.82591287007602
"CF33","CF33","CF33_2",7.90741230928875
"CF34","CF34","CF34_2",7.74526434119213
"CF35","CF35","CF35_2",7.57640501641071
"CF36","CF36","CF36_2",7.63231914431537
"CF37","CF37","CF37_2",7.57979243081174
"CF38","CF38","CF38_2",7.56214898047051
"CF39","CF39","CF39_2",7.66337075804799
"CF40","CF40","CF40_2",7.98679614917085
"CF41","CF41","CF41_2",7.84989381128871
"CF42","CF42","CF42_2",7.80526655082514
"CF43","CF43","CF43_2",7.80920751954124
"CF44","CF44","CF44_2",7.74806187029599
"CF45","CF45","CF45_2",7.66198685509666
"CF46","CF46","CF46_2",7.64003829236977
"CF47","CF47","CF47_2",7.5454152031076
"CF48","CF48","CF48_2",7.45192993175042
"CF49","CF49","CF49_2",7.56092039198206
"CF50","CF50","CF50_2",8.00933597510078
"CF51","CF51","CF51_2",7.9576123520288
"CF52","CF52","CF52_2",7.83838276788123
"CF53","CF53","CF53_2",7.75504105068953
"CF54","CF54","CF54_2",7.89881257780024
"CF55","CF55","CF55_2",7.64643076784249
"CF56","CF56","CF56_2",7.57377178464564
"CF57","CF57","CF57_2",7.59413655273064
"CF58","CF58","CF58_2",7.59892525309092
"CF59","CF59","CF59_2",7.4920614368255
"CF60","CF60","CF60_2",8.04637270889942
"CF61","CF61","CF61_2",7.89552128841902
"CF62","CF62","CF62_2",7.8227086850264
"CF63","CF63","CF63_2",7.75696239079895
"CF64","CF64","CF64_2",7.92840995141406
"CF65","CF65","CF65_2",7.71790509415471
"CF66","CF66","CF66_2",7.62995291649905
"CF67","CF67","CF67_2",7.68071441122141
"CF68","CF68","CF68_2",7.69422018089452
"CF69","CF69","CF69_2",7.5325762727666
"CF70","CF70","CF70_2",8.1806433916421
"CF71","CF71","CF71_2",8.02259425303262
"CF72","CF72","CF72_2",7.90869197873522
"CF73","CF73","CF73_2",7.84686622729272
"CF74","CF74","CF74_2",7.94481829280531
"CF75","CF75","CF75_2",7.69132126834752
"CF76","CF76","CF76_2",7.64755222651636
"CF77","CF77","CF77_2",7.73395115439166
"CF78","CF78","CF78_2",7.76095868155475
"CF79","CF79","CF79_2",7.66943234577776
"CF80","CF80","CF80_2",8.18712127158918
"CF81","CF81","CF81_2",8.10884094294703
"CF82","CF82","CF82_2",8.11237907772511
"CF83","CF83","CF83_2",7.99516694244281
"CF84","CF84","CF84_2",8.05039227817849
"CF85","CF85","CF85_2",7.77736545163003
"CF86","CF86","CF86_2",7.75726203912462
"CF87","CF87","CF87_2",7.82166424678878
"CF88","CF88","CF88_2",7.81346735402618
"CF89","CF89","CF89_2",7.66951563208386
"CF90","CF90","CF90_2",8.20193167230084
"CF91","CF91","CF91_2",8.19802185949084
"CF92","CF92","CF92_2",8.1128899720211
"CF93","CF93","CF93_2",8.14407067040556
"CF94","CF94","CF94_2",7.93363252272231
"CF95","CF95","CF95_2",7.8877672890771
"CF96","CF96","CF96_2",7.82584087573215
"CF97","CF97","CF97_2",7.88469585001268
"CF98","CF98","CF98_2",7.94059492966395
"CF99","CF99","CF99_2",7.87376820182745
"CG00","CG00","CG00_2",8.28314286988681
"CG01","CG01","CG01_2",8.24516900158557
"CG02","CG02","CG02_2",8.14454012123332
"CG03","CG03","CG03_2",8.16776249364919
"CG04","CG04","CG04_2",8.23023611525607
"CG05","CG05","CG05_2",8.14689190040189
"CG06","CG06","CG06_2",8.02394578917623
"CG07","CG07","CG07_2",8.0921169249851
"CG08","CG08","CG08_2",8.06989298131496
"CG09","CG09","CG09_2",7.98183661421406
"CG10","CG10","CG10_2",8.23039536105402
"CG11","CG11","CG11_2",8.1263949416844
"CG12","CG12","CG12_2",8.05762964488003
"CG13","CG13","CG13_2",8.14855388949343
"CG14","CG14","CG14_2",8.15894564465503
"CG15","CG15","CG15_2",8.10356935596696
"CG16","CG16","CG16_2",7.99093525412809
"CG17","CG17","CG17_2",8.02060660959319
"CG18","CG18","CG18_2",8.05791999644019
"CG19","CG19","CG19_2",7.98339532795595
"CG20","CG20","CG20_2",8.16723779376631
"CG21","CG21","CG21_2",7.9992326267551
"CG22","CG22","CG22_2",8.03613816047728
"CG23","CG23","CG23_2",8.12640425870236
"CG24","CG24","CG24_2",8.08077616612148
"CG25","CG25","CG25_2",8.11734382938906
"CG26","CG26","CG26_2",8.05738757380356
"CG27","CG27","CG27_2",7.99472390238447
"CG28","CG28","CG28_2",8.05955862538967
"CG29","CG29","CG29_2",8.05867943329008
"CG30","CG30","CG30_2",8.14030550037545
"CG31","CG31","CG31_2",8.06619759593047
"CG32","CG32","CG32_2",8.07249071600168
"CG33","CG33","CG33_2",8.09702635466615
"CG34","CG34","CG34_2",8.07580987719391
"CG35","CG35","CG35_2",8.09583284053677
"CG36","CG36","CG36_2",8.05071961561214
"CG37","CG37","CG37_2",8.0232240510227
"CG38","CG38","CG38_2",8.04135972324795
"CG39","CG39","CG39_2",8.01623796501034
"CG40","CG40","CG40_2",8.10178935797188
"CG41","CG41","CG41_2",8.0668990958826
"CG42","CG42","CG42_2",8.05086741027576
"CG43","CG43","CG43_2",8.05270743191464
"CG44","CG44","CG44_2",8.09076251032759
"CG45","CG45","CG45_2",8.02498424776483
"CG46","CG46","CG46_2",8.00880789398526
"CG47","CG47","CG47_2",8.01683399956583
"CG48","CG48","CG48_2",7.9933416635205
"CG49","CG49","CG49_2",7.92323768357971
"CG50","CG50","CG50_2",8.1029601543476
"CG51","CG51","CG51_2",8.0895747754592
"CG52","CG52","CG52_2",8.05115601936084
"CG53","CG53","CG53_2",8.13981560307901
"CG54","CG54","CG54_2",8.17617090507223
"CG55","CG55","CG55_2",8.00023101761768
"CG56","CG56","CG56_2",8.03481799635663
"CG57","CG57","CG57_2",8.00127293815559
"CG58","CG58","CG58_2",7.96161314643494
"CG59","CG59","CG59_2",7.98085176211937
"CG60","CG60","CG60_2",8.19131342080584
"CG61","CG61","CG61_2",8.25861483892206
"CG62","CG62","CG62_2",8.28050325820086
"CG63","CG63","CG63_2",8.12838811307107
"CG64","CG64","CG64_2",8.18739902895161
"CG65","CG65","CG65_2",8.1311331726164
"CG66","CG66","CG66_2",8.14473281452083
"CG67","CG67","CG67_2",8.08295734677802
"CG68","CG68","CG68_2",7.99205324455257
"CG69","CG69","CG69_2",8.09506986333692
"CG71","CG71","CG71_2",8.3451778248765
"CG73","CG73","CG73_2",8.23475868662712
"CG74","CG74","CG74_2",8.21188590777996
"CG75","CG75","CG75_2",8.21461582581259
"CG76","CG76","CG76_2",8.168940909009
"CG77","CG77","CG77_2",8.22291459012791
"CG78","CG78","CG78_2",8.12303661143137
"CG79","CG79","CG79_2",8.14732426380687
"CG80","CG80","CG80_2",8.34995493852512
"CG83","CG83","CG83_2",8.31216226434374
"CG84","CG84","CG84_2",8.27303576023971
"CG85","CG85","CG85_2",8.30105643196988
"CG86","CG86","CG86_2",8.28114610606975
"CG88","CG88","CG88_2",8.28454177943721
"CG89","CG89","CG89_2",8.22850252296763
"CG90","CG90","CG90_2",8.33510531388686
"CG94","CG94","CG94_2",8.34906012981399
"CG95","CG95","CG95_2",8.35226260385701
"CG98","CG98","CG98_2",8.30492712997147
"CG99","CG99","CG99_2",8.25517628943966
"CH06","CH06","CH06_2",8.40257072621209
"CH07","CH07","CH07_2",8.37278624886548
"CH08","CH08","CH08_2",8.34397891427641
"CH09","CH09","CH09_2",8.31599541317524
"CH16","CH16","CH16_2",8.3526572680009
"CH17","CH17","CH17_2",8.33867969760251
"CH18","CH18","CH18_2",8.30462374274173
"CH19","CH19","CH19_2",8.26476155959157
"CH25","CH25","CH25_2",8.27458986752017
"CH26","CH26","CH26_2",8.30906664601344
"CH27","CH27","CH27_2",8.30272887021263
"CH28","CH28","CH28_2",8.2718832363421
"CH29","CH29","CH29_2",8.22680156256525
"CH34","CH34","CH34_2",8.2761964688261
"CH35","CH35","CH35_2",8.2513670594128
"CH36","CH36","CH36_2",8.27942223301036
"CH37","CH37","CH37_2",8.2724051112989
"CH38","CH38","CH38_2",8.21953888612634
"CH39","CH39","CH39_2",8.18408230372319
"CH45","CH45","CH45_2",8.20194020124057
"CH46","CH46","CH46_2",8.23000243853751
"CH47","CH47","CH47_2",8.2225763252665
"CH48","CH48","CH48_2",8.1650926288939
"CH49","CH49","CH49_2",8.07938957266808
"CH55","CH55","CH55_2",8.2230733760438
"CH56","CH56","CH56_2",8.17386296750495
"CH57","CH57","CH57_2",8.15182407053214
"CH58","CH58","CH58_2",8.14624635508324
"CH59","CH59","CH59_2",8.20476599523057
"CH65","CH65","CH65_2",8.3521562749648
"CH66","CH66","CH66_2",8.20821734392786
"CH67","CH67","CH67_2",8.12859460761942
"CH68","CH68","CH68_2",8.11926259146021
"CH69","CH69","CH69_2",8.24373906974797
"CH76","CH76","CH76_2",8.36713612603958
"CH77","CH77","CH77_2",8.25559777433235
"CH78","CH78","CH78_2",8.15844627457376
"CH79","CH79","CH79_2",8.26107615431378
"CH85","CH85","CH85_2",8.39529419962122
"CH86","CH86","CH86_2",8.35880437759097
"CH87","CH87","CH87_2",8.30157760636744
"CH88","CH88","CH88_2",8.26633737125136
"CH89","CH89","CH89_2",8.37314068610163
"CH95","CH95","CH95_2",8.40256278972767
"CH96","CH96","CH96_2",8.36382090838798
"CH97","CH97","CH97_2",8.30276732412143
"CH98","CH98","CH98_2",8.3704712674934
"CH99","CH99","CH99_2",8.36059760947067
"DA80","DA80","DA80_2",8.02406255579048
"DA90","DA90","DA90_2",8.01890630133559
"DB00","DB00","DB00_2",7.97708010776878
"DB01","DB01","DB01_2",7.99947752222614
"DB02","DB02","DB02_2",8.00182896637084
"DB03","DB03","DB03_2",7.9538437697404
"DB04","DB04","DB04_2",7.97263306354256
"DB05","DB05","DB05_2",8.01333696466667
"DB10","DB10","DB10_2",7.95848846869908
"DB11","DB11","DB11_2",7.9572852044478
"DB12","DB12","DB12_2",7.97932534122742
"DB13","DB13","DB13_2",7.95043412337808
"DB14","DB14","DB14_2",7.93248635969603
"DB15","DB15","DB15_2",7.88377630636284
"DB16","DB16","DB16_2",7.94462131372526
"DB20","DB20","DB20_2",7.89114613935332
"DB21","DB21","DB21_2",7.895862375466
"DB22","DB22","DB22_2",7.94531209219863
"DB23","DB23","DB23_2",7.94036375335501
"DB24","DB24","DB24_2",7.89086631906928
"DB25","DB25","DB25_2",7.8484834787538
"DB26","DB26","DB26_2",7.99162923914104
"DB30","DB30","DB30_2",7.74282295168101
"DB31","DB31","DB31_2",7.75981618847365
"DB32","DB32","DB32_2",7.84961766058427
"DB33","DB33","DB33_2",7.90901054805416
"DB34","DB34","DB34_2",7.79038615879577
"DB35","DB35","DB35_2",7.92749808650659
"DB36","DB36","DB36_2",8.01896901520787
"DB40","DB40","DB40_2",7.70769664207905
"DB41","DB41","DB41_2",7.81961258965828
"DB42","DB42","DB42_2",7.73877542031087
"DB43","DB43","DB43_2",7.90224589574407
"DB44","DB44","DB44_2",7.91089418929344
"DB45","DB45","DB45_2",7.96076743084315
"DB46","DB46","DB46_2",7.9908851075465
"DB47","DB47","DB47_2",8.03597580755638
"DB50","DB50","DB50_2",7.89668753367337
"DB51","DB51","DB51_2",7.80836375306574
"DB52","DB52","DB52_2",7.75228264463283
"DB53","DB53","DB53_2",7.70734104991016
"DB54","DB54","DB54_2",7.84114137177349
"DB55","DB55","DB55_2",7.9555398255287
"DB56","DB56","DB56_2",7.98977551593782
"DB57","DB57","DB57_2",7.98603429447543
"DB60","DB60","DB60_2",7.88013163106763
"DB61","DB61","DB61_2",7.80086845528514
"DB62","DB62","DB62_2",7.74335486356196
"DB63","DB63","DB63_2",7.81341803768731
"DB64","DB64","DB64_2",7.93781470055302
"DB65","DB65","DB65_2",8.01469103826543
"DB66","DB66","DB66_2",8.01380206040946
"DB67","DB67","DB67_2",7.97278887821977
"DB68","DB68","DB68_2",7.98950532290687
"DB70","DB70","DB70_2",7.95074631186326
"DB71","DB71","DB71_2",7.85888072672774
"DB72","DB72","DB72_2",7.74791992007083
"DB73","DB73","DB73_2",7.80498686563386
"DB74","DB74","DB74_2",8.03002257263507
"DB75","DB75","DB75_2",8.06483681823623
"DB76","DB76","DB76_2",8.061100754663
"DB77","DB77","DB77_2",8.02372365221794
"DB78","DB78","DB78_2",8.00290897811769
"DB79","DB79","DB79_2",8.0167507514334
"DB80","DB80","DB80_2",8.01043353376472
"DB81","DB81","DB81_2",8.00310872385995
"DB82","DB82","DB82_2",7.9263434745141
"DB83","DB83","DB83_2",8.01130940494161
"DB84","DB84","DB84_2",8.06612761971029
"DB89","DB89","DB89_2",8.01355593764362
"DB94","DB94","DB94_2",8.06483806569992
"DB99","DB99","DB99_2",8.0261672703191
"DC00","DC00","DC00_2",7.78691853087656
"DC01","DC01","DC01_2",7.86817123529195
"DC02","DC02","DC02_2",7.84674220412622
"DC03","DC03","DC03_2",7.93965055912961
"DC04","DC04","DC04_2",8.01651791729316
"DC05","DC05","DC05_2",8.06138975274754
"DC06","DC06","DC06_2",8.03378912909893
"DC07","DC07","DC07_2",8.04399146227358
"DC08","DC08","DC08_2",8.05094476051559
"DC09","DC09","DC09_2",8.04437305075077
"DC10","DC10","DC10_2",7.74053486399458
"DC11","DC11","DC11_2",7.83191679784374
"DC12","DC12","DC12_2",7.77978056187356
"DC13","DC13","DC13_2",7.88541508260922
"DC14","DC14","DC14_2",7.95202604854888
"DC15","DC15","DC15_2",8.0186853351313
"DC16","DC16","DC16_2",8.00756602457564
"DC17","DC17","DC17_2",8.01762117239692
"DC18","DC18","DC18_2",8.02907633383304
"DC19","DC19","DC19_2",7.9793046451749
"DC20","DC20","DC20_2",7.86066735730991
"DC21","DC21","DC21_2",7.8818768756485
"DC22","DC22","DC22_2",7.84015548840051
"DC23","DC23","DC23_2",7.9369199540199
"DC24","DC24","DC24_2",8.02649313893516
"DC25","DC25","DC25_2",8.04837023587973
"DC26","DC26","DC26_2",7.86454892995235
"DC27","DC27","DC27_2",7.98869065767887
"DC28","DC28","DC28_2",7.98208099063268
"DC29","DC29","DC29_2",7.91310938891085
"DC30","DC30","DC30_2",7.86547172719354
"DC31","DC31","DC31_2",7.93008455965911
"DC32","DC32","DC32_2",7.99586672361647
"DC33","DC33","DC33_2",7.98062004909871
"DC34","DC34","DC34_2",8.05692543543911
"DC35","DC35","DC35_2",7.99194728770857
"DC36","DC36","DC36_2",7.9994157507083
"DC37","DC37","DC37_2",7.97685518099516
"DC38","DC38","DC38_2",7.93643269368669
"DC39","DC39","DC39_2",7.84507265857608
"DC40","DC40","DC40_2",7.99534476998141
"DC41","DC41","DC41_2",8.01462942021061
"DC42","DC42","DC42_2",8.02264502753287
"DC43","DC43","DC43_2",8.04943375358546
"DC44","DC44","DC44_2",8.03604291533648
"DC45","DC45","DC45_2",7.98187409179304
"DC46","DC46","DC46_2",8.0008615542968
"DC47","DC47","DC47_2",7.89289327304191
"DC48","DC48","DC48_2",7.78771784419801
"DC49","DC49","DC49_2",7.72827941865175
"DC50","DC50","DC50_2",7.99551117030626
"DC51","DC51","DC51_2",8.0202464390524
"DC52","DC52","DC52_2",8.03096131204188
"DC53","DC53","DC53_2",8.04562778755001
"DC54","DC54","DC54_2",8.01983331112283
"DC55","DC55","DC55_2",8.01179051623531
"DC56","DC56","DC56_2",8.01421699507598
"DC57","DC57","DC57_2",7.83283093042422
"DC58","DC58","DC58_2",7.79482144829295
"DC59","DC59","DC59_2",7.96291856163128
"DC63","DC63","DC63_2",8.04110866558251
"DC64","DC64","DC64_2",8.02732616065844
"DC65","DC65","DC65_2",8.04058215354409
"DC66","DC66","DC66_2",8.03529262398284
"DC67","DC67","DC67_2",7.96995123385325
"DC68","DC68","DC68_2",8.000334264845
"DC69","DC69","DC69_2",7.97977260093124
"DC76","DC76","DC76_2",8.08154942530313
"DC77","DC77","DC77_2",8.05418077507912
"DC78","DC78","DC78_2",7.98199865345059
"DC79","DC79","DC79_2",7.88291957820732
"DC88","DC88","DC88_2",8.03624832003613
"DC89","DC89","DC89_2",8.0036367239893
"DD00","DD00","DD00_2",7.75449060222428
"DD01","DD01","DD01_2",7.78971586722951
"DD02","DD02","DD02_2",7.83658664905633
"DD03","DD03","DD03_2",7.83484182028831
"DD04","DD04","DD04_2",7.79184450200659
"DD05","DD05","DD05_2",7.77069888668319
"DD06","DD06","DD06_2",7.63937853159075
"DD07","DD07","DD07_2",7.59508321801983
"DD08","DD08","DD08_2",7.5801968576812
"DD09","DD09","DD09_2",7.57026496440015
"DD10","DD10","DD10_2",7.83845302750087
"DD11","DD11","DD11_2",7.8537444457906
"DD12","DD12","DD12_2",7.7991897417602
"DD13","DD13","DD13_2",7.75778554655587
"DD14","DD14","DD14_2",7.7451991302622
"DD15","DD15","DD15_2",7.76040639860894
"DD16","DD16","DD16_2",7.75923334142929
"DD17","DD17","DD17_2",7.75223765174736
"DD18","DD18","DD18_2",7.7584607517229
"DD19","DD19","DD19_2",7.69624931822617
"DD20","DD20","DD20_2",7.73602961195578
"DD21","DD21","DD21_2",7.88709826595941
"DD22","DD22","DD22_2",7.75496048408013
"DD23","DD23","DD23_2",7.73265886213229
"DD24","DD24","DD24_2",7.70343605460062
"DD25","DD25","DD25_2",7.64980348548342
"DD26","DD26","DD26_2",7.90655679374886
"DD27","DD27","DD27_2",7.81922499678374
"DD28","DD28","DD28_2",7.77551986308404
"DD29","DD29","DD29_2",7.78909045294376
"DD30","DD30","DD30_2",7.82996435821222
"DD31","DD31","DD31_2",7.91116020740668
"DD32","DD32","DD32_2",7.76640146083462
"DD33","DD33","DD33_2",7.64424801965601
"DD34","DD34","DD34_2",7.75043512882531
"DD35","DD35","DD35_2",7.84028746187196
"DD36","DD36","DD36_2",7.86655328949467
"DD37","DD37","DD37_2",7.87810091601833
"DD38","DD38","DD38_2",7.89233223899054
"DD39","DD39","DD39_2",7.83487362262156
"DD40","DD40","DD40_2",7.84950505599585
"DD41","DD41","DD41_2",7.897726754263
"DD42","DD42","DD42_2",7.82559299596472
"DD43","DD43","DD43_2",7.84670009964294
"DD44","DD44","DD44_2",7.83892806870426
"DD45","DD45","DD45_2",7.83441214626257
"DD46","DD46","DD46_2",7.89198105867093
"DD47","DD47","DD47_2",7.98844274971054
"DD48","DD48","DD48_2",7.9745533425623
"DD49","DD49","DD49_2",7.96872415425279
"DD50","DD50","DD50_2",7.92410335818912
"DD51","DD51","DD51_2",7.92051626014457
"DD52","DD52","DD52_2",8.00949271352978
"DD53","DD53","DD53_2",7.9765435285243
"DD54","DD54","DD54_2",7.9767900532119
"DD55","DD55","DD55_2",7.97139493674767
"DD56","DD56","DD56_2",7.99450999389284
"DD57","DD57","DD57_2",8.02154344576426
"DD58","DD58","DD58_2",8.01203570843083
"DD59","DD59","DD59_2",8.00475123457672
"DD60","DD60","DD60_2",7.90841157633422
"DD61","DD61","DD61_2",7.97714196235586
"DD62","DD62","DD62_2",7.96865726707123
"DD63","DD63","DD63_2",7.93368837889827
"DD64","DD64","DD64_2",7.97581399689791
"DD65","DD65","DD65_2",8.01692117743111
"DD66","DD66","DD66_2",8.03722912558763
"DD67","DD67","DD67_2",8.02346413996594
"DD70","DD70","DD70_2",7.89533025845606
"DD71","DD71","DD71_2",7.91168955207072
"DD72","DD72","DD72_2",7.99615736408351
"DD73","DD73","DD73_2",8.02462396962663
"DD80","DD80","DD80_2",7.84996808385921
"DD81","DD81","DD81_2",7.87529606922092
"DD82","DD82","DD82_2",7.90184018207115
"DD90","DD90","DD90_2",7.912199539674
"DD91","DD91","DD91_2",7.87389890873278
"DD92","DD92","DD92_2",7.89348020790722
"DD93","DD93","DD93_2",8.07333025839542
