comparison,transition,source_cluster,target_cluster,trait_family,trait_value,n_species_in_trait_group,mean_expected_richness_delta_per_species,median_expected_richness_delta_per_species,q10_expected_richness_delta_per_species,q90_expected_richness_delta_per_species,mean_expected_richness_gain_per_species,mean_expected_richness_loss_per_species,absolute_change_share_per_species,prop_sites_increase,n_sites,mean_expected_richness_delta,median_expected_richness_delta,q10_expected_richness_delta,q90_expected_richness_delta,mean_expected_richness_gain,mean_expected_richness_loss,total_absolute_trait_change,total_absolute_trait_change_per_species,absolute_change_share,driver_direction,driver_direction_per_species
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Diurnal raptors,7,0.24244807976468138,0.24181907727736704,0.1430009025729095,0.3542508321446395,0.24368650990789892,-0.001238430143217523,0.07326050515312237,1,219,1.6971365583527698,1.6927335409415694,1.0010063180103665,2.4797558250124765,1.7058055693552925,-0.00866901100252266,18.708604710397278,3.309396778768297,0.09071422399606256,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Diving ducks,3,0.038968836728578905,0.024807940500128692,0.0012641616024745782,0.0947056286263384,0.04114425837513791,-0.0021754216465590054,0.011775208394045293,0.9223744292237442,219,0.11690651018573672,0.07442382150038608,0.0037924848074237347,0.2841168858790152,0.12343277512541373,-0.006526264939677016,18.708604710397278,3.309396778768297,0.006248809678509382,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Flycatchers,3,0.22323531955719,0.21602035877113365,0.0779299425280867,0.39135950896490995,0.2239198115554973,-6.844919983072877e-4,0.06745498786648198,0.9817351598173516,219,0.66970595867157,0.6480610763134009,0.2337898275842601,1.1740785268947298,0.6717594346664919,-0.002053475994921863,18.708604710397278,3.309396778768297,0.035796681208373704,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Foliage gleaners,9,0.14875450176888416,0.12175089714652046,0.018000531232356405,0.31304729897174977,0.15898079135412946,-0.0102262895852453,0.044949128712287,0.9452054794520548,219,1.3387905159199573,1.095758074318684,0.16200478109120764,2.817425690745748,1.4308271221871651,-0.0920366062672077,18.708604710397278,3.309396778768297,0.07156014767771145,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Gallinaceous birds,2,0.15813179405708405,0.1496502030328138,0.035929119618915886,0.2945654254863614,0.1617869367767701,-0.0036551427196860756,0.04778266391977879,0.958904109589041,219,0.3162635881141681,0.2993004060656276,0.07185823923783177,0.5891308509727228,0.3235738735535402,-0.007310285439372151,18.708604710397278,3.309396778768297,0.016904712724963668,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Grazing waterfowl,2,0.11324696369851805,0.10055454920976623,-0.02128867329031606,0.27631616085060645,0.12258384245381562,-0.009336878755297564,0.034219820489662385,0.8401826484018264,219,0.2264939273970361,0.20110909841953245,-0.04257734658063212,0.5526323217012129,0.24516768490763124,-0.018673757510595128,18.708604710397278,3.309396778768297,0.012106404026547338,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Gulls,5,0.005319371520131651,-0.003584209412067268,-0.03802325057627683,0.05166643744608769,0.019849748939163036,-0.014530377419031387,0.00160735380969079,0.4657534246575342,219,0.026596857600658254,-0.01792104706033634,-0.19011625288138417,0.25833218723043844,0.09924874469581518,-0.07265188709515694,18.708604710397278,3.309396778768297,0.0014216376909111288,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Kingfishers,1,0.07150985080306453,0.051736481497687926,-0.012750374275794993,0.20098100694420645,0.07919417760939106,-0.007684326806326507,0.0216081224414799,0.8356164383561644,219,0.07150985080306453,0.051736481497687926,-0.012750374275794993,0.20098100694420645,0.07919417760939106,-0.007684326806326507,18.708604710397278,3.309396778768297,0.0038222973818738625,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Low flycatching feeders,9,0.17322590665753843,0.15841592996312293,0.04212287449296123,0.33448230255583095,0.187393243806503,-0.014167337148964572,0.05234364998747906,0.9680365296803652,219,1.5590331599178457,1.4257433696681063,0.37910587043665106,3.0103407230024786,1.6865391942585268,-0.12750603434068114,18.708604710397278,3.309396778768297,0.08333241222694793,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Marsh warblers,6,0.11950171547273127,0.12462682762928869,-0.026501239115272256,0.27555941476223267,0.15038650519707303,-0.030884789724341753,0.03610981803070704,0.8447488584474886,219,0.7170102928363876,0.7477609657757321,-0.15900743469163353,1.653356488573396,0.9023190311824382,-0.18530873834605052,18.708604710397278,3.309396778768297,0.03832516127928612,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Nigthjars,1,0.00520842656237462,-0.014656134367841333,-0.08418103571686641,0.12553319670395377,0.03649813684777265,-0.03128971028539803,0.0015738295860410884,0.2831050228310502,219,0.00520842656237462,-0.014656134367841333,-0.08418103571686641,0.12553319670395377,0.03649813684777265,-0.03128971028539803,18.708604710397278,3.309396778768297,2.783973814722829e-4,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Omnivorous corvids,7,0.1772241352424559,0.16847335815382158,0.05802833452992177,0.29570510757205415,0.18408315799075167,-0.006859022748295809,0.05355179420595671,0.9771689497716894,219,1.2405689466971912,1.179313507076751,0.40619834170945235,2.069935753004379,1.2885821059352618,-0.04801315923807067,18.708604710397278,3.309396778768297,0.0663100731401817,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Open-land insectivores,6,0.12358517183454594,0.11804612486479359,0.02449513504444191,0.22831984882235182,0.1348398055178059,-0.011254633683259954,0.037343715515593845,0.9452054794520548,219,0.7415110310072757,0.7082767491887615,0.14697081026665146,1.369919092934111,0.8090388331068353,-0.06752780209955972,18.708604710397278,3.309396778768297,0.03963475857690136,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Orioles,1,-0.001973753168752159,1.8718530734920138e-4,-0.018456975806438652,0.015746862322165503,0.00539340645313205,-0.007367159621884207,5.964087417425835e-4,0.5251141552511416,219,-0.001973753168752159,1.8718530734920138e-4,-0.018456975806438652,0.015746862322165503,0.00539340645313205,-0.007367159621884207,18.708604710397278,3.309396778768297,1.0549975261678647e-4,Loss,Loss
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Owls,5,0.06387396474823585,0.05807421919787074,-0.035338262452497236,0.1792132023853454,0.093649355816977,-0.029775391068741143,0.01930078773207989,0.7899543378995434,219,0.3193698237411793,0.2903710959893537,-0.1766913122624862,0.8960660119267271,0.468246779084885,-0.1488769553437057,18.708604710397278,3.309396778768297,0.017070745183027466,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Passerine seedeaters,12,0.23173606395863655,0.22362345908999784,0.09135179733091066,0.37434799723314455,0.23476542186796878,-0.003029357909332236,0.07002365671150647,1,219,2.7808327675036386,2.683481509079974,1.096221567970928,4.492175966797735,2.8171850624156254,-0.036352294911986834,18.708604710397278,3.309396778768297,0.14863923903198378,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Plovers,6,0.05192851003678393,0.05118136209172431,-0.01315427823712013,0.11423948619306591,0.06154115621845451,-0.009612646181670589,0.015691231214684045,0.8447488584474886,219,0.3115710602207036,0.3070881725503459,-0.07892566942272078,0.6854369171583955,0.36924693731072705,-0.05767587709002353,18.708604710397278,3.309396778768297,0.016653890818888725,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Rails,5,0.130896437953478,0.12513261088167144,-0.005068497621183405,0.256752275917446,0.14163819097101948,-0.010741753017541484,0.039552959860617104,0.8858447488584474,219,0.65448218976739,0.6256630544083571,-0.025342488105917025,1.28376137958723,0.7081909548550974,-0.053708765087707416,18.708604710397278,3.309396778768297,0.03498295035351635,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Reedlings,1,0.0042854339306005376,2.8566149341065884e-4,-0.002141497282842869,0.008994040429866575,0.005333715639249554,-0.0010482817086490176,0.001294929020930366,0.6621004566210046,219,0.0042854339306005376,2.8566149341065884e-4,-0.002141497282842869,0.008994040429866575,0.005333715639249554,-0.0010482817086490176,18.708604710397278,3.309396778768297,2.2906218806466707e-4,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Scolopacids,9,0.016957102889391323,0.015574247630742936,-0.03771198610378084,0.076938454784522,0.03421463059839057,-0.017257527708999257,0.005123925604261475,0.6073059360730594,219,0.1526139260045219,0.14016822867668643,-0.3394078749340276,0.692446093060698,0.30793167538551514,-0.1553177493809933,18.708604710397278,3.309396778768297,0.00815741891856355,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Shrikes,2,0.10368444927173757,0.08074434757546083,-0.007874290452862046,0.2540488894954035,0.11062909959796263,-0.006944650326225061,0.0313303167323222,0.8538812785388128,219,0.20736889854347515,0.16148869515092165,-0.01574858090572409,0.508097778990807,0.22125819919592526,-0.013889300652450122,18.708604710397278,3.309396778768297,0.011084145597893263,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Starlings,1,0.027596853313350347,0.013822090322852643,-0.014928302957837624,0.09165396553481243,0.03232216648954921,-0.00472531317619886,0.00833893762464513,0.776255707762557,219,0.027596853313350347,0.013822090322852643,-0.014928302957837624,0.09165396553481243,0.03232216648954921,-0.00472531317619886,18.708604710397278,3.309396778768297,0.001475088802213745,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Terns,5,2.2091243996974014e-4,-1.0766461667026416e-5,-0.008698599353995745,0.006843154630738363,0.0035173140768189936,-0.003296401636849252,6.675308363959916e-5,0.4885844748858447,219,0.0011045621998487006,-5.383230833513208e-5,-0.043492996769978726,0.034215773153691814,0.017586570384094967,-0.01648200818424626,18.708604710397278,3.309396778768297,5.904033020884994e-5,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Thrushes,4,0.1848518929356068,0.17866047655261924,0.08228624356411354,0.28583584662709677,0.18607563963336038,-0.0012237466977535788,0.05585667276935153,0.9954337899543378,219,0.7394075717424272,0.714641906210477,0.32914497425645417,1.143343386508387,0.7443025585334415,-0.004894986791014315,18.708604710397278,3.309396778768297,0.03952232585958174,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Tit-like birds,12,0.1484970801209121,0.14682977012239798,0.023560664779589024,0.26388555449375073,0.15389163571101946,-0.00539455559010739,0.04487134364594996,0.9315068493150684,219,1.7819649614509452,1.7619572414687756,0.28272797735506827,3.1666266539250087,1.8466996285322337,-0.06473466708128868,18.708604710397278,3.309396778768297,0.09524841585116291,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Wading birds,2,0.036470117652767205,0.03233426423922909,0.012118231015895937,0.06713833691703373,0.037144875556028696,-6.747579032614951e-4,0.011020170771526762,0.9908675799086758,219,0.07294023530553441,0.06466852847845818,0.024236462031791875,0.13427667383406747,0.07428975111205739,-0.0013495158065229902,18.708604710397278,3.309396778768297,0.0038987533509111977,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Woodpeckers,5,0.14035597003323,0.1388498224597005,0.03502724958754073,0.24554098143219946,0.14613908097448208,-0.00578311094125205,0.04241134545536972,0.958904109589041,219,0.70177985016615,0.6942491122985026,0.17513624793770363,1.2277049071609973,0.7306954048724104,-0.02891555470626025,18.708604710397278,3.309396778768297,0.037511073702687026,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Thermal affinity,cold,31,0.042733237866251314,0.03770416046886154,-0.0766776837818321,0.1749208893746357,0.11507644261714098,-0.07234320475088966,0.1214020067317058,0.6448979591836734,245,1.3247303738537908,1.1688289745347078,-2.377008197236795,5.422547570613707,3.5673697211313704,-2.2426393472775796,10.977580854740046,0.3519977883124311,0.12067598420664614,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Thermal affinity,medium,31,0.11407187541909058,0.11283684460562374,-0.02842335298924156,0.25502437880697826,0.1518609011735549,-0.03778902575446435,0.3240698640919899,0.8448979591836735,245,3.536228137991808,3.4979421827743358,-0.8811239426664883,7.905755743016327,4.707687936380203,-1.1714597983883948,10.977580854740046,0.3519977883124311,0.32213182346681496,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Thermal affinity,very cold,32,0.007429203486723841,0.00991755715355495,-0.0917731256459011,0.1068074029634514,0.07249097409980446,-0.06506177061308062,0.02110582433583283,0.5551020408163265,245,0.2377345115751629,0.3173618289137584,-2.936740020668835,3.4178368948304447,2.3197111711937426,-2.08197665961858,10.977580854740046,0.3519977883124311,0.021656366254183473,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Thermal affinity,very warm,32,0.05822021356795649,0.055350090447767286,-0.017758298237621685,0.13835900105683321,0.09720788312350423,-0.03898766955554775,0.16539937323776754,0.8244897959183674,245,1.8630468341746076,1.7712028943285532,-0.5682655436038939,4.427488033818663,3.1106522599521353,-1.247605425777528,10.977580854740046,0.3519977883124311,0.16971378838627788,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Thermal affinity,warm,31,0.1295432579724089,0.13597275940061487,-0.009991420804991786,0.2828250327207223,0.1664163693770009,-0.03687311140459201,0.36802293160270394,0.8857142857142857,245,4.015840997144676,4.215155541419061,-0.3097340449547454,8.76757601434239,5.158907450687028,-1.1430664535423525,10.977580854740046,0.3519977883124311,0.3658220376860775,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Migratory strategy,long-distance,44,0.021842844569982173,0.023613582566056158,-0.09236806454239788,0.13967924162234435,0.08559910386355823,-0.06375625929357608,0.05690189239444288,0.6122448979591837,245,0.9610851610792156,1.038997632906471,-4.064194839865507,6.145886631383152,3.7663605699965625,-2.805275408917347,10.977580854740046,0.3838685086001705,0.08754981391589801,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Migratory strategy,sedentary,35,0.13535460412908681,0.13569956888789614,-0.0020747336896790366,0.29641741116318115,0.1681074911928792,-0.03275288706379242,0.3526066897820716,0.8816326530612245,245,4.737411144518038,4.749484911076365,-0.07261567913876628,10.37460939071134,5.8837621917507725,-1.1463510472327345,10.977580854740046,0.3838685086001705,0.4315532909486571,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Migratory strategy,sedentary and short-distance,31,0.10574139804652437,0.10701550290129003,-0.0221283248251658,0.24194499914515966,0.137872526998836,-0.03213112895231162,0.27546254948634613,0.8530612244897959,245,3.2779833394422555,3.317480589939991,-0.6859780695801398,7.500294973499949,4.274048336963916,-0.9960649975216603,10.977580854740046,0.3838685086001705,0.2986070777175687,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Migratory strategy,short-and long-distance,8,0.08758566460090232,0.08734240499261867,0.015337229438837521,0.16654015128827904,0.11420075341231369,-0.02661508881141136,0.22816579802363973,0.9469387755102041,245,0.7006853168072186,0.6987392399409493,0.12269783551070017,1.3323212103062323,0.9136060272985095,-0.21292071049129088,10.977580854740046,0.3838685086001705,0.0638287548121012,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Migratory strategy,short-distance,39,0.033343997253674804,0.03442155455677226,-0.07993707653008124,0.1496967478473085,0.10324490803422356,-0.06990091078054876,0.0868630703134995,0.6571428571428571,245,1.3004158928933174,1.342440627714118,-3.1175459846731686,5.838173166045031,4.026551413334719,-2.7261355204414017,10.977580854740046,0.3838685086001705,0.11846106260577498,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Aerial insectivores,4,0.033911366855427456,0.02906291072259791,-0.11224496007039658,0.17357407095458996,0.10232718483367742,-0.06841581797824996,0.011865701633953396,0.6122448979591837,245,0.13564546742170983,0.11625164289039164,-0.44897984028158633,0.6942962838183598,0.4093087393347097,-0.27366327191299983,15.848323652578664,2.8579318696494918,0.008558978879740324,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Aquatic pursuers,6,0.05168596129950668,0.037051661105910294,-0.09336988736576733,0.20531456629313302,0.09825684952846342,-0.04657088822895674,0.018085092177458257,0.6653061224489796,245,0.3101157677970401,0.22230996663546176,-0.560219324194604,1.231887397758798,0.5895410971707805,-0.2794253293737404,15.848323652578664,2.8579318696494918,0.01956773313034792,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Buntings,3,-0.05363146134412646,-0.02661284181689631,-0.2159191779595627,0.07498668769244954,0.0314514371985434,-0.08508289854266986,0.01876582920456534,0.32653061224489793,245,-0.16089438403237938,-0.07983852545068892,-0.6477575338786881,0.22496006307734862,0.09435431159563021,-0.25524869562800956,15.848323652578664,2.8579318696494918,0.01015213896178858,Loss,Loss
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Columbids,4,0.1225654359962744,0.11032080600635363,-0.003088214541882683,0.2704419354526655,0.13353972777827633,-0.010974291782001943,0.042886059425659546,0.8857142857142857,245,0.4902617439850976,0.44128322402541453,-0.012352858167530732,1.081767741810662,0.5341589111131053,-0.04389716712800777,15.848323652578664,2.8579318696494918,0.03093461205944817,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Cuckoos,1,0.05365767015764198,0.046189631342531956,-0.056487871769216436,0.16897927592664727,0.0719346046727088,-0.01827693451506682,0.018774999756807628,0.7673469387755102,245,0.05365767015764198,0.046189631342531956,-0.056487871769216436,0.16897927592664727,0.0719346046727088,-0.01827693451506682,15.848323652578664,2.8579318696494918,0.0033857000484029992,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Dabbling ducks,7,-0.05987428915754937,-0.05341502602270644,-0.23982881573540088,0.10875529609935153,0.03771338714592317,-0.09758767630347256,0.02095021571136774,0.33877551020408164,245,-0.41912002410284555,-0.3739051821589451,-1.678801710147806,0.7612870726954607,0.2639937100214622,-0.683113734124308,15.848323652578664,2.8579318696494918,0.026445700711989876,Loss,Loss
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Dippers,1,0.001435278763848398,5.040412661464218e-4,-0.0029353914361533082,0.00756276882995915,0.0026281418999321553,-0.0011928631360837568,5.022088801663513e-4,0.6489795918367347,245,0.001435278763848398,5.040412661464218e-4,-0.0029353914361533082,0.00756276882995915,0.0026281418999321553,-0.0011928631360837568,15.848323652578664,2.8579318696494918,9.056344351062426e-5,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Diurnal raptors,7,0.19445893311788903,0.20104786087218626,0.02525892116899614,0.34389913713694764,0.21009405980247528,-0.015635126684586283,0.06804183654025954,0.926530612244898,245,1.3612125318252233,1.407335026105304,0.17681244818297298,2.4072939599586336,1.470658418617327,-0.10944588679210399,15.848323652578664,2.8579318696494918,0.08589000083953623,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Diving ducks,3,0.007357107511599756,-7.044413271147056e-4,-0.14574976394025463,0.1809727507546998,0.058217548081428865,-0.05086044056982911,0.0025742767312721356,0.4897959183673469,245,0.022071322534799268,-0.002113323981344117,-0.4372492918207639,0.5429182522640994,0.1746526442442866,-0.15258132170948732,15.848323652578664,2.8579318696494918,0.0013926597549771813,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Flycatchers,3,0.05778227430028443,0.07949992908021522,-0.12736585457232072,0.2064442018241792,0.10290381002824413,-0.045121535727959704,0.020218212657172642,0.7346938775510204,245,0.1733468229008533,0.23849978724064566,-0.3820975637169622,0.6193326054725375,0.3087114300847324,-0.1353646071838791,15.848323652578664,2.8579318696494918,0.010937864893530757,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Foliage gleaners,9,0.16782743759815452,0.14660723458674546,0.001843638365532531,0.3723262520989061,0.18346066855079896,-0.01563323095264442,0.058723386439137736,0.9102040816326531,245,1.5104469383833907,1.3194651112807092,0.01659274528979278,3.3509362688901545,1.6511460169571905,-0.14069907857379976,15.848323652578664,2.8579318696494918,0.09530641672235332,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Gallinaceous birds,2,0.020738117297901267,0.02102971557031799,-0.15528522462661493,0.19903140472527026,0.17254622962091443,-0.15180811232301317,0.007256337184988484,0.5510204081632653,245,0.04147623459580253,0.04205943114063598,-0.31057044925322985,0.3980628094505405,0.34509245924182885,-0.30361622464602633,15.848323652578664,2.8579318696494918,0.0026170739256106738,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Grazing waterfowl,2,0.2226262667294769,0.21053392978887275,-0.04645646164208298,0.5163299092171019,0.2720710644499249,-0.04944479772044799,0.07789768156956824,0.8530612244897959,245,0.4452525334589538,0.4210678595777455,-0.09291292328416596,1.0326598184342037,0.5441421288998498,-0.09888959544089598,15.848323652578664,2.8579318696494918,0.02809461386703238,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Gulls,5,-0.03969332531464798,-0.06352817337161781,-0.16239300261668427,0.1345971413592038,0.04979273417985171,-0.0894860594944997,0.013888828399368433,0.2938775510204082,245,-0.1984666265732399,-0.31764086685808907,-0.8119650130834213,0.672985706796019,0.24896367089925855,-0.4474302974724985,15.848323652578664,2.8579318696494918,0.0125228781872427,Loss,Loss
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Kingfishers,1,0.12045729036057154,0.09039779518432457,0.016302093467615256,0.26640190573683165,0.12059038734795234,-1.3309698738081207e-4,0.04214841215768552,0.9959183673469387,245,0.12045729036057154,0.09039779518432457,0.016302093467615256,0.26640190573683165,0.12059038734795234,-1.3309698738081207e-4,15.848323652578664,2.8579318696494918,0.007600632912426171,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Low flycatching feeders,9,0.13092158985450975,0.12295089739506654,-0.07619842494016708,0.3554950337477649,0.2002982878101882,-0.0693766979556785,0.04580990584305514,0.8,245,1.1782943086905877,1.106558076555599,-0.6857858244615037,3.1994553037298843,1.802684590291694,-0.6243902816011064,15.848323652578664,2.8579318696494918,0.07434819823980997,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Marsh warblers,6,0.04995774302631701,0.04366463161501218,-0.13651870447617104,0.21818129393234575,0.13113790876916048,-0.08118016574284347,0.017480382774990373,0.6122448979591837,245,0.2997464581579021,0.2619877896900731,-0.8191122268570262,1.3090877635940745,0.7868274526149629,-0.48708099445706077,15.848323652578664,2.8579318696494918,0.018913448811927226,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Nigthjars,1,0.0700854927704093,-0.0015843131855480606,-0.02471477755719799,0.40210869998778265,0.07864777582740753,-0.008562283056998313,0.024523150294343744,0.363265306122449,245,0.0700854927704093,-0.0015843131855480606,-0.02471477755719799,0.40210869998778265,0.07864777582740753,-0.008562283056998313,15.848323652578664,2.8579318696494918,0.004422265364261776,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Omnivorous corvids,7,0.1761172814452938,0.17453791903283905,-0.026644626351099748,0.3856427131391606,0.20792187955844454,-0.03180459811315073,0.06162403076001022,0.8571428571428571,245,1.2328209701170565,1.2217654332298733,-0.18651238445769824,2.6994989919741244,1.4554531569091118,-0.2226321867920551,15.848323652578664,2.8579318696494918,0.07778873003495644,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Open-land insectivores,6,0.011272890334844016,-1.600104112916186e-4,-0.10470022451430612,0.1307479801097677,0.0630192355975632,-0.05174634526271918,0.003944422347698082,0.49795918367346936,245,0.0676373420090641,-9.600624677497116e-4,-0.6282013470858367,0.7844878806586062,0.3781154135853792,-0.3104780715763151,15.848323652578664,2.8579318696494918,0.00426779156532804,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Orioles,1,-0.05253952671292335,-0.011734693278054275,-0.16973925878662272,8.800990003705432e-4,0.0010002915984753072,-0.05353981831139865,0.018383757594391852,0.15510204081632653,245,-0.05253952671292335,-0.011734693278054275,-0.16973925878662272,8.800990003705432e-4,0.0010002915984753072,-0.05353981831139865,15.848323652578664,2.8579318696494918,0.0033151472587685765,Loss,Loss
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Owls,5,0.018795741991631774,0.029095757165052583,-0.11565879049663016,0.15714100686633964,0.0757568774324362,-0.05696113544080443,0.0065766935143688225,0.6040816326530613,245,0.09397870995815888,0.1454787858252629,-0.5782939524831509,0.7857050343316982,0.378784387162181,-0.28480567720402217,15.848323652578664,2.8579318696494918,0.0059298833124768816,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Passerine seedeaters,12,0.15090473313622418,0.15031150100726737,0.026354255391347548,0.2736201926512775,0.16725364627704872,-0.016348913140824536,0.052802075073515226,0.9510204081632653,245,1.8108567976346903,1.8037380120872084,0.3162510646961706,3.2834423118153304,2.0070437553245846,-0.19618695768989441,15.848323652578664,2.8579318696494918,0.11426172492003896,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Plovers,6,-0.044724757464873616,-0.04114627934860131,-0.19169785010052945,0.11858596090084217,0.05026518904894738,-0.09498994651382099,0.0156493434780021,0.35918367346938773,245,-0.2683485447892417,-0.24687767609160785,-1.1501871006031767,0.711515765405053,0.3015911342936843,-0.569939679082926,15.848323652578664,2.8579318696494918,0.01693229837248932,Loss,Loss
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Rails,5,-0.0019125768079820392,-0.004415211144350217,-0.1898976667793597,0.18505498294905431,0.08308329186416318,-0.08499586867214526,6.692170755689166e-4,0.49387755102040815,245,-0.009562884039910196,-0.022076055721751087,-0.9494883338967985,0.9252749147452716,0.4154164593208159,-0.4249793433607263,15.848323652578664,2.8579318696494918,6.034003500650511e-4,Loss,Loss
