bioregion,effect_direction,variable_label,n_supported_species,weighted_dependency,mean_species_weight,total_weighted_dependency,dependency_share,raw_tiles,tile_n,remainder,tile_within_variable,tile_id,tile_col,tile_row
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,11,64,4,4
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,12,65,5,4
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,13,66,6,4
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,14,67,7,4
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,15,68,8,4
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,16,69,9,4
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,17,70,10,4
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,18,71,1,3
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,19,72,2,3
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,20,73,3,3
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,21,74,4,3
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,22,75,5,3
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,23,76,6,3
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,24,77,7,3
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,25,78,8,3
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,26,79,9,3
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,27,80,10,3
Cluster 1,Negative,Pasture (% coverage),8,3.075614236772939e-4,0.009096427714110967,0.020555223582436902,0.01496268928643934,1.4962689286439341,2,0.4962689286439341,1,81,1,2
Cluster 1,Negative,Pasture (% coverage),8,3.075614236772939e-4,0.009096427714110967,0.020555223582436902,0.01496268928643934,1.4962689286439341,2,0.4962689286439341,2,82,2,2
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,1,83,3,2
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,2,84,4,2
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,3,85,5,2
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,4,86,6,2
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,5,87,7,2
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,6,88,8,2
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,7,89,9,2
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,8,90,10,2
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,9,91,1,1
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,10,92,2,1
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,11,93,3,1
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,12,94,4,1
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,13,95,5,1
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,14,96,6,1
Cluster 1,Negative,Forest (% coverage),24,0.0030336190753305846,0.005555900399573079,0.020555223582436902,0.1475838520152422,14.758385201524222,15,0.7583852015242218,15,97,7,1
Cluster 1,Negative,Grass/Shrubland (% coverage),6,5.902713241697282e-4,0.008088816873896166,0.020555223582436902,0.028716366027469367,2.871636602746937,3,0.8716366027469369,1,98,8,1
Cluster 1,Negative,Grass/Shrubland (% coverage),6,5.902713241697282e-4,0.008088816873896166,0.020555223582436902,0.028716366027469367,2.871636602746937,3,0.8716366027469369,2,99,9,1
Cluster 1,Negative,Grass/Shrubland (% coverage),6,5.902713241697282e-4,0.008088816873896166,0.020555223582436902,0.028716366027469367,2.871636602746937,3,0.8716366027469369,3,100,10,1
Cluster 2,Positive,Temperature,66,0.0030368604506684264,0.0045781249053519464,0.03596579839653618,0.08443745408306862,8.443745408306862,8,0.44374540830686193,1,1,1,10
Cluster 2,Positive,Temperature,66,0.0030368604506684264,0.0045781249053519464,0.03596579839653618,0.08443745408306862,8.443745408306862,8,0.44374540830686193,2,2,2,10
Cluster 2,Positive,Temperature,66,0.0030368604506684264,0.0045781249053519464,0.03596579839653618,0.08443745408306862,8.443745408306862,8,0.44374540830686193,3,3,3,10
Cluster 2,Positive,Temperature,66,0.0030368604506684264,0.0045781249053519464,0.03596579839653618,0.08443745408306862,8.443745408306862,8,0.44374540830686193,4,4,4,10
Cluster 2,Positive,Temperature,66,0.0030368604506684264,0.0045781249053519464,0.03596579839653618,0.08443745408306862,8.443745408306862,8,0.44374540830686193,5,5,5,10
Cluster 2,Positive,Temperature,66,0.0030368604506684264,0.0045781249053519464,0.03596579839653618,0.08443745408306862,8.443745408306862,8,0.44374540830686193,6,6,6,10
Cluster 2,Positive,Temperature,66,0.0030368604506684264,0.0045781249053519464,0.03596579839653618,0.08443745408306862,8.443745408306862,8,0.44374540830686193,7,7,7,10
Cluster 2,Positive,Temperature,66,0.0030368604506684264,0.0045781249053519464,0.03596579839653618,0.08443745408306862,8.443745408306862,8,0.44374540830686193,8,8,8,10
Cluster 2,Positive,Precipitation,21,8.054626913447451e-4,0.002177478808060261,0.03596579839653618,0.022395240124081832,2.239524012408183,2,0.23952401240818322,1,9,9,10
Cluster 2,Positive,Precipitation,21,8.054626913447451e-4,0.002177478808060261,0.03596579839653618,0.022395240124081832,2.239524012408183,2,0.23952401240818322,2,10,10,10
Cluster 2,Positive,Land-use heterogeneity,54,0.001555504563956722,0.0038022857342878444,0.03596579839653618,0.04324954910792501,4.324954910792501,4,0.32495491079250094,1,11,1,9
Cluster 2,Positive,Land-use heterogeneity,54,0.001555504563956722,0.0038022857342878444,0.03596579839653618,0.04324954910792501,4.324954910792501,4,0.32495491079250094,2,12,2,9
Cluster 2,Positive,Land-use heterogeneity,54,0.001555504563956722,0.0038022857342878444,0.03596579839653618,0.04324954910792501,4.324954910792501,4,0.32495491079250094,3,13,3,9
Cluster 2,Positive,Land-use heterogeneity,54,0.001555504563956722,0.0038022857342878444,0.03596579839653618,0.04324954910792501,4.324954910792501,4,0.32495491079250094,4,14,4,9
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,1,15,5,9
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,2,16,6,9
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,3,17,7,9
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,4,18,8,9
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,5,19,9,9
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,6,20,10,9
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,7,21,1,8
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,8,22,2,8
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,9,23,3,8
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,10,24,4,8
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,11,25,5,8
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,12,26,6,8
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,13,27,7,8
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,14,28,8,8
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,15,29,9,8
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,16,30,10,8
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,17,31,1,7
Cluster 2,Positive,Urban (% coverage),59,0.0066070109032420514,0.010241276609873073,0.03596579839653618,0.18370260630383684,18.370260630383683,18,0.37026063038368306,18,32,2,7
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,1,33,3,7
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,2,34,4,7
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,3,35,5,7
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,4,36,6,7
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,5,37,7,7
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,6,38,8,7
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,7,39,9,7
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,8,40,10,7
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,9,41,1,6
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,10,42,2,6
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,11,43,3,6
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,12,44,4,6
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,13,45,5,6
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,14,46,6,6
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,15,47,7,6
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,16,48,8,6
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,17,49,9,6
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,18,50,10,6
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,19,51,1,5
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,20,52,2,5
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,21,53,3,5
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,22,54,4,5
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,23,55,5,5
Cluster 2,Positive,Cropland (% coverage),59,0.008450653853728216,0.011793508789053064,0.03596579839653618,0.2349636107214038,23.496361072140378,24,0.4963610721403775,24,56,6,5
Cluster 2,Positive,Pasture (% coverage),33,8.906663563744181e-4,0.006589839633633819,0.03596579839653618,0.0247642592708354,2.47642592708354,3,0.47642592708354004,1,57,7,5
Cluster 2,Positive,Pasture (% coverage),33,8.906663563744181e-4,0.006589839633633819,0.03596579839653618,0.0247642592708354,2.47642592708354,3,0.47642592708354004,2,58,8,5
Cluster 2,Positive,Pasture (% coverage),33,8.906663563744181e-4,0.006589839633633819,0.03596579839653618,0.0247642592708354,2.47642592708354,3,0.47642592708354004,3,59,9,5
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,1,60,10,5
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,2,61,1,4
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,3,62,2,4
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,4,63,3,4
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,5,64,4,4
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,6,65,5,4
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,7,66,6,4
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,8,67,7,4
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,9,68,8,4
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,10,69,9,4
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,11,70,10,4
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,12,71,1,3
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,13,72,2,3
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,14,73,3,3
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,15,74,4,3
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,16,75,5,3
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,17,76,6,3
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,18,77,7,3
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,19,78,8,3
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,20,79,9,3
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,21,80,10,3
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,22,81,1,2
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,23,82,2,2
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,24,83,3,2
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,25,84,4,2
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,26,85,5,2
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,27,86,6,2
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,28,87,7,2
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,29,88,8,2
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,30,89,9,2
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,31,90,10,2
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,32,91,1,1
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,33,92,2,1
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,34,93,3,1
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,35,94,4,1
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,36,95,5,1
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,37,96,6,1
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,38,97,7,1
Cluster 2,Positive,Forest (% coverage),88,0.013908431015455254,0.008530279595981804,0.03596579839653618,0.38671270027456855,38.671270027456856,39,0.6712700274568562,39,98,8,1
Cluster 2,Positive,Grass/Shrubland (% coverage),33,7.112085617663444e-4,0.007123720116788992,0.03596579839653618,0.019774580114279905,1.9774580114279905,2,0.9774580114279905,1,99,9,1
Cluster 2,Positive,Grass/Shrubland (% coverage),33,7.112085617663444e-4,0.007123720116788992,0.03596579839653618,0.019774580114279905,1.9774580114279905,2,0.9774580114279905,2,100,10,1
Cluster 2,Negative,Temperature,23,7.538755012180877e-4,0.003965843554045546,0.007221297183723947,0.10439613299910225,10.439613299910224,10,0.43961329991022424,1,1,1,10
Cluster 2,Negative,Temperature,23,7.538755012180877e-4,0.003965843554045546,0.007221297183723947,0.10439613299910225,10.439613299910224,10,0.43961329991022424,2,2,2,10
Cluster 2,Negative,Temperature,23,7.538755012180877e-4,0.003965843554045546,0.007221297183723947,0.10439613299910225,10.439613299910224,10,0.43961329991022424,3,3,3,10
Cluster 2,Negative,Temperature,23,7.538755012180877e-4,0.003965843554045546,0.007221297183723947,0.10439613299910225,10.439613299910224,10,0.43961329991022424,4,4,4,10
Cluster 2,Negative,Temperature,23,7.538755012180877e-4,0.003965843554045546,0.007221297183723947,0.10439613299910225,10.439613299910224,10,0.43961329991022424,5,5,5,10
Cluster 2,Negative,Temperature,23,7.538755012180877e-4,0.003965843554045546,0.007221297183723947,0.10439613299910225,10.439613299910224,10,0.43961329991022424,6,6,6,10
Cluster 2,Negative,Temperature,23,7.538755012180877e-4,0.003965843554045546,0.007221297183723947,0.10439613299910225,10.439613299910224,10,0.43961329991022424,7,7,7,10
Cluster 2,Negative,Temperature,23,7.538755012180877e-4,0.003965843554045546,0.007221297183723947,0.10439613299910225,10.439613299910224,10,0.43961329991022424,8,8,8,10
Cluster 2,Negative,Temperature,23,7.538755012180877e-4,0.003965843554045546,0.007221297183723947,0.10439613299910225,10.439613299910224,10,0.43961329991022424,9,9,9,10
Cluster 2,Negative,Temperature,23,7.538755012180877e-4,0.003965843554045546,0.007221297183723947,0.10439613299910225,10.439613299910224,10,0.43961329991022424,10,10,10,10
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,1,11,1,9
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,2,12,2,9
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,3,13,3,9
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,4,14,4,9
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,5,15,5,9
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,6,16,6,9
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,7,17,7,9
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,8,18,8,9
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,9,19,9,9
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,10,20,10,9
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,11,21,1,8
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,12,22,2,8
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,13,23,3,8
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,14,24,4,8
Cluster 2,Negative,Precipitation,66,0.003862059964138876,0.006200475283254014,0.007221297183723947,0.5348152646097376,53.48152646097376,53,0.48152646097376106,15,25,5,8
