response,response_label,atlas,period,survey,site,X,Y,top_predictor,top_driver_label,top_local_t,top_abs_local_t,second_predictor,second_driver_label,second_local_t,second_abs_local_t,t_margin,n_supported_predictors,supported_predictors,top_supported,margin_for_plot,supported_count_label,ambiguity_class
beta_turnover,All-site beta turnover,2,1990s,BG61_2,BG61,482499.98409018014,6107499.848415741,perc_cropland,Cropland (% coverage),-12.332443835322024,12.332443835322024,perc_forest,Forest (% coverage),-8.288003375656176,8.288003375656176,4.044440459665848,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.044440459665848,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG62_2,BG62,482499.97930829576,6112499.815047499,perc_cropland,Cropland (% coverage),-12.531556594400868,12.531556594400868,perc_forest,Forest (% coverage),-8.249557902750002,8.249557902750002,4.281998691650866,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.281998691650866,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG63_2,BG63,482500.0298617688,6117499.818634525,perc_cropland,Cropland (% coverage),-12.67829441720023,12.67829441720023,perc_forest,Forest (% coverage),-8.165458453746798,8.165458453746798,4.512835963453432,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.512835963453432,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG64_2,BG64,482500.00862455415,6122499.859659715,perc_cropland,Cropland (% coverage),-12.782366756662244,12.782366756662244,perc_forest,Forest (% coverage),-8.087957109020198,8.087957109020198,4.694409647642045,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.694409647642045,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG65_2,BG65,482500.0426166273,6127499.826312609,perc_cropland,Cropland (% coverage),-12.8475153582119,12.8475153582119,perc_forest,Forest (% coverage),-8.041886770647656,8.041886770647656,4.805628587564245,7,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature,TRUE,4.805628587564245,7,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG66_2,BG66,482500.00588300487,6132499.941644865,perc_cropland,Cropland (% coverage),-12.87066867228695,12.87066867228695,perc_forest,Forest (% coverage),-8.033857758265846,8.033857758265846,4.836810914021104,7,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature,TRUE,4.836810914021104,7,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG67_2,BG67,482500.024270164,6137499.871273607,perc_cropland,Cropland (% coverage),-12.84475832818428,12.84475832818428,perc_forest,Forest (% coverage),-8.065512535602666,8.065512535602666,4.779245792581614,7,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature,TRUE,4.779245792581614,7,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG68_2,BG68,482500.03539951664,6142499.837998828,perc_cropland,Cropland (% coverage),-12.769160503958076,12.769160503958076,perc_forest,Forest (% coverage),-8.130234488497388,8.130234488497388,4.638926015460688,7,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature,TRUE,4.638926015460688,7,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG69_2,BG69,482500.039511587,6147499.841798756,perc_cropland,Cropland (% coverage),-12.639912690531837,12.639912690531837,perc_forest,Forest (% coverage),-8.189747539073574,8.189747539073574,4.450165151458263,7,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Grass/Shrubland (% coverage); Precipitation; Temperature,TRUE,4.450165151458263,7,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG70_2,BG70,487500.0348421291,6102499.812978593,perc_cropland,Cropland (% coverage),-11.839448070030238,11.839448070030238,perc_forest,Forest (% coverage),-7.954129825084423,7.954129825084423,3.8853182449458155,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,3.8853182449458155,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG71_2,BG71,487499.9858600595,6107499.825717422,perc_cropland,Cropland (% coverage),-12.092899591658297,12.092899591658297,perc_forest,Forest (% coverage),-8.00109645827959,8.00109645827959,4.091803133378706,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.091803133378706,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG72_2,BG72,487500.040200374,6112499.875297073,perc_cropland,Cropland (% coverage),-12.29368304536722,12.29368304536722,perc_forest,Forest (% coverage),-7.976560279623685,7.976560279623685,4.317122765743536,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.317122765743536,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG73_2,BG73,487500.0064094621,6117499.850954274,perc_cropland,Cropland (% coverage),-12.446528929716834,12.446528929716834,perc_forest,Forest (% coverage),-7.909797645278547,7.909797645278547,4.536731284438287,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.536731284438287,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG74_2,BG74,487500.0124000873,6122499.863588602,perc_cropland,Cropland (% coverage),-12.564891788702232,12.564891788702232,perc_forest,Forest (% coverage),-7.859061163717493,7.859061163717493,4.705830624984738,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.705830624984738,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG75_2,BG75,487500.058190043,6127499.913178598,perc_cropland,Cropland (% coverage),-12.646646988063544,12.646646988063544,perc_forest,Forest (% coverage),-7.845009428270768,7.845009428270768,4.801637559792776,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.801637559792776,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG76_2,BG76,487500.01661631186,6132499.888778622,perc_cropland,Cropland (% coverage),-12.681759540142371,12.681759540142371,perc_forest,Forest (% coverage),-7.862355624875096,7.862355624875096,4.819403915267276,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.819403915267276,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG77_2,BG77,487500.0151634949,6137499.901289857,perc_cropland,Cropland (% coverage),-12.664113677523272,12.664113677523272,perc_forest,Forest (% coverage),-7.897953606267662,7.897953606267662,4.76616007125561,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.76616007125561,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG78_2,BG78,487500.05353123834,6142499.839403261,perc_cropland,Cropland (% coverage),-12.59380920432695,12.59380920432695,perc_forest,Forest (% coverage),-7.944180054489694,7.944180054489694,4.649629149837256,7,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature,TRUE,4.649629149837256,7,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG79_2,BG79,487500.069157074,6147499.925851864,perc_cropland,Cropland (% coverage),-12.465678471901162,12.465678471901162,perc_forest,Forest (% coverage),-7.966906912170203,7.966906912170203,4.498771559730959,7,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature,TRUE,4.498771559730959,7,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG80_2,BG80,492500.05033699406,6102499.744442296,perc_cropland,Cropland (% coverage),-11.530494774284165,11.530494774284165,perc_forest,Forest (% coverage),-7.5787033978185665,7.5787033978185665,3.9517913764655983,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,3.9517913764655983,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG81_2,BG81,492500.01211780054,6107499.849601752,perc_cropland,Cropland (% coverage),-11.776684748258598,11.776684748258598,perc_forest,Forest (% coverage),-7.63501101157734,7.63501101157734,4.141673736681257,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,4.141673736681257,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG82_2,BG82,492500.061323392,6112499.880421333,perc_cropland,Cropland (% coverage),-11.972173404064431,11.972173404064431,perc_forest,Forest (% coverage),-7.619370904623064,7.619370904623064,4.352802499441367,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,4.352802499441367,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG83_2,BG83,492500.0068079907,6117499.837203838,perc_cropland,Cropland (% coverage),-12.130797421578157,12.130797421578157,perc_forest,Forest (% coverage),-7.572394892926355,7.572394892926355,4.5584025286518015,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.5584025286518015,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG84_2,BG84,492500.03992750257,6122499.830883491,perc_cropland,Cropland (% coverage),-12.262841076377114,12.262841076377114,perc_forest,Forest (% coverage),-7.549680207483806,7.549680207483806,4.713160868893309,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.713160868893309,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG85_2,BG85,492500.03347061033,6127499.861656778,perc_cropland,Cropland (% coverage),-12.357035183140784,12.357035183140784,perc_forest,Forest (% coverage),-7.563188413252262,7.563188413252262,4.793846769888522,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.793846769888522,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG86_2,BG86,492500.0510949549,6132499.929393534,perc_cropland,Cropland (% coverage),-12.402160368570309,12.402160368570309,perc_forest,Forest (% coverage),-7.599647575983504,7.599647575983504,4.802512792586805,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.802512792586805,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG87_2,BG87,492500.02925978525,6137499.922894773,perc_cropland,Cropland (% coverage),-12.39033383948768,12.39033383948768,perc_forest,Forest (% coverage),-7.635821313914469,7.635821313914469,4.754512525573211,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.754512525573211,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG88_2,BG88,492500.0314784392,6142499.842027559,perc_cropland,Cropland (% coverage),-12.3201780633239,12.3201780633239,perc_forest,Forest (% coverage),-7.6521603451749725,7.6521603451749725,4.668017718148927,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.668017718148927,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG89_2,BG89,492500.05814519007,6147499.909344381,perc_cropland,Cropland (% coverage),-12.185102355392983,12.185102355392983,perc_forest,Forest (% coverage),-7.631268383663761,7.631268383663761,4.553833971729222,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.553833971729222,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG90_2,BG90,497500.04236272007,6102499.824620573,perc_cropland,Cropland (% coverage),-11.151579804579423,11.151579804579423,perc_forest,Forest (% coverage),-7.139797430643532,7.139797430643532,4.011782373935891,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Pasture (% coverage); Grass/Shrubland (% coverage); Temperature,TRUE,4.011782373935891,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG91_2,BG91,497500.0145113976,6107499.808974277,perc_cropland,Cropland (% coverage),-11.389828673564825,11.389828673564825,perc_forest,Forest (% coverage),-7.200327102349262,7.200327102349262,4.189501571215563,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Pasture (% coverage); Grass/Shrubland (% coverage); Temperature,TRUE,4.189501571215563,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG92_2,BG92,497500.05856603594,6112499.830354991,perc_cropland,Cropland (% coverage),-11.580807683192338,11.580807683192338,perc_forest,Forest (% coverage),-7.193468343856107,7.193468343856107,4.387339339336231,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,4.387339339336231,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG93_2,BG93,497500.0470217283,6117499.888816063,perc_cropland,Cropland (% coverage),-11.740692384175846,11.740692384175846,perc_forest,Forest (% coverage),-7.1642030629563775,7.1642030629563775,4.576489321219468,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,4.576489321219468,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG94_2,BG94,497500.04360713303,6122499.873015075,perc_cropland,Cropland (% coverage),-11.878076957990652,11.878076957990652,perc_forest,Forest (% coverage),-7.165176654302454,7.165176654302454,4.7129003036881985,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,4.7129003036881985,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG95_2,BG95,497500.0483908097,6127499.894213497,perc_cropland,Cropland (% coverage),-11.978292882224608,11.978292882224608,perc_forest,Forest (% coverage),-7.200258661029593,7.200258661029593,4.778034221195015,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,4.778034221195015,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG96_2,BG96,497500.0613110999,6132499.841104226,perc_cropland,Cropland (% coverage),-12.025983123173278,12.025983123173278,perc_forest,Forest (% coverage),-7.245665125368702,7.245665125368702,4.780317997804576,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.780317997804576,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG97_2,BG97,497500.0191423166,6137499.936274155,perc_cropland,Cropland (% coverage),-12.012861282296164,12.012861282296164,perc_forest,Forest (% coverage),-7.273254221646697,7.273254221646697,4.739607060649467,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.739607060649467,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG98_2,BG98,497500.04848340026,6142499.845767268,perc_cropland,Cropland (% coverage),-11.936335940026218,11.936335940026218,perc_forest,Forest (% coverage),-7.254801989653941,7.254801989653941,4.681533950372278,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.681533950372278,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BG99_2,BG99,497500.0228864452,6147499.903496731,perc_cropland,Cropland (% coverage),-11.790600750860378,11.790600750860378,perc_forest,Forest (% coverage),-7.189222730018775,7.189222730018775,4.601378020841603,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,4.601378020841603,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH57_2,BH57,477500.0575189135,6087499.717403076,perc_cropland,Cropland (% coverage),-11.214962461914467,11.214962461914467,perc_forest,Forest (% coverage),-7.972245870018082,7.972245870018082,3.242716591896386,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,3.242716591896386,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH58_2,BH58,477500.0309492611,6092499.683684505,perc_cropland,Cropland (% coverage),-11.60912451193917,11.60912451193917,perc_forest,Forest (% coverage),-8.233177172407336,8.233177172407336,3.375947339531834,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,3.375947339531834,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH59_2,BH59,477500.0107989607,6097499.687274866,perc_cropland,Cropland (% coverage),-11.959408439753796,11.959408439753796,perc_forest,Forest (% coverage),-8.403879774799167,8.403879774799167,3.555528664954629,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,3.555528664954629,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH66_2,BH66,482500.0001891313,6082499.794663963,perc_cropland,Cropland (% coverage),-10.576036026117476,10.576036026117476,perc_urban,Urban (% coverage),-7.509718001694121,7.509718001694121,3.0663180244233557,8,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,3.0663180244233557,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH67_2,BH67,482500.0408449325,6087499.686214566,perc_cropland,Cropland (% coverage),-11.008697745614588,11.008697745614588,perc_forest,Forest (% coverage),-7.675641804571644,7.675641804571644,3.333055941042945,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,3.333055941042945,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH68_2,BH68,482500.0724313329,6092499.726358123,perc_cropland,Cropland (% coverage),-11.41154351354822,11.41154351354822,perc_forest,Forest (% coverage),-7.953160419665343,7.953160419665343,3.458383093882878,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,3.458383093882878,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH69_2,BH69,482500.03038015234,6097499.692768536,perc_cropland,Cropland (% coverage),-11.77074617327996,11.77074617327996,perc_forest,Forest (% coverage),-8.148536578425535,8.148536578425535,3.622209594854425,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Temperature; Pasture (% coverage),TRUE,3.622209594854425,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH76_2,BH76,487500.048187175,6082499.800443771,perc_cropland,Cropland (% coverage),-10.319364150111737,10.319364150111737,perc_urban,Urban (% coverage),-7.24096145414375,7.24096145414375,3.078402695967987,8,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,3.078402695967987,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH77_2,BH77,487500.03415061906,6087499.77562375,perc_cropland,Cropland (% coverage),-10.754992548995212,10.754992548995212,perc_urban,Urban (% coverage),-7.3596400749588335,7.3596400749588335,3.395352474036378,8,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,3.395352474036378,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH78_2,BH78,487500.0592190939,6092499.787910184,perc_cropland,Cropland (% coverage),-11.16418539244069,11.16418539244069,perc_forest,Forest (% coverage),-7.614910594994455,7.614910594994455,3.549274797446235,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,3.549274797446235,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH79_2,BH79,487500.0591634151,6097499.726182375,perc_cropland,Cropland (% coverage),-11.529147099294894,11.529147099294894,perc_forest,Forest (% coverage),-7.827031977985086,7.827031977985086,3.7021151213098085,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,3.7021151213098085,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH86_2,BH86,492500.0572634925,6082499.806664651,perc_cropland,Cropland (% coverage),-10.02652197742892,10.02652197742892,perc_urban,Urban (% coverage),-6.93489763179791,6.93489763179791,3.0916243456310104,7,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Land-use heterogeneity; Pasture (% coverage); Precipitation; Grass/Shrubland (% coverage),TRUE,3.0916243456310104,7,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH87_2,BH87,492500.0521481735,6087499.763193937,perc_cropland,Cropland (% coverage),-10.460366255035028,10.460366255035028,perc_urban,Urban (% coverage),-7.056458580386491,7.056458580386491,3.4039076746485373,8,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Land-use heterogeneity; Pasture (% coverage); Precipitation; Grass/Shrubland (% coverage); Temperature,TRUE,3.4039076746485373,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH88_2,BH88,492500.0706003756,6092499.756857703,perc_cropland,Cropland (% coverage),-10.86727483538228,10.86727483538228,perc_forest,Forest (% coverage),-7.226486328010535,7.226486328010535,3.640788507371746,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Pasture (% coverage); Grass/Shrubland (% coverage); Temperature,TRUE,3.640788507371746,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH89_2,BH89,492500.0486974856,6097499.7877438655,perc_cropland,Cropland (% coverage),-11.228753136434731,11.228753136434731,perc_forest,Forest (% coverage),-7.442741847294126,7.442741847294126,3.786011289140605,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Precipitation; Grass/Shrubland (% coverage); Pasture (% coverage); Temperature,TRUE,3.786011289140605,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH96_2,BH96,497500.0428692315,6082499.813263592,perc_cropland,Cropland (% coverage),-9.703455803885197,9.703455803885197,perc_urban,Urban (% coverage),-6.597946009834915,6.597946009834915,3.105509794050281,7,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Land-use heterogeneity; Pasture (% coverage); Precipitation; Grass/Shrubland (% coverage),TRUE,3.105509794050281,7,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH97_2,BH97,497500.0466593011,6087499.76039121,perc_cropland,Cropland (% coverage),-10.124455755642993,10.124455755642993,perc_urban,Urban (% coverage),-6.713782885854727,6.713782885854727,3.4106728697882662,7,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Land-use heterogeneity; Pasture (% coverage); Precipitation; Grass/Shrubland (% coverage),TRUE,3.4106728697882662,7,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH98_2,BH98,497500.05847944214,6092499.74466746,perc_cropland,Cropland (% coverage),-10.515901361908078,10.515901361908078,perc_forest,Forest (% coverage),-6.800952631721311,6.800952631721311,3.7149487301867667,7,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Pasture (% coverage); Precipitation; Grass/Shrubland (% coverage),TRUE,3.7149487301867667,7,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,BH99_2,BH99,497500.0144000943,6097499.766108859,perc_cropland,Cropland (% coverage),-10.862181971453085,10.862181971453085,perc_forest,Forest (% coverage),-7.005344344827086,7.005344344827086,3.8568376266259987,8,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Land-use heterogeneity; Pasture (% coverage); Precipitation; Grass/Shrubland (% coverage); Temperature,TRUE,3.8568376266259987,8,Four or more supported predictors
beta_turnover,All-site beta turnover,2,1990s,CB80_2,CB80,542499.6620958119,6352499.629923955,perc_cropland,Cropland (% coverage),-5.060324383592653,5.060324383592653,perc_forest,Forest (% coverage),-2.230612029562552,2.230612029562552,2.8297123540301015,3,Cropland (% coverage); Forest (% coverage); Land-use heterogeneity,TRUE,2.8297123540301015,3,Three supported predictors
beta_turnover,All-site beta turnover,2,1990s,CB81_2,CB81,542499.628879245,6357499.699695451,perc_cropland,Cropland (% coverage),-4.721389179343835,4.721389179343835,perc_forest,Forest (% coverage),-2.023283111836839,2.023283111836839,2.698106067506996,2,Cropland (% coverage); Forest (% coverage),TRUE,2.698106067506996,2,Two supported predictors
beta_turnover,All-site beta turnover,2,1990s,CB90_2,CB90,547499.7045161797,6352499.721157329,perc_cropland,Cropland (% coverage),-4.694081799240599,4.694081799240599,hh,Land-use heterogeneity,-1.9122428494058543,1.9122428494058543,2.7818389498347447,1,Cropland (% coverage),TRUE,2.7818389498347447,1,One supported predictor
beta_turnover,All-site beta turnover,2,1990s,CB91_2,CB91,547499.6539340164,6357499.662049337,perc_cropland,Cropland (% coverage),-4.374850150273229,4.374850150273229,hh,Land-use heterogeneity,-1.7318442821894913,1.7318442821894913,2.643005868083738,1,Cropland (% coverage),TRUE,2.643005868083738,1,One supported predictor
beta_turnover,All-site beta turnover,2,1990s,CB92_2,CB92,547499.671851043,6362499.752101463,perc_cropland,Cropland (% coverage),-4.051032621419333,4.051032621419333,perc_urban,Urban (% coverage),-1.6001384720100575,1.6001384720100575,2.4508941494092755,1,Cropland (% coverage),TRUE,2.4508941494092755,1,One supported predictor
